protocol,scope,tracker,proposed_method,comparator,sequence_count,bootstrap_unit,bootstrap_replicates,bootstrap_seed,delta_HOTA_mean,delta_HOTA_ci_low,delta_HOTA_ci_high,delta_HOTA_total,HOTA_wins,HOTA_ties,HOTA_losses,delta_AssA_mean,delta_AssA_ci_low,delta_AssA_ci_high,delta_AssA_total,AssA_wins,AssA_ties,AssA_losses,delta_IDF1_mean,delta_IDF1_ci_low,delta_IDF1_ci_high,delta_IDF1_total,IDF1_wins,IDF1_ties,IDF1_losses,delta_IDSW_mean,delta_IDSW_ci_low,delta_IDSW_ci_high,delta_IDSW_total,IDSW_wins,IDSW_ties,IDSW_losses
official_detector,legacy12,bytetrack,com3d_reciprocal_guard,no_refinement,12,released_sequence,10000,20260914,0.6352297122593912,0.20837272327182782,1.1052443411379025,7.622756547112695,7,3,2,1.4119327025666621,0.4563533675505038,2.4711195191093496,16.943192430799947,7,3,2,1.4666313467596348,0.6351510298800119,2.4256338166909783,17.599576161115618,8,4,0,-20.583333333333332,-36.583333333333336,-8.25,-247.0,8,4,0
official_detector,legacy12,bytetrack,com3d_reciprocal_guard,geometry_greedy,12,released_sequence,10000,20260914,-0.062011571550594745,-0.138585073631176,0.004447559555755968,-0.7441388586071369,2,4,6,-0.12791684352888902,-0.2886167312524728,0.008477116254840432,-1.5350021223466683,2,4,6,-0.2735259884321793,-0.5332430196770556,-0.07868879447910852,-3.2823118611861517,0,6,6,9.5,1.6666666666666667,20.666666666666668,114.0,0,6,6
official_detector,legacy12,bytetrack,com3d_reciprocal_guard,geometry_reid_greedy_guard,12,released_sequence,10000,20260914,-0.11322856864724666,-0.2107591087241578,-0.03555395442964748,-1.3587428237669599,0,5,7,-0.24433524332564463,-0.466217355693278,-0.0757332474309546,-2.9320229199077357,0,5,7,-0.4732712175155527,-0.8131769837743192,-0.17986104337806688,-5.679254610186632,0,5,7,12.25,3.0833333333333335,24.0,147.0,0,5,7
official_detector,legacy12,bytetrack,com3d_reciprocal_guard,geometry_reid_hungarian,12,released_sequence,10000,20260914,-0.06066970086886444,-0.12826237203331295,-0.011864098824183303,-0.7280364104263732,1,5,6,-0.1265137426678066,-0.25925375488599656,-0.025877045962957517,-1.5181649120136793,1,5,6,-0.2439396055023805,-0.479133393511417,-0.07733561831463891,-2.927275266028566,0,5,7,4.916666666666667,1.25,10.083333333333334,59.0,0,6,6
official_detector,legacy12,bytetrack,com3d_reciprocal_guard,aflink_cached_overlap_safe,12,released_sequence,10000,20260914,0.664452414736788,0.23407054154441778,1.1576593386151786,7.973428976841455,7,3,2,1.4685212007732218,0.4830003446833627,2.5854850194289716,17.62225440927866,7,3,2,1.4542397730297711,0.6154676337632938,2.406072747342909,17.450877276357254,8,4,0,-20.583333333333332,-36.75208333333333,-8.166666666666666,-247.0,8,4,0
official_detector,confirmation38,bytetrack,com3d_reciprocal_guard,no_refinement,38,released_sequence,10000,20260914,0.7909290735255834,0.48707261157056064,1.118553688979218,30.05530479397217,31,0,7,1.4838503904940068,0.9173161793678443,2.066684005722801,56.38631483877226,31,0,7,1.7093014151385644,1.1933651738180184,2.2705129719742163,64.95345377526544,33,1,4,-30.05263157894737,-44.421710526315785,-18.394736842105264,-1142.0,37,1,0
official_detector,confirmation38,bytetrack,com3d_reciprocal_guard,geometry_greedy,38,released_sequence,10000,20260914,-0.2923045176820864,-0.6968889682454238,-0.005892271069644719,-11.107571671919281,14,3,21,-0.46995265343848397,-1.0768659736830066,-0.0060024358343820465,-17.85820083066239,14,3,21,-0.9499983293476592,-1.8429473250207384,-0.3264698324145192,-36.09993651521105,7,7,24,24.026315789473685,12.552631578947368,38.44802631578946,913.0,0,9,29
official_detector,confirmation38,bytetrack,com3d_reciprocal_guard,geometry_reid_greedy_guard,38,released_sequence,10000,20260914,-0.48435824066992855,-0.9147009169977399,-0.17129429368913143,-18.405613145457284,7,3,28,-0.8912381770538008,-1.5318629432059185,-0.3940360089099992,-33.86705072804443,7,3,28,-1.3461491429107184,-2.2431020912012447,-0.6820826893984919,-51.1536674306073,5,6,27,28.342105263157894,15.526315789473685,43.5,1077.0,0,7,31
official_detector,confirmation38,bytetrack,com3d_reciprocal_guard,geometry_reid_hungarian,38,released_sequence,10000,20260914,-0.21608988603857063,-0.33549766143953724,-0.11983759093488251,-8.211415669465683,4,4,30,-0.4210956462364715,-0.6223850514829121,-0.2409070829912037,-16.001634556985916,4,4,30,-0.7066628050642694,-0.9865081829337791,-0.4677388208427252,-26.853186592442235,2,7,29,12.394736842105264,6.552631578947368,19.711184210526305,471.0,1,7,30
official_detector,confirmation38,bytetrack,com3d_reciprocal_guard,aflink_cached_overlap_safe,38,released_sequence,10000,20260914,0.6735371658352015,0.41251739469633125,0.9598160296020247,25.594412301737655,33,0,5,1.2487829562098696,0.8047058806420002,1.740250306630148,47.45375233597504,33,0,5,1.4287756719321676,1.0046093617779146,1.9092226081332697,54.29347553342237,35,1,2,-29.342105263157894,-43.026315789473685,-18.13157894736842,-1115.0,37,1,0
