protocol,scope,tracker,proposed_method,comparator,sequence_count,bootstrap_unit,bootstrap_replicates,bootstrap_seed,delta_HOTA_mean,delta_HOTA_ci_low,delta_HOTA_ci_high,delta_HOTA_total,HOTA_wins,HOTA_ties,HOTA_losses,delta_AssA_mean,delta_AssA_ci_low,delta_AssA_ci_high,delta_AssA_total,AssA_wins,AssA_ties,AssA_losses,delta_IDF1_mean,delta_IDF1_ci_low,delta_IDF1_ci_high,delta_IDF1_total,IDF1_wins,IDF1_ties,IDF1_losses,delta_IDSW_mean,delta_IDSW_ci_low,delta_IDSW_ci_high,delta_IDSW_total,IDSW_wins,IDSW_ties,IDSW_losses
official_detector,all50,ocsort,com3d_reciprocal_guard,no_refinement,50,released_sequence,10000,20260914,0.645729338513927,0.4244067722771807,0.9033627232379728,32.28646692569635,42,3,5,1.6203178509069869,1.0611423898418824,2.2767030284700267,81.01589254534935,42,3,5,1.6234924683519756,1.2119385900812647,2.0721380680807293,81.17462341759878,45,3,2,-21.18,-27.26,-15.72,-1059.0,46,4,0
official_detector,all50,ocsort,com3d_reciprocal_guard,geometry_greedy,50,released_sequence,10000,20260914,0.0254661695374691,-0.163076732664885,0.1511140878686188,1.273308476873455,29,8,13,-0.16320490613049848,-1.0610542338688038,0.36007220848952115,-8.160245306524924,27,8,15,-0.05203009381483788,-0.20056278575378378,0.0842002840931559,-2.6015046907418937,16,12,22,4.9,2.42,7.88,245.0,7,18,25
official_detector,all50,ocsort,com3d_reciprocal_guard,geometry_reid_greedy_guard,50,released_sequence,10000,20260914,-0.26406939937082663,-0.4562251294263983,-0.12223781675648575,-13.203469968541333,6,9,35,-0.8754816056115731,-1.7784444793835903,-0.3098772380745298,-43.77408028057865,6,9,35,-0.6791300622988236,-1.0117738974317894,-0.4063116613959225,-33.95650311494118,2,12,36,12.38,8.22,16.94,619.0,0,13,37
official_detector,all50,ocsort,com3d_reciprocal_guard,geometry_reid_hungarian,50,released_sequence,10000,20260914,-0.23882075410023862,-0.3698556712482699,-0.13361678191178863,-11.941037705011931,5,9,36,-0.7274548730191702,-1.283842320055556,-0.3496492019678773,-36.37274365095851,5,9,36,-0.6566677026571035,-0.9924562139514278,-0.3967610075206243,-32.83338513285518,1,12,37,10.72,7.1,14.84,536.0,0,13,37
official_detector,all50,ocsort,com3d_reciprocal_guard,aflink_cached_overlap_safe,50,released_sequence,10000,20260914,0.5117966980583776,0.33501109698061626,0.69356980153541,25.58983490291888,39,3,8,1.2864413526731158,0.7777346554578783,1.8289187338976278,64.32206763365579,39,3,8,1.3995332235437332,1.0521229828131322,1.771093972473844,69.97666117718666,44,3,3,-20.72,-26.8005,-15.239500000000007,-1036.0,46,4,0
official_detector,legacy12,ocsort,com3d_reciprocal_guard,no_refinement,12,released_sequence,10000,20260914,0.8565159281884743,0.409095955208437,1.3533007543017503,10.278191138261692,9,3,0,2.1127500087991464,0.8279522484100705,3.60767603443623,25.353000105589757,9,3,0,1.9706420963658562,1.1000198087241213,2.9348001539832556,23.647705156390273,9,3,0,-25.0,-38.168749999999996,-12.833333333333334,-300.0,9,3,0
official_detector,legacy12,ocsort,com3d_reciprocal_guard,geometry_greedy,12,released_sequence,10000,20260914,0.051802755381564015,-0.05648354980546492,0.15950131262056233,0.6216330645787682,6,4,2,0.057442793799206214,-0.21100474213001352,0.2736933398219161,0.6893135255904745,5,4,3,-0.10236860688346638,-0.3002594581957724,0.06359763749666227,-1.2284232826015966,2,4,6,3.8333333333333335,0.8333333333333334,7.333333333333333,46.0,1,5,6
official_detector,legacy12,ocsort,com3d_reciprocal_guard,geometry_reid_greedy_guard,12,released_sequence,10000,20260914,-0.3002963721493616,-0.6105700266669165,-0.088026657275726,-3.603556465792339,0,3,9,-0.6622743267306855,-1.273861771671227,-0.21686602593061988,-7.947291920768226,0,3,9,-0.6220140461045478,-0.9666475369790194,-0.3030340667237273,-7.464168553254574,0,3,9,11.666666666666666,5.083333333333333,18.5,140.0,0,3,9
official_detector,legacy12,ocsort,com3d_reciprocal_guard,geometry_reid_hungarian,12,released_sequence,10000,20260914,-0.2759138791834033,-0.5763186053093853,-0.07783742061126658,-3.31096655020084,0,3,9,-0.6134816166419194,-1.196394759764236,-0.19220104068284835,-7.361779399703032,0,3,9,-0.6256811911653797,-0.9537054148788926,-0.3092699270929719,-7.508174293984556,0,3,9,10.25,4.5,16.91874999999997,123.0,0,3,9
official_detector,legacy12,ocsort,com3d_reciprocal_guard,aflink_cached_overlap_safe,12,released_sequence,10000,20260914,0.8333722572646125,0.38558677436434824,1.333776565652492,10.00046708717535,9,3,0,2.065468958910032,0.8094450892467413,3.519991465105146,24.785627506920385,9,3,0,1.941922420515759,1.0909165936658765,2.9135957800437167,23.30306904618911,9,3,0,-24.833333333333332,-37.833333333333336,-12.833333333333334,-298.0,9,3,0
official_detector,confirmation38,ocsort,com3d_reciprocal_guard,no_refinement,38,released_sequence,10000,20260914,0.579165152300912,0.34869374494563554,0.8761265413497387,22.008275787434656,33,0,5,1.464812958941042,0.8617646969214041,2.188924349387972,55.662892439759595,33,0,5,1.5138662700318029,1.0688987763506137,2.043700465823758,57.52691826120851,36,0,2,-19.973684210526315,-26.842105263157894,-14.052631578947368,-759.0,37,1,0
official_detector,confirmation38,ocsort,com3d_reciprocal_guard,geometry_greedy,38,released_sequence,10000,20260914,0.017149352955123338,-0.22459093163847021,0.1787888795663806,0.6516754122946868,23,4,11,-0.23288312716093154,-1.3972119859180896,0.45078688351996427,-8.849558832115399,22,4,12,-0.036133721266849925,-0.21746001413467908,0.13338137629058056,-1.373081408140297,14,8,16,5.2368421052631575,2.1842105263157894,9.052631578947368,199.0,6,13,19
official_detector,confirmation38,ocsort,com3d_reciprocal_guard,geometry_reid_greedy_guard,38,released_sequence,10000,20260914,-0.2526293027039208,-0.4837241612611356,-0.09047564455197271,-9.599913502748992,6,6,26,-0.9428102199950112,-2.1185511183473436,-0.25058611468365666,-35.82678835981043,6,6,26,-0.6971666989917528,-1.12237678198438,-0.3548768897330277,-26.492334561686604,2,9,27,12.605263157894736,7.5,18.263157894736842,479.0,0,10,28
official_detector,confirmation38,ocsort,com3d_reciprocal_guard,geometry_reid_hungarian,38,released_sequence,10000,20260914,-0.22710713565292345,-0.3767417806620527,-0.11327880732664686,-8.630071154811091,5,6,27,-0.7634464276646178,-1.4635847027686117,-0.30466155697064873,-29.010964251255476,5,6,27,-0.6664529168123848,-1.087864868526354,-0.34265228948352217,-25.325210838870625,1,9,28,10.868421052631579,6.5,15.789473684210526,413.0,0,10,28
official_detector,confirmation38,ocsort,com3d_reciprocal_guard,aflink_cached_overlap_safe,38,released_sequence,10000,20260914,0.4102465214669349,0.24269640898152658,0.5822132683680289,15.589367815743527,30,0,8,1.0404326349140893,0.5355096397251924,1.5443676334193501,39.53644012673539,30,0,8,1.2282524244999355,0.8777823609399795,1.608242371102945,46.67359213099755,35,0,3,-19.42105263157895,-26.05263157894737,-13.578947368421053,-738.0,37,1,0
official_detector,all50,deepocsort,com3d_reciprocal_guard,no_refinement,50,released_sequence,10000,20260914,0.3891293693118814,0.15701905155003318,0.7188698321683249,19.45646846559407,32,7,11,0.8324644899903602,0.3669451529845798,1.4783860266871507,41.62322449951801,32,7,11,0.99785231959172,0.49062336705829496,1.6993759063737985,49.892615979586004,32,9,9,-6.48,-8.88,-4.419500000000007,-324.0,39,11,0
official_detector,all50,deepocsort,com3d_reciprocal_guard,geometry_greedy,50,released_sequence,10000,20260914,0.05551547486896425,0.0139517277028942,0.1044683630245683,2.7757737434482124,24,19,7,0.12728559800817252,0.03282716984694666,0.23686673204245,6.364279900408626,24,19,7,0.0757512263219563,-0.00829949847295559,0.16766303046538317,3.7875613160978148,14,30,6,0.76,0.32,1.34,38.0,1,33,16
official_detector,all50,deepocsort,com3d_reciprocal_guard,geometry_reid_greedy_guard,50,released_sequence,10000,20260914,-0.03433652807221961,-0.06241549720063448,-0.010445200749297775,-1.7168264036109804,8,20,22,-0.07897186493098815,-0.145026131340273,-0.02456589640102601,-3.9485932465494074,8,20,22,-0.06300110494365456,-0.13879951408287308,0.0073312107994509546,-3.1500552471827277,7,24,19,2.08,1.06,3.26,104.0,0,25,25
official_detector,all50,deepocsort,com3d_reciprocal_guard,geometry_reid_hungarian,50,released_sequence,10000,20260914,-0.05136681736984855,-0.09150846638268995,-0.015442717623067544,-2.5683408684924274,6,23,21,-0.11465470747709801,-0.2042104783746817,-0.03714420608874081,-5.732735373854901,6,23,21,-0.08881554548118942,-0.18852813927577428,0.008552663618858609,-4.440777274059471,4,27,19,1.78,0.86,2.96,89.0,0,29,21
official_detector,all50,deepocsort,com3d_reciprocal_guard,aflink_cached_overlap_safe,50,released_sequence,10000,20260914,0.3042709002218082,0.13349884486350844,0.5434242178823026,15.21354501109041,32,7,11,0.6790977027888944,0.3198561759560431,1.1515908425056944,33.95488513944472,32,7,11,0.7491042696983462,0.37796124547883425,1.2172172461379596,37.45521348491731,32,9,9,-5.92,-8.1,-4.0,-296.0,39,11,0
official_detector,legacy12,deepocsort,com3d_reciprocal_guard,no_refinement,12,released_sequence,10000,20260914,0.2406918456560231,0.005725724049781548,0.5536423086910655,2.8883021478722775,6,3,3,0.5623534443033801,0.009803646259269324,1.3226531892587607,6.7482413316405605,6,3,3,0.6597211402367211,0.04693589436679142,1.5251402236385936,7.9166536828406535,5,4,3,-4.666666666666667,-8.166666666666666,-1.75,-56.0,7,5,0
official_detector,legacy12,deepocsort,com3d_reciprocal_guard,geometry_greedy,12,released_sequence,10000,20260914,-0.003807196638787147,-0.059433123104752725,0.03138541738461924,-0.045686359665445764,7,4,1,-0.012073523908535222,-0.15057224595974025,0.07814139577869092,-0.14488228690242266,7,4,1,-0.022357478450583557,-0.20151955049643236,0.09543709665535793,-0.2682897414070027,5,6,1,0.25,-0.08333333333333333,0.5833333333333334,3.0,1,7,4
official_detector,legacy12,deepocsort,com3d_reciprocal_guard,geometry_reid_greedy_guard,12,released_sequence,10000,20260914,-0.03924919270100702,-0.09070413520079891,-0.00233137157701672,-0.4709903124120842,1,5,6,-0.09715304436178407,-0.22949450849538494,-0.006847482601253854,-1.1658365323414088,1,5,6,-0.11213843316871497,-0.27495858119657574,0.007214678946787956,-1.3456611980245796,1,6,5,1.0,0.3333333333333333,1.8333333333333333,12.0,0,6,6
official_detector,legacy12,deepocsort,com3d_reciprocal_guard,geometry_reid_hungarian,12,released_sequence,10000,20260914,-0.03495690197241016,-0.08900018536652173,0.005126893039824084,-0.41948282366892187,3,5,4,-0.08632871542839678,-0.22493722990926637,0.013187343304876406,-1.0359445851407614,3,5,4,-0.11980926279977015,-0.2833598265661805,-0.011559285731117086,-1.4377111535972418,0,7,5,0.9166666666666666,0.16666666666666666,1.8333333333333333,11.0,0,8,4
official_detector,legacy12,deepocsort,com3d_reciprocal_guard,aflink_cached_overlap_safe,12,released_sequence,10000,20260914,0.23001532231396946,-0.0008225737623772798,0.5618230817617915,2.7601838677676334,6,3,3,0.5373720278512684,-0.005159149395088983,1.2814676358697321,6.44846433421522,6,3,3,0.6215357117962134,0.011571581627390989,1.5363276355891784,7.458428541554561,5,4,3,-4.583333333333333,-8.083333333333334,-1.6666666666666667,-55.0,7,5,0
official_detector,confirmation38,deepocsort,com3d_reciprocal_guard,no_refinement,38,released_sequence,10000,20260914,0.4360043767821525,0.15201675489043995,0.8714351056179093,16.568166317721793,26,4,8,0.9177627149441435,0.35739206778026594,1.7357991086873392,34.87498316787745,26,4,8,1.1046305867564565,0.48400316966527523,1.9899819860180439,41.97596229674535,27,5,6,-7.052631578947368,-9.921052631578947,-4.526315789473684,-268.0,32,6,0
official_detector,confirmation38,deepocsort,com3d_reciprocal_guard,geometry_greedy,38,released_sequence,10000,20260914,0.07424895008193837,0.02270407545322209,0.1338919082083436,2.821460103113658,17,15,6,0.17129374177134338,0.05327658064649568,0.30930299554455737,6.509162187311048,17,15,6,0.10673292256591625,0.010228893060786517,0.21894704973736928,4.0558510575048174,9,24,5,0.9210526315789473,0.34210526315789475,1.6578947368421053,35.0,0,26,12
official_detector,confirmation38,deepocsort,com3d_reciprocal_guard,geometry_reid_greedy_guard,38,released_sequence,10000,20260914,-0.032785160294707794,-0.06612191800909178,-0.004430849863253278,-1.2458360911988962,7,15,16,-0.0732304398475789,-0.14701470309484185,-0.008873265682837155,-2.7827567142079985,7,15,16,-0.047484053925214424,-0.13165091817705815,0.03484898339079286,-1.804394049158148,6,18,14,2.4210526315789473,1.131578947368421,3.973684210526316,92.0,0,19,19
official_detector,confirmation38,deepocsort,com3d_reciprocal_guard,geometry_reid_hungarian,38,released_sequence,10000,20260914,-0.05654889591640804,-0.10913307233094799,-0.01116669393110858,-2.1488580448235055,3,18,17,-0.12359975759774051,-0.23605575800369208,-0.025275080310029473,-4.696790788714139,3,18,17,-0.0790280558016376,-0.20095983585136018,0.039777779889104865,-3.003066120462229,4,20,14,2.0526315789473686,0.8421052631578947,3.5,78.0,0,21,17
official_detector,confirmation38,deepocsort,com3d_reciprocal_guard,aflink_cached_overlap_safe,38,released_sequence,10000,20260914,0.3277200300874415,0.1269133276122341,0.6193729055389606,12.453361143322777,26,4,8,0.7238531790849867,0.30165070884767664,1.291969657409008,27.506420805229496,26,4,8,0.7893890774569144,0.3684818039736768,1.349781614043259,29.996784943362748,27,5,6,-6.342105263157895,-9.0,-4.105263157894737,-241.0,32,6,0
