AssA,DetA,FN,FP,Frag,HOTA,IDF1,IDSW,MOTA,TP,aggregation,invalid_class_instances,invalid_sequences,method,predicted_boxes,scope,sequence_count,tracker,valid_gt_boxes,valid_output
46.35936555343258,36.27189091823542,18180,0,896,39.36660682833956,37.451403971629865,1556,31.661218779644898,12486,equal_sequence_mean_metrics_total_counts,0,0,no_refinement,12486,legacy12,12,ocsort,30666,True
53.03204096609885,42.410352404329004,87556,0,2979,46.669460230024534,44.70454033597546,4563,39.23397583112926,77972,equal_sequence_mean_metrics_total_counts,0,0,no_refinement,77972,confirmation38,38,ocsort,165528,True
84.53797796291823,81.59961443625225,22130,0,2155,82.59626253428775,83.67010459435745,1377,80.80441868738944,174064,equal_sequence_mean_metrics_total_counts,0,0,com3d_reciprocal_guard,174064,all_sequences,50,deepocsort,196194,True
78.76146431439845,67.1069007003687,3851,0,283,71.59961755341676,71.68416994091179,167,65.94318155613212,26815,equal_sequence_mean_metrics_total_counts,0,0,com3d_reciprocal_guard,26815,legacy12,12,deepocsort,30666,True
86.36214016771397,86.17626087916285,18279,0,1872,86.0688872650891,87.4551365901824,1210,85.49744093936545,147249,equal_sequence_mean_metrics_total_counts,0,0,com3d_reciprocal_guard,147249,confirmation38,38,deepocsort,165528,True
84.52381021823876,81.59909382336265,22130,0,2155,82.58391605328,83.69335494546962,1294,80.85773863919069,174064,equal_sequence_mean_metrics_total_counts,0,0,geometry_greedy,174064,all_sequences,50,deepocsort,196194,True
78.88744869494856,67.1069007003687,3851,0,283,71.65792699102707,71.79970809249143,155,66.05378987606456,26815,equal_sequence_mean_metrics_total_counts,0,0,geometry_greedy,26815,legacy12,12,deepocsort,30666,True
86.3037138571725,86.17557586220286,18279,0,1872,86.0342283887283,87.44924342535745,1139,85.53266982754633,147249,equal_sequence_mean_metrics_total_counts,0,0,geometry_greedy,147249,confirmation38,38,deepocsort,165528,True
84.48843022109766,81.6007680915157,22130,0,2155,82.57024000946475,83.62709965125623,1392,80.80505956494981,174064,equal_sequence_mean_metrics_total_counts,0,0,geometry_reciprocal_guard,174064,all_sequences,50,deepocsort,196194,True
78.8036463473524,67.1069007003687,3851,0,283,71.6170624685118,71.68412790871086,168,65.98416018688894,26815,equal_sequence_mean_metrics_total_counts,0,0,geometry_reciprocal_guard,26815,legacy12,12,deepocsort,30666,True
86.28362512859617,86.17777884661476,18279,0,1872,86.02913818029204,87.39856441206003,1224,85.48534357907431,147249,equal_sequence_mean_metrics_total_counts,0,0,geometry_reciprocal_guard,147249,confirmation38,38,deepocsort,165528,True
84.98119156832203,81.60091796007326,22130,0,2155,82.82336450858664,83.99334285590943,1149,80.9019466975286,174064,equal_sequence_mean_metrics_total_counts,0,0,geometry_reid_greedy_guard,174064,all_sequences,50,deepocsort,196194,True
79.01135829558963,67.1069007003687,3851,0,283,71.72361558589044,71.93475283771649,144,66.0310023949668,26815,equal_sequence_mean_metrics_total_counts,0,0,geometry_reid_greedy_guard,26815,legacy12,12,deepocsort,30666,True
86.86640207550066,86.1779760420852,18279,0,1872,86.32854837891175,87.80131865112826,1005,85.59803437202181,147249,equal_sequence_mean_metrics_total_counts,0,0,geometry_reid_greedy_guard,147249,confirmation38,38,deepocsort,165528,True
84.53797796291823,81.59961443625225,22130,0,2155,82.59626253428775,83.67010459435745,1377,80.80441868738944,174064,equal_sequence_mean_metrics_total_counts,0,0,geometry_reid_reciprocal_no_guard,174064,all_sequences,50,deepocsort,196194,True
78.76146431439845,67.1069007003687,3851,0,283,71.59961755341676,71.68416994091179,167,65.94318155613212,26815,equal_sequence_mean_metrics_total_counts,0,0,geometry_reid_reciprocal_no_guard,26815,legacy12,12,deepocsort,30666,True
86.36214016771397,86.17626087916285,18279,0,1872,86.0688872650891,87.4551365901824,1210,85.49744093936545,147249,equal_sequence_mean_metrics_total_counts,0,0,geometry_reid_reciprocal_no_guard,147249,confirmation38,38,deepocsort,165528,True
82.06275997135361,81.60219151010966,22130,0,2155,81.32105008043304,81.48609392004401,1962,80.27084974644677,174064,equal_sequence_mean_metrics_total_counts,0,0,no_refinement,174064,all_sequences,50,deepocsort,196194,True
76.32327232979347,67.1069007003687,3851,0,283,70.34791554866588,69.83953537220113,286,65.22753948570173,26815,equal_sequence_mean_metrics_total_counts,0,0,no_refinement,26815,legacy12,12,deepocsort,30666,True
83.87522975289892,86.17965176581731,18279,0,1872,84.78625045888583,85.16395451409967,1676,85.02136877615574,147249,equal_sequence_mean_metrics_total_counts,0,0,no_refinement,147249,confirmation38,38,deepocsort,165528,True
