method,model,base_model,ablation,proposed_module,model_patches,is_proposed,implementation_status,detector_family,architecture_group,model_version,yolo_version,is_yolo,model_scale,name_size_tag,param_size_group,size_group,dataset,seed_count,seeds,analysis_level,best_AP_mean,best_AP_std,best_AP_n,best_AP_mean_std,best_AP50_mean,best_AP50_std,best_AP50_n,best_AP50_mean_std,best_precision_mean,best_precision_std,best_precision_n,best_precision_mean_std,best_recall_mean,best_recall_std,best_recall_n,best_recall_mean_std,best_F1_mean,best_F1_std,best_F1_n,best_F1_mean_std,ROC-AUC_mean,ROC-AUC_std,ROC-AUC_n,ROC-AUC_mean_std,Params_mean,Params_std,Params_n,Params_mean_std,GFLOPs_mean,GFLOPs_std,GFLOPs_n,GFLOPs_mean_std
YOLOv8l,yolov8l.pt,yolov8l.pt,,,,false,implemented,YOLO,yolo,v8,v8,true,large,large,large,large,VisDrone2019-DET,2,"123,42",preliminary,0.376695,0.00013435028842546064,2,0.3767 +/- 0.0001,0.59663,0.0007495331880577835,2,0.5966 +/- 0.0007,0.666405,0.0008131727983645186,2,0.6664 +/- 0.0008,0.579585,0.0018314065632731448,2,0.5796 +/- 0.0018,0.6199687319516088,0.0006958630268743617,2,0.6200 +/- 0.0007,0.8966404149816465,0.0012297944343020724,2,0.8966 +/- 0.0012,43637550.0,0.0,2,43637550.0000 +/- 0.0000,165.4,0.0,2,165.4000 +/- 0.0000
