accepted_correct,accepted_false,accepted_known,accepted_total,accepted_unknown,all_accepted_coverage,appearance_threshold,eligible_source_tracklets,ground_truth_use,known_link_coverage,known_link_error_rate,known_link_precision,method,protocol,scope,tracker
324,238,562,4358,3796,0.355987583728149,0.2,12242,post-hoc edge labels only; grid is descriptive and not selected,0.045907531449109626,0.4234875444839858,0.5765124555160143,com3d_reciprocal_guard,oracle_aabb,all_sequences,bytetrack
320,249,569,4450,3881,0.36350269563796767,0.25,12242,post-hoc edge labels only; grid is descriptive and not selected,0.046479333442248,0.437609841827768,0.562390158172232,com3d_reciprocal_guard,oracle_aabb,all_sequences,bytetrack
317,255,572,4481,3909,0.3660349616075805,0.3,12242,post-hoc edge labels only; grid is descriptive and not selected,0.0467243914393073,0.4458041958041958,0.5541958041958042,com3d_reciprocal_guard,oracle_aabb,all_sequences,bytetrack
238,139,377,2550,2173,0.20829929750040843,0.05,12242,post-hoc edge labels only; grid is descriptive and not selected,0.03079562163045254,0.3687002652519894,0.6312997347480106,controlled_cost_reciprocal,oracle_aabb,all_sequences,bytetrack
326,222,548,3960,3412,0.3234765561182813,0.1,12242,post-hoc edge labels only; grid is descriptive and not selected,0.04476392746283287,0.4051094890510949,0.5948905109489051,controlled_cost_reciprocal,oracle_aabb,all_sequences,bytetrack
360,249,609,4486,3877,0.3664433916026793,0.15,12242,post-hoc edge labels only; grid is descriptive and not selected,0.04974677340303872,0.4088669950738916,0.5911330049261084,controlled_cost_reciprocal,oracle_aabb,all_sequences,bytetrack
365,267,632,4699,4067,0.38384250939388986,0.2,12242,post-hoc edge labels only; grid is descriptive and not selected,0.051625551380493385,0.4224683544303797,0.5775316455696202,controlled_cost_reciprocal,oracle_aabb,all_sequences,bytetrack
365,277,642,4818,4176,0.3935631432772423,0.25,12242,post-hoc edge labels only; grid is descriptive and not selected,0.05244241137069106,0.43146417445482865,0.5685358255451713,controlled_cost_reciprocal,oracle_aabb,all_sequences,bytetrack
369,281,650,4876,4226,0.39830093122038884,0.3,12242,post-hoc edge labels only; grid is descriptive and not selected,0.05309589936284921,0.4323076923076923,0.5676923076923077,controlled_cost_reciprocal,oracle_aabb,all_sequences,bytetrack
283,221,504,3272,2768,0.26727658879268096,0.05,12242,post-hoc edge labels only; grid is descriptive and not selected,0.04116974350596308,0.4384920634920635,0.5615079365079365,geometry_reid_greedy_guard,oracle_aabb,all_sequences,bytetrack
436,434,870,5573,4703,0.45523607253716714,0.1,12242,post-hoc edge labels only; grid is descriptive and not selected,0.07106681914719817,0.49885057471264366,0.5011494252873563,geometry_reid_greedy_guard,oracle_aabb,all_sequences,bytetrack
483,503,986,6454,5468,0.5272014376735827,0.15,12242,post-hoc edge labels only; grid is descriptive and not selected,0.08054239503349125,0.5101419878296146,0.4898580121703854,geometry_reid_greedy_guard,oracle_aabb,all_sequences,bytetrack
495,548,1043,6862,5819,0.5605293252736481,0.2,12242,post-hoc edge labels only; grid is descriptive and not selected,0.08519849697761804,0.5254074784276127,0.47459252157238735,geometry_reid_greedy_guard,oracle_aabb,all_sequences,bytetrack
499,570,1069,7105,6036,0.5803790230354517,0.25,12242,post-hoc edge labels only; grid is descriptive and not selected,0.087322332952132,0.5332086061739943,0.4667913938260056,geometry_reid_greedy_guard,oracle_aabb,all_sequences,bytetrack
504,583,1087,7242,6155,0.59157000490116,0.3,12242,post-hoc edge labels only; grid is descriptive and not selected,0.08879268093448783,0.5363385464581417,0.46366145354185834,geometry_reid_greedy_guard,oracle_aabb,all_sequences,bytetrack
256,183,439,2902,2463,0.23705276915536677,0.05,12242,post-hoc edge labels only; grid is descriptive and not selected,0.03586015356967816,0.4168564920273349,0.5831435079726651,geometry_reid_hungarian,oracle_aabb,all_sequences,bytetrack
364,354,718,5009,4291,0.409165169090018,0.1,12242,post-hoc edge labels only; grid is descriptive and not selected,0.058650547296193435,0.49303621169916434,0.5069637883008357,geometry_reid_hungarian,oracle_aabb,all_sequences,bytetrack
407,415,822,5887,5065,0.4808854762293743,0.15,12242,post-hoc edge labels only; grid is descriptive and not selected,0.06714589119424931,0.5048661800486618,0.4951338199513382,geometry_reid_hungarian,oracle_aabb,all_sequences,bytetrack
416,446,862,6278,5416,0.5128247018461036,0.2,12242,post-hoc edge labels only; grid is descriptive and not selected,0.07041333115504003,0.5174013921113689,0.48259860788863107,geometry_reid_hungarian,oracle_aabb,all_sequences,bytetrack
414,464,878,6491,5613,0.5302238196373141,0.25,12242,post-hoc edge labels only; grid is descriptive and not selected,0.07172030713935632,0.5284738041002278,0.4715261958997722,geometry_reid_hungarian,oracle_aabb,all_sequences,bytetrack
417,468,885,6606,5721,0.5396177095245875,0.3,12242,post-hoc edge labels only; grid is descriptive and not selected,0.07229210913249469,0.5288135593220339,0.4711864406779661,geometry_reid_hungarian,oracle_aabb,all_sequences,bytetrack
345,112,457,457,0,0.12627797734180712,0.05,3619,post-hoc edge labels only; grid is descriptive and not selected,0.12627797734180712,0.24507658643326038,0.7549234135667396,com3d_reciprocal_guard,oracle_aabb,all_sequences,deepocsort
535,201,736,736,0,0.20337109698811826,0.1,3619,post-hoc edge labels only; grid is descriptive and not selected,0.20337109698811826,0.27309782608695654,0.7269021739130435,com3d_reciprocal_guard,oracle_aabb,all_sequences,deepocsort
580,278,858,858,0,0.23708206686930092,0.15,3619,post-hoc edge labels only; grid is descriptive and not selected,0.23708206686930092,0.32400932400932403,0.675990675990676,com3d_reciprocal_guard,oracle_aabb,all_sequences,deepocsort
597,309,906,906,0,0.2503453992815695,0.2,3619,post-hoc edge labels only; grid is descriptive and not selected,0.2503453992815695,0.34105960264900664,0.6589403973509934,com3d_reciprocal_guard,oracle_aabb,all_sequences,deepocsort
585,350,935,935,0,0.25835866261398177,0.25,3619,post-hoc edge labels only; grid is descriptive and not selected,0.25835866261398177,0.37433155080213903,0.6256684491978609,com3d_reciprocal_guard,oracle_aabb,all_sequences,deepocsort
575,371,946,946,0,0.2613981762917933,0.3,3619,post-hoc edge labels only; grid is descriptive and not selected,0.2613981762917933,0.39217758985200846,0.6078224101479915,com3d_reciprocal_guard,oracle_aabb,all_sequences,deepocsort
356,107,463,463,0,0.1279358938933407,0.05,3619,post-hoc edge labels only; grid is descriptive and not selected,0.1279358938933407,0.23110151187904968,0.7688984881209503,controlled_cost_reciprocal,oracle_aabb,all_sequences,deepocsort
573,185,758,758,0,0.20945012434374136,0.1,3619,post-hoc edge labels only; grid is descriptive and not selected,0.20945012434374136,0.24406332453825857,0.7559366754617414,controlled_cost_reciprocal,oracle_aabb,all_sequences,deepocsort
650,235,885,885,0,0.244542691351202,0.15,3619,post-hoc edge labels only; grid is descriptive and not selected,0.244542691351202,0.2655367231638418,0.7344632768361582,controlled_cost_reciprocal,oracle_aabb,all_sequences,deepocsort
682,257,939,939,0,0.25946394031500414,0.2,3619,post-hoc edge labels only; grid is descriptive and not selected,0.25946394031500414,0.2736954206602769,0.7263045793397231,controlled_cost_reciprocal,oracle_aabb,all_sequences,deepocsort
700,276,976,976,0,0.2696877590494612,0.25,3619,post-hoc edge labels only; grid is descriptive and not selected,0.2696877590494612,0.2827868852459016,0.7172131147540983,controlled_cost_reciprocal,oracle_aabb,all_sequences,deepocsort
704,287,991,991,0,0.27383255042829513,0.3,3619,post-hoc edge labels only; grid is descriptive and not selected,0.27383255042829513,0.289606458123108,0.7103935418768921,controlled_cost_reciprocal,oracle_aabb,all_sequences,deepocsort
389,112,501,501,0,0.13843603205305333,0.05,3619,post-hoc edge labels only; grid is descriptive and not selected,0.13843603205305333,0.22355289421157684,0.7764471057884231,geometry_reid_greedy_guard,oracle_aabb,all_sequences,deepocsort
626,228,854,854,0,0.23597678916827852,0.1,3619,post-hoc edge labels only; grid is descriptive and not selected,0.23597678916827852,0.26697892271662765,0.7330210772833724,geometry_reid_greedy_guard,oracle_aabb,all_sequences,deepocsort
723,308,1031,1031,0,0.2848853274385189,0.15,3619,post-hoc edge labels only; grid is descriptive and not selected,0.2848853274385189,0.2987390882638215,0.7012609117361784,geometry_reid_greedy_guard,oracle_aabb,all_sequences,deepocsort
766,357,1123,1123,0,0.31030671456203374,0.2,3619,post-hoc edge labels only; grid is descriptive and not selected,0.31030671456203374,0.3178984861976848,0.6821015138023152,geometry_reid_greedy_guard,oracle_aabb,all_sequences,deepocsort
787,395,1182,1182,0,0.32660956065211383,0.25,3619,post-hoc edge labels only; grid is descriptive and not selected,0.32660956065211383,0.33417935702199664,0.6658206429780034,geometry_reid_greedy_guard,oracle_aabb,all_sequences,deepocsort
792,411,1203,1203,0,0.33241226858248135,0.3,3619,post-hoc edge labels only; grid is descriptive and not selected,0.33241226858248135,0.341645885286783,0.6583541147132169,geometry_reid_greedy_guard,oracle_aabb,all_sequences,deepocsort
374,119,493,493,0,0.13622547665100856,0.05,3619,post-hoc edge labels only; grid is descriptive and not selected,0.13622547665100856,0.2413793103448276,0.7586206896551724,geometry_reid_hungarian,oracle_aabb,all_sequences,deepocsort
600,245,845,845,0,0.23348991434097818,0.1,3619,post-hoc edge labels only; grid is descriptive and not selected,0.23348991434097818,0.28994082840236685,0.7100591715976331,geometry_reid_hungarian,oracle_aabb,all_sequences,deepocsort
696,333,1029,1029,0,0.28433268858800775,0.15,3619,post-hoc edge labels only; grid is descriptive and not selected,0.28433268858800775,0.3236151603498542,0.6763848396501457,geometry_reid_hungarian,oracle_aabb,all_sequences,deepocsort
731,374,1105,1105,0,0.305332964907433,0.2,3619,post-hoc edge labels only; grid is descriptive and not selected,0.305332964907433,0.3384615384615385,0.6615384615384615,geometry_reid_hungarian,oracle_aabb,all_sequences,deepocsort
757,402,1159,1159,0,0.32025421387123515,0.25,3619,post-hoc edge labels only; grid is descriptive and not selected,0.32025421387123515,0.3468507333908542,0.6531492666091459,geometry_reid_hungarian,oracle_aabb,all_sequences,deepocsort
765,418,1183,1183,0,0.32688588007736946,0.3,3619,post-hoc edge labels only; grid is descriptive and not selected,0.32688588007736946,0.3533389687235841,0.6466610312764159,geometry_reid_hungarian,oracle_aabb,all_sequences,deepocsort
1414,163,1577,1577,0,0.23359502295956155,0.05,6751,post-hoc edge labels only; grid is descriptive and not selected,0.23359502295956155,0.10336081166772353,0.8966391883322765,com3d_reciprocal_guard,oracle_aabb,all_sequences,ocsort
