class_name,component_guard_rejections,family,guard_and_no_guard_outputs_identical,input_duplicate_frame_identity_count,maximum_indegree,maximum_outdegree,proposal_cycle_present,protocol,reciprocal_proposal_count,sequence,strict_time_order_violations,temporal_candidate_count,tracker
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,2,data28-2,0,6,ocsort
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,2,data28-2,0,3,deepocsort
awning-bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-2,0,1,bytetrack
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,1,data28-2,0,3,ocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,1,data28-2,0,3,deepocsort
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,1,bytetrack
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,3,ocsort
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,3,deepocsort
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,bytetrack
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,ocsort
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,deepocsort
pedestrian,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,bytetrack
pedestrian,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,ocsort
pedestrian,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,deepocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,bytetrack
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,ocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,deepocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,43,bytetrack
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,8,ocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,4,deepocsort
awning-bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,1,bytetrack
awning-bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,ocsort
awning-bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-3,0,0,deepocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,1,data28-4,0,18,bytetrack
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,ocsort
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,17,deepocsort
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,bytetrack
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,ocsort
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,deepocsort
pedestrian,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,bytetrack
pedestrian,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,ocsort
pedestrian,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,deepocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,bytetrack
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,ocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,0,deepocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,1,bytetrack
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-4,0,5,ocsort
truck,0,legacy12,True,0,1,1,False,oracle_aabb,1,data28-4,0,6,deepocsort
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-5,0,15,bytetrack
car,0,legacy12,True,0,1,1,False,oracle_aabb,4,data28-5,0,48,ocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,4,data28-5,0,60,deepocsort
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-5,0,0,bytetrack
bike,0,legacy12,True,0,1,1,False,oracle_aabb,2,data28-5,0,3,ocsort
bike,0,legacy12,True,0,1,1,False,oracle_aabb,2,data28-5,0,3,deepocsort
pedestrian,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-5,0,5,bytetrack
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,5,data28-5,0,37,ocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,5,data28-5,0,38,deepocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-5,0,1,bytetrack
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-5,0,3,ocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-5,0,3,deepocsort
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,0,bytetrack
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,0,ocsort
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,0,deepocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,0,bytetrack
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,0,ocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,0,deepocsort
truck,0,legacy12,True,0,1,1,False,oracle_aabb,1,data28-6,0,10,bytetrack
truck,0,legacy12,True,0,1,1,False,oracle_aabb,1,data28-6,0,7,ocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,10,deepocsort
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,0,bytetrack
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,0,ocsort
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data28-6,0,0,deepocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,13,data30-10,0,1658,bytetrack
car,0,legacy12,True,0,1,1,False,oracle_aabb,21,data30-10,0,1808,ocsort
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-10,0,517,deepocsort
bike,0,legacy12,True,0,1,1,False,oracle_aabb,15,data30-10,0,716,bytetrack
bike,0,legacy12,True,0,1,1,False,oracle_aabb,11,data30-10,0,213,ocsort
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-10,0,0,deepocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,39,data30-10,0,10071,bytetrack
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,89,data30-10,0,7551,ocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,13,data30-10,0,1126,deepocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-10,0,0,bytetrack
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-10,0,0,ocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-10,0,0,deepocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-10,0,0,bytetrack
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-10,0,1,ocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-10,0,1,deepocsort
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-10,0,4,bytetrack
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,3,data30-10,0,12,ocsort
tricycle,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-10,0,0,deepocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,28,data30-10,0,1517,bytetrack
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,20,data30-10,0,512,ocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,4,data30-10,0,36,deepocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,29,data30-2,0,3950,bytetrack
car,0,legacy12,True,0,1,1,False,oracle_aabb,30,data30-2,0,3349,ocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-2,0,209,deepocsort
bike,0,legacy12,True,0,1,1,False,oracle_aabb,16,data30-2,0,372,bytetrack
bike,0,legacy12,True,0,1,1,False,oracle_aabb,9,data30-2,0,162,ocsort
bike,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-2,0,1,deepocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,55,data30-2,0,6107,bytetrack
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,24,data30-2,0,1449,ocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,31,data30-2,0,1470,deepocsort
van,0,legacy12,True,0,1,1,False,oracle_aabb,3,data30-2,0,57,bytetrack
van,0,legacy12,True,0,1,1,False,oracle_aabb,3,data30-2,0,40,ocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-2,0,4,deepocsort
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-2,0,0,bytetrack
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-2,0,0,ocsort
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-2,0,0,deepocsort
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,8,data30-2,0,69,bytetrack
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,4,data30-2,0,49,ocsort
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-2,0,1,deepocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,20,data30-2,0,609,bytetrack
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,9,data30-2,0,142,ocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-2,0,6,deepocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,26,data30-3,0,3809,bytetrack
car,0,legacy12,True,0,1,1,False,oracle_aabb,39,data30-3,0,5825,ocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-3,0,333,deepocsort
bike,0,legacy12,True,0,1,1,False,oracle_aabb,19,data30-3,0,440,bytetrack
bike,0,legacy12,True,0,1,1,False,oracle_aabb,13,data30-3,0,197,ocsort
bike,0,legacy12,True,0,1,1,False,oracle_aabb,3,data30-3,0,27,deepocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,90,data30-3,0,18064,bytetrack
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,72,data30-3,0,6485,ocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,17,data30-3,0,440,deepocsort
van,0,legacy12,True,0,1,1,False,oracle_aabb,4,data30-3,0,38,bytetrack
van,0,legacy12,True,0,1,1,False,oracle_aabb,4,data30-3,0,32,ocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-3,0,0,deepocsort
truck,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-3,0,6,bytetrack
truck,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-3,0,3,ocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-3,0,0,deepocsort
bus,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-3,0,1,bytetrack
bus,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-3,0,1,ocsort
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-3,0,0,deepocsort
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,8,data30-3,0,63,bytetrack
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,5,data30-3,0,59,ocsort
tricycle,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-3,0,0,deepocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,30,data30-3,0,1045,bytetrack
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,11,data30-3,0,203,ocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-3,0,4,deepocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,9,data30-4,0,507,bytetrack
car,0,legacy12,True,0,1,1,False,oracle_aabb,16,data30-4,0,1036,ocsort
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,15,deepocsort
bike,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-4,0,1,bytetrack
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,0,ocsort
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,0,deepocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,46,data30-4,0,6452,bytetrack
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,24,data30-4,0,684,ocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,29,data30-4,0,1224,deepocsort
van,0,legacy12,True,0,1,1,False,oracle_aabb,3,data30-4,0,20,bytetrack
van,0,legacy12,True,0,1,1,False,oracle_aabb,4,data30-4,0,28,ocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,0,deepocsort
truck,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-4,0,4,bytetrack
truck,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-4,0,14,ocsort
truck,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,0,deepocsort
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,3,bytetrack
bus,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-4,0,15,ocsort
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,0,deepocsort
tricycle,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,0,bytetrack
tricycle,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,0,ocsort
tricycle,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-4,0,0,deepocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,5,data30-4,0,127,bytetrack
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,4,data30-4,0,40,ocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-4,0,10,deepocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,4,data30-5,0,92,bytetrack
car,0,legacy12,True,0,1,1,False,oracle_aabb,7,data30-5,0,107,ocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-5,0,28,deepocsort
bike,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-5,0,3,bytetrack
bike,0,legacy12,True,0,1,1,False,oracle_aabb,3,data30-5,0,9,ocsort
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-5,0,0,deepocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,35,data30-5,0,2794,bytetrack
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,20,data30-5,0,468,ocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,10,data30-5,0,453,deepocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-5,0,2,bytetrack
van,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-5,0,7,ocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-5,0,0,deepocsort
bus,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-5,0,12,bytetrack
bus,0,legacy12,True,0,1,1,False,oracle_aabb,3,data30-5,0,27,ocsort
bus,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-5,0,7,deepocsort
awning-bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-5,0,0,bytetrack
awning-bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-5,0,0,ocsort
awning-bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-5,0,0,deepocsort
car,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-9,0,31,bytetrack
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-9,0,27,ocsort
car,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-9,0,12,deepocsort
bike,0,legacy12,True,0,1,1,False,oracle_aabb,26,data30-9,0,1483,bytetrack
bike,0,legacy12,True,0,1,1,False,oracle_aabb,12,data30-9,0,659,ocsort
bike,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-9,0,42,deepocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,18,data30-9,0,2519,bytetrack
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,67,data30-9,0,8966,ocsort
pedestrian,0,legacy12,True,0,1,1,False,oracle_aabb,14,data30-9,0,1353,deepocsort
van,0,legacy12,True,0,1,1,False,oracle_aabb,1,data30-9,0,1,bytetrack
van,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-9,0,13,ocsort
van,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-9,0,0,deepocsort
tricycle,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-9,0,0,bytetrack
tricycle,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-9,0,4,ocsort
tricycle,0,legacy12,True,0,0,0,False,oracle_aabb,0,data30-9,0,0,deepocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,40,data30-9,0,2837,bytetrack
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,22,data30-9,0,1137,ocsort
awning-bike,0,legacy12,True,0,1,1,False,oracle_aabb,2,data30-9,0,45,deepocsort
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data23-1,0,31,bytetrack
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data23-1,0,51,ocsort
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data23-1,0,35,deepocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,18,data23-1,0,788,bytetrack
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,9,data23-1,0,103,ocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data23-1,0,2,deepocsort
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data23-1,0,0,bytetrack
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data23-1,0,0,ocsort
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data23-1,0,0,deepocsort
car,0,confirmation38,True,0,1,1,False,oracle_aabb,2,data24-1,0,318,bytetrack
car,0,confirmation38,True,0,1,1,False,oracle_aabb,3,data24-1,0,321,ocsort
car,0,confirmation38,True,0,1,1,False,oracle_aabb,3,data24-1,0,312,deepocsort
bike,0,confirmation38,True,0,1,1,False,oracle_aabb,93,data24-1,0,2748,bytetrack
bike,0,confirmation38,True,0,1,1,False,oracle_aabb,12,data24-1,0,241,ocsort
bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data24-1,0,17,deepocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,209,data24-1,0,16592,bytetrack
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,23,data24-1,0,438,ocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,107,data24-1,0,5648,deepocsort
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data24-1,0,0,bytetrack
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data24-1,0,0,ocsort
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data24-1,0,0,deepocsort
tricycle,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data24-1,0,3,bytetrack
tricycle,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data24-1,0,3,ocsort
tricycle,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data24-1,0,0,deepocsort
awning-bike,0,confirmation38,True,0,1,1,False,oracle_aabb,75,data24-1,0,2933,bytetrack
awning-bike,0,confirmation38,True,0,1,1,False,oracle_aabb,20,data24-1,0,891,ocsort
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data24-1,0,66,deepocsort
car,0,confirmation38,True,0,1,1,False,oracle_aabb,2,data27-1,0,24,bytetrack
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data27-1,0,1,ocsort
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data27-1,0,3,deepocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data27-1,0,9,bytetrack
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,2,data27-1,0,5,ocsort
pedestrian,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data27-1,0,5,deepocsort
van,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data27-1,0,14,bytetrack
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data27-1,0,0,ocsort
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data27-1,0,0,deepocsort
truck,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data27-1,0,1,bytetrack
truck,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data27-1,0,1,ocsort
truck,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data27-1,0,0,deepocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,38,data31-1,0,1436,bytetrack
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,4,data31-1,0,191,ocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,2,data31-1,0,2,deepocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,50,data33-1,0,2014,bytetrack
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,10,data33-1,0,296,ocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,10,data33-1,0,89,deepocsort
car,0,confirmation38,True,0,1,1,False,oracle_aabb,4,data34-1,0,24,bytetrack
car,0,confirmation38,True,0,1,1,False,oracle_aabb,8,data34-1,0,37,ocsort
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-1,0,0,deepocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,339,data34-1,0,108261,bytetrack
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,76,data34-1,0,4308,ocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,96,data34-1,0,6024,deepocsort
van,0,confirmation38,True,0,1,1,False,oracle_aabb,2,data34-1,0,4,bytetrack
van,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data34-1,0,3,ocsort
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-1,0,0,deepocsort
truck,0,confirmation38,True,0,1,1,False,oracle_aabb,7,data34-1,0,38,bytetrack
truck,0,confirmation38,True,0,1,1,False,oracle_aabb,7,data34-1,0,34,ocsort
truck,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-1,0,0,deepocsort
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-1,0,0,bytetrack
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-1,0,0,ocsort
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-1,0,0,deepocsort
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-2,0,0,bytetrack
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-2,0,0,ocsort
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-2,0,0,deepocsort
bike,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data34-2,0,1,bytetrack
bike,0,confirmation38,True,0,1,1,False,oracle_aabb,2,data34-2,0,3,ocsort
bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-2,0,0,deepocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,69,data34-2,0,12552,bytetrack
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,17,data34-2,0,679,ocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,10,data34-2,0,368,deepocsort
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-2,0,0,bytetrack
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-2,0,0,ocsort
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-2,0,0,deepocsort
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-2,0,0,bytetrack
awning-bike,0,confirmation38,True,0,1,1,False,oracle_aabb,2,data34-2,0,3,ocsort
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-2,0,0,deepocsort
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,1,bytetrack
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,0,ocsort
car,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,0,deepocsort
bike,0,confirmation38,True,0,1,1,False,oracle_aabb,3,data34-3,0,25,bytetrack
bike,0,confirmation38,True,0,1,1,False,oracle_aabb,3,data34-3,0,10,ocsort
bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,0,deepocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,76,data34-3,0,20162,bytetrack
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,73,data34-3,0,13044,ocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,44,data34-3,0,4770,deepocsort
van,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data34-3,0,4,bytetrack
van,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data34-3,0,3,ocsort
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,0,deepocsort
truck,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data34-3,0,1,bytetrack
truck,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,0,ocsort
truck,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,0,deepocsort
tricycle,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,1,bytetrack
tricycle,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,1,ocsort
tricycle,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data34-3,0,0,deepocsort
car,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data36-10,0,340,bytetrack
car,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data36-10,0,346,ocsort
car,0,confirmation38,True,0,1,1,False,oracle_aabb,1,data36-10,0,346,deepocsort
bike,0,confirmation38,True,0,1,1,False,oracle_aabb,7,data36-10,0,29,bytetrack
bike,0,confirmation38,True,0,1,1,False,oracle_aabb,2,data36-10,0,9,ocsort
bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,6,deepocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,458,data36-10,0,201228,bytetrack
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,139,data36-10,0,21229,ocsort
pedestrian,0,confirmation38,True,0,1,1,False,oracle_aabb,134,data36-10,0,27111,deepocsort
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,2,bytetrack
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,2,ocsort
van,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,2,deepocsort
truck,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,0,bytetrack
truck,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,0,ocsort
truck,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,0,deepocsort
tricycle,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,0,bytetrack
tricycle,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,0,ocsort
tricycle,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,0,deepocsort
awning-bike,0,confirmation38,True,0,1,1,False,oracle_aabb,8,data36-10,0,60,bytetrack
awning-bike,0,confirmation38,True,0,1,1,False,oracle_aabb,6,data36-10,0,73,ocsort
awning-bike,0,confirmation38,True,0,0,0,False,oracle_aabb,0,data36-10,0,7,deepocsort
