class_name,duplicate_frame_identity_count,family,geometry_multiset_preserved,protocol,removed_or_rejected_count,rounded_scalar_values,row_delta_from_input,rows,selected_edges,sequence,stage,tracker,unscoped_cross_class_id_reuse_count
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,3505,,data46-12,post_class_merge_audit,ocsort,1164
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,77,,data47-1,post_class_merge_audit,bytetrack,1
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,238,,data47-1,post_class_merge_audit,deepocsort,41
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,33,,data47-1,post_class_merge_audit,ocsort,1
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,883,,data47-2,post_class_merge_audit,bytetrack,39
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,1104,,data47-2,post_class_merge_audit,deepocsort,383
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,493,,data47-2,post_class_merge_audit,ocsort,60
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,2007,,data47-3,post_class_merge_audit,bytetrack,142
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,2233,,data47-3,post_class_merge_audit,deepocsort,700
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,1502,,data47-3,post_class_merge_audit,ocsort,90
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,382,,data47-4,post_class_merge_audit,bytetrack,20
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,653,,data47-4,post_class_merge_audit,deepocsort,91
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,246,,data47-4,post_class_merge_audit,ocsort,12
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,85,,data48-1,post_class_merge_audit,bytetrack,3
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,593,,data48-1,post_class_merge_audit,deepocsort,10
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,54,,data48-1,post_class_merge_audit,ocsort,3
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,2543,,data49-2,post_class_merge_audit,bytetrack,105
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,3191,,data49-2,post_class_merge_audit,deepocsort,1160
ALL_CLASS_SCOPED,0,confirmation38,,oracle_aabb,,,,1516,,data49-2,post_class_merge_audit,ocsort,155
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,2759,,data28-1,post_class_merge_audit,bytetrack,14
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,3072,,data28-1,post_class_merge_audit,deepocsort,62
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,1473,,data28-1,post_class_merge_audit,ocsort,18
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,723,,data28-2,post_class_merge_audit,bytetrack,3
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,755,,data28-2,post_class_merge_audit,deepocsort,12
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,601,,data28-2,post_class_merge_audit,ocsort,7
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,46,,data28-3,post_class_merge_audit,bytetrack,2
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,17,,data28-3,post_class_merge_audit,deepocsort,2
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,35,,data28-3,post_class_merge_audit,ocsort,3
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,7,,data28-4,post_class_merge_audit,bytetrack,0
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,15,,data28-4,post_class_merge_audit,deepocsort,0
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,5,,data28-4,post_class_merge_audit,ocsort,1
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,10,,data28-5,post_class_merge_audit,bytetrack,3
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,39,,data28-5,post_class_merge_audit,deepocsort,4
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,21,,data28-5,post_class_merge_audit,ocsort,5
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,115,,data28-6,post_class_merge_audit,bytetrack,1
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,34,,data28-6,post_class_merge_audit,deepocsort,0
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,98,,data28-6,post_class_merge_audit,ocsort,0
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,3786,,data30-10,post_class_merge_audit,bytetrack,349
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,4562,,data30-10,post_class_merge_audit,deepocsort,998
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,3417,,data30-10,post_class_merge_audit,ocsort,307
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,2173,,data30-2,post_class_merge_audit,bytetrack,199
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,3136,,data30-2,post_class_merge_audit,deepocsort,1006
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,1355,,data30-2,post_class_merge_audit,ocsort,96
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,1802,,data30-3,post_class_merge_audit,bytetrack,121
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,2762,,data30-3,post_class_merge_audit,deepocsort,957
ALL_CLASS_SCOPED,0,legacy12,,official_detector,,,,1174,,data30-3,post_class_merge_audit,ocsort,115
