aflink_model_scoring_included,aflink_selected_edge_count,candidate_build_ms,class_name,descriptor_extraction_included,family,fixed_gated_edge_count,hungarian_dense_matrix_bytes,method,protocol,repeat_count,sequence,solver_ms_max,solver_ms_mean,solver_ms_median,solver_ms_min,temporal_candidate_count,tracemalloc_peak_bytes,tracker,tracklet_count
False,0,0.002964,bike,False,legacy12,0,0,controlled_cost_reciprocal,oracle_aabb,5,data28-1,0.009606,0.0044372000000000005,0.003204,0.002963,0,808,deepocsort,0
False,0,0.002964,bike,False,legacy12,0,0,aflink_cached_no_dedup,oracle_aabb,5,data28-1,0.001719,0.0011849999999999999,0.001055,0.000934,0,304,deepocsort,0
False,0,0.002964,bike,False,legacy12,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data28-1,0.002138,0.0017966,0.001699,0.001572,0,680,deepocsort,0
False,0,3.038113,pedestrian,False,legacy12,43,0,geometry_greedy,oracle_aabb,5,data28-1,0.101553,0.0938464,0.092594,0.090337,386,61608,bytetrack,38
False,0,3.038113,pedestrian,False,legacy12,43,0,geometry_reid_greedy_guard,oracle_aabb,5,data28-1,0.103594,0.0998012,0.099067,0.097415,386,62016,bytetrack,38
False,0,3.038113,pedestrian,False,legacy12,43,0,com3d_reciprocal_guard,oracle_aabb,5,data28-1,0.120002,0.11693419999999999,0.115416,0.114618,386,55592,bytetrack,38
False,0,3.038113,pedestrian,False,legacy12,43,5616,geometry_reid_hungarian,oracle_aabb,5,data28-1,0.16919,0.15434399999999998,0.150102,0.148413,386,58272,bytetrack,38
False,0,3.038113,pedestrian,False,legacy12,43,0,controlled_cost_greedy,oracle_aabb,5,data28-1,0.12697,0.1216736,0.120015,0.11818,386,60736,bytetrack,38
False,0,3.038113,pedestrian,False,legacy12,43,0,controlled_cost_reciprocal,oracle_aabb,5,data28-1,0.145267,0.1392174,0.138227,0.134992,386,57440,bytetrack,38
False,0,3.038113,pedestrian,False,legacy12,43,0,aflink_cached_no_dedup,oracle_aabb,5,data28-1,0.029677,0.0284042,0.02807,0.027756,386,22368,bytetrack,38
False,0,3.038113,pedestrian,False,legacy12,43,0,aflink_cached_overlap_safe,oracle_aabb,5,data28-1,0.067451,0.0628412,0.062015,0.061056,386,48632,bytetrack,38
False,0,0.059275,pedestrian,False,legacy12,0,0,geometry_greedy,oracle_aabb,5,data28-1,0.005632,0.0046264,0.004249,0.004159,1,2864,ocsort,2
False,0,0.059275,pedestrian,False,legacy12,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data28-1,0.004923,0.0045606,0.004381,0.004371,1,2864,ocsort,2
False,0,0.059275,pedestrian,False,legacy12,0,0,com3d_reciprocal_guard,oracle_aabb,5,data28-1,0.00682,0.0061075999999999995,0.00598,0.005639,1,2864,ocsort,2
False,0,0.059275,pedestrian,False,legacy12,0,0,geometry_reid_hungarian,oracle_aabb,5,data28-1,0.005764,0.0053416,0.005276,0.004837,1,2864,ocsort,2
False,0,0.059275,pedestrian,False,legacy12,0,0,controlled_cost_greedy,oracle_aabb,5,data28-1,0.005225,0.0046196,0.004441,0.004342,1,2864,ocsort,2
False,0,0.059275,pedestrian,False,legacy12,0,0,controlled_cost_reciprocal,oracle_aabb,5,data28-1,0.006661,0.0056728,0.005433,0.005384,1,2864,ocsort,2
False,0,0.059275,pedestrian,False,legacy12,0,0,aflink_cached_no_dedup,oracle_aabb,5,data28-1,0.002839,0.002157,0.002019,0.00184,1,1032,ocsort,2
False,0,0.059275,pedestrian,False,legacy12,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data28-1,0.005004,0.0042702,0.004164,0.003921,1,2864,ocsort,2
False,0,0.173527,pedestrian,False,legacy12,0,0,geometry_greedy,oracle_aabb,5,data28-1,0.222077,0.1851,0.175201,0.170938,4,144784,deepocsort,7
False,0,0.173527,pedestrian,False,legacy12,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data28-1,0.172129,0.169197,0.168216,0.166941,4,144784,deepocsort,7
False,0,0.173527,pedestrian,False,legacy12,0,0,com3d_reciprocal_guard,oracle_aabb,5,data28-1,0.173915,0.1728874,0.173597,0.170692,4,144840,deepocsort,7
