aflink_model_scoring_included,aflink_selected_edge_count,candidate_build_ms,class_name,descriptor_extraction_included,family,fixed_gated_edge_count,hungarian_dense_matrix_bytes,method,protocol,repeat_count,sequence,solver_ms_max,solver_ms_mean,solver_ms_median,solver_ms_min,temporal_candidate_count,tracemalloc_peak_bytes,tracker,tracklet_count
False,0,0.083432,bike,False,confirmation38,3,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.046525,0.0450206,0.04463,0.043929,3,32288,ocsort,4
False,0,0.083432,bike,False,confirmation38,3,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.048335,0.047771400000000006,0.047901,0.046766,3,32432,ocsort,4
False,0,0.083432,bike,False,confirmation38,3,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.024398,0.023492,0.023416,0.022919,3,19776,ocsort,4
False,0,0.083432,bike,False,confirmation38,3,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.042115,0.0404674,0.040727,0.039032,3,30264,ocsort,4
False,0,0.030062,bike,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-2,0.044143,0.043496599999999996,0.043688,0.042734,0,33336,deepocsort,2
False,0,0.030062,bike,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,0.046174,0.0435836,0.043089,0.042281,0,33336,deepocsort,2
False,0,0.030062,bike,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,0.046913,0.0452388,0.044998,0.044414,0,33336,deepocsort,2
False,0,0.030062,bike,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-2,0.044156,0.0432404,0.043085,0.042849,0,33336,deepocsort,2
False,0,0.030062,bike,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.046715,0.04386759999999999,0.043049,0.042842,0,33336,deepocsort,2
False,0,0.030062,bike,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.044659,0.0438642,0.043708,0.043322,0,33336,deepocsort,2
False,0,0.030062,bike,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.026857,0.026227800000000003,0.026194,0.02587,0,22736,deepocsort,2
False,0,0.030062,bike,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.045295,0.0447714,0.044588,0.04426,0,33336,deepocsort,2
False,0,95.848785,pedestrian,False,confirmation38,844,0,geometry_greedy,oracle_aabb,5,data34-2,2.923578,2.5719976000000004,2.462085,2.336081,12552,758888,bytetrack,186
False,0,95.848785,pedestrian,False,confirmation38,844,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,2.309061,2.2708985999999998,2.267919,2.244856,12552,640768,bytetrack,186
False,0,95.848785,pedestrian,False,confirmation38,844,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,1.830747,1.796885,1.78754,1.772309,12552,312512,bytetrack,186
False,0,95.848785,pedestrian,False,confirmation38,844,329440,geometry_reid_hungarian,oracle_aabb,5,data34-2,2.978653,2.8836812000000003,2.887194,2.822991,12552,403440,bytetrack,186
False,0,95.848785,pedestrian,False,confirmation38,844,0,controlled_cost_greedy,oracle_aabb,5,data34-2,2.500469,2.4375636,2.46127,2.357635,12552,628080,bytetrack,186
False,0,95.848785,pedestrian,False,confirmation38,844,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,2.121673,2.021153,2.020146,1.956435,12552,314976,bytetrack,186
False,0,95.848785,pedestrian,False,confirmation38,844,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.102688,0.0998376,0.098912,0.097333,12552,131448,bytetrack,186
False,0,95.848785,pedestrian,False,confirmation38,844,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.297494,0.2838362,0.280777,0.266515,12552,273616,bytetrack,186
False,0,6.314009,pedestrian,False,confirmation38,39,0,geometry_greedy,oracle_aabb,5,data34-2,0.132991,0.1273026,0.126028,0.124326,679,65096,ocsort,41
False,0,6.314009,pedestrian,False,confirmation38,39,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,0.121605,0.11645319999999999,0.116314,0.110828,679,56800,ocsort,41
False,0,6.314009,pedestrian,False,confirmation38,39,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,0.137849,0.1331534,0.131607,0.129804,679,51944,ocsort,41
False,0,6.314009,pedestrian,False,confirmation38,39,5472,geometry_reid_hungarian,oracle_aabb,5,data34-2,0.180287,0.1715656,0.169538,0.166265,679,51512,ocsort,41
False,0,6.314009,pedestrian,False,confirmation38,39,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.133484,0.126481,0.126871,0.120909,679,56544,ocsort,41
False,0,6.314009,pedestrian,False,confirmation38,39,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.136839,0.1305848,0.128855,0.12624,679,51456,ocsort,41
False,0,6.314009,pedestrian,False,confirmation38,39,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.023414,0.0195236,0.018614,0.017803,679,17768,ocsort,41
False,0,6.314009,pedestrian,False,confirmation38,39,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.047188,0.045943200000000003,0.046482,0.044579,679,44792,ocsort,41
False,0,4.158057,pedestrian,False,confirmation38,40,0,geometry_greedy,oracle_aabb,5,data34-2,0.763394,0.7411314,0.739474,0.720563,368,640936,deepocsort,79
False,0,4.158057,pedestrian,False,confirmation38,40,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,0.781702,0.7699811999999999,0.76875,0.755454,368,637576,deepocsort,79
False,0,4.158057,pedestrian,False,confirmation38,40,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,0.771781,0.7606052,0.757328,0.751558,368,622848,deepocsort,79
False,0,4.158057,pedestrian,False,confirmation38,40,4680,geometry_reid_hungarian,oracle_aabb,5,data34-2,0.854955,0.8212158,0.818489,0.805091,368,624368,deepocsort,79
False,0,4.158057,pedestrian,False,confirmation38,40,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.784373,0.7755994,0.773819,0.767507,368,637560,deepocsort,79
False,0,4.158057,pedestrian,False,confirmation38,40,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.729677,0.7178760000000001,0.714242,0.708362,368,621976,deepocsort,79
False,0,4.158057,pedestrian,False,confirmation38,40,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.318269,0.311554,0.312508,0.306501,368,425992,deepocsort,79
False,0,4.158057,pedestrian,False,confirmation38,40,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.725517,0.6749836,0.665905,0.64703,368,615016,deepocsort,79
False,0,0.075394,van,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-2,0.036726,0.030009799999999996,0.028542,0.027682,0,18664,bytetrack,1
False,0,0.075394,van,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,0.029125,0.027989399999999998,0.028074,0.027044,0,18664,bytetrack,1
False,0,0.075394,van,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,0.030298,0.029475400000000002,0.029208,0.028852,0,18664,bytetrack,1
False,0,0.075394,van,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-2,0.029854,0.0287916,0.02875,0.027991,0,18664,bytetrack,1
False,0,0.075394,van,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.028977,0.0280982,0.02802,0.027343,0,18664,bytetrack,1
False,0,0.075394,van,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.029859,0.028886600000000002,0.028556,0.028416,0,18664,bytetrack,1
False,0,0.075394,van,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.018773,0.0174872,0.017246,0.016891,0,12968,bytetrack,1
False,0,0.075394,van,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.033195,0.0285706,0.027366,0.026981,0,18664,bytetrack,1
False,0,0.019854,van,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-2,0.034999,0.0295074,0.028529,0.027286,0,18664,ocsort,1
False,0,0.019854,van,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,0.028718,0.028014400000000002,0.027986,0.027556,0,18664,ocsort,1
False,0,0.019854,van,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,0.030595,0.029806199999999998,0.029558,0.029413,0,18664,ocsort,1
False,0,0.019854,van,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-2,0.033668,0.029891800000000003,0.028819,0.028099,0,18664,ocsort,1
False,0,0.019854,van,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.028418,0.027955599999999997,0.028117,0.027336,0,18664,ocsort,1
False,0,0.019854,van,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.029542,0.029027999999999998,0.029206,0.028199,0,18664,ocsort,1
False,0,0.019854,van,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.017879,0.0175726,0.017764,0.017051,0,12968,ocsort,1
False,0,0.019854,van,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.031302,0.028783399999999997,0.028364,0.027721,0,18664,ocsort,1
False,0,0.015636,van,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-2,0.025551,0.0245638,0.024223,0.023988,0,18664,deepocsort,1
False,0,0.015636,van,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,0.025218,0.024399999999999998,0.024237,0.024051,0,18664,deepocsort,1
False,0,0.015636,van,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,0.026601,0.0253988,0.025172,0.024902,0,18664,deepocsort,1
False,0,0.015636,van,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-2,0.02462,0.0243864,0.024362,0.024192,0,18664,deepocsort,1
False,0,0.015636,van,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.024886,0.0244512,0.024488,0.024073,0,18664,deepocsort,1
False,0,0.015636,van,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.025713,0.0254232,0.025475,0.025022,0,18664,deepocsort,1
False,0,0.015636,van,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.017203,0.0166292,0.01656,0.016362,0,12968,deepocsort,1
False,0,0.015636,van,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.0278,0.027600999999999997,0.027584,0.027415,0,18664,deepocsort,1
False,0,0.034366,awning-bike,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-2,0.046175,0.045182,0.045167,0.044445,0,34152,bytetrack,3
False,0,0.034366,awning-bike,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,0.045164,0.043932000000000006,0.043957,0.042795,0,34152,bytetrack,3
False,0,0.034366,awning-bike,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,0.05159,0.0468548,0.045893,0.044539,0,34152,bytetrack,3
False,0,0.034366,awning-bike,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-2,0.045247,0.0439074,0.043661,0.043408,0,34152,bytetrack,3
False,0,0.034366,awning-bike,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.044585,0.0440272,0.044099,0.042971,0,34152,bytetrack,3
False,0,0.034366,awning-bike,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.046307,0.0457778,0.045801,0.045448,0,34152,bytetrack,3
False,0,0.034366,awning-bike,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.02742,0.026283400000000002,0.025865,0.025611,0,23032,bytetrack,3
False,0,0.034366,awning-bike,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.049321,0.045540000000000004,0.045039,0.043489,0,34152,bytetrack,3
False,0,0.08378,awning-bike,False,confirmation38,3,0,geometry_greedy,oracle_aabb,5,data34-2,0.051034,0.0448376,0.043372,0.042748,3,31168,ocsort,4
False,0,0.08378,awning-bike,False,confirmation38,3,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,0.04539,0.043152,0.042645,0.042234,3,31168,ocsort,4
False,0,0.08378,awning-bike,False,confirmation38,3,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,0.051506,0.048492,0.047525,0.046856,3,31312,ocsort,4
False,0,0.08378,awning-bike,False,confirmation38,3,64,geometry_reid_hungarian,oracle_aabb,5,data34-2,0.05642,0.05415640000000001,0.053795,0.052946,3,31168,ocsort,4
False,0,0.08378,awning-bike,False,confirmation38,3,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.049192,0.0451042,0.044109,0.042696,3,31168,ocsort,4
False,0,0.08378,awning-bike,False,confirmation38,3,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.049483,0.0470574,0.0465,0.046187,3,31312,ocsort,4
False,0,0.08378,awning-bike,False,confirmation38,3,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.023507,0.0225628,0.022442,0.021953,3,19680,ocsort,4
False,0,0.08378,awning-bike,False,confirmation38,3,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.044025,0.040560799999999994,0.039782,0.039462,3,29144,ocsort,4
False,0,0.030425,awning-bike,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-2,0.04431,0.0437546,0.043905,0.043099,0,33928,deepocsort,2
False,0,0.030425,awning-bike,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-2,0.049543,0.0454948,0.044401,0.044067,0,33928,deepocsort,2
False,0,0.030425,awning-bike,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-2,0.047964,0.046427800000000005,0.04592,0.045447,0,33928,deepocsort,2
False,0,0.030425,awning-bike,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-2,0.04855,0.0453598,0.044479,0.044158,0,33928,deepocsort,2
False,0,0.030425,awning-bike,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-2,0.0453,0.0440768,0.043863,0.043325,0,33928,deepocsort,2
False,0,0.030425,awning-bike,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-2,0.045361,0.044481599999999996,0.044348,0.043577,0,33928,deepocsort,2
False,0,0.030425,awning-bike,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-2,0.02733,0.026234600000000004,0.025893,0.025704,0,23328,deepocsort,2
False,0,0.030425,awning-bike,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-2,0.044778,0.043630199999999994,0.043439,0.043187,0,33928,deepocsort,2
False,0,0.067008,car,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-3,0.038976,0.0379288,0.03776,0.037493,1,25360,bytetrack,3
False,0,0.067008,car,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,0.039719,0.038380399999999995,0.038511,0.037385,1,25360,bytetrack,3
False,0,0.067008,car,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-3,0.041898,0.040239000000000004,0.039947,0.039498,1,25360,bytetrack,3
False,0,0.067008,car,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-3,0.040038,0.0393052,0.039503,0.038481,1,25360,bytetrack,3
False,0,0.067008,car,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-3,0.045059,0.0397152,0.038583,0.037703,1,25360,bytetrack,3
False,0,0.067008,car,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-3,0.04015,0.03906079999999999,0.039198,0.038237,1,25360,bytetrack,3
False,0,0.067008,car,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-3,0.024157,0.023368800000000002,0.023154,0.022776,1,18528,bytetrack,3
False,0,0.067008,car,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-3,0.040606,0.0382262,0.037867,0.037197,1,25360,bytetrack,3
False,0,0.02041,car,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-3,0.030241,0.0291732,0.029128,0.028335,0,18992,ocsort,1
False,0,0.02041,car,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,0.029286,0.028873,0.02897,0.028413,0,18992,ocsort,1
False,0,0.02041,car,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-3,0.032295,0.0301066,0.02945,0.029105,0,18992,ocsort,1
False,0,0.02041,car,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-3,0.029321,0.028952600000000002,0.028967,0.028487,0,18992,ocsort,1
False,0,0.02041,car,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-3,0.02904,0.0280792,0.027912,0.027657,0,18992,ocsort,1
False,0,0.02041,car,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-3,0.031306,0.0300934,0.029981,0.029342,0,18992,ocsort,1
False,0,0.02041,car,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-3,0.018471,0.017967,0.017964,0.017653,0,13296,ocsort,1
False,0,0.02041,car,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-3,0.02895,0.028099799999999998,0.028166,0.027275,0,18992,ocsort,1
False,0,0.025312,car,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-3,0.038139,0.0376938,0.037826,0.037258,0,24608,deepocsort,2
False,0,0.025312,car,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,0.037869,0.0372414,0.037149,0.036767,0,24608,deepocsort,2
False,0,0.025312,car,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-3,0.039977,0.03905,0.038702,0.038411,0,24608,deepocsort,2
False,0,0.025312,car,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-3,0.041164,0.0376706,0.036944,0.036349,0,24608,deepocsort,2
False,0,0.025312,car,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-3,0.03702,0.036552799999999996,0.036372,0.036188,0,24608,deepocsort,2
False,0,0.025312,car,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-3,0.038097,0.037286599999999996,0.037145,0.036958,0,24608,deepocsort,2
False,0,0.025312,car,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-3,0.024033,0.0236006,0.023724,0.023108,0,18296,deepocsort,2
False,0,0.025312,car,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-3,0.037485,0.036436199999999995,0.036167,0.035935,0,24608,deepocsort,2
False,0,0.242978,bike,False,confirmation38,3,0,geometry_greedy,oracle_aabb,5,data34-3,0.029464,0.0268382,0.026403,0.025039,25,15512,bytetrack,8
False,0,0.242978,bike,False,confirmation38,3,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,0.028397,0.0267652,0.026525,0.025545,25,15512,bytetrack,8
False,0,0.242978,bike,False,confirmation38,3,0,com3d_reciprocal_guard,oracle_aabb,5,data34-3,0.033024,0.031222800000000002,0.030915,0.030113,25,15656,bytetrack,8
False,0,0.242978,bike,False,confirmation38,3,144,geometry_reid_hungarian,oracle_aabb,5,data34-3,0.046845,0.0411128,0.039639,0.038407,25,15512,bytetrack,8
False,0,0.242978,bike,False,confirmation38,3,0,controlled_cost_greedy,oracle_aabb,5,data34-3,0.028909,0.0273602,0.027505,0.025875,25,15512,bytetrack,8
False,0,0.242978,bike,False,confirmation38,3,0,controlled_cost_reciprocal,oracle_aabb,5,data34-3,0.032896,0.0313824,0.030802,0.030361,25,15656,bytetrack,8
False,0,0.242978,bike,False,confirmation38,3,0,aflink_cached_no_dedup,oracle_aabb,5,data34-3,0.012563,0.0117612,0.011624,0.011189,25,7840,bytetrack,8
False,0,0.242978,bike,False,confirmation38,3,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-3,0.025547,0.0223902,0.021312,0.020657,25,13640,bytetrack,8
False,0,0.116573,bike,False,confirmation38,4,0,geometry_greedy,oracle_aabb,5,data34-3,0.01316,0.0119118,0.011746,0.011297,10,6768,ocsort,5
False,0,0.116573,bike,False,confirmation38,4,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,0.01313,0.0122612,0.012137,0.011737,10,6768,ocsort,5
False,0,0.116573,bike,False,confirmation38,4,0,com3d_reciprocal_guard,oracle_aabb,5,data34-3,0.018764,0.017052400000000002,0.016823,0.016043,10,6912,ocsort,5
False,0,0.116573,bike,False,confirmation38,4,144,geometry_reid_hungarian,oracle_aabb,5,data34-3,0.027875,0.024555399999999998,0.024242,0.021743,10,6768,ocsort,5
False,0,0.116573,bike,False,confirmation38,4,0,controlled_cost_greedy,oracle_aabb,5,data34-3,0.013494,0.0123186,0.012005,0.011433,10,6768,ocsort,5
False,0,0.116573,bike,False,confirmation38,4,0,controlled_cost_reciprocal,oracle_aabb,5,data34-3,0.018889,0.0170898,0.016497,0.016226,10,6912,ocsort,5
False,0,0.116573,bike,False,confirmation38,4,0,aflink_cached_no_dedup,oracle_aabb,5,data34-3,0.004599,0.0038036,0.003551,0.003474,10,2016,ocsort,5
False,0,0.116573,bike,False,confirmation38,4,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-3,0.009205,0.008732199999999999,0.008763,0.008094,10,5408,ocsort,5
False,0,0.026369,bike,False,confirmation38,0,0,geometry_greedy,oracle_aabb,5,data34-3,0.039456,0.0368978,0.0367,0.035542,0,23792,deepocsort,1
False,0,0.026369,bike,False,confirmation38,0,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,0.036759,0.0366294,0.036727,0.036229,0,23792,deepocsort,1
False,0,0.026369,bike,False,confirmation38,0,0,com3d_reciprocal_guard,oracle_aabb,5,data34-3,0.038505,0.037849,0.03785,0.036959,0,23792,deepocsort,1
False,0,0.026369,bike,False,confirmation38,0,0,geometry_reid_hungarian,oracle_aabb,5,data34-3,0.041228,0.0376628,0.03671,0.036453,0,23792,deepocsort,1
False,0,0.026369,bike,False,confirmation38,0,0,controlled_cost_greedy,oracle_aabb,5,data34-3,0.037305,0.0363958,0.036532,0.035635,0,23792,deepocsort,1
False,0,0.026369,bike,False,confirmation38,0,0,controlled_cost_reciprocal,oracle_aabb,5,data34-3,0.0378,0.0368026,0.036729,0.036272,0,23792,deepocsort,1
False,0,0.026369,bike,False,confirmation38,0,0,aflink_cached_no_dedup,oracle_aabb,5,data34-3,0.023678,0.0232088,0.023291,0.022716,0,18000,deepocsort,1
False,0,0.026369,bike,False,confirmation38,0,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-3,0.035753,0.0355868,0.035601,0.035338,0,23792,deepocsort,1
False,0,157.86459,pedestrian,False,confirmation38,914,0,geometry_greedy,oracle_aabb,5,data34-3,3.942349,3.2069221999999997,3.042062,2.892549,20162,875456,bytetrack,257
False,0,157.86459,pedestrian,False,confirmation38,914,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,3.235169,3.1474338,3.173476,3.024124,20162,843760,bytetrack,257
False,0,157.86459,pedestrian,False,confirmation38,914,0,com3d_reciprocal_guard,oracle_aabb,5,data34-3,2.748678,2.618428,2.595557,2.530298,20162,461336,bytetrack,257
False,0,157.86459,pedestrian,False,confirmation38,914,535680,geometry_reid_hungarian,oracle_aabb,5,data34-3,4.514306,4.4636398,4.47955,4.379291,20162,620368,bytetrack,257
False,0,157.86459,pedestrian,False,confirmation38,914,0,controlled_cost_greedy,oracle_aabb,5,data34-3,3.597439,3.4745716,3.449951,3.364449,20162,824552,bytetrack,257
False,0,157.86459,pedestrian,False,confirmation38,914,0,controlled_cost_reciprocal,oracle_aabb,5,data34-3,3.092234,2.9518042,2.957471,2.836782,20162,460360,bytetrack,257
False,0,157.86459,pedestrian,False,confirmation38,914,0,aflink_cached_no_dedup,oracle_aabb,5,data34-3,0.157335,0.1530378,0.152188,0.150579,20162,221600,bytetrack,257
False,0,157.86459,pedestrian,False,confirmation38,914,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-3,0.443496,0.4091762,0.400665,0.395589,20162,416208,bytetrack,257
False,0,99.465372,pedestrian,False,confirmation38,891,0,geometry_greedy,oracle_aabb,5,data34-3,2.368506,2.0486682000000003,1.994505,1.935399,13044,676216,ocsort,205
False,0,99.465372,pedestrian,False,confirmation38,891,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,2.096463,2.0341758,2.066536,1.962473,13044,598152,ocsort,205
False,0,99.465372,pedestrian,False,confirmation38,891,0,com3d_reciprocal_guard,oracle_aabb,5,data34-3,2.020922,1.7695219999999998,1.695343,1.677342,13044,258512,ocsort,205
False,0,99.465372,pedestrian,False,confirmation38,891,280864,geometry_reid_hungarian,oracle_aabb,5,data34-3,2.746693,2.6819092,2.698074,2.609965,13044,355600,ocsort,205
False,0,99.465372,pedestrian,False,confirmation38,891,0,controlled_cost_greedy,oracle_aabb,5,data34-3,2.290153,2.2584544,2.264247,2.217351,13044,597920,ocsort,205
False,0,99.465372,pedestrian,False,confirmation38,891,0,controlled_cost_reciprocal,oracle_aabb,5,data34-3,2.012852,1.9711858,1.978445,1.919372,13044,268024,ocsort,205
False,0,99.465372,pedestrian,False,confirmation38,891,0,aflink_cached_no_dedup,oracle_aabb,5,data34-3,0.067519,0.06258939999999999,0.06194,0.060196,13044,78608,ocsort,205
False,0,99.465372,pedestrian,False,confirmation38,891,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-3,0.189564,0.178417,0.175782,0.17393,13044,222656,ocsort,205
False,5,41.13663,pedestrian,False,confirmation38,298,0,geometry_greedy,oracle_aabb,5,data34-3,2.093109,2.0334054000000004,2.017024,2.008097,4770,1174920,deepocsort,155
False,5,41.13663,pedestrian,False,confirmation38,298,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,2.088622,2.0568352,2.05004,2.046014,4770,1148456,deepocsort,155
False,5,41.13663,pedestrian,False,confirmation38,298,0,com3d_reciprocal_guard,oracle_aabb,5,data34-3,1.874716,1.8377096000000002,1.861123,1.759999,4770,1010568,deepocsort,155
False,5,41.13663,pedestrian,False,confirmation38,298,138128,geometry_reid_hungarian,oracle_aabb,5,data34-3,2.392563,2.324567,2.329072,2.253796,4770,1031864,deepocsort,155
False,5,41.13663,pedestrian,False,confirmation38,298,0,controlled_cost_greedy,oracle_aabb,5,data34-3,2.261905,2.1743684,2.158588,2.139477,4770,1142976,deepocsort,155
False,5,41.13663,pedestrian,False,confirmation38,298,0,controlled_cost_reciprocal,oracle_aabb,5,data34-3,2.004547,1.9531977999999999,1.941438,1.934899,4770,1015752,deepocsort,155
False,5,41.13663,pedestrian,False,confirmation38,298,0,aflink_cached_no_dedup,oracle_aabb,5,data34-3,0.638008,0.6209152,0.617938,0.609565,4770,681856,deepocsort,155
False,5,41.13663,pedestrian,False,confirmation38,298,0,aflink_cached_overlap_safe,oracle_aabb,5,data34-3,1.247636,1.2074326,1.205909,1.176983,4770,979104,deepocsort,155
False,0,0.725325,van,False,confirmation38,1,0,geometry_greedy,oracle_aabb,5,data34-3,0.021677,0.0204962,0.02051,0.019465,4,13800,bytetrack,4
False,0,0.725325,van,False,confirmation38,1,0,geometry_reid_greedy_guard,oracle_aabb,5,data34-3,0.022171,0.020746,0.020425,0.020247,4,13800,bytetrack,4
