AssA,DetA,FN,FP,Frag,HOTA,IDF1,IDSW,MOTA,TP,accepted_correct,accepted_false,accepted_unknown,box_preserving,class_instances,duplicate_frame_identity_count,duplicate_free,eligible_source_tracklets,family,input_rows,method,output_rows,predicted_boxes,protocol,sequence,tracker,valid_common_box_protocol,valid_gt_boxes
55.251145944440935,62.70661157024794,361,0,26,58.86095605364508,63.87301587301587,29,59.71074380165289,607,20,14,0,True,6,0,True,58,legacy12,607,geometry_greedy,607,607,oracle_aabb,data28-2,ocsort,True,968
59.49937948892159,62.70661157024794,361,0,26,61.081948874299876,65.77777777777779,14,61.2603305785124,607,35,1,0,True,6,0,True,58,legacy12,607,geometry_reid_greedy_guard,607,607,oracle_aabb,data28-2,ocsort,True,968
59.01574710554115,62.70661157024794,361,0,26,60.83319431260497,65.52380952380953,16,61.053719008264466,607,33,3,0,True,6,0,True,58,legacy12,607,geometry_reid_hungarian,607,607,oracle_aabb,data28-2,ocsort,True,968
52.72421238221398,62.70661157024794,361,0,26,57.49918874383141,61.58730158730159,49,57.64462809917356,607,0,0,0,True,6,0,True,58,legacy12,607,no_refinement,607,607,oracle_aabb,data28-2,ocsort,True,968
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,True,6,0,True,13,legacy12,60,aflink_cached_native_dedup,60,60,oracle_aabb,data28-3,bytetrack,True,303
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,False,6,0,True,13,legacy12,60,aflink_cached_native_saved,60,60,oracle_aabb,data28-3,bytetrack,False,303
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,True,6,0,True,13,legacy12,60,aflink_cached_no_dedup,60,60,oracle_aabb,data28-3,bytetrack,True,303
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,True,6,0,True,13,legacy12,60,aflink_cached_overlap_safe,60,60,oracle_aabb,data28-3,bytetrack,True,303
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,True,6,0,True,13,legacy12,60,com3d_reciprocal_guard,60,60,oracle_aabb,data28-3,bytetrack,True,303
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,True,6,0,True,13,legacy12,60,controlled_cost_greedy,60,60,oracle_aabb,data28-3,bytetrack,True,303
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,True,6,0,True,13,legacy12,60,controlled_cost_reciprocal,60,60,oracle_aabb,data28-3,bytetrack,True,303
43.47200340895386,16.2829278243805,243,0,6,26.372172836183733,26.997245179063363,9,16.831683168316832,60,0,0,1,True,6,0,True,13,legacy12,60,geometry_greedy,60,60,oracle_aabb,data28-3,bytetrack,True,303
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,True,6,0,True,13,legacy12,60,geometry_reid_greedy_guard,60,60,oracle_aabb,data28-3,bytetrack,True,303
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,True,6,0,True,13,legacy12,60,geometry_reid_hungarian,60,60,oracle_aabb,data28-3,bytetrack,True,303
43.67110276343757,16.2829278243805,243,0,6,26.433783708123944,26.997245179063363,9,16.831683168316832,60,0,0,0,True,6,0,True,13,legacy12,60,no_refinement,60,60,oracle_aabb,data28-3,bytetrack,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,aflink_cached_native_dedup,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,aflink_cached_native_saved,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,aflink_cached_no_dedup,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,aflink_cached_overlap_safe,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,com3d_reciprocal_guard,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,controlled_cost_greedy,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,controlled_cost_reciprocal,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,geometry_greedy,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,geometry_reid_greedy_guard,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,geometry_reid_hungarian,24,24,oracle_aabb,data28-3,deepocsort,True,303
48.539377289377285,7.9207920792079225,279,0,0,19.607914605163508,12.844036697247708,3,6.9306930693069315,24,0,0,0,True,6,0,True,5,legacy12,24,no_refinement,24,24,oracle_aabb,data28-3,deepocsort,True,303
60.53542202478375,15.51155115511551,256,0,0,30.643079078870965,25.142857142857146,3,14.521452145214523,47,0,0,0,True,6,0,True,7,legacy12,47,aflink_cached_native_dedup,47,47,oracle_aabb,data28-3,ocsort,True,303
60.53542202478375,15.51155115511551,256,0,0,30.643079078870965,25.142857142857146,3,14.521452145214523,47,0,0,0,True,6,0,True,7,legacy12,47,aflink_cached_native_saved,47,47,oracle_aabb,data28-3,ocsort,True,303
60.53542202478375,15.51155115511551,256,0,0,30.643079078870965,25.142857142857146,3,14.521452145214523,47,0,0,0,True,6,0,True,7,legacy12,47,aflink_cached_no_dedup,47,47,oracle_aabb,data28-3,ocsort,True,303
60.53542202478375,15.51155115511551,256,0,0,30.643079078870965,25.142857142857146,3,14.521452145214523,47,0,0,0,True,6,0,True,7,legacy12,47,aflink_cached_overlap_safe,47,47,oracle_aabb,data28-3,ocsort,True,303
60.53542202478375,15.51155115511551,256,0,0,30.643079078870965,25.142857142857146,3,14.521452145214523,47,0,0,0,True,6,0,True,7,legacy12,47,com3d_reciprocal_guard,47,47,oracle_aabb,data28-3,ocsort,True,303
