AssA,DetA,FN,FP,Frag,HOTA,IDF1,IDSW,MOTA,TP,accepted_correct,accepted_false,accepted_unknown,aggregation,all_accepted_coverage,eligible_source_tracklets,input_rows,invalid_sequences,known_link_coverage,known_link_error_rate,method,output_rows,predicted_boxes,protocol,scope,sequence_count,tracker,valid_common_box_protocol,valid_gt_boxes
67.95552955927462,45.10513212925513,72677,12281,4881,54.36215458686148,64.16783639486219,945,50.126574446057894,123517,47,20,830,equal_sequence_mean_metrics_total_counts,0.2637459570714496,3401,135798,0,0.01970008820935019,0.29850746268656714,controlled_cost_greedy,135798,135798,official_detector,all_sequences,50,deepocsort,True,196194
68.00037386274005,45.10392361297611,72677,12281,4881,54.382300189572945,64.2299275991616,979,50.10637420594321,123517,47,19,686,equal_sequence_mean_metrics_total_counts,0.2211114378124081,3401,135798,0,0.019406057042046457,0.2878787878787879,controlled_cost_reciprocal,135798,135798,official_detector,all_sequences,50,deepocsort,True,196194
67.70948240172952,45.106166732737414,72677,12281,4881,54.25346154530702,64.0072576166142,1008,50.09258830316176,123517,41,29,865,equal_sequence_mean_metrics_total_counts,0.2749191414289915,3401,135798,0,0.020582181711261395,0.4142857142857143,geometry_greedy,135798,135798,official_detector,all_sequences,50,deepocsort,True,196194
67.91573986466868,45.103873753073714,72677,12281,4881,54.343313548248204,64.1460099478798,942,50.13184383970627,123517,44,20,840,equal_sequence_mean_metrics_total_counts,0.2658041752425757,3401,135798,0,0.018817994707438987,0.3125,geometry_reid_greedy_guard,135798,135798,official_detector,all_sequences,50,deepocsort,True,196194
67.95142270721477,45.10511650839323,72677,12281,4881,54.360343837545834,64.17182438841735,957,50.126218627951864,123517,46,22,819,equal_sequence_mean_metrics_total_counts,0.2608056453984122,3401,135798,0,0.019994119376653924,0.3235294117647059,geometry_reid_hungarian,135798,135798,official_detector,all_sequences,50,deepocsort,True,196194
67.00430350974733,45.10679268381039,72677,12281,4881,53.91984765086411,63.08515652334443,1370,49.776326938471676,123517,0,0,0,equal_sequence_mean_metrics_total_counts,0.0,3401,135798,0,0.0,,no_refinement,135798,135798,official_detector,all_sequences,50,deepocsort,True,196194
47.9850426993196,29.211411120421843,118476,7845,3325,36.03617387355354,36.71009335183169,4239,26.95797770022758,77718,25,18,24,equal_sequence_mean_metrics_total_counts,0.011579675077773938,5786,85564,1,0.0074317317663325265,0.4186046511627907,aflink_cached_native_dedup,85563,85563,official_detector,all_sequences,50,ocsort,False,196194
47.98284190575427,29.211154420285194,118475,7844,3325,36.03540783063913,36.71004091320032,4239,26.959857348005976,77719,25,18,24,equal_sequence_mean_metrics_total_counts,0.011579675077773938,5786,85564,50,0.0074317317663325265,0.4186046511627907,aflink_cached_native_saved,85563,85563,official_detector,all_sequences,50,ocsort,False,196194
47.9850426993196,29.21112982192676,118476,7846,3325,36.036035873382744,36.71009335183169,4239,26.95753365049401,77718,25,18,24,equal_sequence_mean_metrics_total_counts,0.011579675077773938,5786,85564,1,0.0074317317663325265,0.4186046511627907,aflink_cached_no_dedup,85564,85564,official_detector,all_sequences,50,ocsort,False,196194
47.953885136830124,29.21112982192676,118476,7846,3325,36.02005634074804,36.68569653404391,4240,26.957089600760437,77718,24,18,24,equal_sequence_mean_metrics_total_counts,0.011406844106463879,5786,85564,0,0.007258900795022468,0.42857142857142855,aflink_cached_overlap_safe,85564,85564,official_detector,all_sequences,50,ocsort,True,196194
