dataset,metric,baseline_method,baseline_detector_family,baseline_model_version,baseline_yolo_version,baseline_model_scale,baseline_param_size_group,baseline_size_group,candidate_method,candidate_detector_family,candidate_model_version,candidate_yolo_version,candidate_model_scale,candidate_param_size_group,candidate_size_group,paired_seeds,seed_count,analysis_level,baseline_mean,candidate_mean,delta_candidate_minus_baseline,paired_t_statistic,paired_t_pvalue,wilcoxon_statistic,wilcoxon_pvalue
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedP2FR-SE-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6303315279094759,0.0060622461318117216,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedP2FR-Wavelet-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6244572974610387,0.00018801568337456498,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedP2FR-WaveletCBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6256725538515384,0.001403272073874251,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2BalancedV2TinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6265750439747443,0.002305762197080119,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2CompressV3DynFreqP2TinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6277621079948573,0.0034928262171931568,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2CompressV3SETinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6274692956136592,0.003200013835994997,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2CompressV3TinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6256806315554919,0.0014113497778277528,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2EfficientV3DynFreqP2TinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.626722028720606,0.0024527469429418414,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2EfficientV3SETinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6322157513623495,0.007946469584685367,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2EfficientV3TinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6257116355738709,0.001442353796206719,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2P4BalancedDynFreqP2TinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6213231065292096,-0.00294617524845453,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2P4BalancedDynFreqSmallTinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6232772777658158,-0.000992004011848402,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2P4BalancedSETinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.624293509902057,2.4228124392844386e-05,,,,
VisDrone2019-DET,best_F1,ProposedP2FR-CBAM-yolo11l,Other,unknown,,unknown,unknown,unknown,ProposedSize-P2P4BalancedSelfAttnTinyFReLU-yolo11l,Other,unknown,,unknown,unknown,unknown,123,1,insufficient_for_pvalue,0.6242692817776642,0.6256167027685159,0.001347420990851722,,,,
