all_exact_output_match,class_instances,method,peak_select_and_merge_bytes_max,sum_candidate_build_ms,sum_component_merge_ms,sum_conditional_filter_ms,sum_fixed_gate_ms,sum_graph_total_ms,sum_motion_confidence_ms,sum_ranking_ms,tracker
True,263,regr_final,21898816,8303.135976000001,187.06946100000027,61.46272000000001,119.36820799999997,10254.652287,1559.890108,23.725814000000014,bytetrack
True,263,regr_final,10024156,1004.307631,132.45264100000009,7.314351000000001,9.44098399999999,1712.1126280000017,556.3224130000003,2.274608,deepocsort
True,263,regr_final,3790284,1986.0251750000004,91.01836200000004,21.01890099999998,28.999762999999994,2579.7893509999985,445.213544,7.5136059999999985,ocsort
