protocol,family,sequence,tracker,method,metric,stored_value,rerun_value,absolute_difference,passed
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,AssA,15.153540748225037,15.153540748225037,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,DetA,31.189822425808515,31.189822425808515,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,IDF1,26.622540908255193,26.622540908255193,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,MOTA,27.912254160363087,27.912254160363087,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,IDSW,264.0,264.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,FP,51.0,51.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,FN,2544.0,2544.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,TP,1422.0,1422.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,Frag,286.0,286.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,accepted_correct,12.0,12.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,accepted_false,24.0,24.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,accepted_unknown,34.0,34.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,eligible_source_tracklets,176.0,176.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,input_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,output_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,valid_gt_boxes,3966.0,3966.0,0.0,True
official_detector,legacy12,data28-1,ocsort,com3d_reciprocal_guard,predicted_boxes,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,HOTA,21.854320124493153,21.854320124493153,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,AssA,15.35889222752416,15.35889222752416,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,DetA,31.189822425808515,31.189822425808515,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,IDF1,27.100569957712818,27.100569957712818,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,MOTA,28.49218356026223,28.49218356026223,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,IDSW,241.0,241.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,FP,51.0,51.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,FN,2544.0,2544.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,TP,1422.0,1422.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,Frag,286.0,286.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,accepted_correct,17.0,17.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,accepted_false,36.0,36.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,accepted_unknown,51.0,51.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,eligible_source_tracklets,176.0,176.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,input_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,output_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,valid_gt_boxes,3966.0,3966.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_greedy,predicted_boxes,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,HOTA,21.973402746587876,21.973402746587876,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,AssA,15.527797443026609,15.527797443026609,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,DetA,31.189822425808515,31.189822425808515,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,IDF1,27.027027027027028,27.027027027027028,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,MOTA,28.088754412506304,28.088754412506304,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,IDSW,257.0,257.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,FP,51.0,51.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,FN,2544.0,2544.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,TP,1422.0,1422.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,Frag,286.0,286.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,accepted_correct,16.0,16.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,accepted_false,23.0,23.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,accepted_unknown,33.0,33.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,eligible_source_tracklets,176.0,176.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,input_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,output_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,valid_gt_boxes,3966.0,3966.0,0.0,True
official_detector,legacy12,data28-1,ocsort,controlled_cost_reciprocal,predicted_boxes,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,HOTA,21.231564640921764,21.231564640921764,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,AssA,14.501151663640297,14.501151663640297,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,DetA,31.189822425808515,31.189822425808515,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,IDF1,26.218054789483357,26.218054789483357,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,MOTA,28.189611699445283,28.189611699445283,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,IDSW,253.0,253.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,FP,51.0,51.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,FN,2544.0,2544.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,TP,1422.0,1422.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,Frag,286.0,286.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,accepted_correct,13.0,13.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,accepted_false,43.0,43.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,accepted_unknown,59.0,59.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,eligible_source_tracklets,176.0,176.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,input_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,output_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,valid_gt_boxes,3966.0,3966.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_greedy,predicted_boxes,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,HOTA,21.886221597773172,21.886221597773172,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,AssA,15.405364932085707,15.405364932085707,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,DetA,31.189822425808515,31.189822425808515,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,IDF1,27.321198749770176,27.321198749770176,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,MOTA,28.593040847201213,28.593040847201213,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,IDSW,237.0,237.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,FP,51.0,51.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,FN,2544.0,2544.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,TP,1422.0,1422.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,Frag,286.0,286.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,accepted_correct,19.0,19.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,accepted_false,36.0,36.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,accepted_unknown,50.0,50.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,eligible_source_tracklets,176.0,176.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,input_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,output_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,valid_gt_boxes,3966.0,3966.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,predicted_boxes,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,HOTA,21.869926076175254,21.869926076175254,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,AssA,15.38358871163982,15.38358871163982,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,DetA,31.189822425808515,31.189822425808515,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,IDF1,27.43151314579886,27.43151314579886,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,MOTA,28.164397377710536,28.164397377710536,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,IDSW,254.0,254.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,FP,51.0,51.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,FN,2544.0,2544.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,TP,1422.0,1422.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,Frag,286.0,286.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,accepted_correct,18.0,18.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,accepted_false,31.0,31.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,accepted_unknown,42.0,42.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,eligible_source_tracklets,176.0,176.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,input_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,output_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,valid_gt_boxes,3966.0,3966.0,0.0,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_hungarian,predicted_boxes,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,HOTA,21.33608918524231,21.33608918524231,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,AssA,14.647243906991408,14.647243906991408,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,DetA,31.189822425808515,31.189822425808515,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,IDF1,25.07813936385365,25.07813936385365,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,MOTA,27.332324760463944,27.332324760463944,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,IDSW,287.0,287.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,FP,51.0,51.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,FN,2544.0,2544.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,TP,1422.0,1422.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,Frag,286.0,286.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,accepted_correct,0.0,0.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,accepted_false,0.0,0.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,accepted_unknown,0.0,0.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,eligible_source_tracklets,176.0,176.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,input_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,output_rows,1473.0,1473.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,valid_gt_boxes,3966.0,3966.0,0.0,True
official_detector,legacy12,data28-1,ocsort,no_refinement,predicted_boxes,1473.0,1473.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,HOTA,31.568483359813747,31.568483359813747,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,AssA,18.14532796265034,18.14532796265034,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,DetA,55.178320569014886,55.178320569014886,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,IDF1,36.734693877551024,36.734693877551024,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,MOTA,54.563792233988906,54.563792233988906,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,IDSW,571.0,571.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,FP,55.0,55.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,FN,1176.0,1176.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,TP,2790.0,2790.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,Frag,304.0,304.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,accepted_correct,12.0,12.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,accepted_false,16.0,16.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,accepted_unknown,53.0,53.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,eligible_source_tracklets,238.0,238.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,input_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,output_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,valid_gt_boxes,3966.0,3966.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,com3d_reciprocal_guard,predicted_boxes,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,HOTA,32.17015010318135,32.17015010318135,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,AssA,18.83581632095986,18.83581632095986,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,DetA,55.178320569014886,55.178320569014886,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,IDF1,38.29099985317868,38.29099985317868,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,MOTA,55.79929399899143,55.79929399899143,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,IDSW,522.0,522.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,FP,55.0,55.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,FN,1176.0,1176.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,TP,2790.0,2790.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,Frag,304.0,304.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,accepted_correct,19.0,19.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,accepted_false,28.0,28.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,accepted_unknown,74.0,74.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,eligible_source_tracklets,238.0,238.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,input_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,output_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,valid_gt_boxes,3966.0,3966.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_greedy,predicted_boxes,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,HOTA,31.804145464966606,31.804145464966606,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,AssA,18.41718756807034,18.41718756807034,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,DetA,55.178320569014886,55.178320569014886,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,IDF1,36.99897225077081,36.99897225077081,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,MOTA,54.71507816439738,54.71507816439738,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,IDSW,565.0,565.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,FP,55.0,55.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,FN,1176.0,1176.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,TP,2790.0,2790.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,Frag,304.0,304.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,accepted_correct,14.0,14.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,accepted_false,17.0,17.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,accepted_unknown,56.0,56.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,eligible_source_tracklets,238.0,238.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,input_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,output_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,valid_gt_boxes,3966.0,3966.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,controlled_cost_reciprocal,predicted_boxes,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,HOTA,31.496287186707644,31.496287186707644,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,AssA,18.05930409729111,18.05930409729111,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,DetA,55.178320569014886,55.178320569014886,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,IDF1,37.82117163412128,37.82117163412128,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,MOTA,55.49672213817448,55.49672213817448,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,IDSW,534.0,534.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,FP,55.0,55.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,FN,1176.0,1176.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,TP,2790.0,2790.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,Frag,304.0,304.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,accepted_correct,17.0,17.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,accepted_false,33.0,33.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,accepted_unknown,80.0,80.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,eligible_source_tracklets,238.0,238.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,input_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,output_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,valid_gt_boxes,3966.0,3966.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_greedy,predicted_boxes,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,HOTA,32.16201192134582,32.16201192134582,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,AssA,18.829242587253866,18.829242587253866,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,DetA,55.178320569014886,55.178320569014886,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,IDF1,38.4965496990163,38.4965496990163,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,MOTA,55.87493696419566,55.87493696419566,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,IDSW,519.0,519.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,FP,55.0,55.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,FN,1176.0,1176.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,TP,2790.0,2790.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,Frag,304.0,304.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,accepted_correct,19.0,19.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,accepted_false,29.0,29.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,accepted_unknown,73.0,73.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,eligible_source_tracklets,238.0,238.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,input_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,output_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,valid_gt_boxes,3966.0,3966.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,predicted_boxes,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,HOTA,31.539087728837263,31.539087728837263,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,AssA,18.109168044356135,18.109168044356135,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,DetA,55.178320569014886,55.178320569014886,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,IDF1,36.793422404933196,36.793422404933196,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,MOTA,54.74029248613213,54.74029248613213,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,IDSW,564.0,564.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,FP,55.0,55.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,FN,1176.0,1176.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,TP,2790.0,2790.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,Frag,304.0,304.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,accepted_correct,15.0,15.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,accepted_false,26.0,26.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,accepted_unknown,66.0,66.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,eligible_source_tracklets,238.0,238.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,input_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,output_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,valid_gt_boxes,3966.0,3966.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,geometry_reid_hungarian,predicted_boxes,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,HOTA,30.389773759204598,30.389773759204598,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,AssA,16.829566687274657,16.829566687274657,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,DetA,55.178320569014886,55.178320569014886,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,IDF1,33.88636029951549,33.88636029951549,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,MOTA,53.80736258194655,53.80736258194655,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,IDSW,601.0,601.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,FP,55.0,55.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,FN,1176.0,1176.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,TP,2790.0,2790.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,Frag,304.0,304.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,accepted_correct,0.0,0.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,accepted_false,0.0,0.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,accepted_unknown,0.0,0.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,eligible_source_tracklets,238.0,238.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,input_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,output_rows,2845.0,2845.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,valid_gt_boxes,3966.0,3966.0,0.0,True
oracle_aabb,legacy12,data28-1,bytetrack,no_refinement,predicted_boxes,2845.0,2845.0,0.0,True
