dataset,split,protocol,data_role,input,sequence,tracker,method,internal_method,parent_method,IDF1,delta_IDF1_vs_None,delta_IDF1_vs_parent,AssA,delta_AssA_vs_None,delta_AssA_vs_parent,IDSW,delta_IDSW_vs_None,delta_IDSW_vs_parent
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-1,ocsort,P-G+V,path_g_full_reassign,P-G,4.90506329113924,0.9651898734177209,-0.3481012658227858,22.81906997554037,6.8523246104864555,-4.402577368328352,115,-46,12
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,bytetrack,None,no_refinement,None,49.33621488113615,0.0,0.0,78.20376950148557,0.0,0.0,56,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,bytetrack,v1,ace_v1,None,49.706699598641556,0.37048471750540557,0.37048471750540557,78.52986345157852,0.32609395009295383,0.32609395009295383,49,-7,-7
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,bytetrack,H,cost_h,None,50.07718431614696,0.7409694350108111,0.7409694350108111,78.66743014508386,0.4636606435982884,0.4636606435982884,42,-14,-14
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,bytetrack,H+V,cost_h_full_reassign,H,50.07718431614696,0.7409694350108111,0.0,78.6398195669083,0.4360500654227337,-0.02761057817555468,43,-13,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,bytetrack,P-G,path_g,None,50.07718431614696,0.7409694350108111,0.7409694350108111,78.63609493539195,0.4323254339063851,0.4323254339063851,43,-13,-13
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,bytetrack,P-G+V,path_g_full_reassign,P-G,50.07718431614696,0.7409694350108111,0.0,78.6398195669083,0.4360500654227337,0.003724631516348609,43,-13,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,deepocsort,None,no_refinement,None,72.13710724487146,0.0,0.0,78.74529367348293,0.0,0.0,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,deepocsort,v1,ace_v1,None,72.39678005712801,0.2596728122565537,0.2596728122565537,79.22807094045127,0.4827772669683412,0.4827772669683412,5,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,deepocsort,H,cost_h,None,72.03323811996883,-0.10386912490263,-0.10386912490263,79.14892277950028,0.40362910601734825,0.40362910601734825,4,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,deepocsort,H+V,cost_h_full_reassign,H,72.70838743183589,0.5712801869644295,0.6751493118670595,79.29122645044345,0.5459327769605125,0.1423036709431642,4,-5,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,deepocsort,P-G,path_g,None,72.60451830693326,0.4674110620617995,0.4674110620617995,79.25088513703183,0.5055914635488961,0.5055914635488961,4,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,deepocsort,P-G+V,path_g_full_reassign,P-G,72.70838743183589,0.5712801869644295,0.10386912490263,79.29122645044345,0.5459327769605125,0.0403413134116164,4,-5,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,ocsort,None,no_refinement,None,48.335467349551855,0.0,0.0,90.84459846227159,0.0,0.0,5,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,ocsort,v1,ace_v1,None,48.59154929577465,0.25608194622279257,0.25608194622279257,90.88455966683043,0.03996120455883556,0.03996120455883556,0,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,ocsort,H,cost_h,None,48.59154929577465,0.25608194622279257,0.25608194622279257,90.88455966683043,0.03996120455883556,0.03996120455883556,0,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,ocsort,H+V,cost_h_full_reassign,H,48.59154929577465,0.25608194622279257,0.0,90.88455966683043,0.03996120455883556,0.0,0,-5,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,ocsort,P-G,path_g,None,48.59154929577465,0.25608194622279257,0.25608194622279257,90.88455966683043,0.03996120455883556,0.03996120455883556,0,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-2,ocsort,P-G+V,path_g_full_reassign,P-G,48.59154929577465,0.25608194622279257,0.0,90.88455966683043,0.03996120455883556,0.0,0,-5,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,bytetrack,None,no_refinement,None,8.869623207735913,0.0,0.0,15.275878732386298,0.0,0.0,157,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,bytetrack,v1,ace_v1,None,9.669889963321108,0.800266755585195,0.800266755585195,18.043648767276434,2.7677700348901357,2.7677700348901357,143,-14,-14
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,bytetrack,H,cost_h,None,9.80326775591864,0.9336445481827269,0.9336445481827269,18.2291727007809,2.9532939683946022,2.9532939683946022,130,-27,-27
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,bytetrack,H+V,cost_h_full_reassign,H,9.536512170723574,0.6668889629876613,-0.2667555851950656,18.113220380828984,2.8373416484426865,-0.11595231995191568,138,-19,8
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,bytetrack,P-G,path_g,None,9.469823274424808,0.6002000666888954,0.6002000666888954,18.091460861354868,2.81558212896857,2.81558212896857,138,-19,-19
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,bytetrack,P-G+V,path_g_full_reassign,P-G,9.536512170723574,0.6668889629876613,0.06668889629876595,18.107322473702737,2.8314437413164395,0.015861612347869425,139,-18,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,deepocsort,None,no_refinement,None,46.99777613046701,0.0,0.0,47.48323128663799,0.0,0.0,63,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,deepocsort,v1,ace_v1,None,47.096614776377564,0.09883864591055413,0.09883864591055413,47.24540151709438,-0.2378297695436089,-0.2378297695436089,56,-7,-7
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,deepocsort,H,cost_h,None,47.24487274524339,0.24709661477638178,0.24709661477638178,47.49941692559577,0.016185638957779247,0.016185638957779247,43,-20,-20
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,deepocsort,H+V,cost_h_full_reassign,H,47.343711391153946,0.3459352606869359,0.09883864591055413,47.88178810552142,0.39855681888343497,0.3823711799256557,48,-15,5
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,deepocsort,P-G,path_g,None,46.70126019273536,-0.2965159377316482,-0.2965159377316482,47.426478939801726,-0.05675234683626229,-0.05675234683626229,46,-17,-17
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,deepocsort,P-G+V,path_g_full_reassign,P-G,47.343711391153946,0.3459352606869359,0.6424511984185841,47.92711046267346,0.4438791760354732,0.5006315228717355,48,-15,2
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,ocsort,None,no_refinement,None,7.200847158489234,0.0,0.0,20.576427602629018,0.0,0.0,75,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,ocsort,v1,ace_v1,None,7.765619484645252,0.5647723261560182,0.5647723261560182,20.754050902334008,0.17762329970499025,0.17762329970499025,65,-10,-10
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,ocsort,H,cost_h,None,10.942463819272856,3.741616660783622,3.741616660783622,23.521962752241308,2.94553514961229,2.94553514961229,18,-57,-57
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,ocsort,H+V,cost_h_full_reassign,H,10.307094952347335,3.106247793858101,-0.6353688669255213,22.859667607751565,2.283240005122547,-0.6622951444897431,29,-46,11
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,ocsort,P-G,path_g,None,10.377691493116838,3.1768443346276047,3.1768443346276047,23.200110336352513,2.623682733723495,2.623682733723495,26,-49,-49
MMOT,test,official_detector,exposed exploratory retest,official detector,data34-3,ocsort,P-G+V,path_g_full_reassign,P-G,10.307094952347335,3.106247793858101,-0.07059654076950395,22.859667607751565,2.283240005122547,-0.34044272860094793,29,-46,3
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,bytetrack,None,no_refinement,None,38.180748872770046,0.0,0.0,64.28707751699794,0.0,0.0,537,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,bytetrack,v1,ace_v1,None,38.04744167810233,-0.13330719466771512,-0.13330719466771512,63.1953618597478,-1.0917156572501412,-1.0917156572501412,484,-53,-53
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,bytetrack,H,cost_h,None,37.969025681238975,-0.2117231915310711,-0.2117231915310711,63.16697200602949,-1.1201055109684503,-1.1201055109684503,453,-84,-84
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,bytetrack,H+V,cost_h_full_reassign,H,38.1493824740247,-0.03136639874534808,0.18035679278572303,63.18806405517181,-1.0990134618261322,0.021092049142318103,456,-81,3
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,bytetrack,P-G,path_g,None,38.039600078415994,-0.14114879435405214,-0.14114879435405214,63.18503815952249,-1.102039357475448,-1.102039357475448,452,-85,-85
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,bytetrack,P-G+V,path_g_full_reassign,P-G,38.1493824740247,-0.03136639874534808,0.10978239560870406,63.18836171547988,-1.0987158015180611,0.003323555957386759,456,-81,4
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,deepocsort,None,no_refinement,None,67.92583064035391,0.0,0.0,70.77116201592662,0.0,0.0,150,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,deepocsort,v1,ace_v1,None,66.97204530480344,-0.9537853355504637,-0.9537853355504637,69.44003299475456,-1.3311290211720603,-1.3311290211720603,135,-15,-15
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,deepocsort,H,cost_h,None,65.71706460013176,-2.2087660402221445,-2.2087660402221445,68.77129306234607,-1.9998689535805454,-1.9998689535805454,123,-27,-27
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,deepocsort,H+V,cost_h_full_reassign,H,67.84425689455024,-0.0815737458036665,2.127192294418478,70.29391165856518,-0.4772503573614415,1.522618596219104,121,-29,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,deepocsort,P-G,path_g,None,66.28180591723402,-1.644024723119884,-1.644024723119884,69.12863161736541,-1.642530398561206,-1.642530398561206,123,-27,-27
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,deepocsort,P-G+V,path_g_full_reassign,P-G,67.84425689455024,-0.0815737458036665,1.5624509773162174,70.29391165856518,-0.4772503573614415,1.1652800411997646,121,-29,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,ocsort,None,no_refinement,None,39.46896888744095,0.0,0.0,83.60880090077048,0.0,0.0,125,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,ocsort,v1,ace_v1,None,39.45267958950969,-0.016289297931258773,-0.016289297931258773,82.25506646844264,-1.3537344323278404,-1.3537344323278404,68,-57,-57
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,ocsort,H,cost_h,None,39.607427919856654,0.13845903241570312,0.13845903241570312,82.4201051243663,-1.188695776404174,-1.188695776404174,47,-78,-78
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,ocsort,H+V,cost_h_full_reassign,H,39.59928327089102,0.13031438345007018,-0.008144648965632939,82.40212386895985,-1.206677031810628,-0.01798125540645401,52,-73,5
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,ocsort,P-G,path_g,None,39.62371721778791,0.1547483303469619,0.1547483303469619,82.41805042760816,-1.1907504731623106,-1.1907504731623106,47,-78,-78
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-10,ocsort,P-G+V,path_g_full_reassign,P-G,39.59928327089102,0.13031438345007018,-0.02443394689689171,82.40212386895985,-1.206677031810628,-0.01592655864831727,52,-73,5
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,bytetrack,None,no_refinement,None,40.909090909090914,0.0,0.0,72.33360659411744,0.0,0.0,96,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,bytetrack,v1,ace_v1,None,40.943139257746,0.03404834865508377,0.03404834865508377,71.97685716043473,-0.3567494336827082,-0.3567494336827082,90,-6,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,bytetrack,H,cost_h,None,40.994211780728634,0.08512087163772009,0.08512087163772009,72.09513872593286,-0.23846786818458554,-0.23846786818458554,85,-11,-11
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,bytetrack,H+V,cost_h_full_reassign,H,41.01123595505618,0.10214504596526552,0.017024174327545438,72.09789215783861,-0.23571443627882616,0.002753431905759385,87,-9,2
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,bytetrack,P-G,path_g,None,40.994211780728634,0.08512087163772009,0.08512087163772009,72.0994617600062,-0.234144834111234,-0.234144834111234,84,-12,-12
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,bytetrack,P-G+V,path_g_full_reassign,P-G,41.01123595505618,0.10214504596526552,0.017024174327545438,72.09789215783861,-0.23571443627882616,-0.0015696021675921656,87,-9,3
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,deepocsort,None,no_refinement,None,61.864711379483865,0.0,0.0,74.7080777755922,0.0,0.0,43,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,deepocsort,v1,ace_v1,None,60.915822011357925,-0.9488893681259398,-0.9488893681259398,74.33985910211304,-0.3682186734791628,-0.3682186734791628,41,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,deepocsort,H,cost_h,None,60.62827977859248,-1.236431600891386,-1.236431600891386,74.25114303721824,-0.4569347383739597,-0.4569347383739597,41,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,deepocsort,H+V,cost_h_full_reassign,H,61.63467759327151,-0.2300337862123527,1.0063978146790333,74.6258168405088,-0.08226093508339716,0.37467380329056255,40,-3,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,deepocsort,P-G,path_g,None,60.58514844367766,-1.2795629358062044,-1.2795629358062044,74.26386252684219,-0.4442152487500124,-0.4442152487500124,40,-3,-3
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,deepocsort,P-G+V,path_g_full_reassign,P-G,61.63467759327151,-0.2300337862123527,1.0495291495938517,74.6258168405088,-0.08226093508339716,0.36195431366661523,40,-3,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,ocsort,None,no_refinement,None,41.14520829761701,0.0,0.0,80.20502844506254,0.0,0.0,127,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,ocsort,v1,ace_v1,None,41.77953025887193,0.6343219612549191,0.6343219612549191,80.36577314280846,0.16074469774592615,0.16074469774592615,84,-43,-43
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,ocsort,H,cost_h,None,42.791016629521685,1.645808331904675,1.645808331904675,80.62063272090363,0.4156042758410905,0.4156042758410905,24,-103,-103
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,ocsort,H+V,cost_h_full_reassign,H,42.5852905880336,1.4400822904165906,-0.20572604148808438,80.5651653942821,0.36013694921956585,-0.05546732662152465,38,-89,14
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,ocsort,P-G,path_g,None,42.68815360877765,1.5429453111606364,1.5429453111606364,80.58538973662812,0.38036129156557763,0.38036129156557763,31,-96,-96
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-11,ocsort,P-G+V,path_g_full_reassign,P-G,42.5852905880336,1.4400822904165906,-0.10286302074404574,80.5651653942821,0.36013694921956585,-0.02022434234601178,38,-89,7
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,bytetrack,None,no_refinement,None,52.95950155763239,0.0,0.0,55.344453711345885,0.0,0.0,46,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,bytetrack,v1,ace_v1,None,52.80373831775701,-0.15576323987538387,-0.15576323987538387,54.37676510177576,-0.9676886095701249,-0.9676886095701249,38,-8,-8
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,bytetrack,H,cost_h,None,52.80373831775701,-0.15576323987538387,-0.15576323987538387,54.111613708635495,-1.2328400027103896,-1.2328400027103896,38,-8,-8
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,bytetrack,H+V,cost_h_full_reassign,H,52.80373831775701,-0.15576323987538387,0.0,54.223209842117406,-1.1212438692284792,0.11159613348191044,38,-8,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,bytetrack,P-G,path_g,None,52.80373831775701,-0.15576323987538387,-0.15576323987538387,54.111613708635495,-1.2328400027103896,-1.2328400027103896,38,-8,-8
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,bytetrack,P-G+V,path_g_full_reassign,P-G,52.80373831775701,-0.15576323987538387,0.0,54.223209842117406,-1.1212438692284792,0.11159613348191044,38,-8,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,deepocsort,None,no_refinement,None,66.8411330049261,0.0,0.0,79.47719179722256,0.0,0.0,4,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,deepocsort,v1,ace_v1,None,66.7795566502463,-0.061576354679800716,-0.061576354679800716,79.46617430256372,-0.011017494658844385,-0.011017494658844385,4,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,deepocsort,H,cost_h,None,66.7795566502463,-0.061576354679800716,-0.061576354679800716,79.46617430256372,-0.011017494658844385,-0.011017494658844385,4,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,deepocsort,H+V,cost_h_full_reassign,H,66.8411330049261,0.0,0.061576354679800716,79.47719179722256,0.0,0.011017494658844385,4,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,deepocsort,P-G,path_g,None,66.7795566502463,-0.061576354679800716,-0.061576354679800716,79.46617430256372,-0.011017494658844385,-0.011017494658844385,4,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,deepocsort,P-G+V,path_g_full_reassign,P-G,66.8411330049261,0.0,0.061576354679800716,79.47719179722256,0.0,0.011017494658844385,4,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,ocsort,None,no_refinement,None,53.519340519974634,0.0,0.0,62.33181831349863,0.0,0.0,45,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,ocsort,v1,ace_v1,None,53.804692454026636,0.2853519340520023,0.2853519340520023,62.43517887420793,0.103360560709298,0.103360560709298,38,-7,-7
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,ocsort,H,cost_h,None,53.868103994927075,0.34876347495244175,0.34876347495244175,62.43725199734339,0.10543368384475826,0.10543368384475826,36,-9,-9
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,ocsort,H+V,cost_h_full_reassign,H,53.868103994927075,0.34876347495244175,0.0,62.43725881550341,0.10544050200478239,6.818160024124609e-06,36,-9,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,ocsort,P-G,path_g,None,53.868103994927075,0.34876347495244175,0.34876347495244175,62.43725199734339,0.10543368384475826,0.10543368384475826,36,-9,-9
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-12,ocsort,P-G+V,path_g_full_reassign,P-G,53.868103994927075,0.34876347495244175,0.0,62.43725881550341,0.10544050200478239,6.818160024124609e-06,36,-9,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,bytetrack,None,no_refinement,None,67.60744066709428,0.0,0.0,62.19488691733709,0.0,0.0,37,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,bytetrack,v1,ace_v1,None,70.87876844130852,3.2713277742142424,3.2713277742142424,64.51071978152885,2.315832864191762,2.315832864191762,28,-9,-9
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,bytetrack,H,cost_h,None,71.8409236690186,4.233483001924313,4.233483001924313,66.41566183654693,4.220774919209845,4.220774919209845,24,-13,-13
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,bytetrack,H+V,cost_h_full_reassign,H,71.8409236690186,4.233483001924313,0.0,66.41566183654693,4.220774919209845,0.0,24,-13,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,bytetrack,P-G,path_g,None,71.8409236690186,4.233483001924313,4.233483001924313,66.41566183654693,4.220774919209845,4.220774919209845,24,-13,-13
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,bytetrack,P-G+V,path_g_full_reassign,P-G,71.8409236690186,4.233483001924313,0.0,66.41566183654693,4.220774919209845,0.0,24,-13,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,deepocsort,None,no_refinement,None,78.8510101010101,0.0,0.0,82.32560521620405,0.0,0.0,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,deepocsort,v1,ace_v1,None,80.3030303030303,1.4520202020201936,1.4520202020201936,84.31209552400283,1.9864903077987748,1.9864903077987748,6,-3,-3
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,deepocsort,H,cost_h,None,80.36616161616162,1.5151515151515156,1.5151515151515156,84.31844551760021,1.992840301396157,1.992840301396157,5,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,deepocsort,H+V,cost_h_full_reassign,H,80.36616161616162,1.5151515151515156,0.0,84.31844551760021,1.992840301396157,0.0,5,-4,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,deepocsort,P-G,path_g,None,80.36616161616162,1.5151515151515156,1.5151515151515156,84.31844551760021,1.992840301396157,1.992840301396157,5,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,deepocsort,P-G+V,path_g_full_reassign,P-G,80.36616161616162,1.5151515151515156,0.0,84.31844551760021,1.992840301396157,0.0,5,-4,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,ocsort,None,no_refinement,None,69.18813172481252,0.0,0.0,75.68135326138518,0.0,0.0,23,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,ocsort,v1,ace_v1,None,69.44897293772416,0.2608412129116431,0.2608412129116431,75.28010462220755,-0.40124863917763776,-0.40124863917763776,19,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,ocsort,H,cost_h,None,70.10107597000325,0.9129442451907295,0.9129442451907295,76.97814684382422,1.2967935824390366,1.2967935824390366,17,-6,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,ocsort,H+V,cost_h_full_reassign,H,70.10107597000325,0.9129442451907295,0.0,76.97439980786443,1.2930465464792462,-0.0037470359597904235,17,-6,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,ocsort,P-G,path_g,None,70.10107597000325,0.9129442451907295,0.9129442451907295,76.97814684382422,1.2967935824390366,1.2967935824390366,17,-6,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-13,ocsort,P-G+V,path_g_full_reassign,P-G,70.10107597000325,0.9129442451907295,0.0,76.97439980786443,1.2930465464792462,-0.0037470359597904235,17,-6,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,bytetrack,None,no_refinement,None,41.82449181953396,0.0,0.0,43.77632039260631,0.0,0.0,836,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,bytetrack,v1,ace_v1,None,45.880019831432826,4.055528011898865,4.055528011898865,48.045929482390754,4.269609089784446,4.269609089784446,633,-203,-203
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,bytetrack,H,cost_h,None,47.39712444224095,5.5726326227069904,5.5726326227069904,48.84716757786668,5.070847185260369,5.070847185260369,546,-290,-290
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,bytetrack,H+V,cost_h_full_reassign,H,47.50619732275657,5.681705503222609,0.10907288051561892,48.88627905761325,5.109958665006943,0.03911147974657325,545,-291,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,bytetrack,P-G,path_g,None,47.5359444719881,5.711452652454142,5.711452652454142,48.87979039530105,5.103470002694742,5.103470002694742,534,-302,-302
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,bytetrack,P-G+V,path_g_full_reassign,P-G,47.46653445711453,5.642042637580566,-0.06941001487357568,48.85254953376612,5.076229141159814,-0.027240861534927774,547,-289,13
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,deepocsort,None,no_refinement,None,75.36068138362594,0.0,0.0,71.79749529984699,0.0,0.0,66,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,deepocsort,v1,ace_v1,None,76.05597079784461,0.6952894142186636,0.6952894142186636,72.25345866664395,0.4559633667969649,0.4559633667969649,49,-17,-17
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,deepocsort,H,cost_h,None,76.24717538675473,0.8864940031287887,0.8864940031287887,72.69581874961351,0.8983234497665222,0.8983234497665222,42,-24,-24
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,deepocsort,H+V,cost_h_full_reassign,H,76.238484269077,0.8778028854510609,-0.008691117677727789,72.69953359757014,0.902038297723152,0.0037148479566297965,42,-24,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,deepocsort,P-G,path_g,None,76.22110203372154,0.8604206500955911,0.8604206500955911,72.68467297651341,0.8871776766664254,0.8871776766664254,42,-24,-24
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,deepocsort,P-G+V,path_g_full_reassign,P-G,76.238484269077,0.8778028854510609,0.01738223535546979,72.69953359757014,0.902038297723152,0.014860621056726586,42,-24,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,ocsort,None,no_refinement,None,38.296726959517656,0.0,0.0,47.31436408051006,0.0,0.0,320,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,ocsort,v1,ace_v1,None,39.66408268733851,1.3673557278208506,1.3673557278208506,47.686257107723804,0.3718930272137442,0.3718930272137442,234,-86,-86
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,ocsort,H,cost_h,None,40.36391042204996,2.067183462532306,2.067183462532306,48.139979537352254,0.8256154568421934,0.8256154568421934,195,-125,-125
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,ocsort,H+V,cost_h_full_reassign,H,40.36391042204996,2.067183462532306,0.0,48.13552301811691,0.8211589376068531,-0.004456519235340295,198,-122,3
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,ocsort,P-G,path_g,None,40.36391042204996,2.067183462532306,2.067183462532306,48.14117615069293,0.8268120701828678,0.8268120701828678,194,-126,-126
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-4,ocsort,P-G+V,path_g_full_reassign,P-G,40.36391042204996,2.067183462532306,0.0,48.13552301811691,0.8211589376068531,-0.005653132576014741,198,-122,4
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,bytetrack,None,no_refinement,None,62.969724631066484,0.0,0.0,65.48585848632003,0.0,0.0,367,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,bytetrack,v1,ace_v1,None,65.72341396622546,2.753689335158981,2.753689335158981,67.73697430130075,2.2511158149807216,2.2511158149807216,301,-66,-66
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,bytetrack,H,cost_h,None,66.21025406967898,3.240529438612498,3.240529438612498,67.79968789254917,2.3138294062291465,2.3138294062291465,288,-79,-79
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,bytetrack,H+V,cost_h_full_reassign,H,66.21025406967898,3.240529438612498,0.0,67.7595359107043,2.2736774243842746,-0.0401519818448719,282,-85,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data36-5,bytetrack,P-G,path_g,None,66.33196409554238,3.3622394644758913,3.3622394644758913,67.78462601253484,2.2987675262148173,2.2987675262148173,276,-91,-91
