dataset,split,protocol,data_role,input,sequence,tracker,method,internal_method,parent_method,IDF1,delta_IDF1_vs_None,delta_IDF1_vs_parent,AssA,delta_AssA_vs_None,delta_AssA_vs_parent,IDSW,delta_IDSW_vs_None,delta_IDSW_vs_parent
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,deepocsort,v1,ace_v1,None,86.73084972791963,0.5860192549183836,0.5860192549183836,89.7689211514475,0.27676807222070465,0.27676807222070465,3,-6,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,deepocsort,H,cost_h,None,86.73084972791963,0.5860192549183836,0.5860192549183836,89.7689211514475,0.27676807222070465,0.27676807222070465,3,-6,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,deepocsort,H+V,cost_h_full_reassign,H,86.5634156550858,0.41858518208455564,-0.16743407283382794,89.68564121488055,0.19348813565375167,-0.08327993656695298,4,-5,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,deepocsort,P-G,path_g,None,86.73084972791963,0.5860192549183836,0.5860192549183836,89.7689211514475,0.27676807222070465,0.27676807222070465,3,-6,-6
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,deepocsort,P-G+V,path_g_full_reassign,P-G,86.5634156550858,0.41858518208455564,-0.16743407283382794,89.68564121488055,0.19348813565375167,-0.08327993656695298,4,-5,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,ocsort,None,no_refinement,None,70.07237122179652,0.0,0.0,63.2147333930411,0.0,0.0,58,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,ocsort,v1,ace_v1,None,71.86036611323968,1.7879948914431623,1.7879948914431623,64.65769120559598,1.44295781255488,1.44295781255488,45,-13,-13
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,ocsort,H,cost_h,None,72.4563644103874,2.3839931885908783,2.3839931885908783,64.85774007485358,1.64300668181248,1.64300668181248,38,-20,-20
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,ocsort,H+V,cost_h_full_reassign,H,72.37122179650916,2.2988505747126453,-0.08514261387823296,64.84979795715749,1.6350645641163908,-0.007942117696089213,37,-21,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,ocsort,P-G,path_g,None,72.37122179650916,2.2988505747126453,2.2988505747126453,64.84979795715749,1.6350645641163908,1.6350645641163908,37,-21,-21
MMOT,test,official_detector,exposed exploratory retest,official detector,data42-3,ocsort,P-G+V,path_g_full_reassign,P-G,72.37122179650916,2.2988505747126453,0.0,64.84979795715749,1.6350645641163908,0.0,37,-21,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,bytetrack,None,no_refinement,None,38.282350990632516,0.0,0.0,37.57406737276339,0.0,0.0,326,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,bytetrack,v1,ace_v1,None,41.51537760092846,3.233026610295944,3.233026610295944,41.8112620071153,4.237194634351916,4.237194634351916,269,-57,-57
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,bytetrack,H,cost_h,None,43.206499212467875,4.92414822183536,4.92414822183536,43.37478025099351,5.800712878230122,5.800712878230122,250,-76,-76
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,bytetrack,H+V,cost_h_full_reassign,H,42.49357539583851,4.211224405205996,-0.7129238166293632,42.931657281839485,5.357589909076097,-0.44312296915402527,253,-73,3
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,bytetrack,P-G,path_g,None,42.543314266766146,4.26096327613363,4.26096327613363,42.98776972483698,5.413702352073592,5.413702352073592,252,-74,-74
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,bytetrack,P-G+V,path_g_full_reassign,P-G,42.49357539583851,4.211224405205996,-0.04973887092763363,42.931657281839485,5.357589909076097,-0.05611244299749529,253,-73,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,deepocsort,None,no_refinement,None,57.278797996661105,0.0,0.0,75.55388778176791,0.0,0.0,9,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,deepocsort,v1,ace_v1,None,57.42904841402338,0.15025041736227251,0.15025041736227251,75.62643869783868,0.07255091607076736,0.07255091607076736,5,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,deepocsort,H,cost_h,None,57.42904841402338,0.15025041736227251,0.15025041736227251,75.62643869783868,0.07255091607076736,0.07255091607076736,5,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,deepocsort,H+V,cost_h_full_reassign,H,57.42904841402338,0.15025041736227251,0.0,75.62643869783868,0.07255091607076736,0.0,5,-4,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,deepocsort,P-G,path_g,None,57.42904841402338,0.15025041736227251,0.15025041736227251,75.62643869783868,0.07255091607076736,0.07255091607076736,5,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,deepocsort,P-G+V,path_g_full_reassign,P-G,57.42904841402338,0.15025041736227251,0.0,75.62643869783868,0.07255091607076736,0.0,5,-4,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,ocsort,None,no_refinement,None,38.74290702749891,0.0,0.0,44.606314948155436,0.0,0.0,193,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,ocsort,v1,ace_v1,None,41.728502837189005,2.9855958096900963,2.9855958096900963,48.72469945414789,4.118384505992452,4.118384505992452,131,-62,-62
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,ocsort,H,cost_h,None,42.741161065037105,3.998254037538196,3.998254037538196,49.91302323869521,5.306708290539774,5.306708290539774,116,-77,-77
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,ocsort,H+V,cost_h_full_reassign,H,42.61894369271061,3.8760366652117,-0.12221737232649588,49.88230754768128,5.275992599525843,-0.030715691013931234,117,-76,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,ocsort,P-G,path_g,None,42.32213007420341,3.5792230467044988,3.5792230467044988,49.517333276933655,4.911018328778219,4.911018328778219,117,-76,-76
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-11,ocsort,P-G+V,path_g_full_reassign,P-G,42.199912701876904,3.4570056743779958,-0.12221737232650298,49.486318920046266,4.8800039718908295,-0.031014356887389738,119,-74,2
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,bytetrack,None,no_refinement,None,58.93306492199295,0.0,0.0,74.67145904360906,0.0,0.0,127,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,bytetrack,v1,ace_v1,None,60.59386009058883,1.6607951685958753,1.6607951685958753,75.43561684153643,0.7641577979273677,0.7641577979273677,91,-36,-36
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,bytetrack,H,cost_h,None,61.77654755913438,2.8434826371414275,2.8434826371414275,76.08889568185597,1.4174366382469117,1.4174366382469117,80,-47,-47
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,bytetrack,H+V,cost_h_full_reassign,H,61.348766985405135,2.4157020634121835,-0.42778057372924394,75.7871122689552,1.1156532253461364,-0.30178341290077526,76,-51,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,bytetrack,P-G,path_g,None,61.55007549068948,2.6170105686965286,2.6170105686965286,75.97651572917762,1.3050566855685588,1.3050566855685588,75,-52,-52
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,bytetrack,P-G+V,path_g_full_reassign,P-G,61.348766985405135,2.4157020634121835,-0.20130850528434507,75.7871122689552,1.1156532253461364,-0.18940346022242238,76,-51,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,deepocsort,None,no_refinement,None,67.94499810773307,0.0,0.0,85.7627428282026,0.0,0.0,3,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,deepocsort,v1,ace_v1,None,67.7431563012489,-0.20184180648416827,-0.20184180648416827,85.45719127781935,-0.30555155038325665,-0.30555155038325665,2,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,deepocsort,H,cost_h,None,67.7431563012489,-0.20184180648416827,-0.20184180648416827,85.45719127781935,-0.30555155038325665,-0.30555155038325665,2,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,deepocsort,H+V,cost_h_full_reassign,H,67.7431563012489,-0.20184180648416827,0.0,85.52683482143779,-0.2359080067648165,0.06964354361844016,2,-1,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,deepocsort,P-G,path_g,None,67.7431563012489,-0.20184180648416827,-0.20184180648416827,85.45719127781935,-0.30555155038325665,-0.30555155038325665,2,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,deepocsort,P-G+V,path_g_full_reassign,P-G,67.7431563012489,-0.20184180648416827,0.0,85.52683482143779,-0.2359080067648165,0.06964354361844016,2,-1,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,ocsort,None,no_refinement,None,59.53682019255789,0.0,0.0,83.3150845838068,0.0,0.0,72,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,ocsort,v1,ace_v1,None,60.811865729898514,1.275045537340624,1.275045537340624,83.92813189008709,0.6130473062802935,0.6130473062802935,46,-26,-26
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,ocsort,H,cost_h,None,61.61852719229769,2.081706999739801,2.081706999739801,84.26833956238801,0.9532549785812137,0.9532549785812137,30,-42,-42
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,ocsort,H+V,cost_h_full_reassign,H,61.67056986729118,2.133749674733288,0.052042674993487026,84.27368299266335,0.9585984088565596,0.005343430275345895,34,-38,4
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,ocsort,P-G,path_g,None,61.69659120478792,2.1597710122300313,2.1597710122300313,84.28532108328687,0.9702364994800803,0.9702364994800803,30,-42,-42
MMOT,test,official_detector,exposed exploratory retest,official detector,data46-12,ocsort,P-G+V,path_g_full_reassign,P-G,61.67056986729118,2.133749674733288,-0.026021337496743513,84.27368299266335,0.9585984088565596,-0.011638090623520725,34,-38,4
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,bytetrack,None,no_refinement,None,13.291139240506327,0.0,0.0,10.47159234923156,0.0,0.0,27,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,bytetrack,v1,ace_v1,None,13.924050632911392,0.6329113924050649,0.6329113924050649,13.522126686317627,3.0505343370860665,3.0505343370860665,25,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,bytetrack,H,cost_h,None,15.18987341772152,1.8987341772151929,1.8987341772151929,13.661148673652853,3.189556324421293,3.189556324421293,23,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,bytetrack,H+V,cost_h_full_reassign,H,14.556962025316455,1.265822784810128,-0.6329113924050649,13.64683746759152,3.1752451183599604,-0.014311206061332626,23,-4,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,bytetrack,P-G,path_g,None,14.556962025316455,1.265822784810128,1.265822784810128,13.641509074086432,3.169916724854872,3.169916724854872,23,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,bytetrack,P-G+V,path_g_full_reassign,P-G,14.556962025316455,1.265822784810128,0.0,13.64683746759152,3.1752451183599604,0.005328393505088513,23,-4,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,deepocsort,None,no_refinement,None,87.52556237218813,0.0,0.0,79.05820049098897,0.0,0.0,5,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,deepocsort,v1,ace_v1,None,87.52556237218813,0.0,0.0,79.07385745412695,0.015656963137985258,0.015656963137985258,4,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,deepocsort,H,cost_h,None,87.93456032719837,0.4089979550102356,0.4089979550102356,79.60922704393836,0.551026552949395,0.551026552949395,3,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,deepocsort,H+V,cost_h_full_reassign,H,87.93456032719837,0.4089979550102356,0.0,79.60922704393836,0.551026552949395,0.0,3,-2,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,deepocsort,P-G,path_g,None,87.93456032719837,0.4089979550102356,0.4089979550102356,79.60922704393836,0.551026552949395,0.551026552949395,3,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,deepocsort,P-G+V,path_g_full_reassign,P-G,87.93456032719837,0.4089979550102356,0.0,79.60922704393836,0.551026552949395,0.0,3,-2,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,ocsort,None,no_refinement,None,10.638297872340425,0.0,0.0,11.503123183728658,0.0,0.0,13,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,ocsort,v1,ace_v1,None,11.347517730496454,0.709219858156029,0.709219858156029,13.77794477318436,2.274821589455703,2.274821589455703,11,-2,-2
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,ocsort,H,cost_h,None,17.73049645390071,7.092198581560284,7.092198581560284,15.315288640382304,3.8121654566536467,3.8121654566536467,2,-11,-11
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,ocsort,H+V,cost_h_full_reassign,H,14.893617021276595,4.25531914893617,-2.836879432624114,14.568929971948604,3.0658067882199465,-0.7463586684337002,6,-7,4
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,ocsort,P-G,path_g,None,16.312056737588655,5.67375886524823,5.67375886524823,14.78804929146926,3.2849261077406027,3.2849261077406027,6,-7,-7
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-1,ocsort,P-G+V,path_g_full_reassign,P-G,14.893617021276595,4.25531914893617,-1.4184397163120597,14.568929971948604,3.0658067882199465,-0.21911931952065622,6,-7,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,bytetrack,None,no_refinement,None,33.903002309468825,0.0,0.0,32.37660814309764,0.0,0.0,82,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,bytetrack,v1,ace_v1,None,35.01154734411085,1.1085450346420274,1.1085450346420274,32.98764503168582,0.6110368885881812,0.6110368885881812,73,-9,-9
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,bytetrack,H,cost_h,None,36.212471131639724,2.309468822170899,2.309468822170899,33.67999844573858,1.303390302640942,1.303390302640942,61,-21,-21
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,bytetrack,H+V,cost_h_full_reassign,H,35.750577367205544,1.8475750577367194,-0.46189376443417984,33.424260027622076,1.0476518845244343,-0.25573841811650766,63,-19,2
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,bytetrack,P-G,path_g,None,36.39722863741339,2.494226327944567,2.494226327944567,33.634703764178845,1.2580956210812033,1.2580956210812033,61,-21,-21
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,bytetrack,P-G+V,path_g_full_reassign,P-G,35.750577367205544,1.8475750577367194,-0.6466512702078475,33.424260027622076,1.0476518845244343,-0.21044373655676907,63,-19,2
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,deepocsort,None,no_refinement,None,65.76842105263158,0.0,0.0,78.75990880085804,0.0,0.0,3,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,deepocsort,v1,ace_v1,None,66.02105263157895,0.25263157894737276,0.25263157894737276,78.86170010602498,0.10179130516694102,0.10179130516694102,0,-3,-3
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,deepocsort,H,cost_h,None,66.02105263157895,0.25263157894737276,0.25263157894737276,78.86170010602498,0.10179130516694102,0.10179130516694102,0,-3,-3
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,deepocsort,H+V,cost_h_full_reassign,H,66.02105263157895,0.25263157894737276,0.0,78.86170010602498,0.10179130516694102,0.0,0,-3,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,deepocsort,P-G,path_g,None,66.02105263157895,0.25263157894737276,0.25263157894737276,78.86170010602498,0.10179130516694102,0.10179130516694102,0,-3,-3
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,deepocsort,P-G+V,path_g_full_reassign,P-G,66.02105263157895,0.25263157894737276,0.0,78.86170010602498,0.10179130516694102,0.0,0,-3,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,ocsort,None,no_refinement,None,24.77596204533474,0.0,0.0,38.3015844212919,0.0,0.0,48,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,ocsort,v1,ace_v1,None,25.51396942540854,0.7380073800737996,0.7380073800737996,38.55224199540334,0.2506575741114432,0.2506575741114432,37,-11,-11
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,ocsort,H,cost_h,None,26.884554559831315,2.108592514496575,2.108592514496575,39.05855889766262,0.756974476370722,0.756974476370722,29,-19,-19
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,ocsort,H+V,cost_h_full_reassign,H,26.041117554032684,1.2651555086979442,-0.8434370057986307,38.85861919233629,0.5570347710443926,-0.19993970532632943,33,-15,4
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,ocsort,P-G,path_g,None,26.884554559831315,2.108592514496575,2.108592514496575,39.060463315181515,0.7588788938896158,0.7588788938896158,29,-19,-19
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-2,ocsort,P-G+V,path_g_full_reassign,P-G,26.041117554032684,1.2651555086979442,-0.8434370057986307,38.85861919233629,0.5570347710443926,-0.20184412284522324,33,-15,4
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,bytetrack,None,no_refinement,None,50.442890442890445,0.0,0.0,48.3448638754986,0.0,0.0,136,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,bytetrack,v1,ace_v1,None,54.82517482517483,4.382284382284382,4.382284382284382,53.944314777857294,5.59945090235869,5.59945090235869,99,-37,-37
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,bytetrack,H,cost_h,None,55.757575757575765,5.31468531468532,5.31468531468532,55.01715333780862,6.672289462310019,6.672289462310019,84,-52,-52
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,bytetrack,H+V,cost_h_full_reassign,H,55.52447552447553,5.081585081585082,-0.23310023310023809,54.590225838423564,6.24536196292496,-0.4269274993850587,89,-47,5
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,bytetrack,P-G,path_g,None,55.66433566433566,5.221445221445215,5.221445221445215,55.00634022282331,6.661476347324708,6.661476347324708,86,-50,-50
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,bytetrack,P-G+V,path_g_full_reassign,P-G,55.571095571095576,5.128205128205131,-0.09324009324008387,54.593677839419556,6.248813963920952,-0.41266238340375594,89,-47,3
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,deepocsort,None,no_refinement,None,64.5527685754851,0.0,0.0,77.61407023130836,0.0,0.0,5,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,deepocsort,v1,ace_v1,None,65.16800757217227,0.6152389966871681,0.6152389966871681,78.33606335993647,0.7219931286281138,0.7219931286281138,2,-3,-3
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,deepocsort,H,cost_h,None,65.21533364884051,0.6625650733554096,0.6625650733554096,78.41835514181801,0.8042849105096508,0.8042849105096508,1,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,deepocsort,H+V,cost_h_full_reassign,H,64.69474680548983,0.14197823000472454,-0.5205868433506851,77.73783201586805,0.12376178455969011,-0.6805231259499607,2,-3,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,deepocsort,P-G,path_g,None,65.21533364884051,0.6625650733554096,0.6625650733554096,78.41835514181801,0.8042849105096508,0.8042849105096508,1,-4,-4
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,deepocsort,P-G+V,path_g_full_reassign,P-G,64.69474680548983,0.14197823000472454,-0.5205868433506851,77.73783201586805,0.12376178455969011,-0.6805231259499607,2,-3,1
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,ocsort,None,no_refinement,None,48.177733399900156,0.0,0.0,58.34141150361107,0.0,0.0,59,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,ocsort,v1,ace_v1,None,49.725411882176736,1.5476784822765808,1.5476784822765808,61.091548450119625,2.7501369465085546,2.7501369465085546,47,-12,-12
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,ocsort,H,cost_h,None,49.975037443834246,1.7973040439340906,1.7973040439340906,61.11632286099603,2.7749113573849584,2.7749113573849584,41,-18,-18
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,ocsort,H+V,cost_h_full_reassign,H,49.77533699450824,1.5976035946080813,-0.19970044932600928,61.09921711930535,2.7578056156942807,-0.01710574169067769,45,-14,4
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,ocsort,P-G,path_g,None,49.77533699450824,1.5976035946080813,1.5976035946080813,61.09878148702019,2.75736998340912,2.75736998340912,45,-14,-14
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-3,ocsort,P-G+V,path_g_full_reassign,P-G,49.77533699450824,1.5976035946080813,0.0,61.09921711930535,2.7578056156942807,0.00043563228516063646,45,-14,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,bytetrack,None,no_refinement,None,42.42424242424242,0.0,0.0,50.253703650921686,0.0,0.0,32,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,bytetrack,v1,ace_v1,None,43.73464373464373,1.3104013104013106,1.3104013104013106,50.67032071193424,0.4166170610125519,0.4166170610125519,22,-10,-10
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,bytetrack,H,cost_h,None,44.22604422604422,1.8018018018018012,1.8018018018018012,50.695326847694275,0.4416231967725892,0.4416231967725892,21,-11,-11
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,bytetrack,H+V,cost_h_full_reassign,H,44.22604422604422,1.8018018018018012,0.0,50.695326847694275,0.4416231967725892,0.0,21,-11,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,bytetrack,P-G,path_g,None,44.22604422604422,1.8018018018018012,1.8018018018018012,50.695326847694275,0.4416231967725892,0.4416231967725892,21,-11,-11
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,bytetrack,P-G+V,path_g_full_reassign,P-G,44.22604422604422,1.8018018018018012,0.0,50.695326847694275,0.4416231967725892,0.0,21,-11,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,deepocsort,None,no_refinement,None,73.44877344877345,0.0,0.0,72.8584488212006,0.0,0.0,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,deepocsort,v1,ace_v1,None,73.59307359307358,0.14430014430013216,0.14430014430013216,72.9156369316078,0.0571881104072105,0.0571881104072105,1,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,deepocsort,H,cost_h,None,73.59307359307358,0.14430014430013216,0.14430014430013216,72.9156369316078,0.0571881104072105,0.0571881104072105,1,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,deepocsort,H+V,cost_h_full_reassign,H,73.59307359307358,0.14430014430013216,0.0,72.9156369316078,0.0571881104072105,0.0,1,-1,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,deepocsort,P-G,path_g,None,73.59307359307358,0.14430014430013216,0.14430014430013216,72.9156369316078,0.0571881104072105,0.0571881104072105,1,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,deepocsort,P-G+V,path_g_full_reassign,P-G,73.59307359307358,0.14430014430013216,0.0,72.9156369316078,0.0571881104072105,0.0,1,-1,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,ocsort,None,no_refinement,None,39.35599284436494,0.0,0.0,55.90959626848437,0.0,0.0,16,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,ocsort,v1,ace_v1,None,39.89266547406082,0.5366726296958788,0.5366726296958788,57.15999021109497,1.2503939426106,1.2503939426106,11,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,ocsort,H,cost_h,None,39.89266547406082,0.5366726296958788,0.5366726296958788,57.15999021109497,1.2503939426106,1.2503939426106,11,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,ocsort,H+V,cost_h_full_reassign,H,39.89266547406082,0.5366726296958788,0.0,57.15999021109497,1.2503939426106,0.0,11,-5,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,ocsort,P-G,path_g,None,39.89266547406082,0.5366726296958788,0.5366726296958788,57.15999021109497,1.2503939426106,1.2503939426106,11,-5,-5
MMOT,test,official_detector,exposed exploratory retest,official detector,data47-4,ocsort,P-G+V,path_g_full_reassign,P-G,39.89266547406082,0.5366726296958788,0.0,57.15999021109497,1.2503939426106,0.0,11,-5,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,bytetrack,None,no_refinement,None,6.583072100313479,0.0,0.0,15.476207973076296,0.0,0.0,19,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,bytetrack,v1,ace_v1,None,6.896551724137931,0.3134796238244517,0.3134796238244517,15.581236518779882,0.10502854570358622,0.10502854570358622,18,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,bytetrack,H,cost_h,None,6.896551724137931,0.3134796238244517,0.3134796238244517,15.581236518779882,0.10502854570358622,0.10502854570358622,18,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,bytetrack,H+V,cost_h_full_reassign,H,6.896551724137931,0.3134796238244517,0.0,15.581236518779882,0.10502854570358622,0.0,18,-1,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,bytetrack,P-G,path_g,None,6.896551724137931,0.3134796238244517,0.3134796238244517,15.581236518779882,0.10502854570358622,0.10502854570358622,18,-1,-1
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,bytetrack,P-G+V,path_g_full_reassign,P-G,6.896551724137931,0.3134796238244517,0.0,15.581236518779882,0.10502854570358622,0.0,18,-1,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,deepocsort,None,no_refinement,None,67.54966887417218,0.0,0.0,57.11909072375319,0.0,0.0,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,deepocsort,v1,ace_v1,None,67.3289183222958,-0.22075055187637815,-0.22075055187637815,57.070056942400136,-0.04903378135305303,-0.04903378135305303,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,deepocsort,H,cost_h,None,67.3289183222958,-0.22075055187637815,-0.22075055187637815,57.070056942400136,-0.04903378135305303,-0.04903378135305303,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,deepocsort,H+V,cost_h_full_reassign,H,67.3289183222958,-0.22075055187637815,0.0,57.070056942400136,-0.04903378135305303,0.0,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,deepocsort,P-G,path_g,None,67.3289183222958,-0.22075055187637815,-0.22075055187637815,57.070056942400136,-0.04903378135305303,-0.04903378135305303,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,deepocsort,P-G+V,path_g_full_reassign,P-G,67.3289183222958,-0.22075055187637815,0.0,57.070056942400136,-0.04903378135305303,0.0,2,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,ocsort,None,no_refinement,None,5.660377358490567,0.0,0.0,12.00118665974614,0.0,0.0,20,0,0
MMOT,test,official_detector,exposed exploratory retest,official detector,data48-1,ocsort,v1,ace_v1,None,8.80503144654088,3.1446540880503138,3.1446540880503138,16.243297361520813,4.242110701774674,4.242110701774674,10,-10,-10
