protocol,family,sequence,tracker,table4_method,d16_method,table4_IDF1,d16_IDF1,d16_minus_table4_IDF1,table4_AssA,d16_AssA,d16_minus_table4_AssA,table4_IDSW,d16_IDSW,d16_minus_table4_IDSW,table4_reconstructed_accepted_edges,table4_stored_accepted_edges,table4_reconstruction_count_matches,d16_reconstructed_accepted_edges,d16_stored_accepted_edges,d16_reconstruction_count_matches
oracle_aabb,confirmation38,data42-2,bytetrack,geometry_reid_greedy_guard,path_g,56.36123928806855,56.163480553724455,-0.19775873434409874,61.60906603284031,61.4386411735894,-0.17042485925090745,67,69,2,44,44,True,42,42,True
oracle_aabb,confirmation38,data42-2,ocsort,geometry_reid_greedy_guard,path_g,50.75998586072817,50.75998586072817,0.0,69.13922322055716,69.13922322055716,0.0,23,23,0,35,35,True,35,35,True
oracle_aabb,confirmation38,data42-2,deepocsort,geometry_reid_greedy_guard,path_g,78.99581589958159,79.442119944212,0.4463040446304092,74.95775191153115,75.50605894810592,0.5483070365747693,30,30,0,31,31,True,29,29,True
oracle_aabb,confirmation38,data42-3,bytetrack,geometry_reid_greedy_guard,path_g,77.41167129813418,76.85589519650655,-0.5557761016276288,59.95061721894089,59.771146371233364,-0.17947084770752753,105,108,3,20,20,True,16,16,True
oracle_aabb,confirmation38,data42-3,ocsort,geometry_reid_greedy_guard,path_g,78.28643427131458,78.03443931121377,-0.25199496010080225,69.6517866413864,69.61825322188928,-0.03353341949711819,38,41,3,36,36,True,34,34,True
oracle_aabb,confirmation38,data42-3,deepocsort,geometry_reid_greedy_guard,path_g,96.953125,96.953125,0.0,97.83964078877048,97.83964078877048,0.0,1,1,0,7,7,True,7,7,True
oracle_aabb,confirmation38,data46-11,bytetrack,geometry_reid_greedy_guard,path_g,65.20635381156161,62.07296728802495,-3.1333865235366645,45.094943527418486,42.61856991972758,-2.4763736076909098,538,598,60,275,275,True,228,228,True
oracle_aabb,confirmation38,data46-11,ocsort,geometry_reid_greedy_guard,path_g,62.26850011922741,60.94905015499563,-1.3194499642317794,51.598797291251316,49.997458559574994,-1.6013387316763215,239,256,17,216,216,True,201,201,True
oracle_aabb,confirmation38,data46-11,deepocsort,geometry_reid_greedy_guard,path_g,95.44325884168848,95.44325884168848,0.0,94.41622677458746,94.41622677458746,0.0,21,21,0,7,7,True,7,7,True
oracle_aabb,confirmation38,data46-12,bytetrack,geometry_reid_greedy_guard,path_g,88.00936768149883,86.39344262295083,-1.615925058548001,78.01132674198382,76.91866768500091,-1.0926590569829102,118,147,29,113,113,True,100,100,True
oracle_aabb,confirmation38,data46-12,ocsort,geometry_reid_greedy_guard,path_g,84.90261754124798,84.7785634536658,-0.12405408758218073,89.43774407469247,89.40700220000485,-0.030741874687620907,55,58,3,99,99,True,95,95,True
oracle_aabb,confirmation38,data46-12,deepocsort,geometry_reid_greedy_guard,path_g,98.92401552967277,98.92401552967277,0.0,98.22719157168318,98.22719157168318,0.0,0,0,0,3,3,True,3,3,True
oracle_aabb,confirmation38,data47-1,bytetrack,geometry_reid_greedy_guard,path_g,17.956656346749224,15.479876160990713,-2.4767801857585106,11.648797937768629,11.101964006640982,-0.5468339311276473,39,40,1,13,13,True,12,12,True
oracle_aabb,confirmation38,data47-1,ocsort,geometry_reid_greedy_guard,path_g,16.48745519713262,16.48745519713262,0.0,11.263421316017611,11.276773897307079,0.01335258128946748,7,9,2,14,14,True,13,13,True
oracle_aabb,confirmation38,data47-1,deepocsort,geometry_reid_greedy_guard,path_g,97.52066115702479,96.28099173553719,-1.239669421487605,95.56218562358039,93.56180952831951,-2.000376095260876,4,5,1,4,4,True,3,3,True
oracle_aabb,confirmation38,data47-2,bytetrack,geometry_reid_greedy_guard,path_g,49.49539271610355,46.24835454146555,-3.247038174638,33.84399073580806,32.35118061202725,-1.4928101237808136,138,151,13,69,69,True,63,63,True
oracle_aabb,confirmation38,data47-2,ocsort,geometry_reid_greedy_guard,path_g,35.68025410269984,35.150873478030704,-0.5293806246691375,35.81680760276909,35.66349463555022,-0.15331296721886645,45,48,3,24,24,True,24,24,True
oracle_aabb,confirmation38,data47-2,deepocsort,geometry_reid_greedy_guard,path_g,87.68,87.68,0.0,92.00629279369335,92.00629279369335,0.0,4,4,0,6,6,True,6,6,True
oracle_aabb,confirmation38,data47-3,bytetrack,geometry_reid_greedy_guard,path_g,68.75536480686695,67.8969957081545,-0.8583690987124442,58.09930132093466,57.95625517751121,-0.14304614342344735,218,238,20,103,103,True,90,90,True
oracle_aabb,confirmation38,data47-3,ocsort,geometry_reid_greedy_guard,path_g,63.730445246690735,63.39350180505415,-0.33694344163658485,69.56543658107199,69.368385289385,-0.19705129168698932,63,71,8,47,47,True,43,43,True
oracle_aabb,confirmation38,data47-3,deepocsort,geometry_reid_greedy_guard,path_g,91.24027834629554,91.19934506753991,-0.04093327875563091,96.24820618301734,96.12198786084384,-0.12621832217350004,3,4,1,5,5,True,5,5,True
oracle_aabb,confirmation38,data47-4,bytetrack,geometry_reid_greedy_guard,path_g,51.006711409395976,49.328859060402685,-1.6778523489932908,50.29735033229451,49.32436352413315,-0.972986808161366,31,34,3,20,20,True,18,18,True
oracle_aabb,confirmation38,data47-4,ocsort,geometry_reid_greedy_guard,path_g,41.66666666666667,41.66666666666667,0.0,66.27507784908893,66.27507784908893,0.0,8,8,0,4,4,True,4,4,True
oracle_aabb,confirmation38,data47-4,deepocsort,geometry_reid_greedy_guard,path_g,87.35475051264525,87.35475051264525,0.0,86.3468094923342,86.3468094923342,0.0,5,5,0,7,7,True,7,7,True
oracle_aabb,confirmation38,data48-1,bytetrack,geometry_reid_greedy_guard,path_g,8.797653958944283,8.797653958944283,0.0,8.778426199408813,8.777833229069474,-0.0005929703393388053,53,52,-1,13,13,True,13,13,True
oracle_aabb,confirmation38,data48-1,ocsort,geometry_reid_greedy_guard,path_g,15.668202764976957,15.668202764976957,0.0,16.931396135896097,16.931396135896097,0.0,2,2,0,29,29,True,29,29,True
oracle_aabb,confirmation38,data48-1,deepocsort,geometry_reid_greedy_guard,path_g,99.66386554621849,99.66386554621849,0.0,99.63302015578576,99.63302015578576,0.0,0,0,0,0,0,True,0,0,True
oracle_aabb,confirmation38,data49-2,bytetrack,geometry_reid_greedy_guard,path_g,65.185933030456,60.20528352683829,-4.980649503617705,45.437754081104146,41.74730161779928,-3.690452463304865,310,388,78,122,122,True,102,102,True
oracle_aabb,confirmation38,data49-2,ocsort,geometry_reid_greedy_guard,path_g,51.464605370219694,50.569568755085434,-0.8950366151342593,52.87478029910169,52.4947366732313,-0.3800436258703854,81,89,8,43,43,True,38,38,True
oracle_aabb,confirmation38,data49-2,deepocsort,geometry_reid_greedy_guard,path_g,96.22212107419207,96.22212107419207,0.0,94.73385885428691,94.73385885428691,0.0,6,6,0,2,2,True,2,2,True
official_detector,legacy12,data28-1,bytetrack,geometry_reid_greedy_guard,path_g,33.69516728624535,33.90334572490706,0.2081784386617116,15.939410413763166,16.304901562171587,0.36549114840842023,477,498,21,110,110,True,92,92,True
official_detector,legacy12,data28-1,ocsort,geometry_reid_greedy_guard,path_g,27.321198749770176,27.027027027027028,-0.2941717227431475,15.405364932085707,15.373550393160102,-0.03181453892560526,237,253,16,105,105,True,86,86,True
official_detector,legacy12,data28-1,deepocsort,geometry_reid_greedy_guard,path_g,84.68314862176754,84.68314862176754,0.0,81.47728564877784,81.45639407826081,-0.02089157051702273,9,9,0,2,2,True,2,2,True
official_detector,legacy12,data28-2,bytetrack,geometry_reid_greedy_guard,path_g,80.30751034890598,80.30751034890598,0.0,63.90940980861536,63.90940980861536,0.0,29,29,0,7,7,True,7,7,True
official_detector,legacy12,data28-2,ocsort,geometry_reid_greedy_guard,path_g,63.224984066284264,62.46016571064372,-0.7648183556405428,48.72901214779423,47.13286394200355,-1.5961482057906764,15,21,6,36,36,True,34,34,True
official_detector,legacy12,data28-2,deepocsort,geometry_reid_greedy_guard,path_g,85.54846198491003,85.54846198491003,0.0,84.11463974927838,84.11463974927838,0.0,1,1,0,3,3,True,3,3,True
official_detector,legacy12,data28-3,bytetrack,geometry_reid_greedy_guard,path_g,1.146131805157593,1.146131805157593,0.0,22.807017543859647,22.807017543859647,0.0,0,0,0,0,0,True,0,0,True
official_detector,legacy12,data28-3,ocsort,geometry_reid_greedy_guard,path_g,1.183431952662722,1.183431952662722,0.0,22.697368421052634,22.697368421052634,0.0,3,3,0,0,0,True,0,0,True
official_detector,legacy12,data28-3,deepocsort,geometry_reid_greedy_guard,path_g,1.25,1.25,0.0,25.657894736842103,25.657894736842103,0.0,2,2,0,0,0,True,0,0,True
official_detector,legacy12,data28-4,bytetrack,geometry_reid_greedy_guard,path_g,4.201680672268908,4.201680672268908,0.0,26.879699248120303,26.879699248120303,0.0,2,2,0,0,0,True,0,0,True
official_detector,legacy12,data28-4,ocsort,geometry_reid_greedy_guard,path_g,1.694915254237288,1.694915254237288,0.0,13.123718386876279,13.123718386876279,0.0,2,2,0,0,0,True,0,0,True
official_detector,legacy12,data28-4,deepocsort,geometry_reid_greedy_guard,path_g,4.878048780487805,4.878048780487805,0.0,14.369512872043233,14.369512872043233,0.0,9,9,0,0,0,True,0,0,True
official_detector,legacy12,data28-5,bytetrack,geometry_reid_greedy_guard,path_g,7.253886010362693,7.253886010362693,0.0,11.173032734913745,11.173032734913745,0.0,2,2,0,0,0,True,0,0,True
official_detector,legacy12,data28-5,ocsort,geometry_reid_greedy_guard,path_g,14.705882352941178,13.725490196078432,-0.9803921568627452,21.133105641801777,20.006238565686576,-1.1268670761152002,5,6,1,9,9,True,8,8,True
official_detector,legacy12,data28-5,deepocsort,geometry_reid_greedy_guard,path_g,22.52252252252252,21.62162162162162,-0.9009009009009006,24.321125648348136,23.6125734059664,-0.7085522423817352,6,7,1,8,8,True,7,7,True
official_detector,legacy12,data28-6,bytetrack,geometry_reid_greedy_guard,path_g,2.785515320334262,2.785515320334262,0.0,7.781144354404755,7.781144354404755,0.0,1,1,0,2,2,True,2,2,True
official_detector,legacy12,data28-6,ocsort,geometry_reid_greedy_guard,path_g,4.678362573099415,4.678362573099415,0.0,61.9047619047619,61.9047619047619,0.0,0,0,0,0,0,True,0,0,True
official_detector,legacy12,data28-6,deepocsort,geometry_reid_greedy_guard,path_g,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,True,0,0,True
official_detector,legacy12,data30-10,bytetrack,geometry_reid_greedy_guard,path_g,60.1679445052939,59.87586710478276,-0.29207740051113973,69.42442760653265,69.2654516156263,-0.15897599090634174,119,122,3,70,70,True,68,68,True
official_detector,legacy12,data30-10,ocsort,geometry_reid_greedy_guard,path_g,58.41125909133843,58.41125909133843,0.0,78.22548055287412,78.22288260806953,-0.0025979448045916342,55,54,-1,93,93,True,94,94,True
official_detector,legacy12,data30-10,deepocsort,geometry_reid_greedy_guard,path_g,72.3491305830208,72.33208319127174,-0.01704739174905967,80.75559166534563,80.73132679347864,-0.02426487186698978,11,11,0,26,26,True,26,26,True
official_detector,legacy12,data30-2,bytetrack,geometry_reid_greedy_guard,path_g,47.06588623743059,45.68512681975086,-1.3807594176797267,43.6951347293655,42.65458316592362,-1.0405515634418805,294,348,54,123,123,True,102,102,True
official_detector,legacy12,data30-2,ocsort,geometry_reid_greedy_guard,path_g,36.47562018819504,36.16766467065868,-0.30795551753635664,44.90024452646812,44.60527775983867,-0.2949667666294502,76,83,7,91,91,True,88,88,True
official_detector,legacy12,data30-2,deepocsort,geometry_reid_greedy_guard,path_g,74.77052189876737,74.77052189876737,0.0,77.67394311920191,77.69185024558254,0.017907126380634963,16,16,0,25,25,True,24,24,True
official_detector,legacy12,data30-3,bytetrack,geometry_reid_greedy_guard,path_g,32.790406300340074,32.53982459280472,-0.25058170753535336,26.883456476358305,26.98185562837668,0.09839915201837712,252,263,11,193,193,True,177,177,True
official_detector,legacy12,data30-3,ocsort,geometry_reid_greedy_guard,path_g,25.529340592861466,25.489009881024398,-0.04033071183706838,25.446533214152765,25.262221099275166,-0.18431211487759924,152,155,3,130,130,True,128,128,True
official_detector,legacy12,data30-3,deepocsort,geometry_reid_greedy_guard,path_g,73.83534443256453,73.83534443256453,0.0,72.46386051651508,72.48263671593264,0.018776199417558814,18,19,1,15,15,True,14,14,True
official_detector,legacy12,data30-4,bytetrack,geometry_reid_greedy_guard,path_g,38.81769326167838,38.61099627945432,-0.2066969822240594,29.767750748310966,29.706129217776088,-0.06162153053487884,216,216,0,61,61,True,55,55,True
official_detector,legacy12,data30-4,ocsort,geometry_reid_greedy_guard,path_g,32.7714093054619,32.7714093054619,0.0,28.53177265439122,28.5073345306233,-0.02443812376791854,138,137,-1,35,35,True,35,35,True
official_detector,legacy12,data30-4,deepocsort,geometry_reid_greedy_guard,path_g,80.33179723502303,80.51612903225806,0.184331797235032,78.86952935481996,78.84152842148772,-0.028000933332236855,14,15,1,24,24,True,23,23,True
official_detector,legacy12,data30-5,bytetrack,geometry_reid_greedy_guard,path_g,44.47552447552447,44.47552447552447,0.0,66.80518655711649,66.80863643219223,0.0034498750757450125,19,19,0,19,19,True,18,18,True
official_detector,legacy12,data30-5,ocsort,geometry_reid_greedy_guard,path_g,44.69114716766296,44.46342157699972,-0.2277255906632405,75.43809139933816,75.27316010862754,-0.1649312907106264,8,12,4,25,25,True,25,25,True
official_detector,legacy12,data30-5,deepocsort,geometry_reid_greedy_guard,path_g,63.696775781442284,63.696775781442284,0.0,73.30973222240267,73.30973222240267,0.0,3,3,0,2,2,True,2,2,True
official_detector,legacy12,data30-9,bytetrack,geometry_reid_greedy_guard,path_g,43.25315939665715,43.04932735426009,-0.20383204239706032,71.4275284663004,71.27339592892777,-0.15413253737263233,54,52,-2,50,50,True,48,48,True
official_detector,legacy12,data30-9,ocsort,geometry_reid_greedy_guard,path_g,43.58921588804281,43.54805515538177,-0.04116073266104081,73.71993503927948,73.79783798870051,0.0779029494210306,28,28,0,97,97,True,96,96,True
official_detector,legacy12,data30-9,deepocsort,geometry_reid_greedy_guard,path_g,64.77433004231312,64.66854724964739,-0.10578279266573531,74.74544671816803,74.61727406957101,-0.12817264859701538,6,7,1,10,10,True,10,10,True
official_detector,confirmation38,data23-1,bytetrack,geometry_reid_greedy_guard,path_g,72.19917012448133,73.21346242508068,1.014292300599351,63.52817869939839,64.31558036897933,0.7874016695809374,19,19,0,7,7,True,6,6,True
official_detector,confirmation38,data23-1,ocsort,geometry_reid_greedy_guard,path_g,71.44203581526861,71.44203581526861,0.0,67.26647145605271,67.26647145605271,0.0,25,25,0,3,3,True,3,3,True
official_detector,confirmation38,data23-1,deepocsort,geometry_reid_greedy_guard,path_g,78.8020589611605,78.8020589611605,0.0,81.10885122683683,81.10885122683683,0.0,1,1,0,0,0,True,0,0,True
official_detector,confirmation38,data24-1,bytetrack,geometry_reid_greedy_guard,path_g,46.32100648112848,46.0033041047147,-0.3177023764137772,56.945618646646956,56.80777867482105,-0.13783997182590468,317,354,37,235,235,True,213,213,True
official_detector,confirmation38,data24-1,ocsort,geometry_reid_greedy_guard,path_g,42.738758320880315,42.69800298872436,-0.04075533215595328,63.202405858180676,63.20315034856904,0.0007444903883637721,116,119,3,43,43,True,41,41,True
official_detector,confirmation38,data24-1,deepocsort,geometry_reid_greedy_guard,path_g,56.908893088243715,56.76000687167153,-0.14888621657218692,66.81557655070752,66.69394421782498,-0.12163233288254105,107,116,9,75,75,True,66,66,True
official_detector,confirmation38,data27-1,bytetrack,geometry_reid_greedy_guard,path_g,22.058823529411764,19.11764705882353,-2.9411764705882355,27.423566494858083,22.73984345764597,-4.683723037212111,8,10,2,5,5,True,4,4,True
official_detector,confirmation38,data27-1,ocsort,geometry_reid_greedy_guard,path_g,12.903225806451612,12.903225806451612,0.0,18.414697985855533,18.414697985855533,0.0,2,2,0,1,1,True,1,1,True
official_detector,confirmation38,data27-1,deepocsort,geometry_reid_greedy_guard,path_g,43.44827586206896,43.44827586206896,0.0,81.45771700554143,81.45771700554143,0.0,1,1,0,0,0,True,0,0,True
official_detector,confirmation38,data31-1,bytetrack,geometry_reid_greedy_guard,path_g,5.934718100890208,5.341246290801187,-0.5934718100890217,2.9393214920163437,2.5923583609122702,-0.3469631311040735,18,20,2,17,17,True,16,16,True
official_detector,confirmation38,data31-1,ocsort,geometry_reid_greedy_guard,path_g,2.6970954356846475,2.6970954356846475,0.0,1.59842132144989,1.59842132144989,0.0,10,10,0,7,7,True,7,7,True
official_detector,confirmation38,data31-1,deepocsort,geometry_reid_greedy_guard,path_g,51.51301900070373,51.51301900070373,0.0,42.30999864503476,42.30999864503476,0.0,2,2,0,0,0,True,0,0,True
official_detector,confirmation38,data33-1,bytetrack,geometry_reid_greedy_guard,path_g,29.508196721311474,18.14207650273224,-11.366120218579233,15.309706116787435,7.968708054590672,-7.340998062196763,21,58,37,69,69,True,61,61,True
official_detector,confirmation38,data33-1,ocsort,geometry_reid_greedy_guard,path_g,10.242587601078167,10.242587601078167,0.0,7.532466721865817,7.532466721865817,0.0,16,16,0,9,9,True,9,9,True
official_detector,confirmation38,data33-1,deepocsort,geometry_reid_greedy_guard,path_g,76.78122380553228,76.78122380553228,0.0,53.6150650225016,53.6150650225016,0.0,10,10,0,8,8,True,8,8,True
official_detector,confirmation38,data34-1,bytetrack,geometry_reid_greedy_guard,path_g,14.0041822444712,11.659590646980545,-2.3445915974906555,13.364703602143809,10.567613739682784,-2.797089862461025,1893,2003,110,573,573,True,471,471,True
official_detector,confirmation38,data34-1,ocsort,geometry_reid_greedy_guard,path_g,6.281645569620253,5.253164556962026,-1.0284810126582276,37.66687804005226,27.22164734386872,-10.44523069618354,69,103,34,141,141,True,122,122,True
official_detector,confirmation38,data34-1,deepocsort,geometry_reid_greedy_guard,path_g,54.543574899203975,56.073606947172536,1.530032047968561,47.703762255805145,49.51343582853852,1.8096735727333737,144,141,-3,109,109,True,105,105,True
official_detector,confirmation38,data34-2,bytetrack,geometry_reid_greedy_guard,path_g,49.953689410311824,50.07718431614696,0.12349490583513756,78.6650006311989,78.63609493539195,-0.028905695806940912,42,43,1,43,43,True,37,37,True
official_detector,confirmation38,data34-2,ocsort,geometry_reid_greedy_guard,path_g,48.59154929577465,48.59154929577465,0.0,90.88455966683043,90.88455966683043,0.0,0,0,0,11,11,True,11,11,True
official_detector,confirmation38,data34-2,deepocsort,geometry_reid_greedy_guard,path_g,72.18904180732278,72.60451830693326,0.4154764996104774,79.11712310326105,79.25088513703183,0.133762033770779,4,4,0,13,13,True,10,10,True
official_detector,confirmation38,data34-3,bytetrack,geometry_reid_greedy_guard,path_g,9.60320106702234,9.469823274424808,-0.1333777925975319,18.195793826139468,18.091460861354868,-0.10433296478460008,127,138,11,91,91,True,79,79,True
official_detector,confirmation38,data34-3,ocsort,geometry_reid_greedy_guard,path_g,10.871867278503352,10.377691493116838,-0.4941757853865134,23.458400440197078,23.200110336352513,-0.2582901038445655,19,26,7,104,104,True,104,104,True
official_detector,confirmation38,data34-3,deepocsort,geometry_reid_greedy_guard,path_g,46.70126019273536,46.70126019273536,0.0,47.5653115700835,47.426478939801726,-0.13883263028177595,44,46,2,57,57,True,48,48,True
official_detector,confirmation38,data36-10,bytetrack,geometry_reid_greedy_guard,path_g,37.89845128406195,38.039600078415994,0.14114879435404504,63.17162648094524,63.18503815952249,0.01341167857724912,427,452,25,322,322,True,282,282,True
official_detector,confirmation38,data36-10,ocsort,geometry_reid_greedy_guard,path_g,39.65629581365043,39.62371721778791,-0.032578595862517545,82.38120212443813,82.41805042760816,0.03684830317003218,45,47,2,150,150,True,145,145,True
official_detector,confirmation38,data36-10,deepocsort,geometry_reid_greedy_guard,path_g,66.24415649609388,66.28180591723402,0.03764942114014502,69.30623381619625,69.12863161736541,-0.17760219883084005,120,123,3,155,155,True,143,143,True
official_detector,confirmation38,data36-11,bytetrack,geometry_reid_greedy_guard,path_g,40.68777664283282,40.994211780728634,0.3064351378958108,71.72958252630299,72.0994617600062,0.36987923370321596,79,84,5,53,53,True,47,47,True
official_detector,confirmation38,data36-11,ocsort,geometry_reid_greedy_guard,path_g,42.70529744556832,42.68815360877765,-0.017143836790673106,80.60285950496629,80.58538973662812,-0.017469768338173708,36,31,-5,162,162,True,161,161,True
official_detector,confirmation38,data36-11,deepocsort,geometry_reid_greedy_guard,path_g,60.52763999712458,60.58514844367766,0.057508446553079295,74.22427132558987,74.26386252684219,0.039591201252321184,40,40,0,48,48,True,43,43,True
official_detector,confirmation38,data36-12,bytetrack,geometry_reid_greedy_guard,path_g,52.80373831775701,52.80373831775701,0.0,54.3573671929291,54.111613708635495,-0.24575348429360133,38,38,0,29,29,True,29,29,True
official_detector,confirmation38,data36-12,ocsort,geometry_reid_greedy_guard,path_g,53.868103994927075,53.868103994927075,0.0,62.490633835909485,62.43725199734339,-0.05338183856609646,37,36,-1,25,25,True,25,25,True
official_detector,confirmation38,data36-12,deepocsort,geometry_reid_greedy_guard,path_g,66.7795566502463,66.7795566502463,0.0,79.46617430256372,79.46617430256372,0.0,4,4,0,1,1,True,1,1,True
official_detector,confirmation38,data36-13,bytetrack,geometry_reid_greedy_guard,path_g,72.28992944194997,71.8409236690186,-0.4490057729313719,66.5205633740383,66.41566183654693,-0.10490153749137221,23,24,1,18,18,True,17,17,True
official_detector,confirmation38,data36-13,ocsort,geometry_reid_greedy_guard,path_g,70.10107597000325,70.10107597000325,0.0,76.97435237175462,76.97814684382422,0.003794472069600374,17,17,0,17,17,True,17,17,True
official_detector,confirmation38,data36-13,deepocsort,geometry_reid_greedy_guard,path_g,80.36616161616162,80.36616161616162,0.0,84.31844551760021,84.31844551760021,0.0,5,5,0,5,5,True,5,5,True
official_detector,confirmation38,data36-4,bytetrack,geometry_reid_greedy_guard,path_g,48.70599900842836,47.5359444719881,-1.1700545364402544,49.4163438312996,48.87979039530105,-0.5365534359985489,481,534,53,502,502,True,462,462,True
official_detector,confirmation38,data36-4,ocsort,geometry_reid_greedy_guard,path_g,40.482342807924205,40.36391042204996,-0.1184323858742431,48.18088471637241,48.14117615069293,-0.03970856567948289,185,194,9,207,207,True,196,196,True
official_detector,confirmation38,data36-4,deepocsort,geometry_reid_greedy_guard,path_g,76.04727968016687,76.22110203372154,0.17382235355466946,72.59133970076824,72.68467297651341,0.09333327574516659,41,42,1,50,50,True,47,47,True
official_detector,confirmation38,data36-5,bytetrack,geometry_reid_greedy_guard,path_g,66.9557279780922,66.33196409554238,-0.6237638825498237,67.90694774431655,67.78462601253484,-0.12232173178171024,236,276,40,205,205,True,174,174,True
official_detector,confirmation38,data36-5,ocsort,geometry_reid_greedy_guard,path_g,64.93465346534654,64.90297029702971,-0.03168316831683171,74.64004336417788,74.63816660812275,-0.0018767560551395945,100,104,4,109,109,True,108,108,True
official_detector,confirmation38,data36-5,deepocsort,geometry_reid_greedy_guard,path_g,84.26066547010907,84.26066547010907,0.0,81.57426858577811,81.5491673779749,-0.025101207803217562,11,11,0,6,6,True,6,6,True
official_detector,confirmation38,data37-1,bytetrack,geometry_reid_greedy_guard,path_g,55.25429437521051,54.260693836308526,-0.9936005389019869,50.75247693462889,50.0747978246445,-0.6776791099843891,430,494,64,341,341,True,294,294,True
official_detector,confirmation38,data37-1,ocsort,geometry_reid_greedy_guard,path_g,55.91349805638711,55.672221973995796,-0.24127608239131604,60.56729420291562,60.39626070297598,-0.17103349993963946,209,225,16,190,190,True,175,175,True
official_detector,confirmation38,data37-1,deepocsort,geometry_reid_greedy_guard,path_g,76.65505226480836,76.59898273859585,-0.05606952621251082,77.94767390633262,77.88296464726989,-0.06470925906273806,34,36,2,34,34,True,33,33,True
official_detector,confirmation38,data37-10,bytetrack,geometry_reid_greedy_guard,path_g,70.53265619463801,70.08385496633991,-0.44880122829809466,53.9586777553145,54.470991608214845,0.5123138529003484,84,110,26,72,72,True,62,62,True
official_detector,confirmation38,data37-10,ocsort,geometry_reid_greedy_guard,path_g,67.58961681087763,67.58961681087763,0.0,62.67676698178876,62.67514093299747,-0.00162604879128736,63,63,0,22,22,True,22,22,True
official_detector,confirmation38,data37-10,deepocsort,geometry_reid_greedy_guard,path_g,87.21424468696152,87.21424468696152,0.0,79.7469449675406,79.7469449675406,0.0,12,12,0,14,14,True,14,14,True
official_detector,confirmation38,data37-11,bytetrack,geometry_reid_greedy_guard,path_g,75.85715739139282,75.01271746871502,-0.8444399226777932,64.85637343581381,64.73436621344139,-0.12200722237241735,221,295,74,181,181,True,158,158,True
official_detector,confirmation38,data37-11,ocsort,geometry_reid_greedy_guard,path_g,72.58480034349506,72.63847144697296,0.053671103477896054,70.6811694085628,70.89173405035127,0.2105646417884799,112,114,2,54,54,True,49,49,True
official_detector,confirmation38,data37-11,deepocsort,geometry_reid_greedy_guard,path_g,89.51640674964332,89.51640674964332,0.0,84.48878743801046,84.49228401563815,0.0034965776276862925,26,26,0,24,24,True,23,23,True
official_detector,confirmation38,data37-12,bytetrack,geometry_reid_greedy_guard,path_g,79.29717341482048,79.29717341482048,0.0,77.5121350289084,77.5121350289084,0.0,7,7,0,11,11,True,11,11,True
official_detector,confirmation38,data37-12,ocsort,geometry_reid_greedy_guard,path_g,87.03942282916775,87.03942282916775,0.0,88.48991232252229,88.48991232252229,0.0,3,3,0,11,11,True,11,11,True
official_detector,confirmation38,data37-12,deepocsort,geometry_reid_greedy_guard,path_g,90.62811565304088,90.62811565304088,0.0,87.54015959693739,87.54015959693739,0.0,1,1,0,2,2,True,2,2,True
official_detector,confirmation38,data37-2,bytetrack,geometry_reid_greedy_guard,path_g,45.143095884687696,44.16127010653854,-0.9818257781491582,40.31466076221084,39.67082718787115,-0.6438335743396948,597,607,10,170,170,True,145,145,True
official_detector,confirmation38,data37-2,ocsort,geometry_reid_greedy_guard,path_g,48.16155013423602,47.5545698610949,-0.6069802731411258,55.47601313463194,55.11053728032982,-0.3654758543021188,220,240,20,151,151,True,138,138,True
official_detector,confirmation38,data37-2,deepocsort,geometry_reid_greedy_guard,path_g,75.98850460806659,76.50381528094341,0.5153106728768222,69.32707586576754,70.05776564403283,0.7306897782652868,38,38,0,23,23,True,23,23,True
official_detector,confirmation38,data39-1,bytetrack,geometry_reid_greedy_guard,path_g,48.24462061155153,48.47112117780294,0.2265005662514099,71.52378222567789,71.41706898213744,-0.10671324354045453,8,9,1,16,16,True,13,13,True
official_detector,confirmation38,data39-1,ocsort,geometry_reid_greedy_guard,path_g,45.401629802095464,45.16880093131548,-0.23282887077998282,79.65632428082358,79.70057716819392,0.04425288737033384,3,3,0,7,7,True,7,7,True
official_detector,confirmation38,data39-1,deepocsort,geometry_reid_greedy_guard,path_g,57.8494623655914,57.8494623655914,0.0,71.72083920032655,72.30144900612038,0.5806098057938271,1,1,0,5,5,True,5,5,True
official_detector,confirmation38,data39-2,bytetrack,geometry_reid_greedy_guard,path_g,10.922787193973635,12.052730696798493,1.1299435028248581,6.065140678534583,7.267199133741653,1.2020584552070703,24,26,2,21,21,True,19,19,True
official_detector,confirmation38,data39-2,ocsort,geometry_reid_greedy_guard,path_g,18.11175337186898,18.11175337186898,0.0,13.508807840598951,13.508807840598951,0.0,9,9,0,10,10,True,10,10,True
official_detector,confirmation38,data39-2,deepocsort,geometry_reid_greedy_guard,path_g,91.92263936291239,91.92263936291239,0.0,66.84650547276803,66.84650547276803,0.0,1,1,0,0,0,True,0,0,True
official_detector,confirmation38,data39-3,bytetrack,geometry_reid_greedy_guard,path_g,8.635097493036211,7.938718662952645,-0.6963788300835656,7.535706705910071,7.210099965323767,-0.3256067405863039,47,48,1,43,43,True,40,40,True
official_detector,confirmation38,data39-3,ocsort,geometry_reid_greedy_guard,path_g,4.094010614101592,4.094010614101592,0.0,3.5014484385227953,3.5268687503620826,0.02542031183928728,7,6,-1,22,22,True,23,23,True
