dataset,split,protocol,data_role,input,tracker,method,internal_method,parent_method,sequence_count,sequences,aggregation,IDF1,delta_IDF1_vs_None,delta_IDF1_vs_parent,AssA,delta_AssA_vs_None,delta_AssA_vs_parent,IDSW,delta_IDSW_vs_None,delta_IDSW_vs_parent
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,bytetrack,P-G,path_g,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,50.659070902698716,3.221597101331272,3.221597101331272,46.84407251574507,2.154212450679699,2.154212450679699,16437,-3619,-3619
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,bytetrack,P-G+V,path_g_full_reassign,P-G,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,50.391333094298595,2.9538592929311522,-0.2677378084001197,46.71418226743457,2.0243222023692042,-0.12989024831049473,16650,-3406,213
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,bytetrack,v1,ace_v1,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,49.716814283535086,2.279340482167637,2.279340482167637,46.33654084058153,1.646680775516169,1.646680775516169,17511,-2545,-2545
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,deepocsort,H,cost_h,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,84.00150888501939,2.5154149649753763,2.5154149649753763,84.92829381404248,2.8655338426888775,2.8655338426888775,1174,-788,-788
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,deepocsort,H+V,cost_h_full_reassign,H,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,83.95874403855461,2.472650118510599,-0.042764846464777406,84.9160144397639,2.85325446841028,-0.01227937427859743,1257,-705,83
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,deepocsort,None,no_refinement,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,81.48609392004403,0.0,0.0,82.06275997135361,0.0,0.0,1962,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,deepocsort,P-G,path_g,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,84.00386903368747,2.5177751136434354,2.5177751136434354,84.93026637547955,2.867506404125943,2.867506404125943,1198,-764,-764
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,deepocsort,P-G+V,path_g_full_reassign,P-G,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,83.9551825918339,2.469088671789888,-0.04868644185354782,84.91097150315811,2.848211531804497,-0.019294872321446378,1260,-702,62
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,deepocsort,v1,ace_v1,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,83.67010459435745,2.1840106743134284,2.1840106743134284,84.53797796291823,2.475217991564632,2.475217991564632,1377,-585,-585
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,ocsort,H,cost_h,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,46.18531957078043,3.221531962247907,3.221531962247907,54.445377453356286,3.0147785862973273,3.0147785862973273,3547,-2572,-2572
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,ocsort,H+V,cost_h_full_reassign,H,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,45.93085772979911,2.967070121266591,-0.2544618409813163,54.254280714637254,2.8236818475782974,-0.19109673871903005,3812,-2307,265
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,ocsort,None,no_refinement,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,42.96378760853252,0.0,0.0,51.430598867058954,0.0,0.0,6119,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,ocsort,P-G,path_g,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,46.0927464031944,3.12895879466188,3.12895879466188,54.38507663657171,2.954477769512759,2.954477769512759,3659,-2460,-2460
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,ocsort,P-G+V,path_g_full_reassign,P-G,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,45.92939138290086,2.9656037743683332,-0.16335502029354665,54.257057732636575,2.8264588655776244,-0.12801890393513513,3817,-2302,158
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,ocsort,v1,ace_v1,None,50,data23-1;data24-1;data27-1;data28-1;data28-2;data28-3;data28-4;data28-5;data28-6;data30-10;data30-2;data30-3;data30-4;data30-5;data30-9;data31-1;data33-1;data34-1;data34-2;data34-3;data36-10;data36-11;data36-12;data36-13;data36-4;data36-5;data37-1;data37-10;data37-11;data37-12;data37-2;data39-1;data39-2;data39-3;data39-6;data40-3;data40-4;data40-5;data41-1;data42-1;data42-2;data42-3;data46-11;data46-12;data47-1;data47-2;data47-3;data47-4;data48-1;data49-2,equal-sequence mean for IDF1/AssA; total for IDSW,45.25381478226733,2.2900271737348112,2.2900271737348112,53.63882045073404,2.208221583675083,2.208221583675083,4441,-1678,-1678
