protocol,family,sequence,class_name,tracker,input_tracklets,fixed_candidate_edges,table4_method,table4_ranking,table4_accepted_edges,d16_method,d16_ranking,d16_accepted_edges,table4_vs_d16_edge_sets_identical,table4_vs_d16_final_partitions_identical,cost_g_method,cost_g_accepted_edges,cost_g_vs_d16_edge_sets_identical,cost_g_vs_d16_final_partitions_identical
official_detector,confirmation38,data34-3,awning-bike,deepocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,awning-bike,ocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,bike,bytetrack,4,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data34-3,bike,deepocsort,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,bike,ocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,bus,bytetrack,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,bus,deepocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,bus,ocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,car,bytetrack,5,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data34-3,car,deepocsort,2,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,car,ocsort,2,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,pedestrian,bytetrack,167,431,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",86,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",74,False,False,controlled_cost_greedy,87,False,False
official_detector,confirmation38,data34-3,pedestrian,deepocsort,132,241,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",57,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",48,False,False,controlled_cost_greedy,52,False,False
official_detector,confirmation38,data34-3,pedestrian,ocsort,176,678,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",103,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",103,False,False,controlled_cost_greedy,105,False,False
official_detector,confirmation38,data34-3,tricycle,bytetrack,5,2,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",2,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",2,True,True,controlled_cost_greedy,2,True,True
official_detector,confirmation38,data34-3,tricycle,deepocsort,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,tricycle,ocsort,2,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,truck,bytetrack,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,truck,deepocsort,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,truck,ocsort,2,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data34-3,van,bytetrack,4,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data34-3,van,deepocsort,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data34-3,van,ocsort,3,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,awning-bike,bytetrack,23,4,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",4,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",3,False,False,controlled_cost_greedy,4,False,False
official_detector,confirmation38,data36-10,awning-bike,deepocsort,12,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,awning-bike,ocsort,23,8,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",7,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",6,False,False,controlled_cost_greedy,7,False,False
official_detector,confirmation38,data36-10,bike,bytetrack,7,3,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",3,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",3,True,True,controlled_cost_greedy,3,True,True
official_detector,confirmation38,data36-10,bike,deepocsort,7,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,bike,ocsort,9,2,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",2,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",2,True,True,controlled_cost_greedy,2,True,True
official_detector,confirmation38,data36-10,bus,bytetrack,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,bus,deepocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,bus,ocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,car,bytetrack,87,21,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",9,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",9,True,True,controlled_cost_greedy,9,True,True
official_detector,confirmation38,data36-10,car,deepocsort,79,3,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-10,car,ocsort,82,6,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",3,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",3,False,False,controlled_cost_greedy,3,True,True
official_detector,confirmation38,data36-10,pedestrian,bytetrack,520,1241,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",305,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",266,False,False,controlled_cost_greedy,303,False,False
official_detector,confirmation38,data36-10,pedestrian,deepocsort,399,650,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",154,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",142,False,False,controlled_cost_greedy,154,False,False
official_detector,confirmation38,data36-10,pedestrian,ocsort,267,995,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",138,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",134,False,False,controlled_cost_greedy,139,False,False
official_detector,confirmation38,data36-10,tricycle,bytetrack,2,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-10,tricycle,deepocsort,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,tricycle,ocsort,2,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,truck,bytetrack,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,truck,deepocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,truck,ocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,van,bytetrack,4,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,van,deepocsort,3,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-10,van,ocsort,3,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,awning-bike,bytetrack,6,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,awning-bike,deepocsort,3,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,awning-bike,ocsort,10,4,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",3,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",3,False,True,controlled_cost_greedy,3,True,True
official_detector,confirmation38,data36-11,bike,bytetrack,5,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,bike,deepocsort,5,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,bike,ocsort,5,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-11,bus,bytetrack,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,bus,deepocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,bus,ocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,car,bytetrack,80,28,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",9,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",8,False,False,controlled_cost_greedy,9,False,False
official_detector,confirmation38,data36-11,car,deepocsort,68,6,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,False,False,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-11,car,ocsort,71,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,pedestrian,bytetrack,164,142,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",44,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",39,False,False,controlled_cost_greedy,43,False,False
official_detector,confirmation38,data36-11,pedestrian,deepocsort,198,114,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",47,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",42,False,False,controlled_cost_greedy,45,False,False
official_detector,confirmation38,data36-11,pedestrian,ocsort,270,1051,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",158,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",157,False,False,controlled_cost_greedy,158,False,False
official_detector,confirmation38,data36-11,tricycle,bytetrack,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,tricycle,deepocsort,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,tricycle,ocsort,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,truck,bytetrack,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,truck,deepocsort,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,truck,ocsort,1,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,van,bytetrack,7,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,van,deepocsort,4,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-11,van,ocsort,5,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,awning-bike,bytetrack,14,7,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",6,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",6,False,True,controlled_cost_greedy,6,True,True
official_detector,confirmation38,data36-12,awning-bike,deepocsort,4,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,awning-bike,ocsort,11,7,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",5,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",5,False,True,controlled_cost_greedy,5,True,True
official_detector,confirmation38,data36-12,bike,bytetrack,11,2,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",2,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",2,True,True,controlled_cost_greedy,2,True,True
official_detector,confirmation38,data36-12,bike,deepocsort,4,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,bike,ocsort,7,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-12,bus,bytetrack,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,bus,deepocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,bus,ocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,car,bytetrack,82,47,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",19,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",19,False,False,controlled_cost_greedy,19,False,True
official_detector,confirmation38,data36-12,car,deepocsort,55,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,car,ocsort,72,15,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",9,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",9,False,False,controlled_cost_greedy,9,True,True
official_detector,confirmation38,data36-12,pedestrian,bytetrack,17,2,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",2,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",2,True,True,controlled_cost_greedy,2,True,True
official_detector,confirmation38,data36-12,pedestrian,deepocsort,18,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-12,pedestrian,ocsort,19,25,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",9,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",9,False,False,controlled_cost_greedy,9,True,True
official_detector,confirmation38,data36-12,tricycle,bytetrack,3,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,tricycle,deepocsort,3,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,tricycle,ocsort,3,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,truck,bytetrack,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,truck,deepocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,truck,ocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,van,bytetrack,5,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,van,deepocsort,5,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-12,van,ocsort,7,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-13,awning-bike,bytetrack,9,2,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",2,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",2,True,True,controlled_cost_greedy,2,True,True
official_detector,confirmation38,data36-13,awning-bike,deepocsort,5,3,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",2,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",2,False,True,controlled_cost_greedy,2,True,True
official_detector,confirmation38,data36-13,awning-bike,ocsort,6,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-13,bike,bytetrack,6,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-13,bike,deepocsort,5,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-13,bike,ocsort,6,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-13,bus,bytetrack,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-13,bus,deepocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-13,bus,ocsort,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
official_detector,confirmation38,data36-13,car,bytetrack,47,11,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",7,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",7,True,True,controlled_cost_greedy,7,True,True
official_detector,confirmation38,data36-13,car,deepocsort,34,2,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",2,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",2,True,True,controlled_cost_greedy,2,True,True
official_detector,confirmation38,data36-13,car,ocsort,44,8,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",5,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",5,True,True,controlled_cost_greedy,5,True,True
official_detector,confirmation38,data36-13,pedestrian,bytetrack,22,12,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",8,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",7,False,False,controlled_cost_greedy,8,False,False
official_detector,confirmation38,data36-13,pedestrian,deepocsort,14,1,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",1,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",1,True,True,controlled_cost_greedy,1,True,True
official_detector,confirmation38,data36-13,pedestrian,ocsort,25,26,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",10,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",10,False,False,controlled_cost_greedy,10,False,False
official_detector,confirmation38,data36-13,tricycle,bytetrack,0,0,geometry_reid_greedy_guard,"cosine_distance,gap,earlier,later; component-overlap guard",0,path_g,"controlled_cost,gap,earlier,later; one predecessor/successor",0,True,True,controlled_cost_greedy,0,True,True
