accepted_links,candidate_edges,candidate_seconds_sum,decision_seconds_sum,gated_edges,graph_seconds_median_instance,graph_seconds_p95_instance,graph_seconds_sum,instance_count,tracker,tracklets
4481,864743,7.70637109875679,0.2788269901648164,33235,0.0005907975137233734,0.08421969898045038,7.9851980889216065,263,bytetrack,13836
2560,216508,1.9733840273693204,0.12145423330366611,12109,0.00031350553035736084,0.04931318471208199,2.0948382606729865,263,ocsort,8150
946,76253,0.9408603515475988,0.26716346107423306,3490,0.00023788772523403168,0.016031040716916314,1.208023812621832,263,deepocsort,5663
