absolute_difference,metric,new_method,passed,protocol,rerun_value,stored_method,stored_value,tracker
0.0,FP,cost_h,True,official_detector,12727,geometry_reid_hungarian,12727,bytetrack
0.0,FN,cost_h,True,official_detector,104376,geometry_reid_hungarian,104376,bytetrack
0.0,TP,cost_h,True,official_detector,91818,geometry_reid_hungarian,91818,bytetrack
0.0,Frag,cost_h,True,official_detector,7690,geometry_reid_hungarian,7690,bytetrack
0.0,accepted_correct,cost_h,True,official_detector,109,geometry_reid_hungarian,109,bytetrack
0.0,accepted_false,cost_h,True,official_detector,44,geometry_reid_hungarian,44,bytetrack
0.0,accepted_unknown,cost_h,True,official_detector,3905,geometry_reid_hungarian,3905,bytetrack
0.0,eligible_source_tracklets,cost_h,True,official_detector,8538,geometry_reid_hungarian,8538,bytetrack
0.0,HOTA,no_refinement,True,official_detector,35.886123700292494,no_refinement,35.886123700292494,ocsort
0.0,AssA,no_refinement,True,official_detector,47.62000863859625,no_refinement,47.62000863859625,ocsort
0.0,DetA,no_refinement,True,official_detector,29.212513724843383,no_refinement,29.212513724843383,ocsort
0.0,IDF1,no_refinement,True,official_detector,36.46173728923568,no_refinement,36.46173728923568,ocsort
0.0,MOTA,no_refinement,True,official_detector,26.949922767249664,no_refinement,26.949922767249664,ocsort
0.0,IDSW,no_refinement,True,official_detector,4263,no_refinement,4263,ocsort
0.0,FP,no_refinement,True,official_detector,7846,no_refinement,7846,ocsort
0.0,FN,no_refinement,True,official_detector,118476,no_refinement,118476,ocsort
0.0,TP,no_refinement,True,official_detector,77718,no_refinement,77718,ocsort
0.0,Frag,no_refinement,True,official_detector,3325,no_refinement,3325,ocsort
0.0,accepted_correct,no_refinement,True,official_detector,0,no_refinement,0,ocsort
0.0,accepted_false,no_refinement,True,official_detector,0,no_refinement,0,ocsort
0.0,accepted_unknown,no_refinement,True,official_detector,0,no_refinement,0,ocsort
0.0,eligible_source_tracklets,no_refinement,True,official_detector,5786,no_refinement,5786,ocsort
0.0,HOTA,ace_v1,True,official_detector,36.53185303880642,com3d_reciprocal_guard,36.53185303880642,ocsort
0.0,AssA,ace_v1,True,official_detector,49.240326489503246,com3d_reciprocal_guard,49.240326489503246,ocsort
0.0,DetA,ace_v1,True,official_detector,29.207952487358007,com3d_reciprocal_guard,29.207952487358007,ocsort
0.0,IDF1,ace_v1,True,official_detector,38.08522975758765,com3d_reciprocal_guard,38.08522975758765,ocsort
0.0,MOTA,ace_v1,True,official_detector,27.69874601054166,com3d_reciprocal_guard,27.69874601054166,ocsort
0.0,IDSW,ace_v1,True,official_detector,3204,com3d_reciprocal_guard,3204,ocsort
0.0,FP,ace_v1,True,official_detector,7846,com3d_reciprocal_guard,7846,ocsort
0.0,FN,ace_v1,True,official_detector,118476,com3d_reciprocal_guard,118476,ocsort
0.0,TP,ace_v1,True,official_detector,77718,com3d_reciprocal_guard,77718,ocsort
0.0,Frag,ace_v1,True,official_detector,3323,com3d_reciprocal_guard,3323,ocsort
0.0,accepted_correct,ace_v1,True,official_detector,173,com3d_reciprocal_guard,173,ocsort
0.0,accepted_false,ace_v1,True,official_detector,110,com3d_reciprocal_guard,110,ocsort
0.0,accepted_unknown,ace_v1,True,official_detector,1766,com3d_reciprocal_guard,1766,ocsort
0.0,eligible_source_tracklets,ace_v1,True,official_detector,5786,com3d_reciprocal_guard,5786,ocsort
0.0,HOTA,cost_r,True,official_detector,36.712328789695356,controlled_cost_reciprocal,36.712328789695356,ocsort
0.0,AssA,cost_r,True,official_detector,49.75068279425514,controlled_cost_reciprocal,49.75068279425514,ocsort
0.0,DetA,cost_r,True,official_detector,29.20779420622215,controlled_cost_reciprocal,29.20779420622215,ocsort
0.0,IDF1,cost_r,True,official_detector,38.551519735987796,controlled_cost_reciprocal,38.551519735987796,ocsort
0.0,MOTA,cost_r,True,official_detector,27.952456471093424,controlled_cost_reciprocal,27.952456471093424,ocsort
0.0,IDSW,cost_r,True,official_detector,2825,controlled_cost_reciprocal,2825,ocsort
0.0,FP,cost_r,True,official_detector,7846,controlled_cost_reciprocal,7846,ocsort
0.0,FN,cost_r,True,official_detector,118476,controlled_cost_reciprocal,118476,ocsort
0.0,TP,cost_r,True,official_detector,77718,controlled_cost_reciprocal,77718,ocsort
0.0,Frag,cost_r,True,official_detector,3323,controlled_cost_reciprocal,3323,ocsort
0.0,accepted_correct,cost_r,True,official_detector,206,controlled_cost_reciprocal,206,ocsort
0.0,accepted_false,cost_r,True,official_detector,95,controlled_cost_reciprocal,95,ocsort
0.0,accepted_unknown,cost_r,True,official_detector,1954,controlled_cost_reciprocal,1954,ocsort
0.0,eligible_source_tracklets,cost_r,True,official_detector,5786,controlled_cost_reciprocal,5786,ocsort
0.0,HOTA,cost_g_legacy,True,official_detector,36.76063067301582,controlled_cost_greedy,36.76063067301582,ocsort
0.0,AssA,cost_g_legacy,True,official_detector,50.03988266383189,controlled_cost_greedy,50.03988266383189,ocsort
0.0,DetA,cost_g_legacy,True,official_detector,29.207054596594425,controlled_cost_greedy,29.207054596594425,ocsort
0.0,IDF1,cost_g_legacy,True,official_detector,38.66034378646857,controlled_cost_greedy,38.66034378646857,ocsort
0.0,MOTA,cost_g_legacy,True,official_detector,28.034721419041926,controlled_cost_greedy,28.034721419041926,ocsort
0.0,IDSW,cost_g_legacy,True,official_detector,2635,controlled_cost_greedy,2635,ocsort
0.0,FP,cost_g_legacy,True,official_detector,7846,controlled_cost_greedy,7846,ocsort
0.0,FN,cost_g_legacy,True,official_detector,118476,controlled_cost_greedy,118476,ocsort
0.0,TP,cost_g_legacy,True,official_detector,77718,controlled_cost_greedy,77718,ocsort
0.0,Frag,cost_g_legacy,True,official_detector,3323,controlled_cost_greedy,3323,ocsort
0.0,accepted_correct,cost_g_legacy,True,official_detector,221,controlled_cost_greedy,221,ocsort
0.0,accepted_false,cost_g_legacy,True,official_detector,121,controlled_cost_greedy,121,ocsort
0.0,accepted_unknown,cost_g_legacy,True,official_detector,2327,controlled_cost_greedy,2327,ocsort
0.0,eligible_source_tracklets,cost_g_legacy,True,official_detector,5786,controlled_cost_greedy,5786,ocsort
0.0,HOTA,cost_h,True,official_detector,36.770673792906656,geometry_reid_hungarian,36.770673792906656,ocsort
0.0,AssA,cost_h,True,official_detector,49.96778136252241,geometry_reid_hungarian,49.96778136252241,ocsort
0.0,DetA,cost_h,True,official_detector,29.207053545927838,geometry_reid_hungarian,29.207053545927838,ocsort
0.0,IDF1,cost_h,True,official_detector,38.74189746024476,geometry_reid_hungarian,38.74189746024476,ocsort
0.0,MOTA,cost_h,True,official_detector,28.063963991780906,geometry_reid_hungarian,28.063963991780906,ocsort
0.0,IDSW,cost_h,True,official_detector,2668,geometry_reid_hungarian,2668,ocsort
0.0,FP,cost_h,True,official_detector,7846,geometry_reid_hungarian,7846,ocsort
0.0,FN,cost_h,True,official_detector,118476,geometry_reid_hungarian,118476,ocsort
0.0,TP,cost_h,True,official_detector,77718,geometry_reid_hungarian,77718,ocsort
0.0,Frag,cost_h,True,official_detector,3323,geometry_reid_hungarian,3323,ocsort
0.0,accepted_correct,cost_h,True,official_detector,217,geometry_reid_hungarian,217,ocsort
0.0,accepted_false,cost_h,True,official_detector,109,geometry_reid_hungarian,109,ocsort
0.0,accepted_unknown,cost_h,True,official_detector,2298,geometry_reid_hungarian,2298,ocsort
0.0,eligible_source_tracklets,cost_h,True,official_detector,5786,geometry_reid_hungarian,5786,ocsort
0.0,HOTA,no_refinement,True,official_detector,53.91984765086411,no_refinement,53.91984765086411,deepocsort
0.0,AssA,no_refinement,True,official_detector,67.00430350974733,no_refinement,67.00430350974733,deepocsort
0.0,DetA,no_refinement,True,official_detector,45.10679268381039,no_refinement,45.10679268381039,deepocsort
0.0,IDF1,no_refinement,True,official_detector,63.08515652334443,no_refinement,63.08515652334443,deepocsort
0.0,MOTA,no_refinement,True,official_detector,49.776326938471676,no_refinement,49.776326938471676,deepocsort
0.0,IDSW,no_refinement,True,official_detector,1370,no_refinement,1370,deepocsort
0.0,FP,no_refinement,True,official_detector,12281,no_refinement,12281,deepocsort
0.0,FN,no_refinement,True,official_detector,72677,no_refinement,72677,deepocsort
0.0,TP,no_refinement,True,official_detector,123517,no_refinement,123517,deepocsort
0.0,Frag,no_refinement,True,official_detector,4881,no_refinement,4881,deepocsort
0.0,accepted_correct,no_refinement,True,official_detector,0,no_refinement,0,deepocsort
0.0,accepted_false,no_refinement,True,official_detector,0,no_refinement,0,deepocsort
0.0,accepted_unknown,no_refinement,True,official_detector,0,no_refinement,0,deepocsort
0.0,eligible_source_tracklets,no_refinement,True,official_detector,3401,no_refinement,3401,deepocsort
0.0,HOTA,ace_v1,True,official_detector,54.30897702017599,com3d_reciprocal_guard,54.30897702017599,deepocsort
0.0,AssA,ace_v1,True,official_detector,67.83676799973769,com3d_reciprocal_guard,67.83676799973769,deepocsort
0.0,DetA,ace_v1,True,official_detector,45.10611481469242,com3d_reciprocal_guard,45.10611481469242,deepocsort
0.0,IDF1,ace_v1,True,official_detector,64.08300884293617,com3d_reciprocal_guard,64.08300884293617,deepocsort
0.0,MOTA,ace_v1,True,official_detector,50.06578162693367,com3d_reciprocal_guard,50.06578162693367,deepocsort
0.0,IDSW,ace_v1,True,official_detector,1046,com3d_reciprocal_guard,1046,deepocsort
0.0,FP,ace_v1,True,official_detector,12281,com3d_reciprocal_guard,12281,deepocsort
0.0,FN,ace_v1,True,official_detector,72677,com3d_reciprocal_guard,72677,deepocsort
0.0,TP,ace_v1,True,official_detector,123517,com3d_reciprocal_guard,123517,deepocsort
0.0,Frag,ace_v1,True,official_detector,4881,com3d_reciprocal_guard,4881,deepocsort
0.0,accepted_correct,ace_v1,True,official_detector,42,com3d_reciprocal_guard,42,deepocsort
0.0,accepted_false,ace_v1,True,official_detector,20,com3d_reciprocal_guard,20,deepocsort
0.0,accepted_unknown,ace_v1,True,official_detector,675,com3d_reciprocal_guard,675,deepocsort
0.0,eligible_source_tracklets,ace_v1,True,official_detector,3401,com3d_reciprocal_guard,3401,deepocsort
0.0,HOTA,cost_r,True,official_detector,54.382300189572945,controlled_cost_reciprocal,54.382300189572945,deepocsort
0.0,AssA,cost_r,True,official_detector,68.00037386274005,controlled_cost_reciprocal,68.00037386274005,deepocsort
0.0,DetA,cost_r,True,official_detector,45.10392361297611,controlled_cost_reciprocal,45.10392361297611,deepocsort
0.0,IDF1,cost_r,True,official_detector,64.2299275991616,controlled_cost_reciprocal,64.2299275991616,deepocsort
0.0,MOTA,cost_r,True,official_detector,50.10637420594321,controlled_cost_reciprocal,50.10637420594321,deepocsort
0.0,IDSW,cost_r,True,official_detector,979,controlled_cost_reciprocal,979,deepocsort
0.0,FP,cost_r,True,official_detector,12281,controlled_cost_reciprocal,12281,deepocsort
0.0,FN,cost_r,True,official_detector,72677,controlled_cost_reciprocal,72677,deepocsort
0.0,TP,cost_r,True,official_detector,123517,controlled_cost_reciprocal,123517,deepocsort
0.0,Frag,cost_r,True,official_detector,4881,controlled_cost_reciprocal,4881,deepocsort
0.0,accepted_correct,cost_r,True,official_detector,47,controlled_cost_reciprocal,47,deepocsort
0.0,accepted_false,cost_r,True,official_detector,19,controlled_cost_reciprocal,19,deepocsort
0.0,accepted_unknown,cost_r,True,official_detector,686,controlled_cost_reciprocal,686,deepocsort
0.0,eligible_source_tracklets,cost_r,True,official_detector,3401,controlled_cost_reciprocal,3401,deepocsort
0.0,HOTA,cost_g_legacy,True,official_detector,54.36215458686148,controlled_cost_greedy,54.36215458686148,deepocsort
0.0,AssA,cost_g_legacy,True,official_detector,67.95552955927462,controlled_cost_greedy,67.95552955927462,deepocsort
0.0,DetA,cost_g_legacy,True,official_detector,45.10513212925513,controlled_cost_greedy,45.10513212925513,deepocsort
0.0,IDF1,cost_g_legacy,True,official_detector,64.16783639486219,controlled_cost_greedy,64.16783639486219,deepocsort
0.0,MOTA,cost_g_legacy,True,official_detector,50.126574446057894,controlled_cost_greedy,50.126574446057894,deepocsort
0.0,IDSW,cost_g_legacy,True,official_detector,945,controlled_cost_greedy,945,deepocsort
0.0,FP,cost_g_legacy,True,official_detector,12281,controlled_cost_greedy,12281,deepocsort
0.0,FN,cost_g_legacy,True,official_detector,72677,controlled_cost_greedy,72677,deepocsort
0.0,TP,cost_g_legacy,True,official_detector,123517,controlled_cost_greedy,123517,deepocsort
0.0,Frag,cost_g_legacy,True,official_detector,4881,controlled_cost_greedy,4881,deepocsort
0.0,accepted_correct,cost_g_legacy,True,official_detector,47,controlled_cost_greedy,47,deepocsort
0.0,accepted_false,cost_g_legacy,True,official_detector,20,controlled_cost_greedy,20,deepocsort
0.0,accepted_unknown,cost_g_legacy,True,official_detector,830,controlled_cost_greedy,830,deepocsort
0.0,eligible_source_tracklets,cost_g_legacy,True,official_detector,3401,controlled_cost_greedy,3401,deepocsort
0.0,HOTA,cost_h,True,official_detector,54.360343837545834,geometry_reid_hungarian,54.360343837545834,deepocsort
0.0,AssA,cost_h,True,official_detector,67.95142270721477,geometry_reid_hungarian,67.95142270721477,deepocsort
0.0,DetA,cost_h,True,official_detector,45.10511650839323,geometry_reid_hungarian,45.10511650839323,deepocsort
0.0,IDF1,cost_h,True,official_detector,64.17182438841735,geometry_reid_hungarian,64.17182438841735,deepocsort
0.0,MOTA,cost_h,True,official_detector,50.126218627951864,geometry_reid_hungarian,50.126218627951864,deepocsort
0.0,IDSW,cost_h,True,official_detector,957,geometry_reid_hungarian,957,deepocsort
0.0,FP,cost_h,True,official_detector,12281,geometry_reid_hungarian,12281,deepocsort
0.0,FN,cost_h,True,official_detector,72677,geometry_reid_hungarian,72677,deepocsort
0.0,TP,cost_h,True,official_detector,123517,geometry_reid_hungarian,123517,deepocsort
0.0,Frag,cost_h,True,official_detector,4881,geometry_reid_hungarian,4881,deepocsort
0.0,accepted_correct,cost_h,True,official_detector,46,geometry_reid_hungarian,46,deepocsort
0.0,accepted_false,cost_h,True,official_detector,22,geometry_reid_hungarian,22,deepocsort
0.0,accepted_unknown,cost_h,True,official_detector,819,geometry_reid_hungarian,819,deepocsort
0.0,eligible_source_tracklets,cost_h,True,official_detector,3401,geometry_reid_hungarian,3401,deepocsort
