method,model,base_model,ablation,proposed_module,is_proposed,implementation_status,detector_family,architecture_group,model_version,yolo_version,is_yolo,model_scale,name_size_tag,param_size_group,size_group,dataset,seed_count,seeds,analysis_level,best_AP_mean,best_AP_std,best_AP_n,best_AP_mean_std,best_AP50_mean,best_AP50_std,best_AP50_n,best_AP50_mean_std,best_precision_mean,best_precision_std,best_precision_n,best_precision_mean_std,best_recall_mean,best_recall_std,best_recall_n,best_recall_mean_std,best_F1_mean,best_F1_std,best_F1_n,best_F1_mean_std,ROC-AUC_mean,ROC-AUC_std,ROC-AUC_n,ROC-AUC_mean_std,Params_mean,Params_std,Params_n,Params_mean_std,GFLOPs_mean,GFLOPs_std,GFLOPs_n,GFLOPs_mean_std
YOLOv11n,yolo11n.pt,yolo11n.pt,,,false,,YOLO,yolo,v11,v11,true,nano,nano,nano,nano,VisDrone2019-DET,3,"123,2026,42",preliminary,0.2876633333333333,0.0020899840509758234,3,0.2877 +/- 0.0021,0.47503,0.005560971138209596,3,0.4750 +/- 0.0056,0.5864166666666666,0.0076910099033438584,3,0.5864 +/- 0.0077,0.4698966666666667,0.005417207152521803,3,0.4699 +/- 0.0054,0.5217298866445906,0.006382243368707875,3,0.5217 +/- 0.0064,0.8690877638129457,0.0021575972909123812,3,0.8691 +/- 0.0022,2591790.0,0.0,3,2591790.0000 +/- 0.0000,6.5,0.0,3,6.5000 +/- 0.0000
YOLOv11s,yolo11s.pt,yolo11s.pt,,,false,,YOLO,yolo,v11,v11,true,small,small,small,small,VisDrone2019-DET,5,"123,2026,3407,42,7",main,0.326236,0.0016887954287005994,5,0.3262 +/- 0.0017,0.529142,0.0031270865034405296,5,0.5291 +/- 0.0031,0.63131,0.007576225973398635,5,0.6313 +/- 0.0076,0.517392,0.006380828316135758,5,0.5174 +/- 0.0064,0.5686690280749093,0.004922754435482546,5,0.5687 +/- 0.0049,0.8847342889276959,0.0012772955527534783,5,0.8847 +/- 0.0013,9431662.0,0.0,5,9431662.0000 +/- 0.0000,21.6,0.0,5,21.6000 +/- 0.0000
YOLOv12n,yolo12n.pt,yolo12n.pt,,,false,,YOLO,yolo,v12,v12,true,nano,nano,nano,nano,VisDrone2019-DET,3,"123,2026,42",preliminary,0.29375666666666667,0.002049398285676387,3,0.2938 +/- 0.0020,0.48390333333333335,0.004710842104479125,3,0.4839 +/- 0.0047,0.59387,0.005006925204154733,3,0.5939 +/- 0.0050,0.47756333333333334,0.004363626167917388,3,0.4776 +/- 0.0044,0.5293836404802507,0.0024106088316872294,3,0.5294 +/- 0.0024,0.8757514601202585,0.0012040193651244476,3,0.8758 +/- 0.0012,2569998.0,0.0,3,2569998.0000 +/- 0.0000,6.5,0.0,3,6.5000 +/- 0.0000
YOLOv12s,yolo12s.pt,yolo12s.pt,,,false,,YOLO,yolo,v12,v12,true,small,small,small,small,VisDrone2019-DET,5,"123,2026,3407,42,7",main,0.33184400000000003,0.0006615360912300955,5,0.3318 +/- 0.0007,0.53763,0.001391132632066431,5,0.5376 +/- 0.0014,0.628638,0.008332455820464931,5,0.6286 +/- 0.0083,0.52795,0.002872185578962498,5,0.5280 +/- 0.0029,0.5738826886284452,0.0033696550500303675,5,0.5739 +/- 0.0034,0.8887015910524795,0.0015352390338397737,5,0.8887 +/- 0.0015,9257006.0,0.0,5,9257006.0000 +/- 0.0000,21.5,0.0,5,21.5000 +/- 0.0000
YOLOv5su,yolov5su.pt,yolov5su.pt,,,false,,YOLO,yolo,v5,v5,true,small,small,small,small,VisDrone2019-DET,3,"123,2026,42",preliminary,0.32787666666666665,0.002200371180808655,3,0.3279 +/- 0.0022,0.5330533333333334,0.0039824155149021205,3,0.5331 +/- 0.0040,0.62612,0.0059090354542851884,3,0.6261 +/- 0.0059,0.5227233333333333,0.004228857213637451,3,0.5227 +/- 0.0042,0.5697448064739212,0.0020293499872640394,3,0.5697 +/- 0.0020,,,,,9126062.0,0.0,3,9126062.0000 +/- 0.0000,24.1,0.0,3,24.1000 +/- 0.0000
YOLOv8n,yolov8n.pt,yolov8n.pt,,,false,,YOLO,yolo,v8,v8,true,nano,nano,nano,nano,VisDrone2019-DET,3,"123,2026,42",preliminary,0.2924733333333333,0.001385363971428926,3,0.2925 +/- 0.0014,0.48124,0.0025668852720758866,3,0.4812 +/- 0.0026,0.5906133333333333,0.005180582335349279,3,0.5906 +/- 0.0052,0.4724466666666667,0.008473372016696382,3,0.4724 +/- 0.0085,0.5249153092839609,0.00459146893036409,3,0.5249 +/- 0.0046,0.870061588918976,0.0025799991948348613,3,0.8701 +/- 0.0026,3012798.0,0.0,3,3012798.0000 +/- 0.0000,8.2,0.0,3,8.2000 +/- 0.0000
YOLOv8s,yolov8s.pt,yolov8s.pt,,,false,,YOLO,yolo,v8,v8,true,small,small,small,small,VisDrone2019-DET,5,"123,2026,3407,42,7",main,0.332612,0.002169762659831723,5,0.3326 +/- 0.0022,0.539764,0.002505260465500545,5,0.5398 +/- 0.0025,0.632304,0.004731710050288354,5,0.6323 +/- 0.0047,0.530048,0.004007838569603314,5,0.5300 +/- 0.0040,0.5766537104109689,0.0011422410108682896,5,0.5767 +/- 0.0011,0.8861971516274786,0.003521596160721468,5,0.8862 +/- 0.0035,11139470.0,0.0,5,11139470.0000 +/- 0.0000,28.7,0.0,5,28.7000 +/- 0.0000
YOLOv9s,yolov9s.pt,yolov9s.pt,,,false,,YOLO,yolo,v9,v9,true,small,small,small,small,VisDrone2019-DET,3,"123,2026,42",preliminary,0.3433466666666667,0.00027592269448767874,3,0.3433 +/- 0.0003,0.5544333333333333,0.00043131581623371277,3,0.5544 +/- 0.0004,0.63624,0.008700091953537,3,0.6362 +/- 0.0087,0.5448033333333333,0.00395880453335768,3,0.5448 +/- 0.0040,0.5869446178264492,0.002569906382928454,3,0.5869 +/- 0.0026,,,,,7291278.0,0.0,3,7291278.0000 +/- 0.0000,27.4,0.0,3,27.4000 +/- 0.0000
