dataset,protocol,data_role,sequence,tracker,contrast,description,baseline,treatment,tau_a,tau_m,gt_used_by_linker_or_verifier,gt_use,baseline_HOTA,treatment_HOTA,delta_HOTA,baseline_AssA,treatment_AssA,delta_AssA,baseline_IDF1,treatment_IDF1,delta_IDF1,baseline_IDSW,treatment_IDSW,delta_IDSW,baseline_accepted_links,baseline_accepted_correct,baseline_accepted_false,baseline_accepted_unknown,treatment_accepted_links,treatment_accepted_correct,treatment_accepted_false,treatment_accepted_unknown
MMOT,official_detector,exposed_exploratory_retest,data39-3,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,7.157026217952963,7.210124196149397,0.05309797819643336,7.134255207474599,7.233243457911516,0.09898825043691684,7.938718662952645,8.07799442896936,0.13927576601671454,49,48,-1,37,0,0,37,38,0,0,38
MMOT,official_detector,exposed_exploratory_retest,data39-3,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,38.532132054156605,38.532132054156605,0.0,43.789920092190485,43.789920092190485,0.0,49.823855057876195,49.823855057876195,0.0,16,16,0,11,0,0,11,11,0,0,11
MMOT,official_detector,exposed_exploratory_retest,data39-3,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,2.699187846945976,2.699187846945976,0.0,3.5300431513891435,3.5300431513891435,0.0,4.094010614101592,4.094010614101592,0.0,6,6,0,21,0,0,21,22,0,0,22
MMOT,official_detector,exposed_exploratory_retest,data39-6,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,43.454735504316226,43.503535778947175,0.04880027463094905,48.90906314220175,49.00913772330451,0.10007458110275991,45.01729016032694,45.520276642565236,0.502986482238299,101,98,-3,36,0,0,36,42,0,0,42
MMOT,official_detector,exposed_exploratory_retest,data39-6,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,63.08651325851727,63.08651325851727,0.0,77.31312103504759,77.31312103504759,0.0,72.35704323570432,72.35704323570432,0.0,6,6,0,4,0,0,4,4,0,0,4
MMOT,official_detector,exposed_exploratory_retest,data39-6,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,47.71575231679062,47.71278610887787,-0.0029662079127490415,59.97102388805114,59.96405596147497,-0.006967926576173511,47.18356527501656,47.18356527501656,0.0,39,37,-2,23,0,1,22,25,0,1,24
MMOT,official_detector,exposed_exploratory_retest,data40-3,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,34.50653088195021,34.50653088195021,0.0,56.035633431343044,56.035633431343044,0.0,37.45664739884393,37.45664739884393,0.0,12,12,0,5,0,0,5,5,0,0,5
MMOT,official_detector,exposed_exploratory_retest,data40-3,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,39.7334975502878,39.7334975502878,0.0,56.91488798824012,56.91488798824012,0.0,45.2914798206278,45.2914798206278,0.0,10,10,0,14,0,0,14,14,0,0,14
MMOT,official_detector,exposed_exploratory_retest,data40-3,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,34.34332433061684,34.34332433061684,0.0,57.836340850540026,57.836340850540026,0.0,37.33650416171225,37.33650416171225,0.0,4,4,0,23,0,0,23,23,0,0,23
MMOT,official_detector,exposed_exploratory_retest,data40-4,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,6.261206046076255,6.275820900347208,0.014614854270952549,22.96983608656401,23.035903603457832,0.06606751689382406,3.9215686274509802,3.9215686274509802,0.0,17,16,-1,9,0,0,9,11,0,0,11
MMOT,official_detector,exposed_exploratory_retest,data40-4,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,21.482853312440902,21.482853312440902,0.0,41.218598565324264,41.218598565324264,0.0,28.82122399758818,28.82122399758818,0.0,6,6,0,7,0,0,7,7,0,0,7
MMOT,official_detector,exposed_exploratory_retest,data40-4,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,7.687065524730334,7.7687055476269755,0.08164002289664118,24.790140284628727,25.21978591878527,0.4296456341565431,5.995864920744314,6.271536871123364,0.2756719503790501,24,22,-2,54,0,0,54,59,0,0,59
MMOT,official_detector,exposed_exploratory_retest,data40-5,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,55.11644977159177,55.11694923468602,0.0004994630942505296,65.3992616936796,65.40042075488172,0.001159061202116618,66.71177266576454,66.71177266576454,0.0,59,59,0,54,6,0,48,56,6,0,50
MMOT,official_detector,exposed_exploratory_retest,data40-5,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,67.87997909762667,67.87997909762667,0.0,79.16622605610986,79.16622605610986,0.0,78.67165575304023,78.67165575304023,0.0,19,19,0,17,1,0,16,17,1,0,16
MMOT,official_detector,exposed_exploratory_retest,data40-5,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,57.77321831213532,57.77321831213532,0.0,67.59464867882608,67.59464867882608,0.0,64.30575035063114,64.30575035063114,0.0,40,40,0,20,6,0,14,20,6,0,14
MMOT,official_detector,exposed_exploratory_retest,data41-1,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,30.920720945145725,30.920720945145725,0.0,37.952420039150056,37.952420039150056,0.0,37.69230769230769,37.69230769230769,0.0,22,22,0,2,0,0,2,2,0,0,2
MMOT,official_detector,exposed_exploratory_retest,data41-1,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,45.41981642715881,45.41981642715881,0.0,74.24000845477113,74.24000845477113,0.0,45.342706502636204,45.342706502636204,0.0,1,1,0,8,0,0,8,8,0,0,8
MMOT,official_detector,exposed_exploratory_retest,data41-1,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,36.839808873866005,36.839808873866005,0.0,50.32686310081704,50.32686310081704,0.0,39.166666666666664,39.166666666666664,0.0,5,5,0,11,2,0,9,11,2,0,9
MMOT,official_detector,exposed_exploratory_retest,data42-1,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,49.36631561753549,49.36697323428416,0.0006576167486684881,53.77273461579237,53.77413408693786,0.0013994711454898834,59.20652834447435,59.22389096275719,0.017362618282838582,208,208,0,67,2,1,64,69,2,1,66
MMOT,official_detector,exposed_exploratory_retest,data42-1,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,56.23575786154647,56.23142444660301,-0.004333414943459957,61.774678125819214,61.765152504694754,-0.009525621124460315,62.32524578334987,62.32524578334987,0.0,96,96,0,35,5,5,25,36,5,5,26
MMOT,official_detector,exposed_exploratory_retest,data42-1,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,52.73813738204816,52.933982938852985,0.19584555680482651,56.82164610827293,57.23848944075161,0.41684333247867755,56.71889400921659,56.903225806451616,0.1843317972350249,124,123,-1,52,18,3,31,52,19,2,31
MMOT,official_detector,exposed_exploratory_retest,data42-2,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,44.20012581216678,44.20012581216678,0.0,59.72944964022177,59.72944964022177,0.0,51.460823373173966,51.460823373173966,0.0,45,45,0,29,0,0,29,29,0,0,29
MMOT,official_detector,exposed_exploratory_retest,data42-2,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,60.51187999693436,60.51187999693436,0.0,71.13377003294362,71.13377003294362,0.0,70.96960926193921,70.96960926193921,0.0,27,27,0,11,1,1,9,11,1,1,9
MMOT,official_detector,exposed_exploratory_retest,data42-2,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,48.240771545470004,48.240771545470004,0.0,70.78004248772982,70.78004248772982,0.0,49.21246062303115,49.21246062303115,0.0,19,19,0,30,0,1,29,30,0,1,29
MMOT,official_detector,exposed_exploratory_retest,data42-3,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,63.51533401196503,63.51533401196503,0.0,62.41652097038685,62.41652097038685,0.0,74.72984206151288,74.72984206151288,0.0,57,57,0,8,0,0,8,8,0,0,8
MMOT,official_detector,exposed_exploratory_retest,data42-3,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,79.43430185541982,79.43430185541982,0.0,89.68564121488055,89.68564121488055,0.0,86.5634156550858,86.5634156550858,0.0,4,4,0,5,2,0,3,5,2,0,3
MMOT,official_detector,exposed_exploratory_retest,data42-3,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,65.74249463675379,65.74481662124123,0.0023219844874375895,64.84532357247612,64.84979795715749,0.004474384681373067,72.37122179650916,72.37122179650916,0.0,38,37,-1,23,3,1,19,24,3,1,20
MMOT,official_detector,exposed_exploratory_retest,data46-11,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,36.99064071105493,37.04307574771049,0.052435036655559486,42.81107337586981,42.931657281839485,0.12058390596967428,42.49357539583851,42.49357539583851,0.0,255,253,-2,134,16,4,114,141,18,4,119
MMOT,official_detector,exposed_exploratory_retest,data46-11,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,52.09896076644599,52.09896076644599,0.0,75.62643869783868,75.62643869783868,0.0,57.42904841402338,57.42904841402338,0.0,5,5,0,6,1,0,5,6,1,0,5
MMOT,official_detector,exposed_exploratory_retest,data46-11,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,39.25012514173245,39.25076343353696,0.0006382918045133579,49.880756956972625,49.88230754768128,0.0015505907086534876,42.60148406809254,42.61894369271061,0.017459624618069824,118,117,-1,122,23,3,96,123,23,3,97
MMOT,official_detector,exposed_exploratory_retest,data46-12,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,55.65268411791706,55.68819974024113,0.035515622324069795,75.69527146990765,75.7871122689552,0.09184079904754583,61.02164066431806,61.348766985405135,0.3271263210870714,83,76,-7,73,1,0,72,79,1,0,78
MMOT,official_detector,exposed_exploratory_retest,data46-12,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,61.47889896832551,61.47889896832551,0.0,85.52683482143779,85.52683482143779,0.0,67.7431563012489,67.7431563012489,0.0,2,2,0,4,0,0,4,4,0,0,4
MMOT,official_detector,exposed_exploratory_retest,data46-12,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,58.62479972421848,58.635531865630895,0.010732141412418628,84.24430117754419,84.27368299266335,0.02938181511916582,61.59250585480094,61.67056986729118,0.07806401249023764,34,34,0,65,2,0,63,68,2,0,66
MMOT,official_detector,exposed_exploratory_retest,data47-1,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,15.631976508672091,15.618868828287024,-0.013107680385067155,13.669315314011342,13.64683746759152,-0.022477846419821645,15.18987341772152,14.556962025316455,-0.6329113924050649,23,23,0,7,0,0,7,8,0,0,8
MMOT,official_detector,exposed_exploratory_retest,data47-1,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,68.42997429790488,68.42997429790488,0.0,79.60922704393836,79.60922704393836,0.0,87.93456032719837,87.93456032719837,0.0,3,3,0,3,0,0,3,3,0,0,3
MMOT,official_detector,exposed_exploratory_retest,data47-1,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,11.561940779666543,11.558881169257877,-0.0030596104086662024,14.575942979367538,14.568929971948604,-0.0070130074189336256,14.893617021276595,14.893617021276595,0.0,6,6,0,8,2,0,6,10,2,0,8
MMOT,official_detector,exposed_exploratory_retest,data47-2,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,30.869464516019917,30.904370589596557,0.03490607357663933,33.35002552110352,33.424260027622076,0.07423450651855745,35.288683602771364,35.750577367205544,0.46189376443417984,64,63,-1,30,1,0,29,31,1,0,30
MMOT,official_detector,exposed_exploratory_retest,data47-2,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,56.45180514466308,56.45180514466308,0.0,78.86170010602498,78.86170010602498,0.0,66.02105263157895,66.02105263157895,0.0,0,0,0,3,0,0,3,3,0,0,3
MMOT,official_detector,exposed_exploratory_retest,data47-2,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,28.835043840903186,28.84305382130735,0.008009980404164452,38.83776556800627,38.85861919233629,0.020853624330023024,25.935687928307853,26.041117554032684,0.10542962572483106,35,33,-2,19,2,0,17,20,2,0,18
MMOT,official_detector,exposed_exploratory_retest,data47-3,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,45.17348293810681,45.259324391136545,0.08584145302973667,54.38439759687434,54.590225838423564,0.2058282415492272,55.29137529137529,55.52447552447553,0.23310023310023809,90,89,-1,64,7,0,57,68,8,0,60
MMOT,official_detector,exposed_exploratory_retest,data47-3,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,57.318310029445726,57.318310029445726,0.0,77.73783201586805,77.73783201586805,0.0,64.69474680548983,64.69474680548983,0.0,2,2,0,4,1,0,3,4,1,0,3
MMOT,official_detector,exposed_exploratory_retest,data47-3,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,46.43744049502956,46.43804957898453,0.0006090839549699467,61.09764342414964,61.09921711930535,0.0015736951557130396,49.725411882176736,49.77533699450824,0.04992511233150054,45,45,0,21,4,0,17,22,4,0,18
MMOT,official_detector,exposed_exploratory_retest,data47-4,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,37.26565874200947,37.26565874200947,0.0,50.695326847694275,50.695326847694275,0.0,44.22604422604422,44.22604422604422,0.0,21,21,0,18,0,0,18,18,0,0,18
MMOT,official_detector,exposed_exploratory_retest,data47-4,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,57.32447449596233,57.32447449596233,0.0,72.9156369316078,72.9156369316078,0.0,73.59307359307358,73.59307359307358,0.0,1,1,0,4,0,0,4,4,0,0,4
MMOT,official_detector,exposed_exploratory_retest,data47-4,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,39.04858536224551,39.04858536224551,0.0,57.15999021109497,57.15999021109497,0.0,39.89266547406082,39.89266547406082,0.0,11,11,0,7,2,0,5,7,2,0,5
MMOT,official_detector,exposed_exploratory_retest,data48-1,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,8.416816206375437,8.416816206375437,0.0,15.581236518779882,15.581236518779882,0.0,6.896551724137931,6.896551724137931,0.0,18,18,0,2,0,0,2,2,0,0,2
MMOT,official_detector,exposed_exploratory_retest,data48-1,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,44.966902517828146,44.966902517828146,0.0,57.070056942400136,57.070056942400136,0.0,67.3289183222958,67.3289183222958,0.0,2,2,0,1,0,0,1,1,0,0,1
MMOT,official_detector,exposed_exploratory_retest,data48-1,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,8.361310674255714,8.361310674255714,0.0,17.508263796227794,17.508263796227794,0.0,11.949685534591195,11.949685534591195,0.0,0,0,0,21,1,0,20,21,1,0,20
MMOT,official_detector,exposed_exploratory_retest,data49-2,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,43.403407694967875,43.403407694967875,0.0,47.4990186616149,47.4990186616149,0.0,51.96671709531013,51.96671709531013,0.0,124,124,0,37,7,1,29,37,7,1,29
MMOT,official_detector,exposed_exploratory_retest,data49-2,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,64.02298830114334,64.02298830114334,0.0,85.96567714780106,85.96567714780106,0.0,67.30804138682156,67.30804138682156,0.0,7,7,0,5,4,0,1,5,4,0,1
MMOT,official_detector,exposed_exploratory_retest,data49-2,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,44.22024304043396,44.212465798207035,-0.007777242226921999,52.12624119353032,52.10788172068308,-0.018359472847237157,45.46568627450981,45.46568627450981,0.0,64,64,0,17,5,6,6,18,5,7,6
MMOT,official_detector,exposed_exploratory_retest,data23-1,bytetrack,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,58.14906342088243,58.14906342088243,0.0,64.31558036897933,64.31558036897933,0.0,73.21346242508068,73.21346242508068,0.0,19,19,0,6,0,0,6,6,0,0,6
MMOT,official_detector,exposed_exploratory_retest,data23-1,deepocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,65.41039173293237,65.41039173293237,0.0,81.10885122683683,81.10885122683683,0.0,78.8020589611605,78.8020589611605,0.0,1,1,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data23-1,ocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,58.91105822130075,58.91105822130075,0.0,67.26647145605271,67.26647145605271,0.0,71.44203581526861,71.44203581526861,0.0,25,25,0,3,0,0,3,3,0,0,3
MMOT,official_detector,exposed_exploratory_retest,data24-1,bytetrack,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,41.9977483798002,41.98641677496895,-0.011331604831248399,56.83892872468539,56.81004530999218,-0.028883414693211762,46.09226077011056,46.016012199771254,-0.07624857033930965,353,357,4,218,2,1,215,216,2,1,213
MMOT,official_detector,exposed_exploratory_retest,data24-1,deepocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,51.1011462763188,51.18432951989812,0.08318324357932028,66.52718226784661,66.7273623483126,0.20018008046598368,56.542403939758344,56.76000687167153,0.21760293191318425,116,114,-2,72,3,1,68,68,3,1,64
MMOT,official_detector,exposed_exploratory_retest,data24-1,ocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,42.63483154207176,42.63536120885051,0.0005296667787533238,63.20315034856904,63.20466978449084,0.0015194359218000386,42.69800298872436,42.71158809944301,0.013585110718651094,119,118,-1,41,2,1,38,41,2,1,38
MMOT,official_detector,exposed_exploratory_retest,data27-1,bytetrack,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,19.9397665832553,19.9397665832553,0.0,22.73984345764597,22.73984345764597,0.0,19.11764705882353,19.11764705882353,0.0,10,10,0,4,0,0,4,4,0,0,4
MMOT,official_detector,exposed_exploratory_retest,data27-1,deepocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,46.5449685000184,46.5449685000184,0.0,81.45771700554143,81.45771700554143,0.0,43.44827586206896,43.44827586206896,0.0,1,1,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data27-1,ocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,13.029517938978488,13.029517938978488,0.0,18.414697985855533,18.414697985855533,0.0,12.903225806451612,12.903225806451612,0.0,2,2,0,1,1,0,0,1,1,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-1,bytetrack,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,27.691443829003653,27.799066381096317,0.10762255209266414,15.786212704120626,15.912963625441169,0.1267509213205429,33.01115241635688,33.30855018587361,0.2973977695167278,500,498,-2,100,6,16,78,96,6,16,74
MMOT,official_detector,exposed_exploratory_retest,data28-1,deepocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,72.38223864903833,72.38223864903833,0.0,81.45639407826081,81.45639407826081,0.0,84.68314862176754,84.68314862176754,0.0,9,9,0,2,0,0,2,2,0,0,2
MMOT,official_detector,exposed_exploratory_retest,data28-1,ocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,21.869926076175254,21.83182923270469,-0.038096843470565744,15.38358871163982,15.328953340130358,-0.054635371509462516,27.43151314579886,27.28442728442728,-0.14708586137157909,254,253,-1,91,18,31,42,87,16,29,42
MMOT,official_detector,exposed_exploratory_retest,data28-2,bytetrack,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,58.631960042208306,58.631960042208306,0.0,63.90940980861536,63.90940980861536,0.0,80.30751034890598,80.30751034890598,0.0,29,29,0,7,1,0,6,7,1,0,6
MMOT,official_detector,exposed_exploratory_retest,data28-2,deepocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,72.46929895916364,72.46929895916364,0.0,84.11463974927838,84.11463974927838,0.0,85.54846198491003,85.54846198491003,0.0,1,1,0,3,0,0,3,3,0,0,3
MMOT,official_detector,exposed_exploratory_retest,data28-2,ocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,49.69733293378866,49.230024428255966,-0.4673085055326922,48.51925685568451,47.61111158590522,-0.9081452697792898,63.09751434034416,62.7151051625239,-0.3824091778202643,16,19,3,36,2,0,34,35,2,0,33
MMOT,official_detector,exposed_exploratory_retest,data28-3,bytetrack,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,3.0916880190087963,3.0916880190087963,0.0,22.807017543859647,22.807017543859647,0.0,1.146131805157593,1.146131805157593,0.0,0,0,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-3,deepocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,5.546977649451533,5.546977649451533,0.0,25.657894736842103,25.657894736842103,0.0,1.25,1.25,0.0,2,2,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-3,ocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,5.572166052997259,5.572166052997259,0.0,22.697368421052634,22.697368421052634,0.0,1.183431952662722,1.183431952662722,0.0,3,3,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-4,bytetrack,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,0.1,4.0,False,metrics and post-hoc edge labels only,7.872077779297257,7.872077779297257,0.0,26.879699248120303,26.879699248120303,0.0,4.201680672268908,4.201680672268908,0.0,2,2,0,0,0,0,0,0,0,0,0
