dataset,protocol,data_role,sequence,tracker,contrast,description,baseline,treatment,tau_a,tau_m,gt_used_by_linker_or_verifier,gt_use,baseline_HOTA,treatment_HOTA,delta_HOTA,baseline_AssA,treatment_AssA,delta_AssA,baseline_IDF1,treatment_IDF1,delta_IDF1,baseline_IDSW,treatment_IDSW,delta_IDSW,baseline_accepted_links,baseline_accepted_correct,baseline_accepted_false,baseline_accepted_unknown,treatment_accepted_links,treatment_accepted_correct,treatment_accepted_false,treatment_accepted_unknown
MMOT,official_detector,exposed_exploratory_retest,data41-1,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,45.41981642715881,45.41981642715881,0.0,74.24000845477113,74.24000845477113,0.0,45.342706502636204,45.342706502636204,0.0,1,1,0,8,0,0,8,8,0,0,8
MMOT,official_detector,exposed_exploratory_retest,data41-1,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,36.47582314399845,36.839808873866005,0.36398572986755795,49.34058497727232,50.32686310081704,0.9862781235447216,37.916666666666664,39.166666666666664,1.25,5,5,0,12,2,1,9,11,2,0,9
MMOT,official_detector,exposed_exploratory_retest,data42-1,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,49.31733840523254,49.36697323428416,0.04963482905161953,53.66861587374431,53.77413408693786,0.10551821319355525,59.22389096275719,59.22389096275719,0.0,207,208,1,72,2,1,69,69,2,1,66
MMOT,official_detector,exposed_exploratory_retest,data42-1,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,56.215262889542636,56.23142444660301,0.01616155706037148,61.73095373601571,61.765152504694754,0.034198768679047475,62.32524578334987,62.32524578334987,0.0,95,96,1,40,5,5,30,36,5,5,26
MMOT,official_detector,exposed_exploratory_retest,data42-1,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,52.90169170204692,52.933982938852985,0.03229123680606705,57.169091568762056,57.23848944075161,0.06939787198955116,56.94009216589861,56.903225806451616,-0.036866359446996455,122,123,1,54,19,3,32,52,19,2,31
MMOT,official_detector,exposed_exploratory_retest,data42-2,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,44.20012581216678,44.20012581216678,0.0,59.72944964022177,59.72944964022177,0.0,51.460823373173966,51.460823373173966,0.0,45,45,0,29,0,0,29,29,0,0,29
MMOT,official_detector,exposed_exploratory_retest,data42-2,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,60.406806979487804,60.51187999693436,0.10507301744655706,70.8985376245601,71.13377003294362,0.23523240838351,70.85383502170767,70.96960926193921,0.11577424023154492,27,27,0,13,1,1,11,11,1,1,9
MMOT,official_detector,exposed_exploratory_retest,data42-2,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,48.27212651883928,48.240771545470004,-0.031354973369275285,70.87032470124602,70.78004248772982,-0.09028221351620402,49.352467623381166,49.21246062303115,-0.14000700035001756,17,19,2,32,0,1,31,30,0,1,29
MMOT,official_detector,exposed_exploratory_retest,data42-3,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,63.51508374149716,63.51533401196503,0.00025027046787329255,62.41603214506052,62.41652097038685,0.0004888253263288789,74.72984206151288,74.72984206151288,0.0,57,57,0,9,0,0,9,8,0,0,8
MMOT,official_detector,exposed_exploratory_retest,data42-3,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,79.47202366463692,79.43430185541982,-0.03772180921710344,89.7689211514475,89.68564121488055,-0.08327993656695298,86.73084972791963,86.5634156550858,-0.16743407283382794,3,4,1,6,2,0,4,5,2,0,3
MMOT,official_detector,exposed_exploratory_retest,data42-3,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,65.74481662124123,65.74481662124123,0.0,64.84979795715749,64.84979795715749,0.0,72.37122179650916,72.37122179650916,0.0,37,37,0,24,3,1,20,24,3,1,20
MMOT,official_detector,exposed_exploratory_retest,data46-11,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,37.067063326748205,37.04307574771049,-0.023987579037715534,42.98776972483698,42.931657281839485,-0.05611244299749529,42.543314266766146,42.49357539583851,-0.04973887092763363,252,253,1,150,19,4,127,141,18,4,119
MMOT,official_detector,exposed_exploratory_retest,data46-11,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,52.09896076644599,52.09896076644599,0.0,75.62643869783868,75.62643869783868,0.0,57.42904841402338,57.42904841402338,0.0,5,5,0,6,1,0,5,6,1,0,5
MMOT,official_detector,exposed_exploratory_retest,data46-11,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,39.09319565518971,39.08976196491619,-0.0034336902735176977,49.517333276933655,49.486318920046266,-0.031014356887389738,42.32213007420341,42.199912701876904,-0.12221737232650298,117,119,2,130,22,5,103,123,22,4,97
MMOT,official_detector,exposed_exploratory_retest,data46-12,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,55.761747439347666,55.68819974024113,-0.07354769910653403,75.97651572917762,75.7871122689552,-0.18940346022242238,61.55007549068948,61.348766985405135,-0.20130850528434507,75,76,1,90,1,0,89,79,1,0,78
MMOT,official_detector,exposed_exploratory_retest,data46-12,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,61.452357824548365,61.47889896832551,0.026541143777144782,85.45719127781935,85.52683482143779,0.06964354361844016,67.7431563012489,67.7431563012489,0.0,2,2,0,5,0,0,5,4,0,0,4
MMOT,official_detector,exposed_exploratory_retest,data46-12,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,58.63978933225557,58.635531865630895,-0.00425746662467219,84.28532108328687,84.27368299266335,-0.011638090623520725,61.69659120478792,61.67056986729118,-0.026021337496743513,30,34,4,74,2,0,72,68,2,0,66
MMOT,official_detector,exposed_exploratory_retest,data47-1,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,15.615448576481631,15.618868828287024,0.0034202518053927378,13.641509074086432,13.64683746759152,0.005328393505088513,14.556962025316455,14.556962025316455,0.0,23,23,0,10,0,0,10,8,0,0,8
MMOT,official_detector,exposed_exploratory_retest,data47-1,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,68.42997429790488,68.42997429790488,0.0,79.60922704393836,79.60922704393836,0.0,87.93456032719837,87.93456032719837,0.0,3,3,0,3,0,0,3,3,0,0,3
MMOT,official_detector,exposed_exploratory_retest,data47-1,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,11.659576792490622,11.558881169257877,-0.10069562323274539,14.78804929146926,14.568929971948604,-0.21911931952065622,16.312056737588655,14.893617021276595,-1.4184397163120597,6,6,0,12,2,0,10,10,2,0,8
MMOT,official_detector,exposed_exploratory_retest,data47-2,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,31.003658567709856,30.904370589596557,-0.09928797811329915,33.634703764178845,33.424260027622076,-0.21044373655676907,36.39722863741339,35.750577367205544,-0.6466512702078475,61,63,2,38,1,0,37,31,1,0,30
MMOT,official_detector,exposed_exploratory_retest,data47-2,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,56.45180514466308,56.45180514466308,0.0,78.86170010602498,78.86170010602498,0.0,66.02105263157895,66.02105263157895,0.0,0,0,0,3,0,0,3,3,0,0,3
MMOT,official_detector,exposed_exploratory_retest,data47-2,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,28.920300091886897,28.84305382130735,-0.07724627057954692,39.060463315181515,38.85861919233629,-0.20184412284522324,26.884554559831315,26.041117554032684,-0.8434370057986307,29,33,4,24,2,0,22,20,2,0,18
MMOT,official_detector,exposed_exploratory_retest,data47-3,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,45.43118345562539,45.26077220806612,-0.17041124755926518,55.00634022282331,54.593677839419556,-0.41266238340375594,55.66433566433566,55.571095571095576,-0.09324009324008387,86,89,3,73,7,0,66,67,8,0,59
MMOT,official_detector,exposed_exploratory_retest,data47-3,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,57.57764310169444,57.318310029445726,-0.25933307224871527,78.41835514181801,77.73783201586805,-0.6805231259499607,65.21533364884051,64.69474680548983,-0.5205868433506851,1,2,1,5,1,0,4,4,1,0,3
MMOT,official_detector,exposed_exploratory_retest,data47-3,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,46.437881022936786,46.43804957898453,0.00016855604774690391,61.09878148702019,61.09921711930535,0.00043563228516063646,49.77533699450824,49.77533699450824,0.0,45,45,0,24,4,0,20,22,4,0,18
MMOT,official_detector,exposed_exploratory_retest,data47-4,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,37.26565874200947,37.26565874200947,0.0,50.695326847694275,50.695326847694275,0.0,44.22604422604422,44.22604422604422,0.0,21,21,0,18,0,0,18,18,0,0,18
MMOT,official_detector,exposed_exploratory_retest,data47-4,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,57.32447449596233,57.32447449596233,0.0,72.9156369316078,72.9156369316078,0.0,73.59307359307358,73.59307359307358,0.0,1,1,0,4,0,0,4,4,0,0,4
MMOT,official_detector,exposed_exploratory_retest,data47-4,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,39.04858536224551,39.04858536224551,0.0,57.15999021109497,57.15999021109497,0.0,39.89266547406082,39.89266547406082,0.0,11,11,0,7,2,0,5,7,2,0,5
MMOT,official_detector,exposed_exploratory_retest,data48-1,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,8.416816206375437,8.416816206375437,0.0,15.581236518779882,15.581236518779882,0.0,6.896551724137931,6.896551724137931,0.0,18,18,0,2,0,0,2,2,0,0,2
MMOT,official_detector,exposed_exploratory_retest,data48-1,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,44.966902517828146,44.966902517828146,0.0,57.070056942400136,57.070056942400136,0.0,67.3289183222958,67.3289183222958,0.0,2,2,0,1,0,0,1,1,0,0,1
MMOT,official_detector,exposed_exploratory_retest,data48-1,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,8.361310674255714,8.361310674255714,0.0,17.508263796227794,17.508263796227794,0.0,11.949685534591195,11.949685534591195,0.0,0,0,0,21,1,0,20,21,1,0,20
MMOT,official_detector,exposed_exploratory_retest,data49-2,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,43.34660761016219,43.403407694967875,0.05680008480568688,47.37485263698763,47.4990186616149,0.12416602462726445,51.96671709531013,51.96671709531013,0.0,124,124,0,39,7,1,31,37,7,1,29
MMOT,official_detector,exposed_exploratory_retest,data49-2,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,64.02298830114334,64.02298830114334,0.0,85.96567714780106,85.96567714780106,0.0,67.30804138682156,67.30804138682156,0.0,7,7,0,5,4,0,1,5,4,0,1
MMOT,official_detector,exposed_exploratory_retest,data49-2,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,44.09561068972443,44.212465798207035,0.1168551084826035,51.833200424881774,52.10788172068308,0.27468129580130807,45.46568627450981,45.46568627450981,0.0,64,64,0,21,5,9,7,18,5,7,6
MMOT,official_detector,exposed_exploratory_retest,data23-1,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,58.14906342088243,58.14906342088243,0.0,64.31558036897933,64.31558036897933,0.0,73.21346242508068,73.21346242508068,0.0,19,19,0,6,0,0,6,6,0,0,6
MMOT,official_detector,exposed_exploratory_retest,data23-1,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,65.41039173293237,65.41039173293237,0.0,81.10885122683683,81.10885122683683,0.0,78.8020589611605,78.8020589611605,0.0,1,1,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data23-1,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,58.91105822130075,58.91105822130075,0.0,67.26647145605271,67.26647145605271,0.0,71.44203581526861,71.44203581526861,0.0,25,25,0,3,0,0,3,3,0,0,3
MMOT,official_detector,exposed_exploratory_retest,data24-1,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,41.9977483798002,41.96310472060606,-0.034643659194138365,56.83892872468539,56.7499791096339,-0.08894961505149013,46.09226077011056,45.86351505909264,-0.22874571101792185,353,359,6,218,2,1,215,202,2,1,199
MMOT,official_detector,exposed_exploratory_retest,data24-1,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,51.1011462763188,51.159043601188145,0.0578973248693444,66.52718226784661,66.66630118925858,0.13911892141196347,56.542403939758344,56.67983737044035,0.13743343068200886,116,114,-2,72,3,1,68,61,3,1,57
MMOT,official_detector,exposed_exploratory_retest,data24-1,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,42.63483154207176,42.63417004284073,-0.0006614992310289836,63.20315034856904,63.20125830560167,-0.001892042967369889,42.69800298872436,42.6844178780057,-0.0135851107186582,119,120,1,41,2,1,38,40,2,1,37
MMOT,official_detector,exposed_exploratory_retest,data27-1,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,19.9397665832553,19.9397665832553,0.0,22.73984345764597,22.73984345764597,0.0,19.11764705882353,19.11764705882353,0.0,10,10,0,4,0,0,4,4,0,0,4
MMOT,official_detector,exposed_exploratory_retest,data27-1,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,46.5449685000184,46.5449685000184,0.0,81.45771700554143,81.45771700554143,0.0,43.44827586206896,43.44827586206896,0.0,1,1,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data27-1,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,13.029517938978488,13.029517938978488,0.0,18.414697985855533,18.414697985855533,0.0,12.903225806451612,12.903225806451612,0.0,2,2,0,1,1,0,0,1,1,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-1,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,27.691443829003653,28.169275767180586,0.4778319381769336,15.786212704120626,16.34028265506886,0.5540699509482359,33.01115241635688,33.814126394052046,0.8029739776951672,500,498,-2,100,6,16,78,84,7,14,63
MMOT,official_detector,exposed_exploratory_retest,data28-1,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,72.38223864903833,72.38223864903833,0.0,81.45639407826081,81.45639407826081,0.0,84.68314862176754,84.68314862176754,0.0,9,9,0,2,0,0,2,2,0,0,2
MMOT,official_detector,exposed_exploratory_retest,data28-1,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,21.869926076175254,21.93257322754513,0.06264715136987675,15.38358871163982,15.469769263433166,0.08618055179334583,27.43151314579886,27.247655819084393,-0.18385732671446675,254,254,0,91,18,31,42,81,17,26,38
MMOT,official_detector,exposed_exploratory_retest,data28-2,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,58.631960042208306,58.631960042208306,0.0,63.90940980861536,63.90940980861536,0.0,80.30751034890598,80.30751034890598,0.0,29,29,0,7,1,0,6,7,1,0,6
MMOT,official_detector,exposed_exploratory_retest,data28-2,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,72.46929895916364,72.46929895916364,0.0,84.11463974927838,84.11463974927838,0.0,85.54846198491003,85.54846198491003,0.0,1,1,0,3,0,0,3,3,0,0,3
MMOT,official_detector,exposed_exploratory_retest,data28-2,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,49.69733293378866,48.980469161686116,-0.7168637721025419,48.51925685568451,47.13286394200355,-1.3863929136809574,63.09751434034416,62.46016571064372,-0.6373486297004405,16,21,5,36,2,0,34,34,2,0,32
MMOT,official_detector,exposed_exploratory_retest,data28-3,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,3.0916880190087963,3.0916880190087963,0.0,22.807017543859647,22.807017543859647,0.0,1.146131805157593,1.146131805157593,0.0,0,0,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-3,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,5.546977649451533,5.546977649451533,0.0,25.657894736842103,25.657894736842103,0.0,1.25,1.25,0.0,2,2,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-3,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,5.572166052997259,5.572166052997259,0.0,22.697368421052634,22.697368421052634,0.0,1.183431952662722,1.183431952662722,0.0,3,3,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-4,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,7.872077779297257,7.872077779297257,0.0,26.879699248120303,26.879699248120303,0.0,4.201680672268908,4.201680672268908,0.0,2,2,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-4,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,8.736787364802243,8.736787364802243,0.0,14.369512872043233,14.369512872043233,0.0,4.878048780487805,4.878048780487805,0.0,9,9,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-4,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,4.643489632279759,4.643489632279759,0.0,13.123718386876279,13.123718386876279,0.0,1.694915254237288,1.694915254237288,0.0,2,2,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-5,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,6.758545504181974,6.758545504181974,0.0,11.173032734913745,11.173032734913745,0.0,7.253886010362693,7.253886010362693,0.0,2,2,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-5,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,18.9137249412811,18.636144136819905,-0.27758080446119493,24.321125648348136,23.6125734059664,-0.7085522423817352,22.52252252252252,21.62162162162162,-0.9009009009009006,6,7,1,8,1,1,6,7,1,0,6
MMOT,official_detector,exposed_exploratory_retest,data28-5,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,13.814232477913018,13.438173109594178,-0.37605936831884,21.133105641801777,20.006238565686576,-1.1268670761152002,14.705882352941178,13.725490196078432,-0.9803921568627452,5,6,1,9,1,1,7,8,1,0,7
MMOT,official_detector,exposed_exploratory_retest,data28-6,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,3.5541381917311052,3.5541381917311052,0.0,7.781144354404755,7.781144354404755,0.0,2.785515320334262,2.785515320334262,0.0,1,1,0,2,0,0,2,1,0,0,1
MMOT,official_detector,exposed_exploratory_retest,data28-6,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data28-6,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,11.766755035738349,11.766755035738349,0.0,61.9047619047619,61.9047619047619,0.0,4.678362573099415,4.678362573099415,0.0,0,0,0,0,0,0,0,0,0,0,0
MMOT,official_detector,exposed_exploratory_retest,data30-10,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,51.7790288510453,51.8436069431291,0.06457809208380638,69.08771855205478,69.25826547999515,0.1705469279403644,59.784592917123035,59.85761226725083,0.07301935012779381,123,123,0,69,1,1,67,66,1,1,64
MMOT,official_detector,exposed_exploratory_retest,data30-10,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,63.01918724844725,63.10724166045063,0.08805441200338038,80.73132679347864,80.9457054624112,0.21437866893255375,72.33208319127174,72.6218888510058,0.28980565973407124,11,12,1,26,0,0,26,19,0,0,19
MMOT,official_detector,exposed_exploratory_retest,data30-10,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,54.915426481379285,54.91483626267989,-0.0005902186993935743,78.22405068172084,78.22250188912581,-0.0015487925950310455,58.41125909133843,58.41125909133843,0.0,54,54,0,95,5,1,89,90,5,1,84
MMOT,official_detector,exposed_exploratory_retest,data30-2,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,37.831646067121056,37.741327543554185,-0.09031852356687153,42.83027406049684,42.63740553480222,-0.19286852569462098,45.77517634699084,45.59507729251088,-0.18009905447996033,349,350,1,108,6,0,102,93,6,0,87
MMOT,official_detector,exposed_exploratory_retest,data30-2,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,0.1,4.0,False,metrics and post-hoc edge labels only,62.980222195069814,62.90863553225435,-0.07158666281546289,77.69185024558254,77.5260575235649,-0.16579272201764184,74.77052189876737,74.53448728035667,-0.23603461841069873,16,18,2,24,0,0,24,21,0,0,21
