dataset,protocol,family,sequence,class_or_modality,tracker,solver,candidate_edges,baseline_selected_edges,V_off_selected_edges,selected_pairs_identical
MMOT,official_detector,confirmation38,data34-2,car,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data34-2,pedestrian,bytetrack,path_constrained_greedy,231,35,35,True
MMOT,official_detector,confirmation38,data34-2,pedestrian,deepocsort,controlled_partial_hungarian,33,12,12,True
MMOT,official_detector,confirmation38,data34-2,pedestrian,deepocsort,path_constrained_greedy,33,10,10,True
MMOT,official_detector,confirmation38,data34-2,car,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data34-2,pedestrian,ocsort,controlled_partial_hungarian,16,10,10,True
MMOT,official_detector,confirmation38,data34-2,car,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data34-2,pedestrian,ocsort,path_constrained_greedy,16,10,10,True
MMOT,official_detector,confirmation38,data34-3,bike,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data34-3,car,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data34-3,pedestrian,bytetrack,controlled_partial_hungarian,431,82,82,True
MMOT,official_detector,confirmation38,data34-3,tricycle,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,confirmation38,data34-3,van,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data34-3,bike,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data34-3,car,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data34-3,pedestrian,bytetrack,path_constrained_greedy,431,74,74,True
MMOT,official_detector,confirmation38,data34-3,tricycle,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,official_detector,confirmation38,data34-3,van,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data34-3,pedestrian,deepocsort,controlled_partial_hungarian,241,54,54,True
MMOT,official_detector,confirmation38,data34-3,pedestrian,deepocsort,path_constrained_greedy,241,48,48,True
MMOT,official_detector,confirmation38,data34-3,pedestrian,ocsort,controlled_partial_hungarian,678,105,105,True
MMOT,official_detector,confirmation38,data34-3,truck,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data34-3,pedestrian,ocsort,path_constrained_greedy,678,103,103,True
MMOT,official_detector,confirmation38,data34-3,truck,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-10,awning-bike,bytetrack,controlled_partial_hungarian,4,3,3,True
MMOT,official_detector,confirmation38,data36-10,bike,bytetrack,controlled_partial_hungarian,3,3,3,True
MMOT,official_detector,confirmation38,data36-10,car,bytetrack,controlled_partial_hungarian,21,9,9,True
MMOT,official_detector,confirmation38,data36-10,pedestrian,bytetrack,controlled_partial_hungarian,1241,292,292,True
MMOT,official_detector,confirmation38,data36-10,tricycle,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-10,awning-bike,bytetrack,path_constrained_greedy,4,3,3,True
MMOT,official_detector,confirmation38,data36-10,bike,bytetrack,path_constrained_greedy,3,3,3,True
MMOT,official_detector,confirmation38,data36-10,car,bytetrack,path_constrained_greedy,21,9,9,True
MMOT,official_detector,confirmation38,data36-10,pedestrian,bytetrack,path_constrained_greedy,1241,266,266,True
MMOT,official_detector,confirmation38,data36-10,tricycle,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-10,car,deepocsort,controlled_partial_hungarian,3,1,1,True
MMOT,official_detector,confirmation38,data36-10,pedestrian,deepocsort,controlled_partial_hungarian,650,151,151,True
MMOT,official_detector,confirmation38,data36-10,car,deepocsort,path_constrained_greedy,3,1,1,True
MMOT,official_detector,confirmation38,data36-10,pedestrian,deepocsort,path_constrained_greedy,650,142,142,True
MMOT,official_detector,confirmation38,data36-10,awning-bike,ocsort,controlled_partial_hungarian,8,6,6,True
MMOT,official_detector,confirmation38,data36-10,bike,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,confirmation38,data36-10,car,ocsort,controlled_partial_hungarian,6,3,3,True
MMOT,official_detector,confirmation38,data36-10,pedestrian,ocsort,controlled_partial_hungarian,995,138,138,True
MMOT,official_detector,confirmation38,data36-10,awning-bike,ocsort,path_constrained_greedy,8,6,6,True
MMOT,official_detector,confirmation38,data36-10,bike,ocsort,path_constrained_greedy,2,2,2,True
MMOT,official_detector,confirmation38,data36-10,car,ocsort,path_constrained_greedy,6,3,3,True
MMOT,official_detector,confirmation38,data36-10,pedestrian,ocsort,path_constrained_greedy,995,134,134,True
MMOT,official_detector,confirmation38,data36-11,car,bytetrack,controlled_partial_hungarian,28,8,8,True
MMOT,official_detector,confirmation38,data36-11,pedestrian,bytetrack,controlled_partial_hungarian,142,42,42,True
MMOT,official_detector,confirmation38,data36-11,car,bytetrack,path_constrained_greedy,28,8,8,True
MMOT,official_detector,confirmation38,data36-11,pedestrian,bytetrack,path_constrained_greedy,142,39,39,True
MMOT,official_detector,confirmation38,data36-11,car,deepocsort,controlled_partial_hungarian,6,1,1,True
MMOT,official_detector,confirmation38,data36-11,pedestrian,deepocsort,controlled_partial_hungarian,114,45,45,True
MMOT,official_detector,confirmation38,data36-11,car,deepocsort,path_constrained_greedy,6,1,1,True
MMOT,official_detector,confirmation38,data36-11,pedestrian,deepocsort,path_constrained_greedy,114,42,42,True
MMOT,official_detector,confirmation38,data36-11,awning-bike,ocsort,controlled_partial_hungarian,4,3,3,True
MMOT,official_detector,confirmation38,data36-11,bike,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-11,pedestrian,ocsort,controlled_partial_hungarian,1051,160,160,True
MMOT,official_detector,confirmation38,data36-11,awning-bike,ocsort,path_constrained_greedy,4,3,3,True
MMOT,official_detector,confirmation38,data36-11,bike,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-11,pedestrian,ocsort,path_constrained_greedy,1051,157,157,True
MMOT,official_detector,confirmation38,data36-12,awning-bike,bytetrack,controlled_partial_hungarian,7,6,6,True
MMOT,official_detector,confirmation38,data36-12,bike,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,confirmation38,data36-12,car,bytetrack,controlled_partial_hungarian,47,19,19,True
MMOT,official_detector,confirmation38,data36-12,pedestrian,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,confirmation38,data36-12,awning-bike,bytetrack,path_constrained_greedy,7,6,6,True
MMOT,official_detector,confirmation38,data36-12,bike,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,official_detector,confirmation38,data36-12,car,bytetrack,path_constrained_greedy,47,19,19,True
MMOT,official_detector,confirmation38,data36-12,pedestrian,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,official_detector,confirmation38,data36-12,pedestrian,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-12,pedestrian,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-12,awning-bike,ocsort,controlled_partial_hungarian,7,5,5,True
MMOT,official_detector,confirmation38,data36-12,bike,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-12,car,ocsort,controlled_partial_hungarian,15,9,9,True
MMOT,official_detector,confirmation38,data36-12,pedestrian,ocsort,controlled_partial_hungarian,25,9,9,True
MMOT,official_detector,confirmation38,data36-12,van,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-12,awning-bike,ocsort,path_constrained_greedy,7,5,5,True
MMOT,official_detector,confirmation38,data36-12,bike,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-12,car,ocsort,path_constrained_greedy,15,9,9,True
MMOT,official_detector,confirmation38,data36-12,pedestrian,ocsort,path_constrained_greedy,25,9,9,True
MMOT,official_detector,confirmation38,data36-12,van,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-13,awning-bike,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,confirmation38,data36-13,bike,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-13,car,bytetrack,controlled_partial_hungarian,11,7,7,True
MMOT,official_detector,confirmation38,data36-13,pedestrian,bytetrack,controlled_partial_hungarian,12,7,7,True
MMOT,official_detector,confirmation38,data36-13,awning-bike,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,official_detector,confirmation38,data36-13,bike,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-13,car,bytetrack,path_constrained_greedy,11,7,7,True
MMOT,official_detector,confirmation38,data36-13,pedestrian,bytetrack,path_constrained_greedy,12,7,7,True
MMOT,official_detector,confirmation38,data36-13,awning-bike,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,official_detector,confirmation38,data36-13,car,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,confirmation38,data36-13,pedestrian,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-13,awning-bike,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,official_detector,confirmation38,data36-13,car,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,official_detector,confirmation38,data36-13,pedestrian,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-13,awning-bike,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-13,bike,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-13,car,ocsort,controlled_partial_hungarian,8,5,5,True
MMOT,official_detector,confirmation38,data36-13,pedestrian,ocsort,controlled_partial_hungarian,26,10,10,True
MMOT,official_detector,confirmation38,data36-13,awning-bike,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-13,bike,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-13,car,ocsort,path_constrained_greedy,8,5,5,True
MMOT,official_detector,confirmation38,data36-13,pedestrian,ocsort,path_constrained_greedy,26,10,10,True
MMOT,official_detector,confirmation38,data36-4,awning-bike,bytetrack,controlled_partial_hungarian,26,13,13,True
MMOT,official_detector,confirmation38,data36-4,bike,bytetrack,controlled_partial_hungarian,79,33,33,True
MMOT,official_detector,confirmation38,data36-4,car,bytetrack,controlled_partial_hungarian,35,31,31,True
MMOT,official_detector,confirmation38,data36-4,pedestrian,bytetrack,controlled_partial_hungarian,2032,395,395,True
MMOT,official_detector,confirmation38,data36-4,tricycle,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-4,truck,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,confirmation38,data36-4,van,bytetrack,controlled_partial_hungarian,8,8,8,True
MMOT,official_detector,confirmation38,data36-4,awning-bike,bytetrack,path_constrained_greedy,26,13,13,True
MMOT,official_detector,confirmation38,data36-4,bike,bytetrack,path_constrained_greedy,79,33,33,True
MMOT,official_detector,confirmation38,data36-4,car,bytetrack,path_constrained_greedy,35,31,31,True
MMOT,official_detector,confirmation38,data36-4,pedestrian,bytetrack,path_constrained_greedy,2032,374,374,True
MMOT,official_detector,confirmation38,data36-4,tricycle,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-4,truck,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,official_detector,confirmation38,data36-4,van,bytetrack,path_constrained_greedy,8,8,8,True
MMOT,official_detector,confirmation38,data36-4,bike,deepocsort,controlled_partial_hungarian,7,4,4,True
MMOT,official_detector,confirmation38,data36-4,car,deepocsort,controlled_partial_hungarian,20,15,15,True
MMOT,official_detector,confirmation38,data36-4,pedestrian,deepocsort,controlled_partial_hungarian,57,28,28,True
MMOT,official_detector,confirmation38,data36-4,van,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-4,bike,deepocsort,path_constrained_greedy,7,4,4,True
MMOT,official_detector,confirmation38,data36-4,car,deepocsort,path_constrained_greedy,20,15,15,True
MMOT,official_detector,confirmation38,data36-4,pedestrian,deepocsort,path_constrained_greedy,57,27,27,True
MMOT,official_detector,confirmation38,data36-4,van,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data36-4,awning-bike,ocsort,controlled_partial_hungarian,10,7,7,True
MMOT,official_detector,confirmation38,data36-4,bike,ocsort,controlled_partial_hungarian,29,17,17,True
MMOT,official_detector,confirmation38,data36-4,car,ocsort,controlled_partial_hungarian,28,25,25,True
MMOT,official_detector,confirmation38,data36-4,pedestrian,ocsort,controlled_partial_hungarian,482,145,145,True
MMOT,official_detector,confirmation38,data36-4,tricycle,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data36-4,van,ocsort,controlled_partial_hungarian,5,4,4,True
