dataset,protocol,data_role,tracker,contrast,description,baseline,treatment,sequence_count,tracker_count,mean_delta_HOTA_pp,mean_delta_AssA_pp,mean_delta_IDF1_pp,IDF1_bootstrap_95_low_pp,IDF1_bootstrap_95_high_pp,improved_sequences,tied_sequences,worsened_sequences,baseline_IDSW_total,treatment_IDSW_total,delta_IDSW_total,baseline_accepted_links,treatment_accepted_links,baseline_conditional_link_error,treatment_conditional_link_error,baseline_auditable_fraction,treatment_auditable_fraction,bootstrap_seed,bootstrap_resamples,fresh_confirmation
MMOT,official_detector,exposed_exploratory_retest,ocsort,post_filter_only,Hungarian + full verifier post-filter minus Hungarian,cost_h,cost_h_full_postfilter,50,1,-0.05404553398810236,-0.2333453050549539,-0.1617935273550505,-0.3166788447850909,-0.03470791555757519,3,21,26,2668,2830,162,2624,2191,0.3343558282208589,0.3010033444816054,0.12423780487804878,0.13646736649931537,20260915,10000,False
MMOT,official_detector,exposed_exploratory_retest,all_trackers_sequence_mean,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,50,3,0.00732043572569764,0.02509898590310744,0.019965713674860174,-0.0005914785783265059,0.03988102069366779,20,23,7,12404,12255,-149,5912,6310,0.2851485148514851,0.2909441233140655,0.08541948579161028,0.08225039619651348,20260915,10000,False
MMOT,official_detector,exposed_exploratory_retest,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,50,1,0.015338926568930917,0.02891022371326966,0.05311910279428531,0.0036667774492352614,0.10077524812791118,17,26,7,8577,8466,-111,3095,3357,0.25874125874125875,0.26666666666666666,0.04620355411954766,0.044682752457551385,20260915,10000,False
MMOT,official_detector,exposed_exploratory_retest,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,50,1,-0.003425776141967134,-0.007728458332328429,-0.006562661964801038,-0.03038707602541763,0.014729434065073302,3,43,4,997,984,-13,626,661,0.2698412698412698,0.27692307692307694,0.10063897763578275,0.09833585476550681,20260915,10000,False
MMOT,official_detector,exposed_exploratory_retest,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,50,1,0.010048156750129138,0.0541151923283811,0.013340700195096247,-0.013216616618800098,0.03733382395912368,12,35,3,2830,2805,-25,2191,2292,0.3010033444816054,0.3059210526315789,0.13646736649931537,0.13263525305410123,20260915,10000,False
MMOT,official_detector,exposed_exploratory_retest,all_trackers_sequence_mean,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,50,3,-0.015020122129437445,-0.043472740999595444,-0.02989059832612289,-0.07518407860243108,0.007288328580661925,14,21,15,12030,12002,-28,7569,7392,0.31992687385740404,0.3165735567970205,0.07226846346941472,0.0726461038961039,20260915,10000,False
MMOT,official_detector,exposed_exploratory_retest,bytetrack,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,50,1,-0.008399297358180222,-0.012674513766773919,-0.01255080360687252,-0.06344862195220569,0.032981896958203465,14,28,8,8405,8362,-43,4058,3945,0.2875816993464052,0.27631578947368424,0.037703302119270574,0.0385297845373891,20260915,10000,False
MMOT,official_detector,exposed_exploratory_retest,deepocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,50,1,0.004320116374492073,0.008388436946598432,0.012751198890341583,-0.03661112050156674,0.057346665761730094,5,42,3,957,950,-7,887,866,0.3235294117647059,0.30303030303030304,0.07666290868094701,0.07621247113163972,20260915,10000,False
MMOT,official_detector,exposed_exploratory_retest,ocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,50,1,-0.04098118540462419,-0.12613214617861085,-0.08987219026183774,-0.1695653271749251,-0.029439480328758462,5,31,14,2668,2690,22,2624,2581,0.3343558282208589,0.3385579937304075,0.12423780487804878,0.12359550561797752,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,all_trackers_sequence_mean,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,50,3,-0.047037893255786785,-0.09240134152235875,-0.15992642351573802,-0.23936745538126464,-0.08379899817966202,9,5,36,21294,21727,433,10659,9022,0.3243655790879603,0.2698237885462555,0.4916971573318323,0.5032143648858346,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,bytetrack,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,50,1,-0.08429261463720439,-0.12989024831049473,-0.2677378084001197,-0.4145820376909287,-0.14889549910291985,4,12,34,16437,16650,213,6248,5216,0.519277108433735,0.48092643051771117,0.13284250960307298,0.14072085889570551,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,deepocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,50,1,-0.007140440795461842,-0.019294872321446378,-0.04868644185354782,-0.16144290054810384,0.07175839263155118,9,26,15,1198,1260,62,1150,936,0.35304347826086957,0.2702991452991453,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,ocsort,greedy_full_verifier,P-G (controlled-cost path-constrained greedy) + same full verifier/reassignment minus P-G,path_g,path_g_full_reassign,50,1,-0.049680624334694085,-0.12801890393513513,-0.16335502029354665,-0.27946457016627696,-0.04233101871572021,6,12,32,3659,3817,158,3261,2870,0.2646427476234284,0.2156794425087108,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,all_trackers_sequence_mean,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,50,3,-0.06096983685987668,-0.12124257272898645,-0.20957878125533963,-0.3044825853060581,-0.1172056799676983,9,4,37,21183,21705,522,11134,9082,0.3218178459264733,0.2694755321483432,0.4861684929046165,0.5017617264919622,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,bytetrack,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,50,1,-0.10480771803254667,-0.16035160518933175,-0.33150965631992513,-0.4498259669008912,-0.22152014391355615,3,10,37,16462,16636,174,6606,5266,0.5288135593220339,0.47368421052631576,0.13396911898274297,0.1407140144322066,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,deepocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,50,1,-0.001891459909271731,-0.01227937427859743,-0.042764846464777406,-0.1823228838683811,0.11066826404467721,10,25,15,1174,1257,83,1183,940,0.3533389687235841,0.2712765957446808,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,ocsort,hungarian_full_verifier,Hungarian + full verifier/reassignment minus Hungarian,cost_h,cost_h_full_reassign,50,1,-0.07621033263781164,-0.19109673871903005,-0.25446184098131625,-0.4363673838955134,-0.08589708427317179,7,10,33,3547,3812,265,3345,2876,0.25590433482810165,0.21627260083449235,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,all_trackers_sequence_mean,margin_only,Hungarian + margin-only verifier/reassignment minus Hungarian,cost_h,cost_h_margin_reassign,50,3,-0.00807237950244468,-0.010519698134940502,-0.04821375520155799,-0.08789518816651189,-0.006864775230168462,12,14,24,21183,21213,30,11134,10084,0.3218178459264733,0.2867588932806324,0.4861684929046165,0.5017850059500198,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,bytetrack,margin_only,Hungarian + margin-only verifier/reassignment minus Hungarian,cost_h,cost_h_margin_reassign,50,1,-0.0624620174961478,-0.09746895896823596,-0.17453644876289826,-0.25753098615382036,-0.09631417100179371,6,16,28,16462,16427,-35,6606,5787,0.5288135593220339,0.4744429882044561,0.13396911898274297,0.13184724382236046,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,deepocsort,margin_only,Hungarian + margin-only verifier/reassignment minus Hungarian,cost_h,cost_h_margin_reassign,50,1,0.0331103714494796,0.059355754393166364,0.039446889809695164,-0.037202308651148264,0.12768895809749925,7,39,4,1174,1195,21,1183,1105,0.3533389687235841,0.3230769230769231,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,ocsort,margin_only,Hungarian + margin-only verifier/reassignment minus Hungarian,cost_h,cost_h_margin_reassign,50,1,0.005134507539334159,0.0065541101702481,-0.009551706651470893,-0.05675907038956965,0.03824439742208318,10,30,10,3547,3591,44,3345,3192,0.25590433482810165,0.22932330827067668,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,all_trackers_sequence_mean,motion_only,Hungarian + motion-only verifier/reassignment minus Hungarian,cost_h,cost_h_motion_reassign,50,3,0.004961578569315233,0.011319017985870365,0.0034886787248487885,-0.03836484517835307,0.04772980924072847,15,21,14,21183,21246,63,11134,10923,0.3218178459264733,0.3075896262395118,0.4861684929046165,0.4800878879428728,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,bytetrack,motion_only,Hungarian + motion-only verifier/reassignment minus Hungarian,cost_h,cost_h_motion_reassign,50,1,0.00016802360135757864,0.0015715008900936134,-0.007560028803171406,-0.033186009575924026,0.018340285254675334,6,36,8,16462,16485,23,6606,6562,0.5288135593220339,0.5311438278595696,0.13396911898274297,0.13456263334349283,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,deepocsort,motion_only,Hungarian + motion-only verifier/reassignment minus Hungarian,cost_h,cost_h_motion_reassign,50,1,-0.007339279736332571,-0.02060107617182638,-0.019970624038922438,-0.13171237180387724,0.09896153599412819,10,28,12,1174,1214,40,1183,1031,0.3533389687235841,0.2938894277400582,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,ocsort,motion_only,Hungarian + motion-only verifier/reassignment minus Hungarian,cost_h,cost_h_motion_reassign,50,1,0.02205599184292069,0.05298662923934387,0.0379966890166402,0.001949222559767918,0.0992255783243318,6,43,1,3547,3547,0,3345,3330,0.25590433482810165,0.25255255255255254,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,all_trackers_sequence_mean,post_filter_only,Hungarian + full verifier post-filter minus Hungarian,cost_h,cost_h_full_postfilter,50,3,-0.07867062651061074,-0.15337763187177653,-0.2741173562573353,-0.37686726765617334,-0.17410887368363742,8,4,38,21183,21973,790,11134,8402,0.3218178459264733,0.24210037174721188,0.4861684929046165,0.5122589859557248,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,bytetrack,post_filter_only,Hungarian + full verifier post-filter minus Hungarian,cost_h,cost_h_full_postfilter,50,1,-0.14796902414638924,-0.2246912587014348,-0.48624521124149583,-0.6749169295693983,-0.32202008267243065,1,11,38,16462,16860,398,6606,4767,0.5288135593220339,0.4349775784753363,0.13396911898274297,0.14033983637507866,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,deepocsort,post_filter_only,Hungarian + full verifier post-filter minus Hungarian,cost_h,cost_h_full_postfilter,50,1,-0.0030692940142215265,-0.013324134161838828,-0.047630921106273545,-0.18321924449107463,0.09952770645004175,11,24,15,1174,1275,101,1183,880,0.3533389687235841,0.2409090909090909,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,ocsort,post_filter_only,Hungarian + full verifier post-filter minus Hungarian,cost_h,cost_h_full_postfilter,50,1,-0.08497356137122146,-0.22211750275205602,-0.2884759364242367,-0.46846848129699914,-0.12508302096561,6,10,34,3547,3838,291,3345,2755,0.25590433482810165,0.1956442831215971,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,all_trackers_sequence_mean,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,50,3,0.01770078965073406,0.03213505914279013,0.06453857500199572,0.02509252437533082,0.11086470288144165,25,15,10,21973,21705,-268,8402,9082,0.24210037174721188,0.2694755321483432,0.5122589859557248,0.5017617264919622,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,bytetrack,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,50,1,0.043161306113842564,0.06433965351210301,0.15473555492157065,0.05046538193244655,0.2804487573404186,22,17,11,16860,16636,-224,4767,5266,0.4349775784753363,0.47368421052631576,0.14033983637507866,0.1407140144322066,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,deepocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,50,1,0.0011778341049497954,0.0010447598832413973,0.004866074641496141,-0.06710457023476388,0.08678793545792571,8,38,4,1275,1257,-18,880,940,0.2409090909090909,0.2712765957446808,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,ocsort,reassignment_after_verification,Verification followed by reassignment minus post-filter only,cost_h_full_postfilter,cost_h_full_reassign,50,1,0.008763228733409819,0.03102076403302597,0.0340140954429204,0.008230230303554487,0.0671551578253563,11,36,3,3838,3812,-26,2755,2876,0.1956442831215971,0.21627260083449235,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,all_trackers_sequence_mean,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,50,3,0.0015455296374422077,-0.0003690740543274401,-0.013403539573448016,-0.05396767640853476,0.030424636457905708,14,15,21,21183,21140,-43,11134,10886,0.3218178459264733,0.31873479318734793,0.4861684929046165,0.4908138893992284,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,bytetrack,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,50,1,0.015702112381490246,0.025685080932852662,0.004357813293096875,-0.06871147395286593,0.09348821063569696,11,23,16,16462,16389,-73,6606,6413,0.5288135593220339,0.5160919540229885,0.13396911898274297,0.13566193669109622,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,deepocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,50,1,-4.757828080499849e-05,-0.0033299488705878844,-0.0020793869097744276,-0.060368587677376385,0.06382534325202138,6,36,8,1174,1185,11,1183,1162,0.3533389687235841,0.3493975903614458,1.0,1.0,20260915,10000,False
MMOT,oracle_aabb,exposed_exploratory_retest,ocsort,same_cue_cost_only,Hungarian + same-cue soft cost minus Hungarian,cost_h,cost_h_soft_information,50,1,-0.01101794518835863,-0.023462354225247103,-0.042489045103666495,-0.11575570691985024,0.009587418637311237,10,30,10,3547,3566,19,3345,3311,0.25590433482810165,0.2561159770462096,1.0,1.0,20260915,10000,False
