AssA,DetA,FN,FP,Frag,HOTA,IDF1,IDSW,MOTA,TP,family,invalid_class_instances,method,predicted_boxes,sequence,tracker,valid_gt_boxes,valid_output
75.00092565066933,73.27896888613189,176,2,42,74.06111781139208,82.96795952782462,71,80.43990573448548,1097,confirmation38,0,geometry_greedy,1099,data23-1,bytetrack,1273,True
75.1758433119087,73.19498325255908,176,2,42,74.10732597462379,82.96795952782462,65,80.91123330714846,1097,confirmation38,0,geometry_reid_greedy,1099,data23-1,bytetrack,1273,True
74.56894942662198,73.45408625203422,176,2,42,73.92986936703585,81.70320404721754,89,79.02592301649646,1097,confirmation38,0,no_refinement,1099,data23-1,bytetrack,1273,True
74.98050963357471,73.45408625203422,176,2,42,74.13733443988501,82.63069139966274,71,80.43990573448548,1097,confirmation38,0,partial_hungarian_u080,1099,data23-1,bytetrack,1273,True
74.98050963357471,73.45408625203422,176,2,42,74.13733443988501,82.63069139966274,71,80.43990573448548,1097,confirmation38,0,partial_hungarian_u100,1099,data23-1,bytetrack,1273,True
75.16238764392739,73.19498325255908,176,2,42,74.10060729317827,82.96795952782462,65,80.91123330714846,1097,confirmation38,0,regr_final,1099,data23-1,bytetrack,1273,True
75.02401114393172,73.27896888613189,176,2,42,74.07271443468312,82.88364249578414,66,80.83267871170463,1097,confirmation38,0,regr_final_motion_always,1099,data23-1,bytetrack,1273,True
75.1758433119087,73.19498325255908,176,2,42,74.10732597462379,82.96795952782462,65,80.91123330714846,1097,confirmation38,0,regr_final_no_gap,1099,data23-1,bytetrack,1273,True
75.16238764392739,73.19498325255908,176,2,42,74.10060729317827,82.96795952782462,65,80.91123330714846,1097,confirmation38,0,regr_final_no_motion,1099,data23-1,bytetrack,1273,True
75.16238764392739,73.19498325255908,176,2,42,74.10060729317827,82.96795952782462,65,80.91123330714846,1097,confirmation38,0,regr_final_no_reciprocal,1099,data23-1,bytetrack,1273,True
75.16238764392739,73.19498325255908,176,2,42,74.10060729317827,82.96795952782462,65,80.91123330714846,1097,confirmation38,0,regr_t,1099,data23-1,bytetrack,1273,True
75.16238764392739,73.19498325255908,176,2,42,74.10060729317827,82.96795952782462,65,80.91123330714846,1097,confirmation38,0,regr_tg_old,1099,data23-1,bytetrack,1273,True
75.02538330127744,73.45408625203422,176,2,42,74.15976179476344,82.71500843170321,71,80.43990573448548,1097,confirmation38,0,s2_h_cond_w3_endpoint_c50_r100,1099,data23-1,bytetrack,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,geometry_greedy,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,geometry_reid_greedy,1198,data23-1,deepocsort,1273,True
94.4556344365594,94.10840534171247,75,0,4,94.28186003873891,95.10319708619991,3,93.87274155538098,1198,confirmation38,0,no_refinement,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,partial_hungarian_u080,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,partial_hungarian_u100,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,regr_final,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,regr_final_motion_always,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,regr_final_no_gap,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,regr_final_no_motion,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,regr_final_no_reciprocal,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,regr_t,1198,data23-1,deepocsort,1273,True
94.4556344365594,94.10840534171247,75,0,4,94.28186003873891,95.10319708619991,3,93.87274155538098,1198,confirmation38,0,regr_tg_old,1198,data23-1,deepocsort,1273,True
96.15847249999845,94.10840534171247,75,0,4,95.12791654961109,96.2363415621206,2,93.95129615082483,1198,confirmation38,0,s2_h_cond_w3_endpoint_c50_r100,1198,data23-1,deepocsort,1273,True
77.38450473751308,73.36999214454046,339,0,25,75.35051761401836,75.4870865428183,36,70.54202670856246,934,confirmation38,0,geometry_greedy,934,data23-1,ocsort,1273,True
77.3997579741191,73.36999214454046,339,0,25,75.35794340711833,75.4870865428183,34,70.69913589945011,934,confirmation38,0,geometry_reid_greedy,934,data23-1,ocsort,1273,True
77.32972948804931,73.36999214454046,339,0,25,75.32384512939852,75.0339827820571,44,69.91358994501178,934,confirmation38,0,no_refinement,934,data23-1,ocsort,1273,True
77.38958663734778,73.36999214454046,339,0,25,75.35299173656902,75.39646579066607,36,70.54202670856246,934,confirmation38,0,partial_hungarian_u080,934,data23-1,ocsort,1273,True
77.38958663734778,73.36999214454046,339,0,25,75.35299173656902,75.39646579066607,36,70.54202670856246,934,confirmation38,0,partial_hungarian_u100,934,data23-1,ocsort,1273,True
77.3997579741191,73.36999214454046,339,0,25,75.35794340711833,75.4870865428183,34,70.69913589945011,934,confirmation38,0,regr_final,934,data23-1,ocsort,1273,True
77.3997579741191,73.36999214454046,339,0,25,75.35794340711833,75.4870865428183,34,70.69913589945011,934,confirmation38,0,regr_final_motion_always,934,data23-1,ocsort,1273,True
77.3997579741191,73.36999214454046,339,0,25,75.35794340711833,75.4870865428183,34,70.69913589945011,934,confirmation38,0,regr_final_no_gap,934,data23-1,ocsort,1273,True
77.3997579741191,73.36999214454046,339,0,25,75.35794340711833,75.4870865428183,34,70.69913589945011,934,confirmation38,0,regr_final_no_motion,934,data23-1,ocsort,1273,True
77.3997579741191,73.36999214454046,339,0,25,75.35794340711833,75.4870865428183,34,70.69913589945011,934,confirmation38,0,regr_final_no_reciprocal,934,data23-1,ocsort,1273,True
77.3997579741191,73.36999214454046,339,0,25,75.35794340711833,75.4870865428183,34,70.69913589945011,934,confirmation38,0,regr_t,934,data23-1,ocsort,1273,True
77.3997579741191,73.36999214454046,339,0,25,75.35794340711833,75.4870865428183,34,70.69913589945011,934,confirmation38,0,regr_tg_old,934,data23-1,ocsort,1273,True
77.38958663734778,73.36999214454046,339,0,25,75.35299173656902,75.39646579066607,36,70.54202670856246,934,confirmation38,0,s2_h_cond_w3_endpoint_c50_r100,934,data23-1,ocsort,1273,True
52.54990663460932,48.81567232465837,4535,35,814,50.32063133187415,54.958252316138626,642,52.588010552169564,6458,confirmation38,0,geometry_greedy,6493,data24-1,bytetrack,10993,True
53.49880746336798,48.80584916618158,4535,35,814,50.78189187898663,56.22783941438866,638,52.624397343764215,6458,confirmation38,0,geometry_reid_greedy,6493,data24-1,bytetrack,10993,True
50.40660245714715,48.80584916618158,4535,35,814,49.219328860254116,51.023676083724126,1045,48.92204129900846,6458,confirmation38,0,no_refinement,6493,data24-1,bytetrack,10993,True
53.390120989958014,48.79833641178051,4535,35,814,50.71265654718948,55.061191810591325,700,52.06040207404712,6458,confirmation38,0,partial_hungarian_u080,6493,data24-1,bytetrack,10993,True
52.892539107874825,48.79833641178051,4535,35,814,50.476673720924495,55.061191810591325,701,52.05130537614846,6458,confirmation38,0,partial_hungarian_u100,6493,data24-1,bytetrack,10993,True
53.997714229599936,48.80584916618158,4535,35,814,51.01717019682322,56.22783941438866,639,52.615300645865545,6458,confirmation38,0,regr_final,6493,data24-1,bytetrack,10993,True
53.85778888030327,48.80584916618158,4535,35,814,50.94830892875842,55.976209539059816,648,52.53343036477759,6458,confirmation38,0,regr_final_motion_always,6493,data24-1,bytetrack,10993,True
53.99428625943623,48.80584916618158,4535,35,814,51.01547498427475,56.22783941438866,638,52.624397343764215,6458,confirmation38,0,regr_final_no_gap,6493,data24-1,bytetrack,10993,True
53.50223543353169,48.80584916618158,4535,35,814,50.7835947458139,56.22783941438866,639,52.615300645865545,6458,confirmation38,0,regr_final_no_motion,6493,data24-1,bytetrack,10993,True
53.997714229599936,48.80584916618158,4535,35,814,51.01717019682322,56.22783941438866,639,52.615300645865545,6458,confirmation38,0,regr_final_no_reciprocal,6493,data24-1,bytetrack,10993,True
53.50223543353169,48.80584916618158,4535,35,814,50.7835947458139,56.22783941438866,639,52.615300645865545,6458,confirmation38,0,regr_t,6493,data24-1,bytetrack,10993,True
53.90731714894985,48.80584916618158,4535,35,814,50.97268206639907,56.22783941438866,640,52.60620394796689,6458,confirmation38,0,regr_tg_old,6493,data24-1,bytetrack,10993,True
53.32006567591389,48.80584916618158,4535,35,814,50.68190681890138,55.11838041862062,714,51.933048303465846,6458,confirmation38,0,s2_h_cond_w3_endpoint_c50_r100,6493,data24-1,bytetrack,10993,True
76.75788905560249,77.42051455210834,2476,0,247,77.0884896071831,77.35520246027679,158,76.03929773492223,8517,confirmation38,0,geometry_greedy,8517,data24-1,deepocsort,10993,True
77.96627314255599,77.43665017512527,2476,0,247,77.70100988113835,77.76524859046643,135,76.24852178659147,8517,confirmation38,0,geometry_reid_greedy,8517,data24-1,deepocsort,10993,True
76.04929938496322,77.4510893114479,2476,0,247,76.74699347560527,75.1922091235264,243,75.26607841353588,8517,confirmation38,0,no_refinement,8517,data24-1,deepocsort,10993,True
77.83100956285945,77.40438170895193,2476,0,247,77.61740226832315,77.9600205023065,143,76.17574820340216,8517,confirmation38,0,partial_hungarian_u080,8517,data24-1,deepocsort,10993,True
78.22504851723737,77.40438170895193,2476,0,247,77.81363296997509,78.40082009226037,142,76.18484490130083,8517,confirmation38,0,partial_hungarian_u100,8517,data24-1,deepocsort,10993,True
77.92616063044765,77.43665017512527,2476,0,247,77.681019290828,77.76524859046643,135,76.24852178659147,8517,confirmation38,0,regr_final,8517,data24-1,deepocsort,10993,True
77.92616063044765,77.43665017512527,2476,0,247,77.681019290828,77.76524859046643,135,76.24852178659147,8517,confirmation38,0,regr_final_motion_always,8517,data24-1,deepocsort,10993,True
77.96627314255599,77.43665017512527,2476,0,247,77.70100988113835,77.76524859046643,135,76.24852178659147,8517,confirmation38,0,regr_final_no_gap,8517,data24-1,deepocsort,10993,True
77.92616063044765,77.43665017512527,2476,0,247,77.681019290828,77.76524859046643,135,76.24852178659147,8517,confirmation38,0,regr_final_no_motion,8517,data24-1,deepocsort,10993,True
77.91471243624933,77.43665017512527,2476,0,247,77.67531299116752,77.65248590466427,135,76.24852178659147,8517,confirmation38,0,regr_final_no_reciprocal,8517,data24-1,deepocsort,10993,True
