atomic_context,class_name,controlled_cost,controlled_cost_in_rank,controlled_cost_out_rank,controlled_greedy_accepted,controlled_reciprocal_accepted,controlled_reciprocal_proposed,cosine_distance,destination_choice_count_across_methods,destination_conflict,destination_gt_purity,destination_majority_gt_identity,earlier,endpoint_center_distance_pixels,endpoint_top_left_distance_pixels,enters_fixed_candidate_graph,family,gap,geometry_first_in_rank,geometry_first_out_rank,historical_reciprocal_accepted,historical_reciprocal_proposed,later,partial_hungarian_selected,passes_appearance_gate,passes_geometry_gate,posthoc_gt_correctness,protocol,selected_methods,selection_count,sequence,source_choice_count_across_methods,source_conflict,source_gt_purity,source_majority_gt_identity,tracker
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.6339436644630773,19,26,True,False,False,0.16581344604492188,2,True,0.3333333333333333,28,2770,50.36823952817206,50.96058569242366,True,confirmation38,13,21,31,False,False,4385,False,True,True,false,oracle_aabb,Cost-G,1,data34-1,3,True,1.0,36,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.45072777722198554,1,2,False,False,False,0.02844095230102539,1,False,,,2771,37.989241986439616,38.29232211602412,True,confirmation38,17,2,2,False,False,3446,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,2,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.40556194800961093,2,1,True,False,False,0.024457454681396484,3,True,,,2771,23.93385472999645,23.933049797533574,True,confirmation38,21,3,1,False,False,3573,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,2,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.2662955032119273,2,1,True,False,False,0.09393113851547241,3,True,1.0,9,2772,6.551382635464731,7.192933348065901,True,confirmation38,11,2,1,False,False,3212,True,True,True,unknown,oracle_aabb,Cost-G;Cost-H,2,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.6816115103227457,5,2,True,False,False,0.20739853382110596,3,True,0.3333333333333333,39,2773,48.77616800271694,49.57519580640154,True,confirmation38,14,5,3,False,False,3346,True,True,True,false,oracle_aabb,Cost-G;Cost-H,2,data34-1,1,False,1.0,60,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.2178930749232524,1,1,True,True,True,0.07343494892120361,2,True,1.0,120,2776,18.822616726782655,18.428137844793092,True,confirmation38,2,3,2,False,False,4523,False,True,True,false,oracle_aabb,Cost-G;Cost-R,2,data34-1,3,True,0.25,46,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.4217954359260263,7,3,False,False,False,0.19844645261764526,2,True,1.0,80,2776,18.54773061455938,19.808707076714384,True,confirmation38,8,1,1,True,True,4626,True,True,True,false,oracle_aabb,ACE-v1;Cost-H,2,data34-1,3,True,0.25,46,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.5428082262658964,9,8,True,False,False,0.29164958000183105,2,True,,,2776,21.42760100020388,22.799426543924294,True,confirmation38,8,6,4,False,False,4654,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,3,True,0.25,46,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.21344284866739263,1,1,True,True,True,0.048566341400146484,2,True,,,2777,13.480907440092926,14.612007818391588,True,confirmation38,7,2,1,False,False,3996,True,True,True,unknown,oracle_aabb,Cost-G;Cost-H;Cost-R,3,data34-1,1,False,1.0,58,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.3536385564120376,3,1,True,False,False,0.06809401512145996,2,True,0.5,38,2778,20.199792369051874,20.219606331296255,True,confirmation38,14,6,2,False,False,3723,True,True,True,unknown,oracle_aabb,Cost-G;Cost-H,2,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.3678434090000173,1,1,False,True,True,0.04543203115463257,2,True,,,2781,41.3649567733202,42.94401922181949,True,confirmation38,6,5,7,False,False,3594,False,True,True,unknown,oracle_aabb,Cost-R,1,data34-1,3,True,0.5,40,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.43687140206228836,1,3,False,False,False,0.10018789768218994,1,False,1.0,101,2781,42.71600009854276,42.98851532765263,True,confirmation38,6,2,8,False,False,3603,True,True,True,false,oracle_aabb,Cost-H,1,data34-1,3,True,0.5,40,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.43212686389480787,1,2,True,False,False,0.06449854373931885,2,True,1.0,103,2781,48.47619952376818,49.163211209294936,True,confirmation38,6,8,11,False,False,3606,False,True,True,false,oracle_aabb,Cost-G,1,data34-1,3,True,0.5,40,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.4921049374781088,10,2,False,False,False,0.07472872734069824,2,True,0.3333333333333333,38,2782,32.663714671426604,33.30174822475706,True,confirmation38,19,8,4,False,False,4050,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.5702957949869453,2,2,False,False,False,0.14398622512817383,2,True,1.0,69,2783,31.034664899347433,31.65796954223947,True,confirmation38,20,2,2,False,False,3652,True,True,True,correct,oracle_aabb,Cost-H,1,data34-1,1,False,1.0,69,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.4988932257886541,3,1,False,False,False,0.1252063512802124,3,True,,,2784,6.196217853755657,7.199695630887547,True,confirmation38,29,1,1,True,True,4005,False,True,True,unknown,oracle_aabb,ACE-v1,1,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.35959804808181867,5,2,True,False,False,0.07748961448669434,4,True,1.0,72,2785,35.96058194427278,35.21130448654218,True,confirmation38,5,8,3,False,False,3041,True,True,True,false,oracle_aabb,Cost-G;Cost-H,2,data34-1,1,False,1.0,20,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.19973275567268442,1,1,True,True,True,0.06626254320144653,1,False,0.6666666666666666,48,2792,13.4744384323944,14.467786298519732,True,confirmation38,4,1,2,False,False,4382,True,True,True,false,oracle_aabb,Cost-G;Cost-H;Cost-R,3,data34-1,3,True,0.5,45,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.42874002301888137,1,4,True,False,False,0.13903844356536865,2,True,,,2792,30.585055811131166,33.05831020868419,True,confirmation38,8,1,7,False,False,4490,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,3,True,0.5,45,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.5566156831517219,1,10,False,False,False,0.19799202680587769,1,False,,,2792,7.876382805623208,8.303743632921949,True,confirmation38,26,1,1,True,True,4968,False,True,True,unknown,oracle_aabb,ACE-v1,1,data34-1,3,True,0.5,45,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.17708959590403053,1,1,True,True,True,0.02958548069000244,2,True,,,2793,16.462445197664593,17.813951656835027,True,confirmation38,4,2,1,False,False,3580,True,True,True,unknown,oracle_aabb,Cost-G;Cost-H;Cost-R,3,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.3144675012232776,3,1,False,False,False,0.12324780225753784,4,True,1.0,72,2794,18.291707287958868,19.73101382600734,True,confirmation38,6,1,1,True,True,3041,False,True,True,unknown,oracle_aabb,ACE-v1,1,data34-1,2,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.35379969641156217,3,3,False,False,False,0.073691725730896,2,True,1.0,99,2794,22.866800190576832,22.944337401710143,True,confirmation38,12,4,2,False,False,3257,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,2,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.26806675791249224,2,1,True,False,False,0.13811808824539185,2,True,0.6666666666666666,40,2796,15.24269887723938,15.061794603717727,True,confirmation38,2,1,1,True,True,3305,True,True,True,false,oracle_aabb,ACE-v1;Cost-G;Cost-H,3,data34-1,1,False,1.0,104,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.19725978035473077,1,1,True,True,True,0.03065180778503418,2,True,,,2800,23.26169899794098,22.64570070704987,True,confirmation38,2,3,9,False,False,3769,False,True,True,unknown,oracle_aabb,Cost-G;Cost-R,2,data34-1,2,True,1.0,56,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.27213650418533064,2,3,False,False,False,0.044517457485198975,1,False,,,2800,12.90765598495974,13.878728528112424,True,confirmation38,13,5,4,False,False,4098,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,2,True,1.0,56,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.48458633529018025,1,1,True,True,True,0.044792115688323975,1,False,1.0,97,2830,36.911524113353686,37.428122445754134,True,confirmation38,19,2,1,False,False,3590,True,True,True,unknown,oracle_aabb,Cost-G;Cost-H;Cost-R,3,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.5132213796742368,3,3,True,False,False,0.1533222198486328,3,True,0.3333333333333333,39,2848,32.7391206739997,33.69525541918911,True,confirmation38,13,3,4,False,False,3346,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,2,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.4067951998783205,8,1,False,False,False,0.19721055030822754,2,True,1.0,58,2868,23.632607090081173,23.671809639762788,True,confirmation38,4,1,1,True,True,3024,False,True,True,unknown,oracle_aabb,ACE-v1,1,data34-1,2,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.6512490231152191,3,9,False,False,False,0.2711675763130188,2,True,,,2868,33.90869982329104,32.294360226006695,True,confirmation38,13,3,4,False,False,3376,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,2,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.31019720545596635,1,2,True,False,False,0.07563632726669312,2,True,1.0,69,2869,26.31587890134071,29.834889793907394,True,confirmation38,6,1,4,False,False,3652,False,True,True,correct,oracle_aabb,Cost-G,1,data34-1,2,True,1.0,69,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.23316030599945559,1,1,True,True,True,0.0416717529296875,2,True,1.0,23,2879,25.331629119467465,25.99533776599441,True,confirmation38,3,8,2,False,False,6002,True,True,True,false,oracle_aabb,Cost-G;Cost-H;Cost-R,3,data34-1,1,False,0.3333333333333333,35,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.14874363301094906,1,1,True,True,True,0.06331449747085571,2,True,1.0,23,2924,3.768374910483048,3.806788822076464,True,confirmation38,5,1,1,True,True,3987,False,True,True,unknown,oracle_aabb,ACE-v1;Cost-G;Cost-R,3,data34-1,3,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.1925239697086072,1,2,True,False,False,0.038286685943603516,2,True,0.5,24,2924,4.58056257892621,5.4254464509801155,True,confirmation38,11,1,2,False,False,4109,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,3,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.32734722045293124,3,4,False,False,False,0.10432898998260498,2,True,0.3333333333333333,38,2924,14.718643211256067,13.752380438213555,True,confirmation38,11,2,5,False,False,4110,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,3,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.2022972391179394,1,1,True,True,True,0.06903725862503052,4,True,0.5,26,2931,6.05554703987107,5.677703731942862,True,confirmation38,8,1,2,False,False,3585,False,True,True,false,oracle_aabb,Cost-G;Cost-R,2,data34-1,2,True,1.0,59,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.41933901858231987,1,4,False,False,False,0.13097822666168213,1,False,1.0,59,2931,3.011596511441058,2.7179920834825277,True,confirmation38,23,1,1,True,True,4052,True,True,True,correct,oracle_aabb,ACE-v1;Cost-H,2,data34-1,2,True,1.0,59,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.2536155314183441,1,1,True,True,True,0.09453058242797852,2,True,0.5,38,2937,4.349289238897372,6.135596910489388,True,confirmation38,11,1,1,True,True,3723,False,True,True,false,oracle_aabb,ACE-v1;Cost-G;Cost-R,3,data34-1,2,True,1.0,46,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.33185153596888317,1,2,False,False,False,0.0394023060798645,2,True,,,2937,20.031747320223896,19.309921066850194,True,confirmation38,15,4,3,False,False,3849,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,2,True,1.0,46,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.34167928170898404,1,3,True,False,False,0.17321789264678955,1,False,1.0,11,2946,15.453801163404277,15.815181980590287,True,confirmation38,5,1,1,True,True,3158,True,True,True,unknown,oracle_aabb,ACE-v1;Cost-G;Cost-H,3,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.380898309206529,3,2,False,False,False,0.05333954095840454,1,False,1.0,104,2966,31.069305176703125,30.997881109816298,True,confirmation38,12,2,6,False,False,4192,True,True,True,false,oracle_aabb,Cost-H,1,data34-1,2,True,0.5,101,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.4555156294370657,3,3,True,False,False,0.10834842920303345,4,True,,,2966,11.296200169893037,13.913266256382137,True,confirmation38,24,2,1,False,False,4517,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,2,True,0.5,101,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.4095206252018769,4,2,True,False,False,0.18441927433013916,2,True,,,2983,31.927369531117503,32.194420240866656,True,confirmation38,1,6,10,False,False,3849,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,2,True,0.6666666666666666,48,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.494933665605302,3,9,False,False,False,0.06831026077270508,1,False,1.0,48,2983,21.473840349878895,22.333944852763832,True,confirmation38,26,2,4,False,False,4493,True,True,True,correct,oracle_aabb,Cost-H,1,data34-1,2,True,0.6666666666666666,48,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.3155215460602672,2,1,True,False,False,0.04712975025177002,4,True,,,3000,25.08726755378626,24.54051962396117,True,confirmation38,10,6,6,False,False,3588,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,2,True,1.0,32,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.42195280604907826,5,5,False,False,False,0.06325078010559082,2,True,1.0,32,3000,8.526236645406257,7.678281955372507,True,confirmation38,27,2,1,False,False,4090,True,True,True,correct,oracle_aabb,Cost-H,1,data34-1,2,True,1.0,32,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.41278888960845267,7,3,False,False,False,0.054599642753601074,3,True,0.75,40,3007,52.60023228056783,52.64694320722371,True,confirmation38,3,11,6,False,False,4572,True,True,True,correct,oracle_aabb,Cost-H,1,data34-1,2,True,0.5,40,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.32401291189383413,4,1,True,False,False,0.13215887546539307,3,True,1.0,11,3007,18.233003293827235,18.08434311500488,True,confirmation38,6,3,2,False,False,4634,False,True,True,false,oracle_aabb,Cost-G,1,data34-1,2,True,0.5,40,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.2820529419474396,3,1,True,False,False,0.10732483863830566,2,True,,,3024,8.529181670971496,9.299861498748788,True,confirmation38,10,1,1,True,True,3996,False,True,True,unknown,oracle_aabb,ACE-v1;Cost-G,2,data34-1,2,True,1.0,58,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.3777658094635588,4,2,False,False,False,0.09589540958404541,3,True,1.0,63,3024,15.417200137745557,15.555773036325148,True,confirmation38,16,1,2,False,False,4117,True,True,True,false,oracle_aabb,Cost-H,1,data34-1,2,True,1.0,58,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.31129428393151665,3,2,False,False,False,0.0914379358291626,2,True,,,3041,32.7666019466871,32.56147933366863,True,confirmation38,1,8,3,False,False,3084,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,2,True,1.0,72,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.259976483812891,1,1,True,True,True,0.06586730480194092,2,True,1.0,99,3041,19.820447282104517,18.309562311030096,True,confirmation38,6,1,1,True,True,3257,False,True,True,false,oracle_aabb,ACE-v1;Cost-G;Cost-R,3,data34-1,2,True,1.0,72,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.32308843170460194,2,2,True,False,False,0.0515514612197876,3,True,1.0,63,3084,16.358490007631595,16.111158434844665,True,confirmation38,15,2,4,False,False,4117,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,3,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.36337003712253985,2,3,False,False,False,0.059706270694732666,3,True,,,3084,1.3432398311847502,1.1694525379078615,True,confirmation38,26,1,1,True,True,4384,True,True,True,unknown,oracle_aabb,ACE-v1;Cost-H,2,data34-1,3,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.6863765551694613,4,7,True,False,False,0.1160743236541748,2,True,,,3084,36.97183893302908,36.75793443616666,True,confirmation38,30,3,7,False,False,4521,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,3,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.2392953282096353,1,1,True,True,True,0.09775173664093018,1,False,0.3333333333333333,28,3104,17.895910770419295,16.381510924813707,True,confirmation38,2,2,4,False,False,4496,True,True,True,false,oracle_aabb,Cost-G;Cost-H;Cost-R,3,data34-1,2,True,0.6666666666666666,35,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.24273229438935742,1,2,False,False,False,0.11906176805496216,2,True,,,3104,3.5561710975009095,3.1184789820674657,True,confirmation38,8,1,1,True,True,4644,False,True,True,unknown,oracle_aabb,ACE-v1,1,data34-1,2,True,0.6666666666666666,35,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.3542415803763035,3,3,True,False,False,0.10651534795761108,1,False,0.3333333333333333,28,3109,15.088713636528038,15.011074464186674,True,confirmation38,13,1,1,True,True,4043,True,True,True,unknown,oracle_aabb,ACE-v1;Cost-G;Cost-H,3,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.49460417864724976,1,2,False,False,False,0.27772629261016846,2,True,,,3158,23.359869164932,22.876939826326144,True,confirmation38,4,1,1,True,True,3376,False,True,True,unknown,oracle_aabb,ACE-v1,1,data34-1,3,True,1.0,11,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.49198924428659296,3,1,True,False,False,0.14744579792022705,2,True,1.0,20,3158,39.479829021912884,39.07689523570851,True,confirmation38,8,2,2,False,False,3519,False,True,True,false,oracle_aabb,Cost-G,1,data34-1,3,True,1.0,11,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.5955551673114495,2,3,False,False,False,0.15205180644989014,1,False,1.0,11,3158,52.057104757242655,52.274212433254974,True,confirmation38,10,2,4,False,False,3587,True,True,True,correct,oracle_aabb,Cost-H,1,data34-1,3,True,1.0,11,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.24331220007789245,4,1,True,False,False,0.019098281860351562,3,True,,,3160,20.14516133845447,18.990006607509375,True,confirmation38,9,5,7,False,False,4083,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,2,True,1.0,67,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.42209886747373665,5,9,False,False,False,0.09189713001251221,1,False,1.0,80,3160,3.2985059642059746,3.1745771119999038,True,confirmation38,27,1,1,True,True,4530,True,True,True,false,oracle_aabb,ACE-v1;Cost-H,2,data34-1,2,True,1.0,67,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.28600596108599463,2,1,True,False,False,0.029815852642059326,2,True,1.0,76,3176,30.724743928144907,31.477270659647097,True,confirmation38,6,7,4,False,False,3373,False,True,True,false,oracle_aabb,Cost-G,1,data34-1,2,True,1.0,80,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.34686317562910923,1,3,False,False,False,0.04792499542236328,1,False,,,3176,26.446174818036422,25.789523288781968,True,confirmation38,12,4,2,False,False,3584,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,2,True,1.0,80,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.2746564150057427,1,1,True,True,True,0.06160527467727661,2,True,,,3212,17.524008118446837,17.85593849581111,True,confirmation38,9,4,5,False,False,3572,False,True,True,unknown,oracle_aabb,Cost-G;Cost-R,2,data34-1,2,True,1.0,9,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.3490246258531264,4,2,False,False,False,0.05219006538391113,3,True,0.8,8,3212,13.187551278715471,13.247790405690626,True,confirmation38,19,3,2,False,False,3871,True,True,True,false,oracle_aabb,Cost-H,1,data34-1,2,True,1.0,9,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.2886325786967507,2,1,True,False,False,0.058950603008270264,2,True,0.3333333333333333,31,3214,18.483431600114315,19.42463353464099,True,confirmation38,10,5,2,False,False,5037,True,True,True,false,oracle_aabb,Cost-G;Cost-H,2,data34-1,1,False,0.5,28,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.20868220967283893,1,1,True,True,True,0.11305797100067139,2,True,0.3333333333333333,31,3237,10.03860324589534,9.278892117287839,True,confirmation38,2,1,1,True,True,4189,False,True,True,false,oracle_aabb,ACE-v1;Cost-G;Cost-R,3,data34-1,2,True,0.5,32,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.45771553357114264,5,3,True,False,False,0.1530507206916809,1,False,1.0,32,3237,29.130430912430366,26.35054828587528,True,confirmation38,10,8,3,False,False,4406,True,True,True,correct,oracle_aabb,Cost-G;Cost-H,2,data34-1,2,True,0.5,32,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.5362042168580378,3,3,True,False,False,0.13741463422775269,1,False,,,3238,54.11434617315491,50.61968174487979,True,confirmation38,5,3,5,False,False,3795,True,True,True,unknown,oracle_aabb,Cost-G;Cost-H,2,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.5490902019042813,7,4,False,False,False,0.07949560880661011,1,False,1.0,101,3239,54.02568836632789,54.09246276296505,True,confirmation38,12,7,13,False,False,4128,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,2,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.45209241061434496,2,3,True,False,False,0.06991857290267944,4,True,,,3239,12.276842719209025,11.69172882974666,True,confirmation38,27,4,1,False,False,4517,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,2,True,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.3616860367948795,2,2,False,False,False,0.10560953617095947,2,True,1.0,63,3257,32.98311443981254,36.40637371454542,True,confirmation38,4,7,4,False,False,3604,True,True,True,false,oracle_aabb,Cost-H,1,data34-1,1,False,1.0,99,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.4651529140775877,2,5,True,False,False,0.03510862588882446,1,False,1.0,40,3305,39.146982743184154,37.98437963056621,True,confirmation38,17,7,5,False,False,5192,True,True,True,correct,oracle_aabb,Cost-G;Cost-H,2,data34-1,2,True,0.6666666666666666,40,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.42261957165187297,1,4,True,False,False,0.04276162385940552,2,True,,,3305,27.059264948334693,26.14856081531632,True,confirmation38,19,4,2,False,False,5252,False,True,True,unknown,oracle_aabb,Cost-G,1,data34-1,2,True,0.6666666666666666,40,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.21921960032725632,3,2,False,False,False,0.029387176036834717,1,False,1.0,76,3373,10.616918447244263,10.976409296012019,True,confirmation38,11,1,2,False,False,3997,True,True,True,correct,oracle_aabb,Cost-H,1,data34-1,2,True,1.0,76,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.20438715193572776,3,1,True,False,False,0.0244828462600708,2,True,1.0,76,3373,9.068691588382103,9.673559219584089,True,confirmation38,11,1,1,True,True,4023,False,True,True,correct,oracle_aabb,ACE-v1;Cost-G,2,data34-1,2,True,1.0,76,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.20947444349459396,2,1,True,False,False,0.06405681371688843,2,True,0.5,24,3380,8.152867328511794,9.45724219769607,True,confirmation38,8,2,2,False,False,4109,True,True,True,false,oracle_aabb,Cost-G;Cost-H,2,data34-1,2,True,1.0,23,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.4391516963617626,9,9,False,False,False,0.13064485788345337,3,True,1.0,23,3380,0.8418059543910468,1.9102464621355058,True,confirmation38,26,1,1,True,True,4566,False,True,True,correct,oracle_aabb,ACE-v1,1,data34-1,2,True,1.0,23,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.29382190603181574,2,1,False,False,False,0.1287550926208496,2,True,,,3389,13.875514181427167,11.948456038974484,True,confirmation38,6,1,2,False,False,3601,True,True,True,unknown,oracle_aabb,Cost-H,1,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.34018213920075846,1,1,True,True,True,0.10607969760894775,2,True,0.5,32,3395,9.182108406484723,10.017804694024345,True,confirmation38,15,2,1,False,False,4648,True,True,True,unknown,oracle_aabb,Cost-G;Cost-H;Cost-R,3,data34-1,1,False,,,bytetrack
oracle_aabb/confirmation38/data34-1/pedestrian/bytetrack,pedestrian,0.3718508732928379,7,1,False,False,False,0.1644817590713501,3,True,1.0,74,3399,1.8670715969040652,0.5543954435690456,True,confirmation38,16,1,1,True,True,4026,True,True,True,unknown,oracle_aabb,ACE-v1;Cost-H,2,data34-1,1,False,,,bytetrack
