a_only,a_only_correct,a_only_false,analysis,auditable_fraction,b_only,b_only_correct,b_only_false,conditional_precision,correct,edge_count,false,family,intersection,jaccard,method_a,method_b,note,posthoc_gt_correctness,protocol,tracker,union,unknown
328,,,pairwise_component_co_membership,,242,,,,,,,confirmation38,958,0.6269633507853403,Cost-G,Cost-H,,,official_detector,deepocsort,1528,
,,,selection_signature,,,,,,,5,,confirmation38,,,ACE-v1,N/A,,false,official_detector,deepocsort,,
,,,selection_signature,,,,,,,86,,confirmation38,,,ACE-v1,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,13,,confirmation38,,,ACE-v1+Cost-G,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,18,,confirmation38,,,ACE-v1+Cost-G+Cost-H,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,40,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,official_detector,deepocsort,,
,,,selection_signature,,,,,,,14,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,official_detector,deepocsort,,
,,,selection_signature,,,,,,,410,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,22,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,20,,confirmation38,,,ACE-v1+Cost-H,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,2,,confirmation38,,,ACE-v1+Cost-H+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-G,N/A,,false,official_detector,deepocsort,,
,,,selection_signature,,,,,,,52,,confirmation38,,,Cost-G,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,59,,confirmation38,,,Cost-G+Cost-H,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,4,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,correct,official_detector,deepocsort,,
,,,selection_signature,,,,,,,3,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,false,official_detector,deepocsort,,
,,,selection_signature,,,,,,,122,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-G+Cost-R,N/A,,correct,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-G+Cost-R,N/A,,false,official_detector,deepocsort,,
,,,selection_signature,,,,,,,22,,confirmation38,,,Cost-G+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,3,,confirmation38,,,Cost-H,N/A,,false,official_detector,deepocsort,,
,,,selection_signature,,,,,,,78,,confirmation38,,,Cost-H,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-H+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,45,,confirmation38,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,official_detector,deepocsort,,
,,,method_summary,0.028037383177570093,,,,0.6666666666666666,2,107,1,legacy12,,,ACE-v1,N/A,,,official_detector,deepocsort,,104
,,,method_summary,0.02727272727272727,,,,0.6666666666666666,2,110,1,legacy12,,,Cost-R,N/A,,,official_detector,deepocsort,,107
,,,method_summary,0.02608695652173913,,,,0.6666666666666666,2,115,1,legacy12,,,Cost-G,N/A,,,official_detector,deepocsort,,112
,,,method_summary,0.035398230088495575,,,,0.5,2,113,2,legacy12,,,Cost-H,N/A,,,official_detector,deepocsort,,109
13,0,0,pairwise_edge_selection,,16,0,0,,,,,legacy12,94,0.7642276422764228,ACE-v1,Cost-R,,,official_detector,deepocsort,123,
15,,,pairwise_component_co_membership,,20,,,,,,,legacy12,107,0.7535211267605634,ACE-v1,Cost-R,,,official_detector,deepocsort,142,
12,0,0,pairwise_edge_selection,,20,0,0,,,,,legacy12,95,0.7480314960629921,ACE-v1,Cost-G,,,official_detector,deepocsort,127,
14,,,pairwise_component_co_membership,,32,,,,,,,legacy12,108,0.7012987012987013,ACE-v1,Cost-G,,,official_detector,deepocsort,154,
13,0,0,pairwise_edge_selection,,19,0,1,,,,,legacy12,94,0.746031746031746,ACE-v1,Cost-H,,,official_detector,deepocsort,126,
14,,,pairwise_component_co_membership,,26,,,,,,,legacy12,108,0.7297297297297297,ACE-v1,Cost-H,,,official_detector,deepocsort,148,
0,0,0,pairwise_edge_selection,,5,0,0,,,,,legacy12,110,0.9565217391304348,Cost-R,Cost-G,,,official_detector,deepocsort,115,
0,,,pairwise_component_co_membership,,13,,,,,,,legacy12,127,0.9071428571428571,Cost-R,Cost-G,,,official_detector,deepocsort,140,
2,0,0,pairwise_edge_selection,,5,0,1,,,,,legacy12,108,0.9391304347826087,Cost-R,Cost-H,,,official_detector,deepocsort,115,
0,,,pairwise_component_co_membership,,7,,,,,,,legacy12,127,0.9477611940298507,Cost-R,Cost-H,,,official_detector,deepocsort,134,
5,0,0,pairwise_edge_selection,,3,0,1,,,,,legacy12,110,0.9322033898305084,Cost-G,Cost-H,,,official_detector,deepocsort,118,
6,,,pairwise_component_co_membership,,0,,,,,,,legacy12,134,0.9571428571428572,Cost-G,Cost-H,,,official_detector,deepocsort,140,
,,,selection_signature,,,,,,,12,,legacy12,,,ACE-v1,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-G+Cost-H,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,2,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,official_detector,deepocsort,,
,,,selection_signature,,,,,,,90,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,3,,legacy12,,,Cost-G,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-G+Cost-H,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,15,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-G+Cost-R,N/A,,unknown,official_detector,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-H,N/A,,false,official_detector,deepocsort,,
,,,selection_signature,,,,,,,2,,legacy12,,,Cost-H,N/A,,unknown,official_detector,deepocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,2,,legacy12,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,official_detector,deepocsort,,
,,,method_summary,0.1381161542215715,,,,0.6113074204946997,173,2049,110,all_sequences,,,ACE-v1,N/A,,,official_detector,ocsort,,1766
,,,method_summary,0.13348115299334812,,,,0.6843853820598007,206,2255,95,all_sequences,,,Cost-R,N/A,,,official_detector,ocsort,,1954
,,,method_summary,0.1281378793555639,,,,0.6461988304093568,221,2669,121,all_sequences,,,Cost-G,N/A,,,official_detector,ocsort,,2327
,,,method_summary,0.12423780487804878,,,,0.6656441717791411,217,2624,109,all_sequences,,,Cost-H,N/A,,,official_detector,ocsort,,2298
406,5,31,pairwise_edge_selection,,612,38,16,,,,,all_sequences,1643,0.6174370537391958,ACE-v1,Cost-R,,,official_detector,ocsort,2661,
583,,,pairwise_component_co_membership,,1058,,,,,,,all_sequences,2125,0.564259160913436,ACE-v1,Cost-R,,,official_detector,ocsort,3766,
331,3,24,pairwise_edge_selection,,951,51,35,,,,,all_sequences,1718,0.5726666666666667,ACE-v1,Cost-G,,,official_detector,ocsort,3000,
425,,,pairwise_component_co_membership,,2696,,,,,,,all_sequences,2283,0.42246484085862324,ACE-v1,Cost-G,,,official_detector,ocsort,5404,
421,8,34,pairwise_edge_selection,,996,52,33,,,,,all_sequences,1628,0.5346469622331691,ACE-v1,Cost-H,,,official_detector,ocsort,3045,
534,,,pairwise_component_co_membership,,2233,,,,,,,all_sequences,2174,0.4399919044727788,ACE-v1,Cost-H,,,official_detector,ocsort,4941,
8,1,0,pairwise_edge_selection,,422,16,26,,,,,all_sequences,2247,0.8393724318266716,Cost-R,Cost-G,,,official_detector,ocsort,2677,
16,,,pairwise_component_co_membership,,1812,,,,,,,all_sequences,3167,0.634034034034034,Cost-R,Cost-G,,,official_detector,ocsort,4995,
108,5,6,pairwise_edge_selection,,477,16,20,,,,,all_sequences,2147,0.7858711566617862,Cost-R,Cost-H,,,official_detector,ocsort,2732,
165,,,pairwise_component_co_membership,,1389,,,,,,,all_sequences,3018,0.6601049868766404,Cost-R,Cost-H,,,official_detector,ocsort,4572,
376,13,27,pairwise_edge_selection,,331,9,15,,,,,all_sequences,2293,0.7643333333333333,Cost-G,Cost-H,,,official_detector,ocsort,3000,
1339,,,pairwise_component_co_membership,,767,,,,,,,all_sequences,3640,0.6334841628959276,Cost-G,Cost-H,,,official_detector,ocsort,5746,
,,,selection_signature,,,,,,,3,,all_sequences,,,ACE-v1,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,22,,all_sequences,,,ACE-v1,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,278,,all_sequences,,,ACE-v1,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,ACE-v1+Cost-G,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,7,,all_sequences,,,ACE-v1+Cost-G,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,46,,all_sequences,,,ACE-v1+Cost-G,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,21,,all_sequences,,,ACE-v1+Cost-G+Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,164,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,74,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,1340,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,4,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,5,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,55,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,2,,all_sequences,,,ACE-v1+Cost-H,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,25,,all_sequences,,,ACE-v1+Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,ACE-v1+Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,7,,all_sequences,,,Cost-G,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,14,,all_sequences,,,Cost-G,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,194,,all_sequences,,,Cost-G,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,7,,all_sequences,,,Cost-G+Cost-H,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,5,,all_sequences,,,Cost-G+Cost-H,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,119,,all_sequences,,,Cost-G+Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,36,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,15,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,511,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,Cost-G+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,Cost-G+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,41,,all_sequences,,,Cost-G+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,8,,all_sequences,,,Cost-H,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,13,,all_sequences,,,Cost-H,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,276,,all_sequences,,,Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,Cost-H+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,5,,all_sequences,,,Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,233,,all_sequences,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,official_detector,ocsort,,
,,,method_summary,0.11573472041612484,,,,0.651685393258427,116,1538,62,confirmation38,,,ACE-v1,N/A,,,official_detector,ocsort,,1360
,,,method_summary,0.10922897196261683,,,,0.7112299465240641,133,1712,54,confirmation38,,,Cost-R,N/A,,,official_detector,ocsort,,1525
,,,method_summary,0.10102489019033675,,,,0.7004830917874396,145,2049,62,confirmation38,,,Cost-G,N/A,,,official_detector,ocsort,,1842
,,,method_summary,0.0977667493796526,,,,0.7106598984771574,140,2015,57,confirmation38,,,Cost-H,N/A,,,official_detector,ocsort,,1818
323,4,16,pairwise_edge_selection,,497,21,8,,,,,confirmation38,1215,0.597051597051597,ACE-v1,Cost-R,,,official_detector,ocsort,2035,
463,,,pairwise_component_co_membership,,875,,,,,,,confirmation38,1581,0.5416238437821171,ACE-v1,Cost-R,,,official_detector,ocsort,2919,
262,3,13,pairwise_edge_selection,,773,32,13,,,,,confirmation38,1276,0.552141929900476,ACE-v1,Cost-G,,,official_detector,ocsort,2311,
331,,,pairwise_component_co_membership,,2291,,,,,,,confirmation38,1713,0.39515570934256056,ACE-v1,Cost-G,,,official_detector,ocsort,4335,
329,7,15,pairwise_edge_selection,,806,31,10,,,,,confirmation38,1209,0.5157849829351536,ACE-v1,Cost-H,,,official_detector,ocsort,2344,
411,,,pairwise_component_co_membership,,1888,,,,,,,confirmation38,1633,0.4153102746693795,ACE-v1,Cost-H,,,official_detector,ocsort,3932,
6,0,0,pairwise_edge_selection,,343,12,8,,,,,confirmation38,1706,0.8301703163017031,Cost-R,Cost-G,,,official_detector,ocsort,2055,
10,,,pairwise_component_co_membership,,1558,,,,,,,confirmation38,2446,0.6093672147483806,Cost-R,Cost-G,,,official_detector,ocsort,4014,
85,4,2,pairwise_edge_selection,,388,11,5,,,,,confirmation38,1627,0.7747619047619048,Cost-R,Cost-H,,,official_detector,ocsort,2100,
137,,,pairwise_component_co_membership,,1202,,,,,,,confirmation38,2319,0.6339529797703664,Cost-R,Cost-H,,,official_detector,ocsort,3658,
301,10,9,pairwise_edge_selection,,267,5,4,,,,,confirmation38,1748,0.7547495682210709,Cost-G,Cost-H,,,official_detector,ocsort,2316,
1156,,,pairwise_component_co_membership,,673,,,,,,,confirmation38,2848,0.6089373530040625,Cost-G,Cost-H,,,official_detector,ocsort,4677,
,,,selection_signature,,,,,,,3,,confirmation38,,,ACE-v1,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,11,,confirmation38,,,ACE-v1,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,225,,confirmation38,,,ACE-v1,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,ACE-v1+Cost-G,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,3,,confirmation38,,,ACE-v1+Cost-G,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,41,,confirmation38,,,ACE-v1+Cost-G,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,16,,confirmation38,,,ACE-v1+Cost-G+Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,109,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,45,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,1016,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,3,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,41,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,2,,confirmation38,,,ACE-v1+Cost-H,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,21,,confirmation38,,,ACE-v1+Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,5,,confirmation38,,,Cost-G,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,4,,confirmation38,,,Cost-G,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,163,,confirmation38,,,Cost-G,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,6,,confirmation38,,,Cost-G+Cost-H,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-G+Cost-H,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,103,,confirmation38,,,Cost-G+Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,20,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,7,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,425,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-G+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-G+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,37,,confirmation38,,,Cost-G+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,5,,confirmation38,,,Cost-H,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,2,,confirmation38,,,Cost-H,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,232,,confirmation38,,,Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,5,,confirmation38,,,Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,153,,confirmation38,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,official_detector,ocsort,,
,,,method_summary,0.2054794520547945,,,,0.5428571428571428,57,511,48,legacy12,,,ACE-v1,N/A,,,official_detector,ocsort,,406
,,,method_summary,0.20994475138121546,,,,0.6403508771929824,73,543,41,legacy12,,,Cost-R,N/A,,,official_detector,ocsort,,429
,,,method_summary,0.21774193548387097,,,,0.562962962962963,76,620,59,legacy12,,,Cost-G,N/A,,,official_detector,ocsort,,485
,,,method_summary,0.21182266009852216,,,,0.5968992248062015,77,609,52,legacy12,,,Cost-H,N/A,,,official_detector,ocsort,,480
83,1,15,pairwise_edge_selection,,115,17,8,,,,,legacy12,428,0.6837060702875399,ACE-v1,Cost-R,,,official_detector,ocsort,626,
120,,,pairwise_component_co_membership,,183,,,,,,,legacy12,544,0.6422668240850059,ACE-v1,Cost-R,,,official_detector,ocsort,847,
69,0,11,pairwise_edge_selection,,178,19,22,,,,,legacy12,442,0.6415094339622641,ACE-v1,Cost-G,,,official_detector,ocsort,689,
94,,,pairwise_component_co_membership,,405,,,,,,,legacy12,570,0.5332086061739943,ACE-v1,Cost-G,,,official_detector,ocsort,1069,
92,1,19,pairwise_edge_selection,,190,21,23,,,,,legacy12,419,0.5977175463623395,ACE-v1,Cost-H,,,official_detector,ocsort,701,
123,,,pairwise_component_co_membership,,345,,,,,,,legacy12,541,0.5361744301288405,ACE-v1,Cost-H,,,official_detector,ocsort,1009,
2,1,0,pairwise_edge_selection,,79,4,18,,,,,legacy12,541,0.8697749196141479,Cost-R,Cost-G,,,official_detector,ocsort,622,
6,,,pairwise_component_co_membership,,254,,,,,,,legacy12,721,0.7349643221202854,Cost-R,Cost-G,,,official_detector,ocsort,981,
23,1,4,pairwise_edge_selection,,89,5,15,,,,,legacy12,520,0.8227848101265823,Cost-R,Cost-H,,,official_detector,ocsort,632,
28,,,pairwise_component_co_membership,,187,,,,,,,legacy12,699,0.7647702407002188,Cost-R,Cost-H,,,official_detector,ocsort,914,
75,3,18,pairwise_edge_selection,,64,4,11,,,,,legacy12,545,0.7967836257309941,Cost-G,Cost-H,,,official_detector,ocsort,684,
183,,,pairwise_component_co_membership,,94,,,,,,,legacy12,792,0.7408793264733395,Cost-G,Cost-H,,,official_detector,ocsort,1069,
,,,selection_signature,,,,,,,11,,legacy12,,,ACE-v1,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,53,,legacy12,,,ACE-v1,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,4,,legacy12,,,ACE-v1+Cost-G,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,5,,legacy12,,,ACE-v1+Cost-G,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,5,,legacy12,,,ACE-v1+Cost-G+Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,55,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,29,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,324,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,4,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,14,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,4,,legacy12,,,ACE-v1+Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,2,,legacy12,,,Cost-G,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,10,,legacy12,,,Cost-G,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,31,,legacy12,,,Cost-G,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-G+Cost-H,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,4,,legacy12,,,Cost-G+Cost-H,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,16,,legacy12,,,Cost-G+Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,16,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,8,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,86,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,4,,legacy12,,,Cost-G+Cost-R,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,3,,legacy12,,,Cost-H,N/A,,correct,official_detector,ocsort,,
,,,selection_signature,,,,,,,11,,legacy12,,,Cost-H,N/A,,false,official_detector,ocsort,,
,,,selection_signature,,,,,,,44,,legacy12,,,Cost-H,N/A,,unknown,official_detector,ocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-H+Cost-R,N/A,,correct,official_detector,ocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,80,,legacy12,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,official_detector,ocsort,,
,,,method_summary,0.12765007810756526,,,,0.5541958041958042,317,4481,255,all_sequences,,,ACE-v1,N/A,,,oracle_aabb,bytetrack,,3909
,,,method_summary,0.1333059885151764,,,,0.5676923076923077,369,4876,281,all_sequences,,,Cost-R,N/A,,,oracle_aabb,bytetrack,,4226
,,,method_summary,0.1421376608841634,,,,0.44291338582677164,450,7148,566,all_sequences,,,Cost-G,N/A,,,oracle_aabb,bytetrack,,6132
,,,method_summary,0.13396911898274297,,,,0.4711864406779661,417,6606,468,all_sequences,,,Cost-H,N/A,,,oracle_aabb,bytetrack,,5721
1217,35,110,pairwise_edge_selection,,1612,87,136,,,,,all_sequences,3264,0.535696701132447,ACE-v1,Cost-R,,,oracle_aabb,bytetrack,6093,
2205,,,pairwise_component_co_membership,,3682,,,,,,,all_sequences,5273,0.4724910394265233,ACE-v1,Cost-R,,,oracle_aabb,bytetrack,11160,
947,21,84,pairwise_edge_selection,,3614,154,395,,,,,all_sequences,3534,0.4365657813465102,ACE-v1,Cost-G,,,oracle_aabb,bytetrack,8095,
1442,,,pairwise_component_co_membership,,17650,,,,,,,all_sequences,6036,0.2402101241642789,ACE-v1,Cost-G,,,oracle_aabb,bytetrack,25128,
1326,46,126,pairwise_edge_selection,,3451,146,339,,,,,all_sequences,3155,0.39775592536560767,ACE-v1,Cost-H,,,oracle_aabb,bytetrack,7932,
2104,,,pairwise_component_co_membership,,10516,,,,,,,all_sequences,5374,0.2986551072579749,ACE-v1,Cost-H,,,oracle_aabb,bytetrack,17994,
80,3,5,pairwise_edge_selection,,2352,84,290,,,,,all_sequences,4796,0.6635307138904262,Cost-R,Cost-G,,,oracle_aabb,bytetrack,7228,
233,,,pairwise_component_co_membership,,14964,,,,,,,all_sequences,8722,0.3646473514779046,Cost-R,Cost-G,,,oracle_aabb,bytetrack,23919,
609,29,79,pairwise_edge_selection,,2339,77,266,,,,,all_sequences,4267,0.5914067914067914,Cost-R,Cost-H,,,oracle_aabb,bytetrack,7215,
1396,,,pairwise_component_co_membership,,8331,,,,,,,all_sequences,7559,0.43729029272243436,Cost-R,Cost-H,,,oracle_aabb,bytetrack,17286,
