a_only,a_only_correct,a_only_false,analysis,auditable_fraction,b_only,b_only_correct,b_only_false,conditional_precision,correct,edge_count,false,family,intersection,jaccard,method_a,method_b,note,posthoc_gt_correctness,protocol,tracker,union,unknown
5,3,2,pairwise_edge_selection,,195,38,157,,,,,confirmation38,832,0.8062015503875969,Cost-R,Cost-G,,,oracle_aabb,deepocsort,1032,
10,,,pairwise_component_co_membership,,697,,,,,,,confirmation38,1285,0.6450803212851406,Cost-R,Cost-G,,,oracle_aabb,deepocsort,1992,
53,14,39,pairwise_edge_selection,,232,65,167,,,,,confirmation38,784,0.7333956969130028,Cost-R,Cost-H,,,oracle_aabb,deepocsort,1069,
102,,,pairwise_component_co_membership,,703,,,,,,,confirmation38,1193,0.5970970970970971,Cost-R,Cost-H,,,oracle_aabb,deepocsort,1998,
166,32,134,pairwise_edge_selection,,155,48,107,,,,,confirmation38,861,0.7284263959390863,Cost-G,Cost-H,,,oracle_aabb,deepocsort,1182,
545,,,pairwise_component_co_membership,,459,,,,,,,confirmation38,1437,0.5886931585415813,Cost-G,Cost-H,,,oracle_aabb,deepocsort,2441,
,,,selection_signature,,,,,,,4,,confirmation38,,,ACE-v1,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,123,,confirmation38,,,ACE-v1,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,ACE-v1+Cost-G,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,25,,confirmation38,,,ACE-v1+Cost-G,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,13,,confirmation38,,,ACE-v1+Cost-G+Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,436,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,142,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,6,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,21,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,6,,confirmation38,,,ACE-v1+Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,17,,confirmation38,,,ACE-v1+Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,ACE-v1+Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,17,,confirmation38,,,Cost-G,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,70,,confirmation38,,,Cost-G,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,19,,confirmation38,,,Cost-G+Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,49,,confirmation38,,,Cost-G+Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,117,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,84,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,8,,confirmation38,,,Cost-G+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,18,,confirmation38,,,Cost-G+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,39,,confirmation38,,,Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,88,,confirmation38,,,Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,3,,confirmation38,,,Cost-H+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,657,,confirmation38,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,oracle_aabb,deepocsort,,
,,,method_summary,1.0,,,,0.8066666666666666,121,150,29,legacy12,,,ACE-v1,N/A,,,oracle_aabb,deepocsort,,0
,,,method_summary,1.0,,,,0.8701298701298701,134,154,20,legacy12,,,Cost-R,N/A,,,oracle_aabb,deepocsort,,0
,,,method_summary,1.0,,,,0.8452380952380952,142,168,26,legacy12,,,Cost-G,N/A,,,oracle_aabb,deepocsort,,0
,,,method_summary,1.0,,,,0.8622754491017964,144,167,23,legacy12,,,Cost-H,N/A,,,oracle_aabb,deepocsort,,0
19,4,15,pairwise_edge_selection,,23,17,6,,,,,legacy12,131,0.7572254335260116,ACE-v1,Cost-R,,,oracle_aabb,deepocsort,173,
27,,,pairwise_component_co_membership,,34,,,,,,,legacy12,160,0.7239819004524887,ACE-v1,Cost-R,,,oracle_aabb,deepocsort,221,
17,3,14,pairwise_edge_selection,,35,24,11,,,,,legacy12,133,0.7189189189189189,ACE-v1,Cost-G,,,oracle_aabb,deepocsort,185,
19,,,pairwise_component_co_membership,,60,,,,,,,legacy12,168,0.680161943319838,ACE-v1,Cost-G,,,oracle_aabb,deepocsort,247,
17,1,16,pairwise_edge_selection,,34,24,10,,,,,legacy12,133,0.7228260869565217,ACE-v1,Cost-H,,,oracle_aabb,deepocsort,184,
19,,,pairwise_component_co_membership,,57,,,,,,,legacy12,168,0.6885245901639344,ACE-v1,Cost-H,,,oracle_aabb,deepocsort,244,
0,0,0,pairwise_edge_selection,,14,8,6,,,,,legacy12,154,0.9166666666666666,Cost-R,Cost-G,,,oracle_aabb,deepocsort,168,
0,,,pairwise_component_co_membership,,34,,,,,,,legacy12,194,0.8508771929824561,Cost-R,Cost-G,,,oracle_aabb,deepocsort,228,
2,1,1,pairwise_edge_selection,,15,11,4,,,,,legacy12,152,0.8994082840236687,Cost-R,Cost-H,,,oracle_aabb,deepocsort,169,
0,,,pairwise_component_co_membership,,31,,,,,,,legacy12,194,0.8622222222222222,Cost-R,Cost-H,,,oracle_aabb,deepocsort,225,
8,4,4,pairwise_edge_selection,,7,6,1,,,,,legacy12,160,0.9142857142857143,Cost-G,Cost-H,,,oracle_aabb,deepocsort,175,
3,,,pairwise_component_co_membership,,0,,,,,,,legacy12,225,0.9868421052631579,Cost-G,Cost-H,,,oracle_aabb,deepocsort,228,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,14,,legacy12,,,ACE-v1,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-G,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,117,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,13,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,2,,legacy12,,,ACE-v1+Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,3,,legacy12,,,Cost-G,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,2,,legacy12,,,Cost-G,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,4,,legacy12,,,Cost-G+Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,3,,legacy12,,,Cost-G+Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,16,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,6,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-G+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,4,,legacy12,,,Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,149,,legacy12,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,oracle_aabb,deepocsort,,
,,,method_summary,1.0,,,,0.648828125,1661,2560,899,all_sequences,,,ACE-v1,N/A,,,oracle_aabb,ocsort,,0
,,,method_summary,1.0,,,,0.7881027807110172,2239,2841,602,all_sequences,,,Cost-R,N/A,,,oracle_aabb,ocsort,,0
,,,method_summary,1.0,,,,0.718421052631579,2457,3420,963,all_sequences,,,Cost-G,N/A,,,oracle_aabb,ocsort,,0
,,,method_summary,1.0,,,,0.7440956651718984,2489,3345,856,all_sequences,,,Cost-H,N/A,,,oracle_aabb,ocsort,,0
569,91,478,pairwise_edge_selection,,850,669,181,,,,,all_sequences,1991,0.5838709677419355,ACE-v1,Cost-R,,,oracle_aabb,ocsort,3410,
823,,,pairwise_component_co_membership,,1455,,,,,,,all_sequences,2648,0.537555826228177,ACE-v1,Cost-R,,,oracle_aabb,ocsort,4926,
463,62,401,pairwise_edge_selection,,1323,858,465,,,,,all_sequences,2097,0.5400463559103785,ACE-v1,Cost-G,,,oracle_aabb,ocsort,3883,
570,,,pairwise_component_co_membership,,3373,,,,,,,all_sequences,2901,0.42387492694330803,ACE-v1,Cost-G,,,oracle_aabb,ocsort,6844,
541,59,482,pairwise_edge_selection,,1326,887,439,,,,,all_sequences,2019,0.5195573854863613,ACE-v1,Cost-H,,,oracle_aabb,ocsort,3886,
678,,,pairwise_component_co_membership,,2749,,,,,,,all_sequences,2793,0.4490353697749196,ACE-v1,Cost-H,,,oracle_aabb,ocsort,6220,
8,2,6,pairwise_edge_selection,,587,220,367,,,,,all_sequences,2833,0.8264294049008168,Cost-R,Cost-G,,,oracle_aabb,ocsort,3428,
27,,,pairwise_component_co_membership,,2198,,,,,,,all_sequences,4076,0.6468814473893033,Cost-R,Cost-G,,,oracle_aabb,ocsort,6301,
141,46,95,pairwise_edge_selection,,645,296,349,,,,,all_sequences,2700,0.774526678141136,Cost-R,Cost-H,,,oracle_aabb,ocsort,3486,
224,,,pairwise_component_co_membership,,1663,,,,,,,all_sequences,3879,0.6727367325702394,Cost-R,Cost-H,,,oracle_aabb,ocsort,5766,
494,166,328,pairwise_edge_selection,,419,198,221,,,,,all_sequences,2926,0.7621776504297995,Cost-G,Cost-H,,,oracle_aabb,ocsort,3839,
1517,,,pairwise_component_co_membership,,785,,,,,,,all_sequences,4757,0.6738914860461822,Cost-G,Cost-H,,,oracle_aabb,ocsort,7059,
,,,selection_signature,,,,,,,24,,all_sequences,,,ACE-v1,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,378,,all_sequences,,,ACE-v1,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,14,,all_sequences,,,ACE-v1+Cost-G,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,53,,all_sequences,,,ACE-v1+Cost-G,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,16,,all_sequences,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,24,,all_sequences,,,ACE-v1+Cost-G+Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,1548,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,370,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,21,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,51,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,37,,all_sequences,,,ACE-v1+Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,23,,all_sequences,,,ACE-v1+Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,ACE-v1+Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,106,,all_sequences,,,Cost-G,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,180,,all_sequences,,,Cost-G,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,84,,all_sequences,,,Cost-G+Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,110,,all_sequences,,,Cost-G+Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,643,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,131,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,25,,all_sequences,,,Cost-G+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,44,,all_sequences,,,Cost-G+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,159,,all_sequences,,,Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,192,,all_sequences,,,Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,6,,all_sequences,,,Cost-H+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,2679,,all_sequences,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,oracle_aabb,ocsort,,
,,,method_summary,1.0,,,,0.6299254526091587,1183,1878,695,confirmation38,,,ACE-v1,N/A,,,oracle_aabb,ocsort,,0
,,,method_summary,1.0,,,,0.7743467933491687,1630,2105,475,confirmation38,,,Cost-R,N/A,,,oracle_aabb,ocsort,,0
,,,method_summary,1.0,,,,0.7003497862417412,1802,2573,771,confirmation38,,,Cost-G,N/A,,,oracle_aabb,ocsort,,0
,,,method_summary,1.0,,,,0.7222884386174017,1818,2517,699,confirmation38,,,Cost-H,N/A,,,oracle_aabb,ocsort,,0
446,71,375,pairwise_edge_selection,,673,518,155,,,,,confirmation38,1432,0.5613484907879263,ACE-v1,Cost-R,,,oracle_aabb,ocsort,2551,
645,,,pairwise_component_co_membership,,1178,,,,,,,confirmation38,1909,0.5115219721329046,ACE-v1,Cost-R,,,oracle_aabb,ocsort,3732,
363,49,314,pairwise_edge_selection,,1058,668,390,,,,,confirmation38,1515,0.5160081743869209,ACE-v1,Cost-G,,,oracle_aabb,ocsort,2936,
444,,,pairwise_component_co_membership,,2839,,,,,,,confirmation38,2110,0.39124791396254405,ACE-v1,Cost-G,,,oracle_aabb,ocsort,5393,
419,48,371,pairwise_edge_selection,,1058,683,375,,,,,confirmation38,1459,0.49693460490463215,ACE-v1,Cost-H,,,oracle_aabb,ocsort,2936,
517,,,pairwise_component_co_membership,,2294,,,,,,,confirmation38,2037,0.42017326732673266,ACE-v1,Cost-H,,,oracle_aabb,ocsort,4848,
6,0,6,pairwise_edge_selection,,474,172,302,,,,,confirmation38,2099,0.8138813493602172,Cost-R,Cost-G,,,oracle_aabb,ocsort,2579,
21,,,pairwise_component_co_membership,,1883,,,,,,,confirmation38,3066,0.6169014084507042,Cost-R,Cost-G,,,oracle_aabb,ocsort,4970,
106,34,72,pairwise_edge_selection,,518,222,296,,,,,confirmation38,1999,0.7621044605413648,Cost-R,Cost-H,,,oracle_aabb,ocsort,2623,
179,,,pairwise_component_co_membership,,1423,,,,,,,confirmation38,2908,0.6447893569844789,Cost-R,Cost-H,,,oracle_aabb,ocsort,4510,
390,127,263,pairwise_edge_selection,,334,143,191,,,,,confirmation38,2183,0.7509459924320605,Cost-G,Cost-H,,,oracle_aabb,ocsort,2907,
1290,,,pairwise_component_co_membership,,672,,,,,,,confirmation38,3659,0.6509517879380893,Cost-G,Cost-H,,,oracle_aabb,ocsort,5621,
,,,selection_signature,,,,,,,23,,confirmation38,,,ACE-v1,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,293,,confirmation38,,,ACE-v1,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,10,,confirmation38,,,ACE-v1+Cost-G,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,44,,confirmation38,,,ACE-v1+Cost-G,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,12,,confirmation38,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,17,,confirmation38,,,ACE-v1+Cost-G+Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,1097,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,286,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,15,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,34,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,26,,confirmation38,,,ACE-v1+Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,21,,confirmation38,,,ACE-v1+Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,83,,confirmation38,,,Cost-G,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,147,,confirmation38,,,Cost-G,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,67,,confirmation38,,,Cost-G+Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,94,,confirmation38,,,Cost-G+Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,499,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,111,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,19,,confirmation38,,,Cost-G+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,38,,confirmation38,,,Cost-G+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,117,,confirmation38,,,Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,164,,confirmation38,,,Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,6,,confirmation38,,,Cost-H+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,1968,,confirmation38,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,oracle_aabb,ocsort,,
,,,method_summary,1.0,,,,0.7008797653958945,478,682,204,legacy12,,,ACE-v1,N/A,,,oracle_aabb,ocsort,,0
,,,method_summary,1.0,,,,0.8274456521739131,609,736,127,legacy12,,,Cost-R,N/A,,,oracle_aabb,ocsort,,0
,,,method_summary,1.0,,,,0.7733175914994097,655,847,192,legacy12,,,Cost-G,N/A,,,oracle_aabb,ocsort,,0
,,,method_summary,1.0,,,,0.8103864734299517,671,828,157,legacy12,,,Cost-H,N/A,,,oracle_aabb,ocsort,,0
123,20,103,pairwise_edge_selection,,177,151,26,,,,,legacy12,559,0.6507566938300349,ACE-v1,Cost-R,,,oracle_aabb,ocsort,859,
178,,,pairwise_component_co_membership,,277,,,,,,,legacy12,739,0.61892797319933,ACE-v1,Cost-R,,,oracle_aabb,ocsort,1194,
100,13,87,pairwise_edge_selection,,265,190,75,,,,,legacy12,582,0.614572333685322,ACE-v1,Cost-G,,,oracle_aabb,ocsort,947,
126,,,pairwise_component_co_membership,,534,,,,,,,legacy12,791,0.5451412818745692,ACE-v1,Cost-G,,,oracle_aabb,ocsort,1451,
122,11,111,pairwise_edge_selection,,268,204,64,,,,,legacy12,560,0.5894736842105263,ACE-v1,Cost-H,,,oracle_aabb,ocsort,950,
161,,,pairwise_component_co_membership,,455,,,,,,,legacy12,756,0.5510204081632653,ACE-v1,Cost-H,,,oracle_aabb,ocsort,1372,
2,2,0,pairwise_edge_selection,,113,48,65,,,,,legacy12,734,0.8645465253239105,Cost-R,Cost-G,,,oracle_aabb,ocsort,849,
6,,,pairwise_component_co_membership,,315,,,,,,,legacy12,1010,0.7588279489105936,Cost-R,Cost-G,,,oracle_aabb,ocsort,1331,
35,12,23,pairwise_edge_selection,,127,74,53,,,,,legacy12,701,0.8122827346465817,Cost-R,Cost-H,,,oracle_aabb,ocsort,863,
45,,,pairwise_component_co_membership,,240,,,,,,,legacy12,971,0.7730891719745223,Cost-R,Cost-H,,,oracle_aabb,ocsort,1256,
104,39,65,pairwise_edge_selection,,85,55,30,,,,,legacy12,743,0.7972103004291845,Cost-G,Cost-H,,,oracle_aabb,ocsort,932,
227,,,pairwise_component_co_membership,,113,,,,,,,legacy12,1098,0.7635605006954103,Cost-G,Cost-H,,,oracle_aabb,ocsort,1438,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,85,,legacy12,,,ACE-v1,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,4,,legacy12,,,ACE-v1+Cost-G,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,9,,legacy12,,,ACE-v1+Cost-G,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,4,,legacy12,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,7,,legacy12,,,ACE-v1+Cost-G+Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,451,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,84,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,6,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,17,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,11,,legacy12,,,ACE-v1+Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,2,,legacy12,,,ACE-v1+Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,23,,legacy12,,,Cost-G,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,33,,legacy12,,,Cost-G,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,17,,legacy12,,,Cost-G+Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,16,,legacy12,,,Cost-G+Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,144,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,20,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,6,,legacy12,,,Cost-G+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,6,,legacy12,,,Cost-G+Cost-R,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,42,,legacy12,,,Cost-H,N/A,,correct,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,28,,legacy12,,,Cost-H,N/A,,false,oracle_aabb,ocsort,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-H+Cost-R,N/A,,correct,oracle_aabb,ocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,711,,legacy12,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,oracle_aabb,ocsort,,
