AssA,DetA,FN,FP,Frag,HOTA,IDF1,IDSW,MOTA,TP,accepted_correct,accepted_false,accepted_links,accepted_unknown,box_multiset_preserved,component_rejections,duplicate_frame_identity_count,method,modality,predicted_boxes,sequence,solver_seconds,split,tau_a,tau_m,tie_ambiguous,tie_excluded_correct,tie_excluded_false,tracker,valid_gt_boxes
94.70438659266016,94.12906524295698,41,0,9,94.37983506215261,99.25647227447818,3,99.21456622634773,5561,1,1,4,2,True,0,0,cost_h_full_reassign,ir,5561,M3OT/1/ir/val/1-08T,0.17466227617114782,development,0.1,4.0,0,1,1,bytetrack,5602
94.70438659266016,94.12906524295698,41,0,9,94.37983506215261,99.25647227447818,3,99.21456622634773,5561,1,1,4,2,True,0,0,path_g_full_reassign,ir,5561,M3OT/1/ir/val/1-08T,0.1751968814060092,development,0.1,4.0,0,1,1,bytetrack,5602
92.9860382625666,94.12906524295698,41,0,9,93.5173527474819,98.03816178446654,3,99.21456622634773,5561,1,2,5,2,True,0,0,cost_h_margin_reassign,ir,5561,M3OT/1/ir/val/1-08T,0.1756846560165286,development,0.1,8.0,0,1,2,bytetrack,5602
93.5742203443645,94.12906524295698,41,0,9,93.8139084453356,98.34273940696944,1,99.25026776151374,5561,3,1,6,2,True,0,0,cost_h_motion_reassign,ir,5561,M3OT/1/ir/val/1-08T,0.17528992984443903,development,0.1,8.0,0,3,1,bytetrack,5602
93.35433342075788,94.12906524295698,41,0,9,93.70277346985468,98.19940876108572,2,99.23241699393074,5561,2,1,5,2,True,0,0,cost_h_full_postfilter,ir,5561,M3OT/1/ir/val/1-08T,0.17518286779522896,development,0.1,8.0,0,2,1,bytetrack,5602
92.9860382625666,94.12906524295698,41,0,9,93.5173527474819,98.03816178446654,3,99.21456622634773,5561,1,2,5,2,True,0,0,cost_h_full_reassign,ir,5561,M3OT/1/ir/val/1-08T,0.17556539829820395,development,0.1,8.0,0,1,2,bytetrack,5602
92.9860382625666,94.12906524295698,41,0,9,93.5173527474819,98.03816178446654,3,99.21456622634773,5561,1,2,5,2,True,0,0,path_g_full_reassign,ir,5561,M3OT/1/ir/val/1-08T,0.17334333714097738,development,0.1,8.0,0,1,2,bytetrack,5602
93.5742203443645,94.12906524295698,41,0,9,93.8139084453356,98.34273940696944,1,99.25026776151374,5561,3,1,6,2,True,0,0,cost_h_soft_information,ir,5561,M3OT/1/ir/val/1-08T,0.17448357306420803,development,N/A,N/A,0,3,1,bytetrack,5602
95.68257009533822,97.73295251695824,127,0,8,96.70232716862722,97.17432517829737,6,97.6258479114602,5475,0,0,0,0,True,0,0,no_refinement,ir,5475,M3OT/1/ir/val/1-08T,0.0,development,N/A,N/A,0,0,0,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,ace_v1,ir,5475,M3OT/1/ir/val/1-08T,0.1721003418788314,development,N/A,N/A,0,2,3,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_r,ir,5475,M3OT/1/ir/val/1-08T,0.17369947489351034,development,N/A,N/A,0,2,3,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,5,0,cost_g_legacy,ir,5475,M3OT/1/ir/val/1-08T,0.2596810953691602,development,N/A,N/A,0,2,3,ocsort,5602
97.51830214101534,97.73295251695824,127,0,8,97.62556833474638,98.76320303331227,2,97.69725098179222,5475,4,2,6,0,True,0,0,cost_h,ir,5475,M3OT/1/ir/val/1-08T,0.16762329544872046,development,N/A,N/A,0,4,2,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,path_g,ir,5475,M3OT/1/ir/val/1-08T,0.16741929296404123,development,N/A,N/A,0,2,3,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_h_margin_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.1683257194235921,development,0.0,1.0,0,2,3,ocsort,5602
97.60390662392263,97.73295251695824,127,0,8,97.66840825745781,98.76320303331227,2,97.69725098179222,5475,4,0,4,0,True,0,0,cost_h_motion_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.16805246099829674,development,0.0,1.0,0,4,0,ocsort,5602
97.26753977174522,97.73295251695824,127,0,8,97.49996844078117,98.56459330143541,4,97.66154944662621,5475,2,0,2,0,True,0,0,cost_h_full_postfilter,ir,5475,M3OT/1/ir/val/1-08T,0.16798489727079868,development,0.0,1.0,0,2,0,ocsort,5602
97.26753977174522,97.73295251695824,127,0,8,97.49996844078117,98.56459330143541,4,97.66154944662621,5475,2,0,2,0,True,0,0,cost_h_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.17229253891855478,development,0.0,1.0,0,2,0,ocsort,5602
97.26753977174522,97.73295251695824,127,0,8,97.49996844078117,98.56459330143541,4,97.66154944662621,5475,2,0,2,0,True,0,0,path_g_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.1720279548317194,development,0.0,1.0,0,2,0,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_h_margin_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.16739197727292776,development,0.0,2.0,0,2,3,ocsort,5602
97.51830214101534,97.73295251695824,127,0,8,97.62556833474638,98.76320303331227,2,97.69725098179222,5475,4,2,6,0,True,0,0,cost_h_motion_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.1643648175522685,development,0.0,2.0,0,4,2,ocsort,5602
97.18193528883792,97.73295251695824,127,0,8,97.4570544757541,98.56459330143541,4,97.66154944662621,5475,2,2,4,0,True,0,0,cost_h_full_postfilter,ir,5475,M3OT/1/ir/val/1-08T,0.16589475981891155,development,0.0,2.0,0,2,2,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_h_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.16650058701634407,development,0.0,2.0,0,2,3,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,path_g_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.17055588401854038,development,0.0,2.0,0,2,3,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_h_margin_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.16462653689086437,development,0.0,4.0,0,2,3,ocsort,5602
97.51830214101534,97.73295251695824,127,0,8,97.62556833474638,98.76320303331227,2,97.69725098179222,5475,4,2,6,0,True,0,0,cost_h_motion_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.25306857377290726,development,0.0,4.0,0,4,2,ocsort,5602
97.18193528883792,97.73295251695824,127,0,8,97.4570544757541,98.56459330143541,4,97.66154944662621,5475,2,2,4,0,True,0,0,cost_h_full_postfilter,ir,5475,M3OT/1/ir/val/1-08T,0.1679031029343605,development,0.0,4.0,0,2,2,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_h_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.1657750941812992,development,0.0,4.0,0,2,3,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,path_g_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.1664008116349578,development,0.0,4.0,0,2,3,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_h_margin_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.17120990715920925,development,0.0,8.0,0,2,3,ocsort,5602
97.51830214101534,97.73295251695824,127,0,8,97.62556833474638,98.76320303331227,2,97.69725098179222,5475,4,2,6,0,True,0,0,cost_h_motion_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.17126512341201305,development,0.0,8.0,0,4,2,ocsort,5602
97.18193528883792,97.73295251695824,127,0,8,97.4570544757541,98.56459330143541,4,97.66154944662621,5475,2,2,4,0,True,0,0,cost_h_full_postfilter,ir,5475,M3OT/1/ir/val/1-08T,0.16957302670925856,development,0.0,8.0,0,2,2,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_h_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.2387802293524146,development,0.0,8.0,0,2,3,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,path_g_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.2517581954598427,development,0.0,8.0,0,2,3,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_h_margin_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.2486201710999012,development,0.05,1.0,0,2,3,ocsort,5602
97.60390662392263,97.73295251695824,127,0,8,97.66840825745781,98.76320303331227,2,97.69725098179222,5475,4,0,4,0,True,0,0,cost_h_motion_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.2528744777664542,development,0.05,1.0,0,4,0,ocsort,5602
97.26753977174522,97.73295251695824,127,0,8,97.49996844078117,98.56459330143541,4,97.66154944662621,5475,2,0,2,0,True,0,0,cost_h_full_postfilter,ir,5475,M3OT/1/ir/val/1-08T,0.2547834413126111,development,0.05,1.0,0,2,0,ocsort,5602
97.26753977174522,97.73295251695824,127,0,8,97.49996844078117,98.56459330143541,4,97.66154944662621,5475,2,0,2,0,True,0,0,cost_h_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.25553181394934654,development,0.05,1.0,0,2,0,ocsort,5602
97.26753977174522,97.73295251695824,127,0,8,97.49996844078117,98.56459330143541,4,97.66154944662621,5475,2,0,2,0,True,0,0,path_g_full_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.2595336586236954,development,0.05,1.0,0,2,0,ocsort,5602
97.13314028050411,97.73295251695824,127,0,8,97.43258483103867,98.56459330143541,4,97.66154944662621,5475,2,3,5,0,True,0,0,cost_h_margin_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.39559518452733755,development,0.05,2.0,0,2,3,ocsort,5602
97.51830214101534,97.73295251695824,127,0,8,97.62556833474638,98.76320303331227,2,97.69725098179222,5475,4,2,6,0,True,0,0,cost_h_motion_reassign,ir,5475,M3OT/1/ir/val/1-08T,0.26101000886410475,development,0.05,2.0,0,4,2,ocsort,5602
