competition_ambiguity,controlled_cost,cosine_distance,destination_label_purity,destination_majority_tied,destination_matched_observations,earlier,endpoint_center_distance_pixels,gap,incoming_alternative_cost,incoming_candidate_count,incoming_margin,later,modality,motion_available,motion_destination_fit_residual_pixels,motion_destination_observations,motion_disagreement_pixels,motion_endpoint_scale_pixels,motion_midpoint_frame,motion_missing_reason,motion_residual,motion_source_fit_residual_pixels,motion_source_observations,outgoing_alternative_cost,outgoing_candidate_count,outgoing_margin,posthoc_gt_relation,posthoc_gt_relation_ties_excluded,sequence,source_label_purity,source_majority_tied,source_matched_observations,split,tracker
0.10095015904017801,0.24974101874886703,0.07362675666809082,1.0,False,179,24,24.04236270441308,2,0.14879085970868902,2,-0.10095015904017801,43,ir,True,0.04232723502525356,3,25.154237669596046,20.226335416731235,421.0,,1.243637918156368,0.04189796505620936,3,0.16503407651841076,2,-0.08470694223045627,false,false,M3OT/2/ir/val/2-08T,1.0,False,256,development,bytetrack
0.0,0.1773040639791222,0.04599440097808838,1.0,False,48,28,17.156197043905625,2,1.0,1,0.8226959360208778,41,ir,True,0.05924937026724686,3,15.334322912178004,31.710304352793116,421.0,,0.4835753937135366,0.06996704501972113,3,1.0,1,0.8226959360208778,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,219,development,bytetrack
0.25585578729859093,0.40464664700728,0.07226359844207764,1.0,False,157,30,49.85170370848696,2,0.16503407651841076,2,-0.23961257048886922,42,ir,True,0.048591886356468085,3,48.32522383727674,20.27167295437752,421.0,,2.3838794137038035,0.01741584002136994,3,0.14879085970868902,2,-0.25585578729859093,false,false,M3OT/2/ir/val/2-08T,1.0,False,183,development,bytetrack
0.0,0.14879085970868902,0.04514908790588379,1.0,False,179,30,12.606492402521662,2,0.24974101874886703,2,0.10095015904017801,43,ir,True,0.04232723502525356,3,11.280512820957599,19.831999892262033,421.0,,0.5688035943041218,0.01741584002136994,3,0.40464664700728,2,0.25585578729859093,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,183,development,bytetrack
0.0,0.3197976121420205,0.1475532054901123,1.0,False,26,34,22.048518330246125,2,1.0,1,0.6802023878579795,47,ir,True,0.07868859318490792,3,19.11083887746384,15.966699910918042,421.0,,1.1969185231818527,0.03447323325687451,3,1.0,1,0.6802023878579795,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,39,development,bytetrack
0.0,0.2277202853694623,0.037061870098114014,1.0,False,52,35,27.112504234640376,2,0.38384760465479545,2,0.15612731928533316,48,ir,True,0.10929101822285461,3,24.646219414534297,25.342951245909855,421.0,,0.9725078652199985,0.12540552818046932,3,1.0,1,0.7722797146305377,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,72,development,bytetrack
0.0,0.3401793199412515,0.11747866868972778,1.0,False,156,37,30.92516519718973,2,1.0,1,0.6598206800587485,44,ir,True,0.12638590995666715,3,27.51868478830858,15.091608123672984,421.0,,1.823442840736253,0.0011605432341618485,3,1.0,1,0.6598206800587485,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,21,development,bytetrack
0.15612731928533316,0.38384760465479545,0.06436377763748169,1.0,False,52,38,47.86816220116961,2,0.2277202853694623,2,-0.15612731928533316,48,ir,True,0.10929101822285461,3,46.183452977596126,26.218866719277813,421.0,,1.7614587797434835,0.2836757557519327,3,1.0,1,0.6161523953452046,false,false,M3OT/2/ir/val/2-08T,1.0,False,38,development,bytetrack
0.03181254337496925,0.3235302286551388,0.09242308139801025,1.0,False,155,39,32.77158947179602,2,0.5400205305285902,2,0.21649030187345142,45,ir,True,0.1357109171406601,3,29.057743462198314,13.683909886085338,421.0,,2.1234971367171935,0.07434270763185795,3,0.29171768528016956,2,-0.03181254337496925,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,7,development,bytetrack
0.0,0.29171768528016956,0.10988086462020874,1.0,False,173,39,24.321926224189713,2,0.4005648849819013,2,0.10884719970173173,46,ir,True,0.10142930928616053,3,21.989835032000137,13.21794433773273,421.0,,1.6636350154105768,0.07434270763185795,3,0.3235302286551388,2,0.03181254337496925,false,false,M3OT/2/ir/val/2-08T,1.0,False,7,development,bytetrack
0.21649030187345142,0.5400205305285902,0.27359867095947266,1.0,False,155,40,35.27696452798072,2,0.3235302286551388,2,-0.21649030187345142,45,ir,True,0.1357109171406601,3,31.74392172124969,13.216499591197223,421.0,,2.4018403286141328,0.09063598946078613,3,0.4005648849819013,2,-0.13945564554668893,false,false,M3OT/2/ir/val/2-08T,1.0,False,7,development,bytetrack
0.10884719970173173,0.4005648849819013,0.22339826822280884,1.0,False,173,40,21.470190181165425,2,0.29171768528016956,2,-0.10884719970173173,46,ir,True,0.10142930928616053,3,18.62094670545194,12.750534042844617,421.0,,1.4604052381556283,0.09063598946078613,3,0.5400205305285902,2,0.13945564554668893,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,7,development,bytetrack
0.0,0.3080644156162345,0.1227489709854126,1.0,False,1,2,20.99331722935305,4,1.0,1,0.6919355843837656,17,ir,False,,1,,,,fewer_than_two_distinct_frames,,,3,1.0,1,0.6919355843837656,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,101,development,ocsort
0.0,0.6000055044378766,0.2516130208969116,1.0,False,76,16,45.53852106781584,4,1.0,1,0.3999944955621234,27,ir,True,0.0016675791684892835,3,38.5067620663459,17.722956744891782,191.0,,2.172705300849112,0.0023575261183053685,3,1.0,1,0.3999944955621234,false,false,M3OT/2/ir/val/2-08T,1.0,False,99,development,ocsort
0.0,0.2070967735628685,0.05695652961730957,1.0,False,163,24,16.395603874699884,4,0.44299965017098186,2,0.23590287660811335,42,ir,True,4.021043981130448e-06,3,13.993559141258608,20.849276322504146,422.0,,0.6711772113718085,0.001176065660847987,3,0.26743952728877923,2,0.06034275372591072,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,255,development,ocsort
0.08838408072442708,0.26743952728877923,0.0845291018486023,1.0,False,177,24,21.29718666373815,4,0.17905544656435216,2,-0.08838408072442708,43,ir,True,0.0016670231900382966,3,23.36407718219122,20.34242289705981,422.0,,1.1485395471533604,0.001176065660847987,3,0.2070967735628685,2,-0.06034275372591072,false,false,M3OT/2/ir/val/2-08T,1.0,False,255,development,ocsort
0.0,0.21758340637093057,0.0407940149307251,1.0,False,49,28,21.08902598057061,4,1.0,1,0.7824165936290695,41,ir,True,0.001179667674425056,3,18.07740695161869,31.93299233378496,422.0,,0.5661043839130878,0.0011832600894562308,3,0.4119761378420636,2,0.19439273147113303,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,227,development,ocsort
0.19439273147113303,0.4119761378420636,0.05059868097305298,1.0,False,59,28,51.366304565547445,4,0.29998600502612544,3,-0.11199013281593817,48,ir,True,0.0023593243838418336,3,55.83665863402778,28.088865291839173,422.0,,1.9878573966549777,0.0011832600894562308,3,0.21758340637093057,2,-0.19439273147113303,false,false,M3OT/2/ir/val/2-08T,1.0,False,227,development,ocsort
0.26394420360662973,0.44299965017098186,0.07066452503204346,1.0,False,163,30,52.80644602233737,4,0.2070967735628685,2,-0.23590287660811335,42,ir,True,4.021043981130448e-06,3,49.761239476233634,20.460185603196145,422.0,,2.432101078714569,0.0011814659316168043,3,0.17905544656435216,2,-0.26394420360662973,false,false,M3OT/2/ir/val/2-08T,1.0,False,182,development,ocsort
0.0,0.17905544656435216,0.03839302062988281,1.0,False,177,30,15.172094900972924,4,0.26743952728877923,2,0.08838408072442708,43,ir,True,0.0016670231900382966,3,12.534617197516132,19.95333217775181,422.0,,0.6281966884454703,0.0011814659316168043,3,0.44299965017098186,2,0.26394420360662973,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,182,development,ocsort
0.0,0.4233975524477613,0.19508087635040283,1.0,False,34,34,26.76243548964009,4,1.0,1,0.5766024475522387,47,ir,True,0.0011832587229938462,3,20.625011907158278,15.517913414347293,422.0,,1.329109871697644,0.0011787630591526843,3,1.0,1,0.5766024475522387,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,93,development,ocsort
0.0,0.29998600502612544,0.04198324680328369,1.0,False,59,35,34.46742891537536,4,0.4119761378420636,3,0.11199013281593817,48,ir,True,0.0023593243838418336,3,29.79995640642516,25.800825666759923,422.0,,1.155000107024383,0.19266741127233833,3,1.0,1,0.7000139949738746,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,80,development,ocsort
0.0,0.39007377105457247,0.09936046600341797,1.0,False,165,37,38.81275345671116,4,1.0,1,0.6099262289454275,44,ir,True,0.0016657511393229167,3,31.980765460117556,15.484330021395731,422.0,,2.065363203698681,0.0033321381221781666,3,1.0,1,0.6099262289454275,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,51,development,ocsort
0.11695042516010568,0.4169364301862311,0.05591130256652832,1.0,False,59,38,51.21077217686461,4,0.29998600502612544,3,-0.11695042516010568,48,ir,True,0.0023593243838418336,3,47.138088978449765,25.525553540959883,422.0,,1.8467019296098346,0.4394330428091324,3,1.0,1,0.583063569813769,false,false,M3OT/2/ir/val/2-08T,1.0,False,47,development,ocsort
0.025692883542829947,0.371293921933257,0.07352787256240845,1.0,False,164,39,40.450053815879194,4,0.5763063121666022,2,0.20501239023334522,45,ir,True,0.001177863926384452,3,33.11310416549608,13.682473311933546,422.0,,2.420110999713449,0.1067979216634999,3,0.34560103839042705,2,-0.025692883542829947,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,5,development,ocsort
0.0,0.34560103839042705,0.11108565330505371,1.0,False,177,39,29.325134895160613,4,0.41659661677471327,2,0.07099557838428622,46,ir,True,3.6035487012083166e-06,3,24.387488845031534,13.216500001732982,422.0,,1.845230495353065,0.1067979216634999,3,0.371293921933257,2,0.025692883542829947,false,false,M3OT/2/ir/val/2-08T,1.0,False,5,development,ocsort
0.20501239023334522,0.5763063121666022,0.24544203281402588,1.0,False,164,40,42.75950215825129,4,0.371293921933257,2,-0.20501239023334522,45,ir,True,0.001177863926384452,3,35.84670279136192,13.21650735304518,422.0,,2.712267457188875,0.1307180176248379,3,0.41659661677471327,2,-0.15970969539188895,false,false,M3OT/2/ir/val/2-08T,1.0,False,5,development,ocsort
0.07099557838428622,0.41659661677471327,0.1862199306488037,1.0,False,177,40,27.264787815547013,4,0.34560103839042705,2,-0.07099557838428622,46,ir,True,3.6035487012083166e-06,3,21.721884591419006,12.750534042844617,422.0,,1.703605866109503,0.1307180176248379,3,0.5763063121666022,2,0.15970969539188895,correct,correct,M3OT/2/ir/val/2-08T,1.0,False,5,development,ocsort
0.11993266412630738,0.5079807469336615,0.0977851152420044,1.0,False,1,5,20.056218783020004,25,0.3880480828073541,2,-0.11993266412630738,9,ir,True,0.09211973792658197,3,70.9313368103821,15.292612621891713,189.5,,4.638274607756841,0.2658518695500885,3,1.0,1,0.49201925306633854,false,false,M3OT/1/ir/test/1-03T,1.0,False,70,held_out,bytetrack
0.0,0.3880480828073541,0.14843100309371948,1.0,False,1,6,33.14891642936485,2,0.5079807469336615,2,0.11993266412630738,9,ir,True,0.09211973792658197,3,31.042755676775915,19.019222746171618,201.0,,1.632177933402905,0.0050211208057469,3,0.48513759503709014,2,0.09708951222973605,correct,correct,M3OT/1/ir/test/1-03T,1.0,False,57,held_out,bytetrack
0.09708951222973605,0.48513759503709014,0.133691668510437,1.0,False,22,6,51.870897287539755,2,1.0,1,0.5148624049629098,11,ir,True,0.29141129372576113,3,52.96837694137849,20.721065618337185,201.0,,2.5562573815945027,0.0050211208057469,3,0.3880480828073541,2,-0.09708951222973605,false,false,M3OT/1/ir/test/1-03T,1.0,False,57,held_out,bytetrack
0.0,0.32911543188301917,0.10670626163482666,N/A,N/A,N/A,10,31.074564960979938,2,1.0,1,0.6708845681169808,12,ir,False,,1,,,,fewer_than_two_distinct_frames,,,1,1.0,1,0.6708845681169808,unknown,unknown,M3OT/1/ir/test/1-03T,N/A,N/A,N/A,held_out,bytetrack
0.0,0.5526772146052769,0.15396201610565186,1.0,False,137,17,53.79870412383449,5,1.0,1,0.44732278539472314,19,ir,True,0.3186035470690495,3,60.97294767264444,28.992893456502273,334.5,,2.103030791463484,0.4113063895432658,3,1.0,1,0.44732278539472314,false,false,M3OT/1/ir/test/1-03T,1.0,False,8,held_out,bytetrack
0.06571585666643553,0.44779789953125926,0.044152677059173584,1.0,False,4,5,16.291995961809288,27,0.3820820428648237,2,-0.06571585666643553,9,ir,True,0.001178487568156811,3,67.01043214699331,15.978609820130053,190.5,,4.193758587344234,0.36481306808193215,3,1.0,1,0.5522021004687407,false,false,M3OT/1/ir/test/1-03T,1.0,False,97,held_out,ocsort
0.0,0.3820820428648237,0.0898367166519165,1.0,False,4,6,39.24013901984455,4,0.44779789953125926,2,0.06571585666643553,9,ir,True,0.001178487568156811,3,35.010912196044295,18.602785476156253,202.0,,1.882025261266321,0.0011787630591526843,3,0.5709829439384609,2,0.18890090107363722,correct,correct,M3OT/1/ir/test/1-03T,1.0,False,96,held_out,ocsort
0.18890090107363722,0.5709829439384609,0.18513214588165283,1.0,False,45,6,52.937959004876376,4,1.0,1,0.42901705606153906,11,ir,True,0.002357978427514256,3,51.3760071779062,21.271792734090454,202.0,,2.4152175521892114,0.0011787630591526843,3,0.3820820428648237,2,-0.18890090107363722,false,false,M3OT/1/ir/test/1-03T,1.0,False,96,held_out,ocsort
0.0,0.680147819425069,0.28812336921691895,1.0,False,145,13,53.9017725153679,3,1.0,1,0.31985218057493103,15,rgb,True,0.21414604014980568,3,59.08552416984878,34.216961822448354,334.5,,1.7267904870234614,0.854917203365394,3,1.0,1,0.31985218057493103,false,false,M3OT/1/rgb/test/1-03,1.0,False,1,held_out,bytetrack
0.23123595570536262,0.4350975337643666,0.0770409107208252,1.0,False,23,3,54.00025943896921,2,1.0,1,0.5649024662356334,8,ir,True,0.18946912382115363,3,49.216428205156284,27.05913709538884,92.0,,1.8188469215281546,0.00608202674726789,3,0.20386157805900398,2,-0.23123595570536262,correct,correct,M3OT/2/ir/test/2-03T,1.0,False,24,held_out,bytetrack
0.0,0.20386157805900398,0.08096659183502197,1.0,False,38,3,15.126618543314967,2,1.0,1,0.796138421940996,9,ir,True,0.1818896904309932,3,20.694447860813934,29.588349402775734,92.0,,0.6994120415136288,0.00608202674726789,3,0.4350975337643666,2,0.23123595570536262,false,false,M3OT/2/ir/test/2-03T,1.0,False,24,held_out,bytetrack
0.0,0.2894236395982804,0.14263403415679932,1.0,False,49,4,17.93866093830305,2,0.5591401750372714,2,0.26971653543899105,10,ir,True,0.23742732072756387,3,17.811428115190772,31.89777322328237,92.0,,0.5583909569646732,0.007227322034471361,3,1.0,1,0.7105763604017197,false,false,M3OT/2/ir/test/2-03T,1.0,False,5,held_out,bytetrack
0.26971653543899105,0.5591401750372714,0.20590972900390625,1.0,False,49,5,49.0080118971003,3,0.2894236395982804,2,-0.26971653543899105,10,ir,True,0.23742732072756387,3,31.819640453755724,32.278520977440415,91.5,,0.9857837190246292,2.989873336996637,3,1.0,1,0.4408598249627286,unknown,unknown,M3OT/2/ir/test/2-03T,N/A,N/A,N/A,held_out,bytetrack
0.0,0.5328703787127421,0.12607264518737793,1.0,False,6,6,50.14362753658316,8,1.0,1,0.4671296212872579,13,ir,True,0.394024515136319,3,43.93230010137588,18.844239133431447,184.0,,2.3313384950329916,0.22484543341416457,3,1.0,1,0.4671296212872579,false,false,M3OT/2/ir/test/2-03T,1.0,False,59,held_out,bytetrack
0.0,0.6042988797478333,0.0899343490600586,1.0,False,6,17,50.221351164048414,18,1.0,1,0.39570112025216675,24,ir,True,0.6283872769616058,3,64.82011543593296,22.456083878234196,427.0,,2.8865280245395133,0.3509248114141302,3,1.0,1,0.39570112025216675,false,false,M3OT/2/ir/test/2-03T,1.0,False,87,held_out,bytetrack
0.0,0.11702831844676236,0.05504661798477173,1.0,False,44,3,1.8844592465076393,4,1.0,1,0.8829716815532377,9,ir,True,0.0011796676744250563,3,12.206369134526806,30.151774166052945,93.0,,0.4048308755333416,0.0011760876577742183,3,1.0,1,0.8829716815532377,false,false,M3OT/2/ir/test/2-03T,1.0,False,55,held_out,ocsort
0.0,0.2958464460854116,0.08609235286712646,1.0,False,55,4,25.697732245119727,4,1.0,1,0.7041535539145884,10,ir,True,2.543131510416668e-06,3,18.954790399913154,31.77101677485785,93.0,,0.5966063514502665,0.001176065660847987,3,1.0,1,0.7041535539145884,false,false,M3OT/2/ir/test/2-03T,1.0,False,36,held_out,ocsort
