AssA,DetA,FN,FP,Frag,HOTA,IDF1,IDSW,MOTA,TP,aggregation,invalid_class_instances,invalid_sequences,method,predicted_boxes,scope,sequence_count,tracker,valid_gt_boxes,valid_output
49.32429118217427,36.2755154211475,18180,0,896,40.82263482846624,40.739561999709146,896,33.64585113524037,12486,equal_sequence_mean_metrics_total_counts,0,0,regr_t_reliable_motion_min5,12486,legacy12,12,ocsort,30666,True
55.331199415728456,42.39602871163085,87556,0,2979,47.69481461443795,47.52463219306683,2707,40.75373418297773,77972,equal_sequence_mean_metrics_total_counts,0,0,regr_t_reliable_motion_min5,77972,confirmation38,38,ocsort,165528,True
82.06275997135361,81.60219151010966,22130,0,2155,81.32105008043304,81.48609392004401,1962,80.27084974644677,174064,equal_sequence_mean_metrics_total_counts,0,0,no_refinement,174064,all_sequences,50,deepocsort,196194,True
76.32327232979347,67.1069007003687,3851,0,283,70.34791554866588,69.83953537220113,286,65.22753948570173,26815,equal_sequence_mean_metrics_total_counts,0,0,no_refinement,26815,legacy12,12,deepocsort,30666,True
83.87522975289892,86.17965176581731,18279,0,1872,84.78625045888583,85.16395451409967,1676,85.02136877615574,147249,equal_sequence_mean_metrics_total_counts,0,0,no_refinement,147249,confirmation38,38,deepocsort,165528,True
84.98119156832203,81.60091796007326,22130,0,2155,82.82336450858664,83.99334285590943,1149,80.9019466975286,174064,equal_sequence_mean_metrics_total_counts,0,0,geometry_reid_greedy_guard,174064,all_sequences,50,deepocsort,196194,True
79.01135829558963,67.1069007003687,3851,0,283,71.72361558589044,71.93475283771649,144,66.0310023949668,26815,equal_sequence_mean_metrics_total_counts,0,0,geometry_reid_greedy_guard,26815,legacy12,12,deepocsort,30666,True
86.86640207550066,86.1779760420852,18279,0,1872,86.32854837891175,87.80131865112826,1005,85.59803437202181,147249,equal_sequence_mean_metrics_total_counts,0,0,geometry_reid_greedy_guard,147249,confirmation38,38,deepocsort,165528,True
84.53797796291823,81.59961443625225,22130,0,2155,82.59626253428775,83.67010459435745,1377,80.80441868738944,174064,equal_sequence_mean_metrics_total_counts,0,0,regr_v1,174064,all_sequences,50,deepocsort,196194,True
78.76146431439845,67.1069007003687,3851,0,283,71.59961755341676,71.68416994091179,167,65.94318155613212,26815,equal_sequence_mean_metrics_total_counts,0,0,regr_v1,26815,legacy12,12,deepocsort,30666,True
86.36214016771397,86.17626087916285,18279,0,1872,86.0688872650891,87.4551365901824,1210,85.49744093936545,147249,equal_sequence_mean_metrics_total_counts,0,0,regr_v1,147249,confirmation38,38,deepocsort,165528,True
84.96249529705482,81.60041064507907,22130,0,2155,82.8135952403703,83.98424386561514,1138,80.90469241903016,174064,equal_sequence_mean_metrics_total_counts,0,0,regr_temporal_risk_05,174064,all_sequences,50,deepocsort,196194,True
78.98106078092852,67.1069007003687,3851,0,283,71.70829364925245,71.92162172354146,144,66.0310023949668,26815,equal_sequence_mean_metrics_total_counts,0,0,regr_temporal_risk_05,26815,legacy12,12,deepocsort,30666,True
86.8513693547789,86.17730852235603,18279,0,1872,86.32053258493382,87.79349296311209,994,85.60164716347121,147249,equal_sequence_mean_metrics_total_counts,0,0,regr_temporal_risk_05,147249,confirmation38,38,deepocsort,165528,True
84.80043133413436,81.60041064507907,22130,0,2155,82.73405400034834,83.84805012605831,1165,80.88106303134904,174064,equal_sequence_mean_metrics_total_counts,0,0,regr_t_reliable_motion_min5,174064,all_sequences,50,deepocsort,196194,True
78.9753578123515,67.1069007003687,3851,0,283,71.69781733278175,71.86903558243152,147,66.02508876920811,26815,equal_sequence_mean_metrics_total_counts,0,0,regr_t_reliable_motion_min5,26815,legacy12,12,deepocsort,30666,True
86.63992823574999,86.17730852235603,18279,0,1872,86.21918136905359,87.63089682404575,1018,85.5724233246567,147249,equal_sequence_mean_metrics_total_counts,0,0,regr_t_reliable_motion_min5,147249,confirmation38,38,deepocsort,165528,True
