AssA,DetA,FN,FP,Frag,HOTA,IDF1,IDSW,MOTA,TP,accepted_correct,accepted_false,accepted_unknown,box_preserving,class_instances,duplicate_frame_identity_count,duplicate_free,eligible_source_tracklets,family,input_rows,method,output_rows,predicted_boxes,protocol,sequence,tie_ambiguous,tie_excluded_correct,tie_excluded_false,tracker,valid_common_box_protocol,valid_gt_boxes
89.76266035744868,93.38889409120704,706,0,47,91.55782643480984,91.5552973077668,27,93.13606142897275,9973,0,0,0,True,7,0,True,101,confirmation38,9973,no_refinement,9973,9973,oracle_aabb,data37-11,0,0,0,deepocsort,True,10679
92.45388378897464,93.37078651685393,706,0,47,92.91120409247947,93.86984311446834,16,93.23906732840153,9973,11,4,0,True,7,0,True,101,confirmation38,9973,ace_v1,9973,9973,oracle_aabb,data37-11,0,11,4,deepocsort,True,10679
92.79956900360904,93.37078651685393,706,0,47,93.0847395994211,94.08289754018982,15,93.24843150107688,9973,12,4,0,True,7,0,True,101,confirmation38,9973,cost_r,9973,9973,oracle_aabb,data37-11,0,12,4,deepocsort,True,10679
92.79956900360904,93.37078651685393,706,0,47,93.0847395994211,94.08289754018982,15,93.24843150107688,9973,12,4,0,True,7,0,True,101,confirmation38,9973,cost_g_legacy,9973,9973,oracle_aabb,data37-11,0,12,4,deepocsort,True,10679
92.79956900360904,93.37078651685393,706,0,47,93.0847395994211,94.08289754018982,15,93.24843150107688,9973,12,4,0,True,7,0,True,101,confirmation38,9973,cost_h,9973,9973,oracle_aabb,data37-11,0,12,4,deepocsort,True,10679
92.79956900360904,93.37078651685393,706,0,47,93.0847395994211,94.08289754018982,15,93.24843150107688,9973,12,4,0,True,7,0,True,101,confirmation38,9973,path_g,9973,9973,oracle_aabb,data37-11,0,12,4,deepocsort,True,10679
92.79956900360904,93.37078651685393,706,0,47,93.0847395994211,94.08289754018982,15,93.24843150107688,9973,12,4,0,True,7,0,True,101,confirmation38,9973,cost_h_margin_reassign,9973,9973,oracle_aabb,data37-11,0,12,4,deepocsort,True,10679
92.80453689969072,93.37078651685393,706,0,47,93.08723114722292,94.08289754018982,15,93.24843150107688,9973,12,3,0,True,7,0,True,101,confirmation38,9973,cost_h_motion_reassign,9973,9973,oracle_aabb,data37-11,0,12,3,deepocsort,True,10679
92.80453689969072,93.37078651685393,706,0,47,93.08723114722292,94.08289754018982,15,93.24843150107688,9973,12,3,0,True,7,0,True,101,confirmation38,9973,cost_h_full_postfilter,9973,9973,oracle_aabb,data37-11,0,12,3,deepocsort,True,10679
92.80453689969072,93.37078651685393,706,0,47,93.08723114722292,94.08289754018982,15,93.24843150107688,9973,12,3,0,True,7,0,True,101,confirmation38,9973,cost_h_full_reassign,9973,9973,oracle_aabb,data37-11,0,12,3,deepocsort,True,10679
92.79956900360904,93.37078651685393,706,0,47,93.0847395994211,94.08289754018982,15,93.24843150107688,9973,12,4,0,True,7,0,True,101,confirmation38,9973,cost_h_soft_information,9973,9973,oracle_aabb,data37-11,0,12,4,deepocsort,True,10679
92.80453689969072,93.37078651685393,706,0,47,93.08723114722292,94.08289754018982,15,93.24843150107688,9973,12,3,0,True,7,0,True,101,confirmation38,9973,path_g_full_reassign,9973,9973,oracle_aabb,data37-11,0,12,3,deepocsort,True,10679
88.97642917734989,80.59287984291015,246,0,5,84.64859440886849,91.67974882260597,12,87.31563421828909,1788,0,0,0,True,5,0,True,40,confirmation38,1788,no_refinement,1788,1788,oracle_aabb,data37-12,0,0,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,ace_v1,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,cost_r,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,cost_g_legacy,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,cost_h,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,path_g,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,cost_h_margin_reassign,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,cost_h_motion_reassign,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,cost_h_full_postfilter,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,cost_h_full_reassign,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,cost_h_soft_information,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
89.69969392133119,80.59287984291015,246,0,5,84.99574522237629,92.67399267399267,7,87.56145526057031,1788,1,0,4,True,5,0,True,40,confirmation38,1788,path_g_full_reassign,1788,1788,oracle_aabb,data37-12,0,1,0,bytetrack,True,2034
92.1175362069504,83.5299901671583,335,0,3,87.71873741447386,89.52585052236806,8,83.13667649950835,1699,0,0,0,True,5,0,True,35,confirmation38,1699,no_refinement,1699,1699,oracle_aabb,data37-12,0,0,0,ocsort,True,2034
92.16156222213591,83.5299901671583,335,0,3,87.73969675241055,89.68657915885348,5,83.2841691248771,1699,3,1,0,True,5,0,True,35,confirmation38,1699,ace_v1,1699,1699,oracle_aabb,data37-12,0,3,1,ocsort,True,2034
92.15896879537556,83.5299901671583,335,0,3,87.7384622460023,89.57942673452986,4,83.33333333333334,1699,4,1,0,True,5,0,True,35,confirmation38,1699,cost_r,1699,1699,oracle_aabb,data37-12,0,4,1,ocsort,True,2034
92.24193813292779,83.5299901671583,335,0,3,87.77794817175372,89.68657915885348,3,83.38249754178958,1699,4,2,0,True,5,0,True,35,confirmation38,1699,cost_g_legacy,1699,1699,oracle_aabb,data37-12,0,4,2,ocsort,True,2034
92.15896879537556,83.5299901671583,335,0,3,87.7384622460023,89.57942673452986,4,83.33333333333334,1699,4,1,0,True,5,0,True,35,confirmation38,1699,cost_h,1699,1699,oracle_aabb,data37-12,0,4,1,ocsort,True,2034
92.15896879537556,83.5299901671583,335,0,3,87.7384622460023,89.57942673452986,4,83.33333333333334,1699,4,1,0,True,5,0,True,35,confirmation38,1699,path_g,1699,1699,oracle_aabb,data37-12,0,4,1,ocsort,True,2034
92.15896879537556,83.5299901671583,335,0,3,87.7384622460023,89.57942673452986,4,83.33333333333334,1699,4,1,0,True,5,0,True,35,confirmation38,1699,cost_h_margin_reassign,1699,1699,oracle_aabb,data37-12,0,4,1,ocsort,True,2034
92.22894628010265,83.5299901671583,335,0,3,87.77176639389428,89.79373158317708,4,83.33333333333334,1699,4,0,0,True,5,0,True,35,confirmation38,1699,cost_h_motion_reassign,1699,1699,oracle_aabb,data37-12,0,4,0,ocsort,True,2034
92.22894628010265,83.5299901671583,335,0,3,87.77176639389428,89.79373158317708,4,83.33333333333334,1699,4,0,0,True,5,0,True,35,confirmation38,1699,cost_h_full_postfilter,1699,1699,oracle_aabb,data37-12,0,4,0,ocsort,True,2034
92.22894628010265,83.5299901671583,335,0,3,87.77176639389428,89.79373158317708,4,83.33333333333334,1699,4,0,0,True,5,0,True,35,confirmation38,1699,cost_h_full_reassign,1699,1699,oracle_aabb,data37-12,0,4,0,ocsort,True,2034
92.15896879537556,83.5299901671583,335,0,3,87.7384622460023,89.57942673452986,4,83.33333333333334,1699,4,1,0,True,5,0,True,35,confirmation38,1699,cost_h_soft_information,1699,1699,oracle_aabb,data37-12,0,4,1,ocsort,True,2034
92.22894628010265,83.5299901671583,335,0,3,87.77176639389428,89.79373158317708,4,83.33333333333334,1699,4,0,0,True,5,0,True,35,confirmation38,1699,path_g_full_reassign,1699,1699,oracle_aabb,data37-12,0,4,0,ocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,no_refinement,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,ace_v1,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,cost_r,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,cost_g_legacy,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,cost_h,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,path_g,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,cost_h_margin_reassign,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,cost_h_motion_reassign,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,cost_h_full_postfilter,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,cost_h_full_reassign,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,cost_h_soft_information,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
94.04892588032418,91.93706981317602,164,0,2,92.9870026644239,95.23565573770492,2,91.83874139626353,1870,0,0,0,True,5,0,True,30,confirmation38,1870,path_g_full_reassign,1870,1870,oracle_aabb,data37-12,0,0,0,deepocsort,True,2034
45.72853131613559,66.64412725051028,911,9,318,53.64480308277129,53.28538102643857,746,70.22341376228776,4684,0,0,0,True,7,0,True,292,confirmation38,4693,no_refinement,4693,4693,oracle_aabb,data37-2,0,0,0,bytetrack,True,5595
46.90746356798649,66.64412725051028,911,9,318,54.40527772238502,54.99611197511665,707,70.92046470062556,4684,3,7,89,True,7,0,True,292,confirmation38,4693,ace_v1,4693,4693,oracle_aabb,data37-2,2,3,5,bytetrack,True,5595
47.393447842699494,66.64487954724856,911,9,318,54.717847780422424,55.11275272161742,683,71.34941912421804,4684,5,12,93,True,7,0,True,292,confirmation38,4693,cost_r,4693,4693,oracle_aabb,data37-2,4,5,8,bytetrack,True,5595
47.02485274762154,66.5761983079015,911,9,318,54.45144420860464,55.15163297045101,670,71.58176943699732,4684,6,21,143,True,7,0,True,292,confirmation38,4693,cost_g_legacy,4693,4693,oracle_aabb,data37-2,8,6,13,bytetrack,True,5595
47.24064847291752,66.62886108051335,911,9,318,54.61484717979833,55.346034214618975,686,71.29579982126899,4684,6,20,138,True,7,0,True,292,confirmation38,4693,cost_h,4693,4693,oracle_aabb,data37-2,8,6,12,bytetrack,True,5595
47.32269121416199,66.6202448003733,911,9,318,54.662922741484884,55.24883359253499,681,71.3851653261841,4684,6,17,130,True,7,0,True,292,confirmation38,4693,path_g,4693,4693,oracle_aabb,data37-2,5,6,12,bytetrack,True,5595
47.28350852693115,66.64487954724856,911,9,318,54.64726686486392,55.15163297045101,678,71.43878462913315,4684,5,14,120,True,7,0,True,292,confirmation38,4693,cost_h_margin_reassign,4693,4693,oracle_aabb,data37-2,5,5,9,bytetrack,True,5595
47.26813244105505,66.62886108051335,911,9,318,54.63232361425205,55.40435458786936,683,71.34941912421804,4684,6,22,135,True,7,0,True,292,confirmation38,4693,cost_h_motion_reassign,4693,4693,oracle_aabb,data37-2,9,6,13,bytetrack,True,5595
47.39729172670673,66.64487954724856,911,9,318,54.721618045644135,55.32659409020218,689,71.24218051831993,4684,5,14,97,True,7,0,True,292,confirmation38,4693,cost_h_full_postfilter,4693,4693,oracle_aabb,data37-2,5,5,9,bytetrack,True,5595
47.28723372941155,66.64487954724856,911,9,318,54.6496969697045,55.15163297045101,681,71.3851653261841,4684,5,14,113,True,7,0,True,292,confirmation38,4693,cost_h_full_reassign,4693,4693,oracle_aabb,data37-2,5,5,9,bytetrack,True,5595
47.51285250952868,66.6202448003733,911,9,318,54.7853020919663,55.52099533437014,677,71.45665773011618,4684,8,18,133,True,7,0,True,292,confirmation38,4693,cost_h_soft_information,4693,4693,oracle_aabb,data37-2,6,8,12,bytetrack,True,5595
47.303715243077995,66.64487954724856,911,9,318,54.660533402160425,55.132192846034215,683,71.34941912421804,4684,5,15,109,True,7,0,True,292,confirmation38,4693,path_g_full_reassign,4693,4693,oracle_aabb,data37-2,5,5,10,bytetrack,True,5595
55.45858546937165,59.28507596067918,2278,0,326,57.33992023209936,53.343806104129264,340,53.20822162645219,3317,0,0,0,True,7,0,True,277,confirmation38,3317,no_refinement,3317,3317,oracle_aabb,data37-2,0,0,0,ocsort,True,5595
57.711182834269856,59.28507596067918,2278,0,326,58.492835955442715,55.2064631956912,303,53.86952636282395,3317,35,72,0,True,7,0,True,277,confirmation38,3317,ace_v1,3317,3317,oracle_aabb,data37-2,7,34,66,ocsort,True,5595
57.86239640205611,59.28507596067918,2278,0,326,58.56941664352502,55.40843806104129,291,54.0840035746202,3317,41,73,0,True,7,0,True,277,confirmation38,3317,cost_r,3317,3317,oracle_aabb,data37-2,7,40,67,ocsort,True,5595
57.2964571854908,59.28507596067918,2278,0,326,58.282285615095994,54.95960502692998,280,54.280607685433424,3317,44,130,0,True,7,0,True,277,confirmation38,3317,cost_g_legacy,3317,3317,oracle_aabb,data37-2,9,43,122,ocsort,True,5595
57.41605420520647,59.28507596067918,2278,0,326,58.343081294341495,54.95960502692998,282,54.244861483467375,3317,48,121,0,True,7,0,True,277,confirmation38,3317,cost_h,3317,3317,oracle_aabb,data37-2,11,46,112,ocsort,True,5595
57.51730201746608,59.28507596067918,2278,0,326,58.39449990503217,55.22890484739676,287,54.15549597855228,3317,43,118,0,True,7,0,True,277,confirmation38,3317,path_g,3317,3317,oracle_aabb,data37-2,10,42,109,ocsort,True,5595
57.64638391318927,59.28507596067918,2278,0,326,58.4599884463887,55.45332136445242,286,54.17336907953529,3317,44,105,0,True,7,0,True,277,confirmation38,3317,cost_h_margin_reassign,3317,3317,oracle_aabb,data37-2,10,43,96,ocsort,True,5595
57.60794968645195,59.28507596067918,2278,0,326,58.44049685877326,55.2737881508079,282,54.244861483467375,3317,48,120,0,True,7,0,True,277,confirmation38,3317,cost_h_motion_reassign,3317,3317,oracle_aabb,data37-2,11,47,110,ocsort,True,5595
57.73447599832953,59.28507596067918,2278,0,326,58.50463909051123,55.54308797127469,288,54.13762287756926,3317,44,75,0,True,7,0,True,277,confirmation38,3317,cost_h_full_postfilter,3317,3317,oracle_aabb,data37-2,8,43,68,ocsort,True,5595
57.958396657892806,59.28507596067918,2278,0,326,58.61798314870915,55.81238779174147,285,54.191242180518316,3317,45,88,0,True,7,0,True,277,confirmation38,3317,cost_h_full_reassign,3317,3317,oracle_aabb,data37-2,8,44,81,ocsort,True,5595
57.61661931397513,59.28507596067918,2278,0,326,58.44489415360891,55.2737881508079,281,54.2627345844504,3317,46,119,0,True,7,0,True,277,confirmation38,3317,cost_h_soft_information,3317,3317,oracle_aabb,data37-2,12,45,108,ocsort,True,5595
57.84393195862535,59.28507596067918,2278,0,326,58.560070867712064,55.56552962298025,287,54.15549597855228,3317,43,89,0,True,7,0,True,277,confirmation38,3317,path_g_full_reassign,3317,3317,oracle_aabb,data37-2,9,42,81,ocsort,True,5595
74.41671996318057,93.19034852546916,381,0,53,83.27616747600143,82.11675455638819,67,91.9928507596068,5214,0,0,0,True,7,0,True,81,confirmation38,5214,no_refinement,5214,5214,oracle_aabb,data37-2,0,0,0,deepocsort,True,5595
75.5098504979585,93.19034852546916,381,0,53,83.88557256769977,84.39263576649088,51,92.27882037533513,5214,16,10,0,True,7,0,True,81,confirmation38,5214,ace_v1,5214,5214,oracle_aabb,data37-2,0,16,10,deepocsort,True,5595
77.68936311563387,93.19034852546916,381,0,53,85.08759501518213,85.59533721898418,50,92.29669347631814,5214,18,7,0,True,7,0,True,81,confirmation38,5214,cost_r,5214,5214,oracle_aabb,data37-2,0,18,7,deepocsort,True,5595
77.47574986476519,93.19034852546916,381,0,53,84.97053684760111,85.59533721898418,50,92.29669347631814,5214,18,9,0,True,7,0,True,81,confirmation38,5214,cost_g_legacy,5214,5214,oracle_aabb,data37-2,0,18,9,deepocsort,True,5595
77.47574986476519,93.19034852546916,381,0,53,84.97053684760111,85.59533721898418,50,92.29669347631814,5214,18,9,0,True,7,0,True,81,confirmation38,5214,cost_h,5214,5214,oracle_aabb,data37-2,0,18,9,deepocsort,True,5595
77.47574986476519,93.19034852546916,381,0,53,84.97053684760111,85.59533721898418,50,92.29669347631814,5214,18,9,0,True,7,0,True,81,confirmation38,5214,path_g,5214,5214,oracle_aabb,data37-2,0,18,9,deepocsort,True,5595
77.49908947158242,93.19034852546916,381,0,53,84.98333459133785,85.59533721898418,50,92.29669347631814,5214,18,8,0,True,7,0,True,81,confirmation38,5214,cost_h_margin_reassign,5214,5214,oracle_aabb,data37-2,0,18,8,deepocsort,True,5595
77.49908947158242,93.19034852546916,381,0,53,84.98333459133785,85.59533721898418,50,92.29669347631814,5214,18,8,0,True,7,0,True,81,confirmation38,5214,cost_h_motion_reassign,5214,5214,oracle_aabb,data37-2,0,18,8,deepocsort,True,5595
77.49908947158242,93.19034852546916,381,0,53,84.98333459133785,85.59533721898418,50,92.29669347631814,5214,18,8,0,True,7,0,True,81,confirmation38,5214,cost_h_full_postfilter,5214,5214,oracle_aabb,data37-2,0,18,8,deepocsort,True,5595
77.49908947158242,93.19034852546916,381,0,53,84.98333459133785,85.59533721898418,50,92.29669347631814,5214,18,8,0,True,7,0,True,81,confirmation38,5214,cost_h_full_reassign,5214,5214,oracle_aabb,data37-2,0,18,8,deepocsort,True,5595
77.47574986476519,93.19034852546916,381,0,53,84.97053684760111,85.59533721898418,50,92.29669347631814,5214,18,9,0,True,7,0,True,81,confirmation38,5214,cost_h_soft_information,5214,5214,oracle_aabb,data37-2,0,18,9,deepocsort,True,5595
77.49908947158242,93.19034852546916,381,0,53,84.98333459133785,85.59533721898418,50,92.29669347631814,5214,18,8,0,True,7,0,True,81,confirmation38,5214,path_g_full_reassign,5214,5214,oracle_aabb,data37-2,0,18,8,deepocsort,True,5595
57.41314533570846,50.915650131660364,250,1,55,53.57330118006489,54.92822966507177,87,47.75888717156105,397,0,0,0,True,2,0,True,67,confirmation38,398,no_refinement,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
57.57813945740347,50.915650131660364,250,1,55,53.65819532555229,55.311004784689,76,49.45904173106646,397,0,0,28,True,2,0,True,67,confirmation38,398,ace_v1,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
58.09315043228184,50.915650131660364,250,1,55,53.91289998590367,56.26794258373206,73,49.92272024729521,397,0,0,30,True,2,0,True,67,confirmation38,398,cost_r,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
58.57485785795223,50.915650131660364,250,1,55,54.14910086899257,57.41626794258373,68,50.695517774343124,397,1,0,40,True,2,0,True,67,confirmation38,398,cost_g_legacy,398,398,oracle_aabb,data39-1,0,1,0,bytetrack,True,647
58.515573050276046,50.915650131660364,250,1,55,54.12145464929146,57.224880382775126,68,50.695517774343124,397,0,0,41,True,2,0,True,67,confirmation38,398,cost_h,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
58.03614815506338,50.915650131660364,250,1,55,53.88745050878549,56.84210526315789,70,50.38639876352396,397,0,0,39,True,2,0,True,67,confirmation38,398,path_g,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
58.079531142084875,50.915650131660364,250,1,55,53.90719131972658,56.65071770334929,71,50.23183925811438,397,0,0,35,True,2,0,True,67,confirmation38,398,cost_h_margin_reassign,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
58.59652359490701,50.915650131660364,250,1,55,54.16014769417341,57.60765550239234,68,50.695517774343124,397,0,0,40,True,2,0,True,67,confirmation38,398,cost_h_motion_reassign,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
58.15326306732853,50.915650131660364,250,1,55,53.94208071498211,56.45933014354066,72,50.0772797527048,397,0,0,31,True,2,0,True,67,confirmation38,398,cost_h_full_postfilter,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
58.16400762725647,50.915650131660364,250,1,55,53.94776464205102,57.0334928229665,71,50.23183925811438,397,0,0,33,True,2,0,True,67,confirmation38,398,cost_h_full_reassign,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
58.032493294114005,50.915650131660364,250,1,55,53.88546761235817,56.84210526315789,70,50.38639876352396,397,0,0,40,True,2,0,True,67,confirmation38,398,cost_h_soft_information,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
58.16400762725647,50.915650131660364,250,1,55,53.94776464205102,57.0334928229665,71,50.23183925811438,397,0,0,33,True,2,0,True,67,confirmation38,398,path_g_full_reassign,398,398,oracle_aabb,data39-1,0,0,0,bytetrack,True,647
81.79174276719974,38.33075734157651,399,0,10,55.9923159420485,52.513966480446925,12,36.476043276661514,248,0,0,0,True,2,0,True,20,confirmation38,248,no_refinement,248,248,oracle_aabb,data39-1,0,0,0,ocsort,True,647
81.73458182287241,38.33075734157651,399,0,10,55.972747138833135,52.06703910614525,10,36.78516228748068,248,2,6,0,True,2,0,True,20,confirmation38,248,ace_v1,248,248,oracle_aabb,data39-1,3,2,3,ocsort,True,647
81.84151244102115,38.33075734157651,399,0,10,56.00934880753744,52.513966480446925,9,36.93972179289026,248,2,6,0,True,2,0,True,20,confirmation38,248,cost_r,248,248,oracle_aabb,data39-1,2,2,4,ocsort,True,647
81.75410094071293,38.33075734157651,399,0,10,55.979430193931236,51.84357541899441,9,36.93972179289026,248,2,8,0,True,2,0,True,20,confirmation38,248,cost_g_legacy,248,248,oracle_aabb,data39-1,3,2,5,ocsort,True,647
81.83552847200251,38.33075734157651,399,0,10,56.00730116493743,51.84357541899441,8,37.09428129829985,248,3,8,0,True,2,0,True,20,confirmation38,248,cost_h,248,248,oracle_aabb,data39-1,3,3,5,ocsort,True,647
81.75410094071293,38.33075734157651,399,0,10,55.979430193931236,51.84357541899441,9,36.93972179289026,248,2,8,0,True,2,0,True,20,confirmation38,248,path_g,248,248,oracle_aabb,data39-1,3,2,5,ocsort,True,647
81.81265547455808,38.33075734157651,399,0,10,55.9994736088232,52.06703910614525,9,36.93972179289026,248,2,7,0,True,2,0,True,20,confirmation38,248,cost_h_margin_reassign,248,248,oracle_aabb,data39-1,2,2,5,ocsort,True,647
81.83552847200251,38.33075734157651,399,0,10,56.00730116493743,51.84357541899441,8,37.09428129829985,248,3,8,0,True,2,0,True,20,confirmation38,248,cost_h_motion_reassign,248,248,oracle_aabb,data39-1,3,3,5,ocsort,True,647
81.8492435520438,38.33075734157651,399,0,10,56.01199419039627,52.513966480446925,9,36.93972179289026,248,2,5,0,True,2,0,True,20,confirmation38,248,cost_h_full_postfilter,248,248,oracle_aabb,data39-1,2,2,3,ocsort,True,647
81.84151244102115,38.33075734157651,399,0,10,56.00934880753744,52.513966480446925,9,36.93972179289026,248,2,6,0,True,2,0,True,20,confirmation38,248,cost_h_full_reassign,248,248,oracle_aabb,data39-1,2,2,4,ocsort,True,647
81.77284874074215,38.33075734157651,399,0,10,55.98584841020834,51.62011173184358,8,37.09428129829985,248,3,8,0,True,2,0,True,20,confirmation38,248,cost_h_soft_information,248,248,oracle_aabb,data39-1,3,3,5,ocsort,True,647
81.84151244102115,38.33075734157651,399,0,10,56.00934880753744,52.513966480446925,9,36.93972179289026,248,2,6,0,True,2,0,True,20,confirmation38,248,path_g_full_reassign,248,248,oracle_aabb,data39-1,2,2,4,ocsort,True,647
75.04994449095986,73.10664605873262,174,0,13,74.0719226740344,78.39285714285714,11,71.4064914992272,473,0,0,0,True,2,0,True,26,confirmation38,473,no_refinement,473,473,oracle_aabb,data39-1,0,0,0,deepocsort,True,647
74.86128980951307,73.10664605873262,174,0,13,73.97876599135917,78.03571428571429,10,71.5610510046368,473,0,4,0,True,2,0,True,26,confirmation38,473,ace_v1,473,473,oracle_aabb,data39-1,1,0,3,deepocsort,True,647
76.12506167035266,73.10664605873262,174,0,13,74.60058940607418,79.10714285714285,8,71.87017001545595,473,2,3,0,True,2,0,True,26,confirmation38,473,cost_r,473,473,oracle_aabb,data39-1,1,2,2,deepocsort,True,647
74.26130975047606,73.10664605873262,174,0,13,73.68171610234089,76.60714285714286,8,71.87017001545595,473,2,8,0,True,2,0,True,26,confirmation38,473,cost_g_legacy,473,473,oracle_aabb,data39-1,1,2,7,deepocsort,True,647
75.25602236765923,73.10664605873262,174,0,13,74.17354913323567,78.39285714285714,6,72.17928902627511,473,4,5,0,True,2,0,True,26,confirmation38,473,cost_h,473,473,oracle_aabb,data39-1,1,4,4,deepocsort,True,647
75.14949324488441,73.10664605873262,174,0,13,74.12103213087956,78.21428571428571,8,71.87017001545595,473,2,7,0,True,2,0,True,26,confirmation38,473,path_g,473,473,oracle_aabb,data39-1,1,2,6,deepocsort,True,647
75.19111588626225,73.10664605873262,174,0,13,74.14155579604545,78.21428571428571,8,71.87017001545595,473,2,6,0,True,2,0,True,26,confirmation38,473,cost_h_margin_reassign,473,473,oracle_aabb,data39-1,1,2,5,deepocsort,True,647
75.25602236765923,73.10664605873262,174,0,13,74.17354913323567,78.39285714285714,6,72.17928902627511,473,4,5,0,True,2,0,True,26,confirmation38,473,cost_h_motion_reassign,473,473,oracle_aabb,data39-1,1,4,4,deepocsort,True,647
