test_id,scenario,scenario_label,uav_id,image_id,object_id,detector_class,detector_confidence,detector_uncertainty,ambiguity_score,geometry_residual,reasoner_provider,reasoner_class,reasoner_confidence,recommended_action,should_reobserve,input_image,detector_preview,panel
T65,s2,S2 coastline multi-view ambiguity,uav_02,frame_002_uav_02_rgb,uav_02_car_8_5,car,0.0124,0.9800,1.0000,0.6500,rule_based_aerograph,car,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_002_uav_02_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_002_uav_02_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_65_s2_uav_02_car_8_5.png
T66,s2,S2 coastline multi-view ambiguity,uav_02,frame_002_uav_02_rgb,uav_02_pedestrian_2_7,pedestrian,0.0374,0.9915,1.0000,0.6500,rule_based_aerograph,pedestrian,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_002_uav_02_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_002_uav_02_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_66_s2_uav_02_pedestrian_2_7.png
T67,s2,S2 coastline multi-view ambiguity,uav_02,frame_002_uav_02_rgb,uav_02_truck_7_3,truck,0.0102,0.9784,1.0000,0.6500,rule_based_aerograph,truck,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_002_uav_02_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_002_uav_02_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_67_s2_uav_02_truck_7_3.png
T68,s2,S2 coastline multi-view ambiguity,uav_02,frame_002_uav_02_rgb,uav_02_truck_8_3,truck,0.0113,0.9792,1.0000,0.6500,rule_based_aerograph,truck,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_002_uav_02_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_002_uav_02_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_68_s2_uav_02_truck_8_3.png
T69,s2,S2 coastline multi-view ambiguity,uav_02,frame_002_uav_02_rgb,uav_02_van_10_3,van,0.1089,0.9996,1.0000,0.6500,rule_based_aerograph,van,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_002_uav_02_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_002_uav_02_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_69_s2_uav_02_van_10_3.png
T70,s2,S2 coastline multi-view ambiguity,uav_03,frame_003_uav_03_rgb,uav_03_bus_9_2,bus,0.3986,0.8948,1.0000,0.6500,rule_based_aerograph,bus,0.3686,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_003_uav_03_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_003_uav_03_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_70_s2_uav_03_bus_9_2.png
T71,s2,S2 coastline multi-view ambiguity,uav_03,frame_003_uav_03_rgb,uav_03_car_4_6,car,0.7426,0.6170,0.7970,0.6500,rule_based_aerograph,car,0.7126,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_003_uav_03_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_003_uav_03_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_71_s2_uav_03_car_4_6.png
T72,s2,S2 coastline multi-view ambiguity,uav_03,frame_003_uav_03_rgb,uav_03_car_6_8,car,0.0586,0.9966,1.0000,0.6500,rule_based_aerograph,car,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_003_uav_03_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_003_uav_03_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_72_s2_uav_03_car_6_8.png
T73,s2,S2 coastline multi-view ambiguity,uav_03,frame_003_uav_03_rgb,uav_03_pedestrian_1_5,pedestrian,0.0157,0.9821,1.0000,0.6500,rule_based_aerograph,pedestrian,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_003_uav_03_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_003_uav_03_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_73_s2_uav_03_pedestrian_1_5.png
T74,s2,S2 coastline multi-view ambiguity,uav_03,frame_003_uav_03_rgb,uav_03_pedestrian_5_7,pedestrian,0.0406,0.9925,1.0000,0.6500,rule_based_aerograph,pedestrian,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_003_uav_03_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_003_uav_03_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_74_s2_uav_03_pedestrian_5_7.png
T75,s2,S2 coastline multi-view ambiguity,uav_03,frame_003_uav_03_rgb,uav_03_pedestrian_7_1,pedestrian,0.0396,0.9922,1.0000,0.6500,rule_based_aerograph,pedestrian,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_003_uav_03_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_003_uav_03_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_75_s2_uav_03_pedestrian_7_1.png
T76,s2,S2 coastline multi-view ambiguity,uav_03,frame_003_uav_03_rgb,uav_03_pedestrian_8_7,pedestrian,0.0299,0.9889,1.0000,0.6500,rule_based_aerograph,pedestrian,0.3500,targeted re-observation,True,/home/oem/UAV/uav_marinecity/outputs/isaac_exports/uavmarine_s2_viewer160_session_recapture/real_cesium_capture/frame_003_uav_03_rgb.png,/home/oem/projects/multi-uav-marine-city/outputs/evidence/uavmarine_s2_viewer160_session_recapture_detector_smoke_conf001/previews/frame_003_uav_03_rgb_pred.png,/home/oem/projects/multi-uav-marine-city/outputs/reports/live/marinecity_system_test_10plus/token_panels/test_76_s2_uav_03_pedestrian_8_7.png
